plateifu,log(N/Ha),log(O/Hb),avg_emline_sew_peak_ha_6564
11016-12702,0.038815615,0.27984235,2.038120329
11016-12703,0.182893685,0.362186778,2.057266861
11016-12704,-0.380035965,-0.386253053,3.648590684
11016-12705,-0.124927996,0.383717638,0.366854191
11016-1901,0.146797214,0.187982459,5.387488008
11016-1902,0.335807784,0.374712297,2.408132136
11016-3701,-1.379805126,-0.363955307,0.640795708
11016-3702,-0.512999244,-0.252528334,3.511031032
11016-3703,0.109456701,0.633983632,1.533955216
11016-3704,0.023201426,0.679230187,0.309035634
11016-6101,0.189878554,0.296819356,4.152689993
11016-6102,0.147484701,0.008541863,1.657298297
11016-6103,0.232788856,-0.185927805,0.28553473
11016-6104,0.010332997,0.274523759,1.427449018
11016-9101,-0.38343837,-0.43764504,8.421699524
11016-9102,-0.41923171,-0.640440806,13.69329643
11017-12701,0.045256951,0.618521333,19.72706366
11017-12702,-0.553084806,-0.204539205,0.450802885
11017-12703,-0.44381371,-0.593388545,17.36330032
11017-12704,-0.189940618,0.034798995,13.37128735
11017-12705,-0.447157404,-0.607588662,10.16014194
11017-1901,-0.375683198,0.318538825,2.508201659
11017-1902,0.194356212,0.320403107,1.598294318
11017-3701,-0.192744181,0.171466539,0.944798172
11017-3702,0.16533501,0.499740374,0.468698591
11017-3703,-0.264361324,-0.052229908,0.523451726
11017-3704,-0.500604735,0.342394522,29.00527048
11017-6101,-0.413750514,-0.622993296,22.86536503
11017-6102,0.123099777,0.449909905,0.877589941
11017-6103,-0.491527889,-0.642168941,123.2716255
11017-6104,0.039212996,0.25366662,10.26480007
11017-9101,-0.317849073,-0.476544975,38.88635921
11017-9102,0.087181922,0.895383738,1.905735672
11018-12701,-0.358567886,-0.093340335,7.301071525
11018-12702,0.216971353,0.503462942,21.51996708
11018-12703,-0.664153841,0.053311036,1.237105995
11018-12704,-0.39150971,-0.363091769,20.15453863
11018-12705,0.082860204,0.507098866,1.253525704
11018-1901,-0.75734435,0.100222275,0.736149177
11018-1902,-0.5031261,-0.343610532,16.51025105
11018-3701,-0.110115921,0.357754975,5.682076573
11018-3702,-0.39406934,-0.538355083,11.48275948
11018-3703,-0.452387622,-0.478316414,102.8568897
11018-3704,0.11311459,0.346328646,4.557048559
11018-6101,-0.23113335,-0.117408113,5.394485712
11018-6102,-0.056072274,-0.131363111,10.21592045
11018-6103,-0.059567561,0.017069964,17.32703447
11018-6104,-0.882241177,0.209773752,13.83534288
11018-9101,0.076066155,-0.009971152,4.096431196
11018-9102,-0.650316455,0.212822467,53.84598255
11019-12701,-0.219033846,-0.138723835,3.468079925
11019-12702,-0.440284448,-0.698847774,75.95968628
11019-12703,-0.213078054,-0.010515921,8.63596797
11019-12704,-0.281227569,-0.306467681,3.799724638
11019-12705,0.212646737,0.25065094,5.703566909
11019-1901,-0.06377891,0.16451311,4.894964814
11019-1902,-0.262544654,0.783954175,4.981546879
11019-3701,0.075943481,0.011929815,3.183576584
11019-3702,-0.762590015,0.194296192,0.464709416
11019-3703,0.327613893,0.435503288,2.455820382
11019-6101,-0.463906432,-0.3790046,22.63692856
11019-6103,0.080263371,0.287738599,1.25403735
11019-6104,-0.332620547,-0.381804607,9.639121771
11019-9101,0.263399252,0.28848644,8.246352553
11019-9102,-0.395595462,-0.397812629,5.894768476
11020-12701,-1.349599538,-0.206973686,11.82744837
11020-12702,0.386692976,0.017915041,0.528086983
11020-12703,-0.023788967,-0.054596468,3.550758541
11020-12704,0.09996692,0.092038012,0.490231136
11020-12705,-0.034172621,-0.061444195,2.24785316
11020-1901,-0.088481207,0.040452412,7.904996395
11020-1902,0.415767014,1.138156862,6.782398065
11020-3701,0.014536557,0.40063065,1.452444434
11020-3702,-0.185153046,-0.113665751,5.846415639
11020-3703,0.167866429,1.395850392,1.376147836
11020-3704,-0.799101424,0.3056431,54.30104065
11020-6101,-0.74776443,0.236608057,55.57528782
11020-6102,-0.697326001,-0.083687424,20.89889455
11020-6103,-0.206308206,0.289213939,56.27443504
11020-6104,0.308960162,0.340372286,1.439965501
11020-9101,0.310534822,0.058704136,1.109491915
11020-9102,0.147207137,0.379223729,2.940616071
11021-12701,-0.568171349,-0.163693152,2.172184646
11021-12702,-1.051698583,0.425554637,4.270187974
11021-12703,-0.384634355,-0.30715319,9.938215733
11021-12704,-0.543119279,-0.066677131,3.37742871
11021-12705,-0.827329326,0.296367768,0.355793466
11021-1901,0.27441782,0.311861128,3.318652391
11021-1902,0.229240479,0.265701534,8.353186369
11021-3701,0.209782994,0.045367484,2.003027588
11021-3702,-0.068387725,0.345337702,5.379067779
11021-3703,0.195834509,1.047478726,24.86325741
11021-3704,0.219246995,0.406074536,1.708530188
11021-6101,-0.048205232,0.257586869,13.22435546
11021-6102,-0.154249861,-0.101349196,9.281203747
11021-6103,-0.696097474,0.124951737,14.34105206
11021-6104,0.017619522,0.171107739,6.968809724
11021-9101,-0.169199273,0.328250237,1.763754398
11021-9102,-0.720126628,0.128402282,8.067002535
11025-12701,-0.171456818,-0.167370272,18.99629259
11025-12702,0.273868693,-0.148339193,3.328086913
11025-12703,-0.777864526,-0.090179767,8.349635601
11025-12704,-0.437122688,-0.355269353,17.29559517
11025-12705,0.093035202,0.226649204,10.43604898
11025-1901,0.596865143,0.269421031,0.842412591
11025-1902,-0.41368662,-0.569948998,45.92707634
11025-3701,-1.102333611,0.499252926,19.18153143
11025-3702,0.288492978,-0.385691282,0.423533127
11025-3703,0.2116554,0.558874615,2.601620555
11025-3704,0.191089694,0.078744111,0.800954431
11025-6101,-0.524234615,0.111979731,46.78776836
11025-6102,-0.35689423,-0.198208052,0.960575143
11025-6103,0.141385691,0.168686118,3.060621977
11025-6104,0.138967552,0.273056996,3.672605693
11025-9101,-0.826062187,0.288373196,54.96865463
11025-9102,-0.557601263,-0.242875619,84.92094231
11742-12701,-0.358219288,-0.328412106,10.71917343
11742-12702,-0.608437082,-0.096368831,14.74833369
11742-12703,-0.076040667,0.214990479,2.517828405
11742-12704,-0.296194217,-0.632494276,87.42826653
11742-12705,-0.040646666,0.110145136,2.198601842
11742-1901,-0.527411891,0.706898958,0.197594069
11742-1902,-0.410632856,0.563779698,0.360314265
11742-3701,0.032553367,0.138991403,0.587077638
11742-3702,-0.457737037,-0.350504311,15.1737535
11742-3703,0.287961594,0.309258823,10.15246367
11742-3704,0.075607055,0.124737773,8.192611694
11742-6101,-0.181687713,-0.031512028,0.725135346
11742-6102,-0.538113134,-0.106341264,2.818141878
11742-6103,-0.302976224,-0.095771952,0.495522847
11742-6104,0.206768586,0.192851121,2.721029699
11742-9101,0.131178776,0.262512847,1.437186152
11742-9102,-0.410335405,-0.205526614,1.879567385
11745-12701,-0.208010627,0.814295297,0.56567046
11745-12702,-0.252082063,-0.20024561,24.44318771
11745-12703,-0.387021225,-0.406119631,4.193747103
11745-12704,-0.490127157,-0.140599817,6.394679904
11745-12705,0.120215025,-0.021790981,2.337256551
11745-1901,0.2431884,0.135413416,2.59770596
11745-1902,-0.348848394,-0.530134961,13.26137376
11745-3701,-0.565344901,0.059930007,154.265274
11745-3702,0.006487828,-0.090761498,0.807769001
11745-3703,-0.43551821,-0.382506247,5.861987114
11745-3704,-0.111184383,0.091182814,3.028925002
11745-6101,-0.151235105,0.146757461,12.52626538
11745-6102,-0.016769983,0.134492021,0.972119729
11745-6103,-0.449628164,-0.137659389,5.514391541
11745-6104,0.187532835,0.550238267,17.38405991
11745-9101,-0.46701857,-0.573474604,26.56678677
11745-9102,-0.477830552,0.252283947,0.471064411
11746-12701,-0.074724121,1.30003115,4.936773896
11746-12702,-0.634771887,-0.109088937,10.26739216
11746-12704,0.143203307,0.899891598,18.4942131
11746-3701,-0.272974138,-0.429534057,30.75353956
11746-3702,0.318360265,0.490124504,0.837402612
11746-3703,-0.304127748,-0.484808036,14.95164132
11746-6103,0.069766849,0.107007948,5.42850697
11746-6104,0.240312738,0.471622899,3.932157576
11746-9102,0.029405503,0.165865263,11.03667355
11748-12704,-0.373898787,-0.217533589,4.523407459
11748-3701,-0.261117362,-0.278467223,4.858177304
11748-3703,1.440221898,-0.201415654,0.135562733
11748-3704,0.153786081,0.587711486,8.253645539
11748-6101,-0.427840112,-0.417330127,6.987752795
11748-6103,0.736960768,0.582007532,1.592940956
11748-6104,-0.115719836,-0.100853466,0.442442074
11749-12701,0.243891313,0.18729976,8.153566122
11749-12702,-0.593981689,-0.064451806,16.57678509
11749-12703,-0.309282348,-0.111664811,0.500868261
11749-12704,-0.227323955,-0.086543259,173.6938133
11749-12705,0.03601592,0.629582579,3.18317908
11749-1902,-0.461757628,0.555328016,0.673558176
11749-3701,-0.470159835,-0.698639568,34.87032413
11749-3702,0.026461483,0.1175751,6.542772174
11749-3703,-0.010838818,0.206663197,2.00652504
11749-3704,-0.428620654,-0.454963875,12.46274328
11749-6101,0.061285327,0.401785615,2.572208107
11749-6102,-0.082202171,0.435984578,1.208353102
11749-6103,-0.429096096,-0.640528706,4.141293883
11749-6104,0.027441226,0.004634321,11.55136037
11749-9101,-0.481533003,0.233352953,4.775416851
11749-9102,-0.404075377,-0.281810356,5.81423521
11750-12701,-0.359100473,-0.324687676,14.11164236
11750-12702,-0.52414299,-0.443109047,3.952220142
11750-12703,-0.749956494,-0.165898713,5.415249507
11750-12704,-0.505042542,-0.238715392,4.778632641
11750-12705,-0.834699454,0.223470835,11.47004867
11750-1901,-0.79870291,0.236039266,111.6139832
11750-1902,-0.242404298,0.116510879,2.613403916
11750-3701,0.036442959,0.319779182,4.864386797
11750-3702,-0.950084554,0.443734867,93.85245132
11750-3703,-0.287145279,0.306792305,6.417050004
11750-3704,-0.00227538,0.439981301,1.324114998
11750-6101,-0.198671438,-0.298517246,23.02877426
11750-6102,-0.514342803,-0.199803923,12.5838666
11750-6103,-0.449834419,-0.655257657,35.87529278
11750-6104,0.170024703,0.374467845,0.92245619
11750-9101,-0.268746646,-0.321820507,13.54755497
11750-9102,-0.552113278,-0.329393621,12.87295318
11751-12701,-0.764238248,0.065984295,1.524418434
11751-12702,-0.744239249,0.188964588,63.63904762
11751-12703,-0.526234525,-0.280041779,2.689945817
11751-12704,0.01078598,0.245990333,54.27881813
11751-12705,-0.481174213,-0.714943219,5.424494386
11751-1901,-0.117103821,-0.66671777,195.6399345
11751-1902,0.00193398,0.049841697,0.505946867
11751-3701,-0.607956791,0.019743784,100.002346
11751-3702,-0.604685797,-0.167511837,161.7845917
11751-3703,-0.3994616,0.212527603,1.419728309
11751-3704,0.210316676,0.422111258,1.72885707
11751-6101,0.113104794,0.213600748,64.19501972
11751-6102,-0.148351622,-0.04941436,71.96628952
11751-6103,-0.453412873,-0.591780955,3.842797101
11751-6104,-0.33834993,0.252816403,1.955599576
11751-9101,-0.545156187,-0.321106135,15.45704699
11751-9102,-0.456382393,-0.528967823,12.99509621
11755-12701,-0.3318261,-0.614652318,19.42960644
11755-12702,-0.575153512,-0.064656165,12.37139797
11755-12703,-0.277958169,-0.156941505,30.73883295
11755-12704,-0.285118682,-0.292048376,14.65198636
11755-12705,-0.501206203,-0.159946867,12.11726522
11755-1901,0.071840707,0.320483562,4.560886025
11755-1902,0.258113075,0.223242184,1.887022704
11755-3701,0.306971648,-0.331711426,2.539120555
11755-3702,0.013771315,0.381550811,0.33978037
11755-3703,-0.544604781,-0.298203237,10.96019888
11755-3704,-0.696953077,0.064464899,65.36883163
11755-6101,-0.459826565,-0.487528715,18.28202105
11755-6102,0.120672756,0.396116831,1.250539377
11755-6103,0.000351911,0.04951734,6.503065348
11755-6104,-0.037903256,0.073921962,18.35746193
11755-9101,-0.679930417,0.117864931,18.69344616
11755-9102,-0.071887598,0.223373999,6.182179928
11758-12701,0.125828283,0.197638388,5.209039688
11758-12702,-0.464419195,-0.668832318,7.281580448
11758-12703,-0.612023782,-0.197846986,1.412551373
11758-12704,-0.460121274,-0.40685583,47.55498028
11758-12705,0.212362752,0.344987401,10.34485006
11758-1901,-0.397124209,-0.210529479,136.8894882
11758-3701,-0.357525046,-0.501087647,37.54376125
11758-3702,-0.44823053,-0.687790243,8.056450844
11758-3703,0.18792038,0.313827379,1.430073649
11758-3704,-0.497526805,-0.355520611,34.55180359
11758-6101,0.101080568,0.491124218,16.19147158
11758-6102,-0.406959986,-0.557879477,7.003673315
11758-6103,-0.483792897,-0.383617252,13.14822674
11758-6104,0.203323178,0.133341314,31.97487974
11758-9101,-0.723732775,0.263572241,59.62700653
11758-9102,0.309444332,0.391064031,0.666832238
11760-12701,-0.454241397,-0.654451917,7.27310276
11760-12702,-0.569364245,-0.152093705,2.771127105
11760-12703,-0.618201201,-0.090707325,42.3685112
11760-12704,-0.374039945,-0.448475539,6.41700995
11760-12705,-0.544843705,-0.106587001,9.230850856
11760-1901,-0.440495446,-0.5501343,73.63277626
11760-1902,-0.169549223,-0.441438735,167.8803444
11760-3701,-0.589722325,-0.05526631,14.6475668
11760-3702,-0.4037261,-0.75874706,60.5411644
11760-3703,0.035175747,0.32271099,9.021339417
11760-3704,0.04237612,-0.742289193,1.380914092
11760-6101,-0.32442207,-0.234728212,27.95304012
11760-6102,-0.531286474,-0.130349587,20.02398205
11760-6103,-0.125457519,0.24520149,5.544013858
11760-6104,-0.356670864,-0.087215142,7.199389776
11760-9101,0.185333002,0.222862947,6.655958056
11760-9102,-0.340530002,-0.675872568,21.64882135
11761-12701,-0.535858467,-0.42278188,6.811535001
11761-12702,-0.226522918,0.071686239,6.749667525
11761-12703,-0.292151008,-0.133134302,8.642616987
11761-12704,-0.441392637,-0.521271925,33.71300697
11761-12705,0.062733122,0.096297543,27.66670036
11761-1901,-0.425609786,0.106255742,2.554494143
11761-1902,-0.445621697,-0.480804497,35.08483315
11761-3701,0.169164898,0.595244057,1.975683957
11761-3702,0.145124709,-1.357245234,1.01643838
11761-3703,-0.287320928,-0.300534942,58.68994904
11761-3704,-0.008084058,0.407171677,1.145705849
11761-6101,0.235211996,0.107321454,2.758275449
11761-6102,-0.362244462,-0.281817795,9.977254152
11761-6103,-0.962641598,0.265690825,28.83651066
11761-6104,-0.284708652,-0.234647709,19.73609734
11761-9101,-0.629440332,0.002958912,10.19627142
11761-9102,0.098968132,-0.05833009,6.125839114
11826-12701,-0.504108393,0.109860784,4.525978724
11826-12702,-0.852456743,0.252908673,20.316401
11826-12703,-0.788104647,0.172590814,35.58864689
11826-12704,-0.422991936,-0.409892922,2.228255808
11826-12705,-0.501908697,-0.938964686,1.100734234
11826-1901,-0.276161571,-0.040614163,13.11734462
11826-1902,-0.508813522,-0.264094979,44.42418003
11826-3701,-0.475321891,-0.493430346,28.62613249
11826-3702,-0.460909677,-0.314832552,18.55773926
11826-3703,-0.436583539,-0.589223833,24.11616564
11826-3704,-0.380254498,-0.157802196,15.43008208
11826-6101,-0.03782552,-0.164231298,0.452192793
11826-6102,0.151796246,0.030723714,2.840373158
11826-6103,-0.196723708,0.032889819,10.3710258
11826-6104,-0.303207508,-0.3878183,21.29693174
11826-9101,-0.497179441,-0.411649895,66.88248253
11826-9102,0.164826664,0.046022784,3.170740902
11827-12701,0.021044208,0.615016297,1.190080494
11827-12702,0.284867277,-0.141271577,0.420221265
11827-12703,0.261086961,0.181193797,0.360392533
11827-12704,-0.048478102,0.033983097,6.791122079
11827-12705,-0.790717883,0.231147307,46.73004055
11827-1901,0.123147565,2.305562957,5.173568726
11827-1902,-0.11794864,-0.604844981,235.4109192
11827-3701,-0.096427758,0.006836035,0.612284005
11827-3702,0.227227422,0.04992359,1.285063937
11827-3703,0.027229047,-0.271757066,0.816352427
11827-3704,-1.178369267,-0.456889485,1.916192949
11827-6101,0.191243984,0.275531299,3.0705176
11827-6102,-0.36253694,-0.500979375,38.81942272
11827-6103,0.19196135,0.350482686,4.590323925
11827-6104,-0.035428866,0.416751361,1.37980637
11827-9101,0.206995927,-0.474107939,0.445527114
11827-9102,0.037281737,0.119604784,1.099644661
11830-12701,0.022875405,0.041741304,50.12678814
11830-12702,0.301224748,0.460407853,11.59489679
11830-12703,-0.567793526,-0.744647408,22.51526117
11830-12704,-0.05613107,0.143169229,7.431883693
11830-12705,-0.564774179,0.027299845,2.295729399
11830-1901,-0.855300212,0.108717168,3.040698647
11830-1902,-0.2247718,0.524676608,23.53209877
11830-3701,0.464862147,0.464410998,1.151030958
11830-3702,-0.127564677,0.068536965,12.43141508
11830-3703,-0.263237226,0.011877274,9.659195185
11830-3704,-0.391643378,-0.35311404,8.186841488
11830-6101,-0.445105837,-0.299050337,7.02269268
11830-6102,-0.452164761,0.565260416,67.69867706
11830-6103,0.16397741,0.35349199,2.434252739
11830-6104,-0.121268424,0.252615962,7.401286483
11830-9101,0.076803587,0.145596375,3.383125126
11830-9102,0.262962363,0.247251458,2.894705832
11831-12701,0.262368191,0.129792544,5.053927183
11831-12702,0.276656521,0.879585967,37.52668571
11831-12703,-0.309748675,-0.49139296,9.93679595
11831-12704,-0.25213066,-0.145969725,7.751473665
11831-12705,0.384555743,0.141758647,0.905973852
11831-1901,-0.790587966,0.26288875,94.25038528
11831-3701,-0.182440208,0.001140119,110.3718948
11831-3702,-0.452409535,-0.612326564,6.843784571
11831-3703,0.248868688,0.160802212,4.284455895
11831-3704,-0.303162005,-0.535797444,73.74384689
11831-6101,-0.444262235,-0.649924556,33.51102257
11831-6102,-0.255815711,-0.178599011,10.43010783
11831-6103,-0.668036295,0.030175203,35.73763466
11831-6104,-0.014510272,0.035209981,0.115319895
11831-9101,-0.456074933,-0.535019876,12.61642981
11831-9102,-0.565932016,-0.058051963,39.69717503
11832-12701,-0.533208546,-0.239532574,19.84760153
11832-12702,-0.315205997,-0.901919862,2.558102638
11832-12704,-0.443640183,-0.578299151,10.12286353
11832-12705,-0.456499739,-0.352633423,6.716721296
11832-1901,-0.039008197,0.314794129,1.734135628
11832-1902,-0.333105956,-0.308694629,38.78753853
11832-3701,-0.373656271,-0.477870678,29.534513
11832-3702,0.032883602,0.172775446,21.63363218
11832-3703,-0.503256914,-0.233717263,0.337849207
11832-3704,-0.414992107,-0.682779115,88.01106644
11832-6101,-0.398790625,-0.062883469,1.102501854
11832-6102,-0.309056264,-0.537024881,9.978728056
11832-6103,-0.426720346,-0.47924114,18.19891739
11832-6104,-0.295270445,-0.197558548,4.335679173
11832-9101,0.036544002,0.131453197,3.242690325
11832-9102,-0.470313017,-0.386039781,8.40860939
11833-12701,-0.447903628,-0.415493243,10.84171748
11833-12702,-0.421977578,-0.42690328,11.21685266
11833-12703,-0.556061339,-0.139629328,10.53708053
11833-12704,-0.318750817,-0.307031193,2.269907713
11833-12705,-0.379450253,-0.432001972,20.22775507
11833-1901,0.082902952,0.499380367,4.866854787
11833-1902,-0.314506187,-0.37079234,17.78315639
11833-3701,0.203271462,0.631029983,3.658944249
11833-3702,-0.04670718,0.736906402,310.7431717
11833-3703,0.057970756,0.400578315,1.603539333
11833-3704,-0.396092494,-0.207786492,17.24790192
11833-6101,-0.296921263,-0.158747737,8.145407438
11833-6102,-0.291052689,-0.342804355,13.18385696
11833-6103,-0.429752232,-0.500886606,17.58269596
11833-6104,-0.024748545,0.273166447,6.661456108
11833-9101,0.052103309,0.175557111,2.459236383
11833-9102,-0.229745201,-0.29546391,17.66712666
