plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb)
8461-1901,47.39272022,99.77670097,137.6025772,343.8487167,21.71504116,-0.39774084,-0.323317503,0.487025135
8461-1902,13.58798885,10.88350272,21.22952557,42.88832283,2.529146314,-0.305398775,0.096386492,0.403308016
8461-3701,10.50321531,13.82692435,17.01962948,15.9515636,2.153874874,0.028146841,-0.119403318,-0.190549144
8461-3702,5.788058917,9.554490725,9.435494105,5.66777277,0.685307046,0.221352217,-0.2176746,-1.263269413
8461-3703,9.070195675,1.877664804,2.418042123,4.414677888,0.522785395,-0.261435159,0.683998591,0.356023136
8461-3704,50.54638958,43.13179016,318.9458313,200.1542931,10.84768534,0.202352021,0.068892657,-1.08911304
8461-6101,15.73676801,36.76224709,81.79647636,149.8707352,10.00924134,-0.262982242,-0.368486507,0.357783386
8461-6102,7.747627616,24.3850894,37.9107151,88.31497383,5.109477758,-0.367272368,-0.497955614,0.46144377
8461-6103,47.31063175,71.63703346,149.7198296,288.6205063,17.44407463,-0.28504786,-0.180178846,0.382104193
8461-6104,11.09755516,12.31297207,22.91637373,17.32713747,1.065089718,0.121419075,-0.045135582,-0.559952326
8461-9101,8.422164202,4.629749,5.538130224,5.352256179,0.691216126,0.014826271,0.259866258,-0.150147644
8461-9102,3.617903709,8.792035341,11.50279951,29.07714796,1.823755383,-0.402748256,-0.385632421,0.491058472
8462-12701,24.5684886,44.94158554,37.9781971,136.2791634,9.337801218,-0.554895115,-0.26226995,0.594817145
8462-12702,3.22457999,7.505529404,5.262803555,22.1802659,5.243265271,-0.624749589,-0.366908176,0.632794949
8462-12703,5.082289577,15.38030577,21.72041988,54.09059429,4.923684716,-0.396253537,-0.480905563,0.485818171
8462-12704,25.52366614,14.10599875,7.277805567,43.97117853,8.122020364,-0.781167657,0.257539214,0.702455428
8462-12705,25.66349697,14.12861036,18.34956384,22.89115644,3.447538495,-0.096041988,0.259216386,0.112341428
8462-1901,5.09508276,4.743233681,5.203447104,4.188260555,0.704016447,0.094257452,0.031076721,-0.433452025
8462-1902,43.5888195,153.7146645,243.3894691,597.2535706,40.46272755,-0.389856971,-0.547340194,0.480579689
8462-3701,17.4066267,12.83123016,36.77380085,26.3016305,1.623097062,0.145555848,0.13244632,-0.690138679
8462-3703,150.7829704,95.06293488,53.73222637,292.655426,29.50398016,-0.736121745,0.200341077,0.684246744
8462-3704,76.49027061,65.14813614,65.26792145,195.8702393,10.82952118,-0.477268672,0.069704202,0.546043308
8462-6101,10.77793002,29.7477951,43.20740318,111.3558636,6.129578352,-0.411154925,-0.440919422,0.497726731
8462-6102,8.07941854,1.02281189,11.88858318,7.977346718,0.574511729,0.173271633,0.897584339,-0.865752221
8462-6103,43.37368266,36.68677266,16.60253429,8.659850438,2.147733768,0.282663994,0.072716789,-2.066181311
8462-6104,28.49423122,62.25405502,61.62870789,201.6786995,11.20012188,-0.51487697,-0.339410701,0.570633299
8462-9101,34.8140583,163.9618874,248.5097084,696.6990967,46.22062969,-0.447701888,-0.672988257,0.525296126
8462-9102,52.73410034,94.64373589,108.4277229,387.5236282,26.43964624,-0.55315785,-0.254000334,0.593806558
8464-12701,14.2665894,38.14333916,71.91742134,170.5653114,11.33589673,-0.375056605,-0.427098547,0.468154864
8464-12702,10.97163653,15.53141856,49.79061127,82.69180489,5.720086217,-0.220315013,-0.150939712,0.306345453
8464-12703,2.698654771,9.233947992,7.709626913,26.35598898,4.589768171,-0.533845955,-0.534240094,0.582337045
8464-12704,15.06061673,39.17511272,58.72579765,156.2960167,18.68544292,-0.425118986,-0.415167498,0.508526353
8464-12705,5.408247828,5.592707276,4.572395802,13.22632194,6.268011928,-0.461295272,-0.014565504,0.534998285
8464-1901,3.282764137,2.044667959,0.707673118,1.235365778,0.147069842,-0.241962868,0.205616889,0.333213744
8464-1902,81.84086227,68.41133976,305.9388123,260.039135,16.77149534,0.070595864,0.077842101,-0.337275119
8464-3701,14.5397644,79.25376892,113.3230953,336.5099411,17.8294301,-0.47267947,-0.736462555,0.542908365
8464-3702,137.0428925,675.6253662,1688.280365,3153.861145,196.4769592,-0.271397999,-0.69284943,0.367230043
8464-3703,8.354364713,8.038289706,3.463073333,3.996133407,0.648875058,-0.06217829,0.016749776,0.043767598
8464-3704,64.86363888,157.8847351,395.7024307,728.799408,46.4000206,-0.265239293,-0.386338834,0.360338139
8464-6101,976.3285065,258.2619972,741.1672668,1209.058319,73.17770386,-0.212531019,0.577535465,0.296267725
8464-6102,8.736325979,13.45285392,19.77419758,47.14166069,5.735056043,-0.377306008,-0.187485596,0.470071198
8464-6103,31.9990921,38.05915642,44.99491882,148.7126694,8.768053532,-0.519184497,-0.075321501,0.573330408
8464-6104,5.666886806,24.65599394,33.07380867,91.04381371,7.058768034,-0.439766232,-0.638577977,0.519498086
8464-9101,0.186592081,3.496760488,1.180773057,3.913177431,1.77964294,-0.520363105,-1.272772678,0.574064292
8464-9102,17.89524174,52.39097309,66.73638916,186.7149467,10.56638885,-0.44681638,-0.466518896,0.524654121
8465-12701,28.72808456,166.8279877,219.3349495,690.1312714,44.5433054,-0.497823868,-0.763962241,0.559720028
8465-12702,10.04790974,16.17935801,15.4816463,55.70351601,5.041933298,-0.556065468,-0.20688556,0.595496024
8465-12703,7.082274795,13.06883645,26.36241293,57.23985672,3.405199051,-0.33671338,-0.26606415,0.433845441
8465-12704,144.5005074,35.91114759,139.9783554,185.8673401,10.88880491,-0.123142197,0.604640088,0.161578817
8465-12705,39.23923969,97.92519188,209.603035,451.6576843,31.72683191,-0.333411837,-0.397173847,0.430738097
8465-1901,46.04312134,20.67154717,18.63500023,38.74433422,2.343565136,-0.3178788,0.347791775,0.415769243
8465-1902,15.11515594,11.88263011,16.97376347,37.10847187,2.00977695,-0.339694925,0.104500054,0.436629834
8465-3701,586.0693359,814.7939148,1133.796722,3154.415588,268.192688,-0.444383713,-0.143098778,0.522884006
8465-3702,155.9085884,88.12438583,42.07085419,288.6256027,18.19367313,-0.836353523,0.247773936,0.723051361
8465-3703,20.45121861,52.28288364,120.116188,250.741497,14.65498114,-0.319624673,-0.407640342,0.41748108
8465-3704,-1.463664651,8.321517944,2.441132665,9.294704437,2.140767515,-0.580644202,-0.75476097,0.60940383
8465-6101,4.624318282,6.029006481,6.709333579,1.566558639,0.622786363,0.631732729,-0.115198033,4.961654655
8465-6102,138.2717056,90.37802505,50.00453854,292.7107925,50.2277298,-0.767429312,0.184670473,0.697042548
8465-6103,45.35416126,14.57029927,60.51977539,47.19078159,2.766489327,0.108040137,0.493148668,-0.495269729
8465-6104,10.53099465,6.131630167,9.994813681,5.247752666,0.686172336,0.279801345,0.23489344,-2.017173041
8465-9101,13.53294992,16.24679089,67.3491478,104.1432781,7.732419252,-0.189299139,-0.079375116,0.26477507
8465-9102,25.53824186,181.9213562,332.613205,982.5427399,60.0097456,-0.470411964,-0.852692689,0.541348108
8466-12701,17.19326973,20.27275705,21.30749941,81.8300457,7.056230903,-0.584380309,-0.071554339,0.611461123
8466-12702,13.8499186,51.46427059,73.68029785,208.3480301,11.18439984,-0.451438026,-0.570058601,0.527991289
8466-12703,44.46649456,30.1367588,16.4588964,108.5011597,6.626044869,-0.819033668,0.168936352,0.716777295
8466-12704,4.56471765,17.5598135,29.46707582,69.93099785,10.05483633,-0.375332685,-0.585105979,0.468390613
8466-12705,16.11577511,20.84795141,26.80758619,92.51402855,5.950663686,-0.537949882,-0.111812188,0.58481118
8466-1901,43.02873325,23.59541368,67.07648659,76.30070305,4.509459257,-0.055958233,0.260930965,0.03021209
8466-1902,33.64727354,11.39193031,52.43878174,26.48572874,1.666422069,0.296640667,0.470352559,-2.328702966
8466-3701,33.87544155,19.57752848,39.77967453,35.5433898,2.622435868,0.048902381,0.2381271,-0.258595225
8466-3702,7.227791905,16.13304496,25.32559299,54.98026085,4.331856728,-0.336647173,-0.348710704,0.433783378
8466-3703,3.71890223,1.970052838,6.379792809,3.531949997,0.394775018,0.256792028,0.275936887,-1.67105625
8466-3704,403.5428848,76.37982941,295.2796936,231.9954529,18.90144777,0.104754109,0.72291101,-0.480107767
8466-6101,9.401896159,6.096167088,1.102992336,3.91247352,0.752624611,-0.549878916,0.188158588,0.591889783
8466-6102,20.79836559,18.08020878,47.38022804,40.57203865,2.652354836,0.067370316,0.060825767,-0.325039811
8466-6103,9.098012924,-0.373495698,11.36202097,8.614393115,0.605599359,0.1202309,1.386660946,-0.554007688
8466-6104,1.802973092,10.55088395,20.70458412,26.31699085,2.058157444,-0.104169718,-0.767299601,0.127596357
8466-9101,7.238377929,11.66347814,15.50685048,36.70679283,9.524843216,-0.374222841,-0.207186825,0.467441962
8466-9102,341.3941879,155.0386429,58.00405407,468.6973038,55.9595356,-0.907434106,0.342816165,0.7471476
8481-12701,21.02181959,4.349206448,37.97746468,30.21424103,1.972679555,0.099314279,0.684260281,-0.455598861
8481-12702,11.99459076,25.41778708,50.88382816,120.9329624,7.739888549,-0.375964914,-0.326152302,0.468929906
8481-12703,11.85831809,13.22741508,32.19621277,46.28458118,3.148216844,-0.15763155,-0.047451886,0.218092198
8481-12704,5.521961927,8.87954092,15.65721583,41.13680077,7.798418999,-0.419515975,-0.206297105,0.504233789
8481-12705,49.08473778,73.57398033,109.8376083,333.3989563,20.61695719,-0.482213168,-0.175777777,0.549387141
8481-1901,17.71808529,462.0967636,16.58403254,181.43116,12.19522738,-1.039021736,-1.416316139,0.785764603
8481-1902,19.29652166,17.61330128,40.51843929,41.19049168,4.985019922,-0.007144267,0.039638268,-0.088439335
8481-3701,10.12056994,19.77782726,43.00509167,98.57457733,5.674267054,-0.360245046,-0.290973609,0.455277158
8481-3702,82.1981411,35.15536904,157.1512375,99.5218544,6.455122709,0.198399346,0.368870335,-1.055944514
8481-3703,13.33639932,6.715699673,13.39810038,7.410355449,0.517382607,0.257204187,0.297947324,-1.676597757
8481-3704,10.72745395,9.329423785,19.21519852,16.76102304,1.05738236,0.059344352,0.060641838,-0.295429468
8481-6101,28.31436825,14.07456529,32.72661591,26.68425703,1.587230831,0.088645984,0.303571886,-0.409563594
8481-6102,10.61230087,11.77722836,22.9634757,42.5290966,2.753365993,-0.267648535,-0.045233542,0.363047907
8481-6103,42.24796391,37.81850243,77.87160301,136.6017418,15.58746266,-0.244077122,0.048101456,0.335750534
8481-6104,7.954240799,9.856542587,1.112626433,4.319020748,0.740942121,-0.589035917,-0.093125868,0.614004427
8481-9101,17.6815238,23.23533964,67.80293274,121.3312111,7.989153385,-0.252724053,-0.118629335,0.345971083
8481-9102,45.06271648,56.28075027,51.79847622,185.9925423,11.00384402,-0.555178547,-0.09654251,0.594981696
8482-12701,52.18484879,15.22531497,79.04420471,55.410882,3.423666358,0.154274971,0.534978143,-0.742060953
8482-12702,24.81097412,12.80836311,15.17422581,14.45468211,1.473077685,0.021097997,0.287150185,-0.168871193
8482-12703,43.59858418,17.53629732,101.6955738,52.86040878,7.257569194,0.284171534,0.395534486,-2.092597185
8482-12704,241.2054596,92.26018715,484.5392532,338.1580505,20.97937059,0.156209235,0.417372802,-0.753970528
8482-12705,23.86704159,62.76541233,140.7032776,304.7728271,18.91476822,-0.33567203,-0.419921796,0.432868093
8482-1901,41.23673248,35.18422437,92.05217934,55.52158928,4.11289531,0.219572186,0.068936264,-1.245831666
8482-1902,24.53686571,58.96818256,127.158411,254.9744377,16.16929984,-0.30215155,-0.380798657,0.399999644
8482-3701,11.75109148,11.34128296,11.15885401,16.1494987,1.45531112,-0.16053945,0.015416021,0.222574409
8482-3702,49.74314308,61.22499275,149.8795853,240.2905426,15.52098012,-0.204994195,-0.090195519,0.286288525
8482-3703,72.80096626,25.24168158,160.3692513,84.95803261,4.684195638,0.275916655,0.46001886,-1.952979626
8482-3704,92.9632206,55.64566231,271.0510406,215.1771202,16.96447039,0.100254988,0.222879845,-0.45978561
8482-6101,9.0402987,6.947788775,5.196711302,7.796720028,1.306054175,-0.176183349,0.114336174,0.245995483
8482-6102,16.63651323,12.50314438,12.25788713,8.157567024,1.375022799,0.176854967,0.124043063,-0.890881242
8482-6103,2.015893618,11.22208277,-11.01805814,3.632567565,0.519128164,0.481891359,-0.745605858,52.48775337
8482-6104,22.76325941,6.180532515,19.75494385,18.59104896,1.096997425,0.026371905,0.566208552,-0.185025628
8482-9101,63.92703819,17.93587303,91.18449402,63.80700493,3.903762221,0.155052633,0.551962063,-0.74683156
8482-9102,13.50987434,4.01302731,19.77629042,14.25316548,1.11358878,0.142233504,0.527179194,-0.671081004
8483-12701,102.3202763,88.88086128,63.17331219,327.8233948,22.380476,-0.715106296,0.06115345,0.675278239
8483-12702,5.75282979,7.739495516,5.89211154,27.92048693,1.526370674,-0.675652028,-0.128831128,0.657552115
8483-12703,107.1306858,30.61807871,133.9934349,109.1796341,7.220180273,0.088941886,0.54393595,-0.410805697
8483-12704,28.41825867,17.63724542,8.602314711,57.02590084,4.664875746,-0.821456828,0.207166705,0.717665202
8483-12705,11.22403908,21.90247536,20.83198833,68.95117188,6.575840235,-0.519810928,-0.29034403,0.573720686
8483-1901,33.32052326,19.77340937,28.98236227,50.32806683,2.784249127,-0.239676468,0.226630255,0.330453393
8483-1902,33.71980333,11.86799753,22.33752441,24.59797096,2.383511126,-0.041864244,0.453507586,-0.001722233
8483-3701,28.22607327,16.74204051,47.55413437,35.68718767,2.010228872,0.124675956,0.226842076,-0.576456783
8483-3702,12.66827106,6.806839108,9.256641865,8.556254894,0.924039751,0.034169748,0.269771862,-0.209627485
8483-3703,61.88134384,39.273633,81.3863163,88.69828033,5.253782511,-0.037363808,0.197458659,-0.012293089
8483-3704,7.502338171,31.75742912,38.38398647,116.6375179,6.929750204,-0.482688192,-0.626648701,0.549706559
8483-6101,46.04356861,140.5074463,435.6162338,754.8620911,43.20707798,-0.23876356,-0.484530364,0.329346272
8483-6102,16.89588928,14.35748355,7.938937187,7.873447736,1.196190039,0.003597417,0.070702728,-0.117882979
8483-6103,96.46487999,75.78825188,40.59418297,242.9698257,13.56288218,-0.777088537,0.104767339,0.700860711
8483-6104,5.317485332,5.789858182,2.733048518,3.270456314,0.379160504,-0.077961011,-0.036961626,0.07678211
8483-9101,21.1737752,12.92763484,24.13695002,26.96308851,1.593473911,-0.048087246,0.214279222,0.012592132
8483-9102,20.59906673,36.75369072,41.13167572,129.6808167,7.163970113,-0.498699334,-0.251453412,0.560289646
8484-12701,1.913133144,2.75650233,1.360674217,8.573594213,0.86984168,-0.799408769,-0.158613168,0.709461331
8484-12702,22.97028303,6.178402662,25.74700594,34.27999592,2.07535249,-0.124314028,0.570290137,0.163606594
8484-12703,65.60379601,267.8341141,544.3930359,1287.93042,71.07525063,-0.37397984,-0.610936923,0.467233921
8484-12704,18.36893797,26.77987862,126.3022251,176.7860718,10.55090594,-0.146037044,-0.163724557,0.199799807
8484-12705,18.10339022,16.02391982,11.89994264,53.4226675,5.913906932,-0.652180702,0.052991149,0.646415532
8484-1901,74.5828228,23.27313852,71.34428596,47.96562195,3.051537514,0.172429116,0.505783862,-0.859931737
8484-1902,8.030841351,20.67231131,46.32874584,90.66615486,5.566590309,-0.291594654,-0.41062799,0.389049
8484-3701,46.05617142,76.31966019,94.47606277,286.0567093,31.71516895,-0.481130352,-0.219348595,0.548657834
8484-3702,28.35765648,28.0555501,125.7519188,113.9690628,7.476122499,0.042727644,0.004651549,-0.237660813
8484-3703,10.22480154,16.42612004,28.77099323,60.6702013,12.05090046,-0.324020581,-0.205880105,0.421757949
8484-3704,16.18876982,41.25553608,132.1084366,269.6946411,22.81451368,-0.309941764,-0.406268387,0.407890324
8484-6101,29.33591986,14.81776047,38.73704815,47.24183083,5.999680758,-0.086200197,0.29661714,0.093272592
8484-6102,39.94651699,13.75692821,81.46933365,71.92788887,4.041742027,0.05409685,0.462957448,-0.276687619
8484-6103,8.924711704,27.90300655,37.4078598,97.18701935,5.520968795,-0.414645401,-0.495056805,0.50045818
8484-6104,44.18892956,27.40895176,14.04952812,90.10219383,8.236978531,-0.807073627,0.207421055,0.712345473
8484-9102,8.283025503,-0.07471472,4.144146204,3.038675755,0.90181832,0.134750708,2.044782824,-0.629541501
8485-12701,110.0348244,84.69219017,41.85531425,254.246315,21.07036018,-0.78350406,0.113686791,0.703364161
8485-12702,3.784077033,4.243466265,3.992968857,15.59436172,2.16599375,-0.591671681,-0.049760785,0.615434425
8485-12703,33.151299,25.40720987,52.58432198,36.11829996,2.169852555,0.163128978,0.115543575,-0.797805809
8485-12704,92.87950897,71.97772408,40.02875805,228.6020966,14.32709694,-0.756708093,0.110721801,0.692734185
8485-12705,8.561457157,12.10466671,22.39989901,50.59159279,5.644122362,-0.353832292,-0.150405148,0.449558037
8485-1901,28.71463871,120.6213608,215.8040924,535.6018372,33.26405525,-0.394782382,-0.623320867,0.484620227
8485-1902,1.495259076,8.462991714,7.037989974,1.618109554,0.549161747,0.638440722,-0.752807468,4.811452069
8485-3701,124.1952801,199.8066483,255.895607,716.8494873,49.51767921,-0.447365149,-0.206504843,0.525052132
8485-3702,137.0086861,140.2808876,135.5635452,526.2860413,51.18962765,-0.589078933,-0.010250404,0.614027822
8485-3703,22.20071793,11.85954126,-0.015684525,6.510425409,0.703189552,-2.618137992,0.272299129,0.992469967
8485-3704,9.600024939,28.02698088,38.59233379,112.5004635,13.52471781,-0.464653269,-0.465303956,0.537351558
8485-6101,13.96755099,29.49518347,42.21974468,107.1403637,5.290373087,-0.404437514,-0.324630836,0.492408702
8485-6102,86.18608284,71.84564018,58.56010723,261.6779327,17.86414385,-0.650165237,0.079036724,0.645437484
8485-6103,40.95597649,86.88928223,303.336937,594.5979004,44.97690678,-0.292298074,-0.326648925,0.389788087
8485-6104,10.07887149,10.56094921,1.830616578,8.168554902,1.002981946,-0.649547841,-0.020291046,0.645137175
8485-9101,10.57792437,14.11614814,17.06954145,16.89790058,2.214744598,0.004389104,-0.12531575,-0.120106798
8485-9102,14.98574662,28.16772795,51.04306698,100.6436138,9.005804062,-0.294849461,-0.274073432,0.392457436
8486-12701,22.75802708,19.32613504,48.65106583,35.52688599,2.470346987,0.136535217,0.0709896,-0.639278625
8486-12702,11.65330637,12.48681021,8.833431304,36.31307173,4.417135358,-0.613933552,-0.030002347,0.627234876
8486-12703,55.89517689,31.25451517,18.50234365,114.5235958,8.228034377,-0.791668232,0.252461568,0.70651315
8486-12704,7.559316039,7.435864449,7.919360161,23.72646379,2.630479038,-0.476542921,0.007151038,0.545549562
8486-12705,84.72569084,36.01122475,111.8727894,169.8525581,9.732976198,-0.181347625,0.371577227,0.25348012
8486-1901,52.92248726,119.0202541,160.6044807,442.3334732,28.60435295,-0.439992148,-0.351980626,0.519664546
8486-1902,36.68563716,31.55512937,1.875918667,8.122202555,1.09433639,-0.636459811,0.065426101,0.638692131
8486-3701,4.748976111,5.380868211,8.46552968,4.512387484,0.520219713,0.273247751,-0.05425237,-1.910345751
8486-3702,6.404656529,3.930283427,3.676407814,7.694931984,0.4659862,-0.320781105,0.212071974,0.418610805
8486-3704,15.38531303,8.31096679,58.52158642,27.37622595,1.836807907,0.329942514,0.26745479,-3.165354484
8486-6101,25.26187086,56.50528717,131.4189224,260.9904099,20.62163925,-0.297966648,-0.349623576,0.395694672
8486-6102,3.560554028,19.15370369,25.87182808,65.93756676,4.441224098,-0.4063058,-0.730735184,0.493895969
8486-6103,4.250415564,2.263200521,2.730529189,0.650176786,0.248192005,0.623215364,0.273708359,5.171323956
8486-6104,16.38096619,30.52941465,108.4768925,170.4494438,11.06055641,-0.196258353,-0.270378964,0.274439246
8486-9101,14.87787032,43.95328045,54.6476841,173.7687683,10.39121699,-0.502399961,-0.470450525,0.562686112
8486-9102,27.29280186,92.21971512,104.2499294,339.9607697,19.62777424,-0.513353034,-0.528775654,0.569673445
8487-12701,44.77432251,27.33657122,15.89831972,83.35912895,4.999917984,-0.719601941,0.214284982,0.677223433
8487-12702,30.01893298,39.37662633,2.552838008,7.054979642,1.648588697,-0.441472508,-0.117843253,0.520753265
8487-12703,7.947676182,13.23176241,15.35831356,44.01935577,8.124710321,-0.457300152,-0.22137753,0.532176319
8487-12704,6.404253125,19.17617083,26.39690542,64.92944717,3.556274354,-0.390888689,-0.476293401,0.481429882
8487-12705,31.36640787,43.28584099,34.63270378,137.1908836,39.75199509,-0.597838855,-0.139881074,0.618752759
8487-1901,2.867959619,-0.180767898,0.290097807,0.746116772,0.226256527,-0.410262358,1.200451724,0.497024781
8487-1902,24.06160593,16.98032951,36.4350481,44.7648201,3.018017411,-0.089417496,0.151378496,0.099580047
8487-3701,4.003743172,5.209880829,-4.129719257,0.104420841,0.258855939,1.597133343,-0.114361578,1.73119595
8487-3702,20.21707201,11.85058987,13.61962318,11.84773612,1.33842358,0.060529719,0.23197829,-0.299729606
8487-3703,37.05232048,54.57124519,42.61266613,173.5741158,9.375459433,-0.609946254,-0.168148452,0.625157076
8487-3704,3.096871436,12.32739735,18.76203203,50.55757427,3.384102702,-0.430506355,-0.599948218,0.512603337
8487-6101,35.5862999,24.80694675,77.8734417,69.73248863,4.101989448,0.047954205,0.15670952,-0.255340782
8487-6102,2.314907134,6.875526547,10.02257109,20.1770978,2.506584823,-0.303879554,-0.47277239,0.401763643
8487-6103,1.058441274,1.684032341,0.455909803,3.133677702,0.840914957,-0.837175397,-0.201683661,0.72334495
8487-6104,32.61132193,20.25409091,72.5543232,43.78000927,2.915644407,0.219387446,0.206855649,-1.244036087
8487-9101,7.786942007,5.746638458,2.441280968,21.2534495,1.275396794,-0.939811662,0.131953065,0.757318092
8487-9102,44.00263977,54.47322273,161.1839142,168.5796509,11.00133252,-0.019483452,-0.092704339,-0.05621169
8488-12701,8.761648178,11.03949499,16.91194725,55.22688293,9.269433796,-0.513956916,-0.100363397,0.570054157
8488-12702,23.35368919,10.1538651,50.23693466,40.76170826,8.313645363,0.090770756,0.361724107,-0.418525737
8488-12703,10.89111543,3.469435334,9.499233246,11.13895732,1.367628604,-0.069155988,0.496813564,0.058602013
8488-12704,10.19836473,13.38548446,16.27019691,48.21216965,5.499576688,-0.471763867,-0.118103554,0.542279248
8488-12705,22.710639,29.5360775,84.84018707,158.2109489,10.63625836,-0.270634918,-0.114123465,0.366382337
8488-1901,2.992007812,0.740182777,-2.667262157,0.496339103,0.244414131,0.730287212,0.606623747,3.533564999
8488-1902,93.11480522,232.7564926,321.0520325,976.5671539,58.9102726,-0.483126689,-0.397883065,0.550001134
8488-3701,36.60923767,80.29236221,85.54047966,284.8399963,15.9651165,-0.52242929,-0.34108355,0.575346638
8488-3702,72.82444,94.89698792,83.7168045,311.2247849,23.19681168,-0.570261533,-0.114975274,0.603609
8488-3704,13.3417604,6.753120899,9.678208351,14.02935362,0.874778792,-0.161242695,0.295708612,0.223652183
8488-6101,29.03449631,23.3882699,85.59531021,108.6942234,7.182513237,-0.103756494,0.093916199,0.126831205
8488-6102,12.17781353,5.955829322,22.73263025,8.997994781,0.729280442,0.402503951,0.310627076,-7.847566072
8488-6103,15.41702509,10.06812723,20.52685881,14.73598278,2.276752234,0.14394339,0.185051884,-0.680840771
8488-6104,23.07661438,31.06983709,28.76751852,99.70584869,7.148220062,-0.539818233,-0.129166883,0.585930891
8488-9101,51.35936069,76.70358849,68.33639717,257.0050735,14.10689354,-0.575289619,-0.174196073,0.606429677
8488-9102,32.93791103,38.8051033,35.27229118,139.5058022,7.897037864,-0.5971586,-0.071192792,0.61838862
8546-12701,26.15373945,13.17690921,42.79656219,34.16463947,2.428970963,0.097832042,0.297720239,-0.449044917
8546-12702,147.1067085,81.35741234,27.5050683,262.4458847,15.16802931,-0.979627039,0.257235351,0.76920211
8546-12703,21.22108984,34.66696835,30.33531666,116.4768715,17.66048241,-0.584291164,-0.21314818,0.611412205
8546-12704,19.36082983,41.26672363,92.61229515,185.3235321,13.07135773,-0.301261922,-0.328676022,0.399088401
8546-12705,27.43087101,98.15474892,176.5132446,433.4927673,46.1931076,-0.390204558,-0.553671719,0.480866347
8546-1901,9.688706756,12.3723107,15.42728114,8.412672043,1.007522196,0.263355435,-0.106185006,-1.761928596
8546-1902,51.07482147,267.4807281,578.4621887,1451.089142,87.91815567,-0.399419116,-0.71908564,0.488382116
8546-3701,6.558718363,1.662229101,4.700551351,1.46610872,0.367930442,0.505982625,0.596128101,18.14262654
8546-3702,9.584043622,13.63289183,5.302490056,8.785194203,2.099968642,-0.219271504,-0.153039207,0.305007661
8546-3703,6.049733877,7.107359186,6.975332499,7.319599807,1.304271013,-0.020922423,-0.069971993,-0.052558848
8546-3704,23.80831051,99.0146656,211.6919022,467.7552567,31.65523386,-0.344314432,-0.618970947,0.440903611
8546-6101,7.210837841,19.58320475,28.44956112,65.90668297,7.273434281,-0.364853883,-0.433898035,0.459333219
8546-6102,406.5889664,185.6393166,513.9838104,714.7206116,42.2518158,-0.143186867,0.340485628,0.19519722
8546-6103,671.6730499,68.83054352,237.4817352,264.7226944,16.17998648,-0.047160961,0.989376724,0.010483281
8546-6104,2.459091872,5.481114075,6.184777796,6.412960351,1.005224928,-0.015734454,-0.348094086,-0.065830208
8546-9101,5.984607697,9.061234236,18.16295242,47.60773182,3.020579517,-0.418491045,-0.18015167,0.503442715
8546-9102,8.700927973,27.82526541,31.45288277,93.83415604,7.685084581,-0.474700496,-0.504873742,0.544292707
8547-12701,345.2722931,169.2107887,822.3327484,1068.545898,67.94018364,-0.113745596,0.309733679,0.145024236
8547-12702,11.82013822,11.98703551,29.67490578,59.17086697,3.350093961,-0.299718584,-0.006089237,0.397502569
8547-12703,6.687788486,21.65864658,36.53271198,94.38875198,9.829132318,-0.412238331,-0.510348785,0.498576857
8547-12704,8.361462116,21.87553215,36.20891762,99.71133804,5.560169816,-0.439929001,-0.4176764,0.519618026
8547-12705,14.99430466,14.03909135,12.67811108,49.27248859,3.309730411,-0.589549945,0.028587331,0.614283864
8547-1901,11.7065382,7.212975264,26.76933002,35.88087845,2.171997488,-0.127225565,0.210314044,0.168610368
8547-1902,1.166864336,8.867183208,3.952755928,6.143530369,0.695658706,-0.191518011,-0.880765316,0.26787847
8547-3702,12.08203983,20.74894905,35.30552483,73.1608696,4.136768103,-0.316436187,-0.234855841,0.414349019
8547-3703,22.37554026,42.10566139,104.3936882,186.8188477,10.19433284,-0.252746448,-0.274566963,0.345997235
8547-3704,55.15302849,111.0548897,121.2700253,405.2857056,27.34683847,-0.524007818,-0.30396832,0.576322734
8547-6101,2.16929704,1.185112104,2.759102583,0.440910075,0.215059213,0.796417825,0.26255959,3.058770493
8547-6102,59.71492481,181.9460983,413.1090546,843.3905334,52.88805103,-0.309964008,-0.483859857,0.40791263
8547-6103,12.64824247,48.60826778,68.61832809,197.0460777,10.43861508,-0.458127662,-0.584679962,0.532762828
8547-6104,16.59730434,14.68706703,35.34102058,69.82750702,4.441350818,-0.29574745,0.053102481,0.393392711
8547-9101,15.50888443,26.92995977,73.83934402,45.30133629,2.84115088,0.212176817,-0.239655145,-1.175962567
8547-9102,12.18512678,47.60779953,230.2368431,375.8365784,25.43897438,-0.212824224,-0.591848056,0.296651494
8548-12701,25.13741779,53.96211338,140.0373497,309.4661407,17.89417076,-0.344369256,-0.331768287,0.440954042
8548-12702,4.029582024,10.74701881,19.92668152,43.59775829,2.761225581,-0.34002918,-0.426028009,0.436940709
8548-12703,4.723896265,12.16232347,13.34301043,35.20619774,6.724106073,-0.421365299,-0.410716198,0.505656554
8548-12704,53.7645216,112.4788322,187.2026215,575.8749847,69.1723423,-0.488016288,-0.320575013,0.553267611
