plateifu,Predicted_Class,Actual_Class,Type,MangaID,log_SFR_Ha,log_Mass,log_SFR_ssp,log_NII_Ha_cen,log_OIII_Hb_cen,log_SII_Ha_cen,log_OII_Hb_cen,EW_Ha_cen,ZH_LW_Re_fit,alpha_ZH_LW_Re_fit,ZH_MW_Re_fit,alpha_ZH_MW_Re_fit,Age_LW_Re_fit,alpha_Age_LW_Re_fit,Age_MW_Re_fit,alpha_Age_MW_Re_fit,vel_sigma_Re,log_SFR_SF,log_SFR_D_C,log_OI_Ha_cen,Ha_Hb_cen,log_NII_Ha_Re,log_OIII_Hb_Re,log_SII_Ha_Re,log_OII_Hb_Re,log_OI_Ha_Re,EW_Ha_Re,Ha_Hb_Re,log_NII_Ha_ALL,log_OIII_Hb_ALL,log_SII_Ha_ALL,log_OII_Hb_ALL,log_OI_Ha_ALL,EW_Ha_ALL,Ha_Hb_ALL,Sigma_Mass_cen,Sigma_Mass_Re,Sigma_Mass_ALL,log_Mass_gas_Av_gas_OH,log_Mass_gas_Av_ssp_OH,vel_ssp_2,vel_Ha_2,vel_ssp_1,vel_Ha_1,log_SFR_ssp_100Myr,log_SFR_ssp_10Myr,vel_disp_Ha_cen,vel_disp_ssp_cen,vel_disp_Ha_1Re,vel_disp_ssp_1Re,log_Mass_in_Re,ML_int,ML_avg,F_Ha_cen,R50_kpc_V,R50_kpc_Mass,log_Mass_corr_in_R50_V,log_Mass_gas_Av_gas_log_log,Av_gas_Re,Av_ssp_Re,Lambda_Re,nsa_redshift,nsa_mstar,flux_[OII]3726.03_Re_fit,flux_[OII]3726.03_alpha_fit,flux_[OII]3728.82_Re_fit,flux_[OII]3728.82_alpha_fit,flux_HI3734.37_Re_fit,flux_HI3734.37_alpha_fit,flux_HI3797.9_Re_fit,flux_HI3797.9_alpha_fit,flux_HeI3888.65_Re_fit,flux_HeI3888.65_alpha_fit,flux_HI3889.05_Re_fit,flux_HI3889.05_alpha_fit,flux_HeI3964.73_Re_fit,flux_HeI3964.73_alpha_fit,flux_[NeIII]3967.46_Re_fit,flux_[NeIII]3967.46_alpha_fit,flux_CaII3968.47_Re_fit,flux_CaII3968.47_alpha_fit,flux_Hepsilon3970.07_Re_fit,flux_Hepsilon3970.07_alpha_fit,flux_Hdelta4101.77_Re_fit,flux_Hdelta4101.77_alpha_fit,flux_Hgamma4340.49_Re_fit,flux_Hgamma4340.49_alpha_fit,flux_Hbeta4861.36_Re_fit,flux_Hbeta4861.36_alpha_fit,flux_[OIII]4958.91_Re_fit,flux_[OIII]4958.91_alpha_fit,flux_[OIII]5006.84_Re_fit,flux_[OIII]5006.84_alpha_fit,flux_HeI5015.68_Re_fit,flux_HeI5015.68_alpha_fit,flux_[NI]5197.9_Re_fit,flux_[NI]5197.9_alpha_fit,flux_[NI]5200.26_Re_fit,flux_[NI]5200.26_alpha_fit,flux_HeI5876.0_Re_fit,flux_HeI5876.0_alpha_fit,flux_NaI5889.95_Re_fit,flux_NaI5889.95_alpha_fit,flux_NaI5895.92_Re_fit,flux_NaI5895.92_alpha_fit,flux_[OI]6300.3_Re_fit,flux_[OI]6300.3_alpha_fit,flux_[NII]6548.05_Re_fit,flux_[NII]6548.05_alpha_fit,flux_Halpha6562.85_Re_fit,flux_Halpha6562.85_alpha_fit,flux_[NII]6583.45_Re_fit,flux_[NII]6583.45_alpha_fit,flux_[SII]6716.44_Re_fit,flux_[SII]6716.44_alpha_fit,flux_[SII]6730.82_Re_fit,flux_[SII]6730.82_alpha_fit,flux_[ArIII]7135.8_Re_fit,flux_[ArIII]7135.8_alpha_fit,flux_HI9014.91_Re_fit,flux_HI9014.91_alpha_fit,flux_[SIII]9069.0_Re_fit,flux_[SIII]9069.0_alpha_fit,flux_[FeII]9470.93_Re_fit,flux_[FeII]9470.93_alpha_fit,flux_[SIII]9531.1_Re_fit,flux_[SIII]9531.1_alpha_fit,Ne_Oster_S_Re_fit,Ne_Oster_S_alpha_fit,Hd_Re_fit,Hd_alpha_fit,Hb_Re_fit,Hb_alpha_fit,Mgb_Re_fit,Mgb_alpha_fit,Fe5270_Re_fit,Fe5270_alpha_fit,Fe5335_Re_fit,Fe5335_alpha_fit,D4000_Re_fit1,D4000_alpha_fit,Hdmod_Re_fit,Hdmod_alpha_fit,Hg_Re_fit,Hg_alpha_fit,u_band_mag,u_band_abs_mag,g_band_mag,g_band_abs_mag,r_band_mag,r_band_abs_mag,i_band_mag,i_band_abs_mag,B_band_mag,B_band_abs_mag,V_band_mag,V_band_abs_mag,RJ_band_mag,RJ_band_abs_mag,R50,R90,C,B-V,B-R,log_Mass_phot,V-band_SB_at_Re,V-band_SB_at_R_50,u-g,g-r,r-i,i-z
11956_1901,E,S,S,1-151418,-1.491676154,10.42441441,-1.001264143,-0.155647041,0.204592148,-0.259516782,0.620597309,-1.120310246,-0.019541271,-0.096348963,0.018400045,-0.071661543,9.757439765,-0.088452734,9.866897472,-0.01826111,0.108534967,-1.683005697,-2.038281894,-0.883132273,2.182030891,-0.265942351,0.156410765,-0.391425368,0.531128895,-0.936366783,-1.382977587,3.194394054,-0.378023247,0.082479824,-0.408723582,0.558014696,-0.876940154,-1.839487863,3.432988283,,3.072170282,2.730557255,,,22.95646436,200.3856033,0.0,0.0,-1.430748493,-0.845159173,0.0,0.0,138.5079246,206.8679508,9.570820956,6.721615479,9.244553312,0.169437288,1.355953502,1.355953502,9.816055859,5.097330683,,0.208227508,0.19493955,0.030209841,10.12392725,0.236800612,-0.124997884,0.245481878,-0.140063494,0.245435088,-0.1744188,-0.021752049,0.048654608,0.00433937,0.017709658,0.003707182,0.018389587,-0.002972148,0.00299967,0.006834429,0.001623255,0.012098921,-0.001370526,0.01602273,-0.003120953,-0.034265301,0.048055398,0.001432451,0.02870691,0.067104807,-0.032341126,0.002230252,-0.002320266,0.092934127,-0.060340383,0.096806876,-0.076447329,0.017028863,-0.016935764,0.017423722,-0.021758323,0.015123101,-0.031927945,-0.077624704,0.083822475,-0.081876538,0.106143473,0.032352375,-0.03330565,0.029737669,-0.039098922,0.147396058,-0.09160036,0.092483839,-0.079885945,0.034608902,-0.020490495,0.044699184,-0.049899297,-0.065884912,0.075239866,0.023923826,-0.022056766,0.017988575,-0.002158631,-0.011206095,-0.003887289,-0.015301507,0.006558153,3.180205296,-0.324348124,-1.728241665,1.316051246,1.430179535,0.386340877,4.050739681,-0.566699231,2.464909426,-0.021906323,2.214719856,0.263359187,1.820241637,-0.131561452,-2.029734942,1.028528155,-2.341164975,0.653831541,18.06433731,-17.49947148,16.40278017,-19.16102861,15.76235235,-19.80145643,15.37183262,-20.19197616,16.71591706,-18.84789172,16.02664809,-19.5371607,15.66648055,-19.89732823,3.17800304,7.627207295,2.4,0.689268979,1.049436513,10.27362473,21.93430156,21.74355222,1.650558,0.755104,0.346876,0.275952
8981_3701,E,S,S,1-402070,-1.563150928,11.48772727,-0.618530991,,,,,-0.007012539,0.023236252,-0.208658087,0.059327905,-0.213193022,9.654878879,0.082774403,9.725033528,0.072068282,0.382308633,-1.896377251,-2.181207767,,29.78670466,-0.499369314,-0.058129021,-0.351364714,0.118616374,,-0.634676021,2.86,-0.489487932,-0.032430924,-0.388284881,0.180338141,-0.731827219,-0.841317912,3.145941587,2.870281192,2.411920807,1.967182964,,,272.0862327,19.92039425,0.0,0.0,-0.833519026,-0.170982556,0.0,205.8813858,0.0,192.7908096,10.80616004,6.055071083,8.129957107,0.0,6.407978647,6.407978647,10.79194967,,,0.084007345,0.620739871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.105766563,0.090072383,-1.239896118,1.305645554,1.910827746,0.031091788,3.509345041,-0.545823674,2.268055265,-0.918793881,2.021781396,-0.475326727,1.791727988,-0.0730737,-0.943028391,1.03498137,,,17.82239431,-20.84875084,16.40799005,-22.2631551,15.86245136,-22.8086938,15.63388428,-23.03726088,16.65589531,-22.01524984,16.11116994,-22.55997522,15.77663664,-22.89450851,3.925768461,10.206998,2.6,0.544725379,0.879258675,11.30307203,22.28321914,22.28749807,1.8166,0.7053,0.3366,0.2633
11978_6103,S,E,E,1-294864,-0.377974009,10.54303613,-0.415417287,-0.172968714,0.834733062,-0.220715709,0.433579993,-19.5903944,-0.220738449,0.019485789,-0.191033829,0.006398743,9.578223379,-0.026873039,9.764794646,-0.066544427,0.242896812,-1.695309657,-0.43895625,-1.307098586,3.523285042,-0.165191285,0.763573139,-0.19980742,0.435130852,-1.256571181,-8.006777029,3.32061273,-0.350067005,0.631023819,-0.305916061,0.40615136,-0.892306093,-4.741561406,6.146438272,3.190282494,2.812684602,2.370608034,,,0.0,0.0,0.0,0.0,-0.762110379,-0.188627933,111.53032,65.43702698,110.8996233,52.63361139,9.966666341,5.617805482,6.826750421,2.668151927,1.715004664,1.715004664,10.02009585,8.823990379,0.2566066,0.160751402,0.396467607,0.034011886,10.22388192,0.811785074,-1.237812533,0.808441872,-1.235751201,0.717531415,-1.100701127,-0.002627571,-0.006467181,0.04160979,-0.060788225,0.04151908,-0.061569263,0.118086117,-0.186646868,0.125288497,-0.197379091,0.126904686,-0.200248165,0.125564299,-0.201161313,0.066658205,-0.091421565,0.140529474,-0.20680378,0.319503111,-0.487943135,0.652695738,-1.047483134,2.020485425,-3.199436685,1.588803442,-2.526892724,0.027109931,-0.047025212,0.02889604,-0.048129085,0.01997785,-0.040249278,0.056910325,-0.064402999,0.050415816,-0.05040672,0.182905023,-0.291875668,0.269644176,-0.445217263,1.12966272,-1.793294477,0.757659491,-1.203884013,0.329256804,-0.520382202,0.336950517,-0.538590051,0.04946424,-0.075912646,-0.009366719,-0.003963132,0.21879602,-0.284600138,-0.00532484,0.003208877,0.347303413,-0.550636377,2.897218767,0.078700907,0.705048296,0.219720051,1.830131766,0.509754282,3.004136443,-0.44541874,2.576118146,0.35565423,2.448194271,-0.372609478,1.518471964,0.028210585,-0.11598909,-0.604907564,-1.699617366,1.398444695,17.66776538,-18.17373238,16.24281111,-19.59868665,15.64801959,-20.19347817,15.33938609,-20.50211167,16.51055106,-19.3309467,15.93050497,-19.91099279,15.56141703,-20.28008073,4.082799199,13.99816868,3.428571429,0.580046087,0.949134025,10.25682011,38.9,22.05492024,1.441027,0.665338,0.322119,0.201759
10001_3702,S,E,E,1-48136,-0.056433321,10.21412958,-0.168928504,-0.35277136,-0.58284375,-0.469580467,0.019858586,-44.98227928,-0.126990846,0.081280965,-0.162126188,0.230777588,9.240991751,0.55766884,9.623956166,0.026738273,0.154170345,-0.056784974,-0.080995835,-2.405598006,3.737421653,-0.25477518,-0.337851797,-0.347535557,0.370772173,-1.363659653,-7.993899957,3.666407648,-0.25093116,-0.329091257,-0.351865885,0.324145069,-1.296880577,-5.256105911,3.725712964,3.126721562,2.217552228,2.004733697,8.691804007,8.595327754,0.0,0.0,45.16186952,12.77622808,-0.653541836,0.128637522,63.57780255,77.20532465,63.610158,34.8678901,9.850930075,3.42653942,5.698567937,6.692027885,1.452714088,1.7773855,9.726323039,8.838327445,0.606774864,0.175706595,0.851143987,0.0256063,10.1337555,0.417803292,-0.698858378,0.425749478,-0.714705018,0.328688682,-0.561668924,0.02209872,-0.038898394,0.063566169,-0.106763923,0.063321722,-0.107056194,0.031045773,-0.057485936,0.05499711,-0.102331904,0.053897583,-0.101415737,0.056065567,-0.105578928,0.085585125,-0.151639188,0.151000342,-0.269536766,0.360191488,-0.650060845,0.032181025,-0.057140498,0.096660026,-0.166700515,0.018954198,-0.033791848,0.010696898,-0.019086441,0.009535371,-0.017576843,0.028289925,-0.056694967,0.027025688,-0.027681694,0.035564714,-0.037331146,0.025108395,-0.044361204,0.196861238,-0.357732968,1.368397235,-2.494014798,0.625998522,-1.128323377,0.276286725,-0.4947545,0.214991466,-0.387781901,0.00876521,-0.018722201,0.007671838,-0.012727447,0.079079203,-0.155646272,0.001034641,0.001361247,0.211103935,-0.383052706,2.526586466,0.710804012,2.441294979,-1.84410187,2.720952915,-0.38804954,2.15938215,-0.051674538,2.529275548,0.559419344,2.025239186,-0.686743034,1.395021554,0.235435039,0.673450014,-3.099677388,1.001655748,-1.892193579,17.07937609,-18.08090224,15.95917533,-19.20110299,15.3988466,-19.76143173,15.1493176,-20.01096072,16.18089359,-18.97938474,15.66846079,-19.49181754,15.33053795,-19.82974037,4.277218209,10.85755391,2.538461538,0.5124328,0.850355636,9.975771075,21.70741917,21.90409008,1.1312,0.5988,0.3137,0.2087
10001_3704,S,E,E,1-48223,-1.02358031,10.64984402,-1.013045572,0.347184861,0.488044076,0.0872329,0.745281607,-0.520728342,-0.108234359,-0.192813301,-0.078357038,-0.247887913,9.526770184,-0.147551797,9.677227944,-0.044654673,0.141544393,-1.112990093,-1.465308647,-0.709053169,3.08566169,-0.23465011,-0.130762283,-0.365074727,0.107222025,-1.092169025,-2.263065098,6.507228196,-0.276736926,-0.051045747,-0.315168442,0.202175223,-0.728761689,-1.63256866,5.736862905,3.398993201,2.57878636,2.169354316,,,33.45008133,68.19541204,52.97817216,97.1430697,-1.14041433,-0.686667898,72.97876518,101.3778534,82.0904485,105.3903342,10.18988897,4.59302575,5.982457234,0.104784246,1.947018493,1.947018493,10.11074417,9.752888496,0.649447958,0.258861475,0.456677659,0.0307813,10.63590991,0.061171276,-0.083362686,0.062591973,-0.083959336,0.051147389,-0.072971538,-0.001524719,0.00376801,0.001977062,0.002081891,0.002298565,0.00155384,0.000981804,-0.005174673,-0.002309135,-0.001735329,-0.001654473,-0.002692007,-0.00124505,-0.004066596,-0.011627139,0.023316445,0.000940177,0.008291414,0.020554688,-0.016179322,-5.02e-05,0.001925146,0.04257629,-0.058003147,0.027657166,-0.044471752,0.005947872,-0.008516763,0.006653708,-0.008929735,-0.006772273,0.004746407,0.027222154,-0.03330877,0.02907435,-0.028001202,0.003927113,-0.002625986,0.020262251,-0.025514303,0.07706139,-0.057405954,0.081560394,-0.108741618,0.028825969,-0.028088796,0.018833233,-0.021916034,0.004529005,-0.002029963,0.006907997,-0.008855235,0.0083757,-0.017645988,-0.000611816,-0.001025587,0.007634822,-0.015250791,2.82908606,0.118040034,0.551591552,2.0114915,2.280214765,0.497081302,3.175767489,-0.338693294,2.912170096,-0.14253828,2.348839965,-0.193550963,1.664070104,-0.122374524,-0.193178998,2.623820219,-0.751369759,1.418402757,17.17381576,-18.39103233,15.55535872,-20.00948937,14.95231369,-20.6125344,14.60596283,-20.95888527,15.85467539,-19.7101727,15.20059679,-20.36425131,14.8663362,-20.69851189,4.606234994,10.69304552,2.321428571,0.654078604,0.988339185,10.56217528,21.35354562,21.55701091,1.6077,0.7089,0.3539,0.232
8158_3702,E,S,S,1-312838,,10.54168701,1.066395653,,,,,-0.311220154,,,,,,,,,0.324179828,,,,,,,,,,,,,,,,,-0.466284647,3.24277849,1.473508524,,1.461010077,,,0.0,0.0,0.0,0.0,0.545407806,1.12693656,0.0,456.6145369,0.0,406.30035,10.37242703,1.627018167,1.0,0.0,13.72465811,13.72465811,10.23514917,,,,,0.138908,12.8311931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7191146,-20.35516332,18.21931194,-20.85496598,18.30401809,-20.77025983,18.70249892,-20.37177901,18.35109182,-20.7231861,18.03914681,-21.03513111,18.34322646,-20.73105146,5.810137322,11.14918243,1.918918919,0.311945013,0.007865363,10.30148395,38.9,38.9,-2.4193,0.4137,1.9784,0.0789
8992_9102,S,E,E,1-149541,-0.738761428,11.11415263,-0.493827847,-0.317537047,-0.407845473,-0.504528957,-0.264775817,-3.395528335,0.043792737,0.047573836,0.071716859,0.028479995,9.672898256,-0.009195212,9.848319323,-0.066159412,0.242023514,-0.763928381,-1.061615959,-1.688186028,3.23392915,-0.37099906,0.273309522,,,,-0.26958342,2.861144953,-0.443558719,-0.268696781,-0.477038613,-0.0477061,-1.11610333,-0.351623835,3.07328299,3.379020691,2.206495561,2.06321814,,,0.0,0.0,71.19227285,289.7351602,-0.788254773,-0.78505821,144.2393212,188.3578662,103.2974086,176.6527919,10.72691514,7.146013044,9.923947586,0.678794745,3.650457218,2.8354637,10.61220974,8.770719716,,0.3559255,0.588792801,0.0347661,10.98501048,0.017549123,-0.037709309,0.017918003,-0.035620202,0.016282307,-0.032525815,-0.004777466,0.006271187,0.007228675,-0.012898353,0.007341326,-0.012786081,0.006708047,-0.015712996,0.007978004,-0.018102376,0.00762797,-0.018036377,0.007959273,-0.020530669,0.001351636,-0.007902511,0.007876489,-0.017675708,0.024917852,-0.052542682,-0.000126656,-0.000805174,0.011316957,-0.025073748,0.009519812,-0.019955051,0.003931695,-0.008020309,0.004144607,-0.007667157,-0.000977037,0.000462584,0.003000358,-0.004877581,0.001361861,-0.001607458,0.001331239,-0.003956595,0.008530052,-0.02058523,0.069556323,-0.160171963,0.02592002,-0.063695838,0.011683393,-0.029337531,0.008413437,-0.021111932,0.000827229,-0.001553111,0.016111762,-0.018386659,0.016670191,-0.036142632,0.002972475,-0.006721711,-0.003209788,-0.003877271,3.001393511,0.179698308,-0.853546069,0.079479054,1.566912398,-0.221542709,3.792732858,0.027939987,2.94589942,0.188546493,2.46007714,0.391885793,1.767661541,-0.003094905,-1.837179689,-1.039341792,-1.994837827,0.176390383,17.19331225,-18.64968145,15.41793794,-20.42505576,14.73839226,-21.10460144,14.32272246,-21.52027124,15.74944612,-20.09354758,15.0214355,-20.8215582,14.63301035,-21.20998336,7.649640258,16.45831692,2.151515152,0.728010624,1.116435776,10.86905601,21.54990531,22.09893462,1.6824,0.7675,0.3998,0.2816
8711_12704,S,E,E,1-379216,-1.336393737,11.33018002,-0.925565622,-0.258094462,0.150301263,-0.027276125,0.391760549,-0.461249137,-0.105085605,-0.047615617,-0.061733771,-0.058506594,9.711164721,-0.104855932,9.865246463,-0.085980656,0.08823036,-1.50132396,-1.754937727,,4.658638469,-0.34495693,0.018715465,-0.308634863,0.537135759,-0.676901118,-1.256212057,3.394872158,-0.359617998,-0.018099515,-0.305747138,0.484826899,-0.703386128,-0.749599935,3.286926357,3.373401756,2.171755892,2.061434093,,,0.0,0.0,57.52197852,294.8018689,-1.063655971,-0.779189268,123.1116409,174.3776126,53.72357897,163.9997322,10.96428656,6.536839599,9.515154552,0.063683515,4.074668415,4.074668415,10.75938994,,,0.174248666,0.246982013,0.0410145,11.29570645,0.024787903,-0.040684221,0.026046224,-0.037187612,0.022292568,-0.03475765,0.001699637,0.001102289,0.008675192,-0.009002307,0.009089593,-0.00948065,0.000789282,-0.005081251,-6.09e-05,-0.003095164,-0.000766793,-0.001836794,-0.000783885,-0.000973095,0.000828301,0.000291874,0.007579612,-0.013989145,0.011391193,-0.018143658,-0.001957761,0.001198901,0.010270113,-0.015929009,0.008753926,-0.014208983,0.001513491,-0.003232597,0.001306093,-0.003596718,-0.00145001,0.004390196,-0.000472794,-0.002350864,0.000350122,-8.84e-05,0.002169923,0.003389898,-7.93e-05,-0.005764297,0.015351113,-0.019839097,0.009386587,-0.009311148,0.005280274,-0.005693114,0.005829986,-0.01184531,-0.000439066,0.002348961,0.009184196,-0.009411499,0.014691034,-0.010914171,-0.003549551,0.003866344,-0.004979501,-2.1e-05,3.152791825,0.119637898,0.088381644,3.514817597,1.930018658,0.62586191,4.085789766,0.969833055,2.835981278,-0.312221996,2.563049831,0.02480283,1.67373489,-0.188256125,0.097238701,3.801368869,-2.325547131,1.542316941,16.88180916,-19.37744646,15.22217933,-21.03707629,14.60400341,-21.65525221,14.21258081,-22.04667481,15.53378057,-20.72547505,14.85905298,-21.40020265,14.50446138,-21.75479424,8.300196174,18.81377799,2.266666667,0.674727592,1.029319186,11.02570853,21.43397835,22.15029103,1.622,0.7331,0.3825,0.264
12685_1901,S,E,E,1-109909,-0.234711462,11.17938477,0.514905085,-0.091032751,0.383857625,-0.053045462,0.583980884,-3.616948342,-0.23089644,-0.343149221,-0.216730802,-0.63764409,8.626055002,-1.02620173,9.776935101,-0.035495276,0.267919364,-0.60909742,-0.335059931,,3.906854704,-0.68799273,0.506231405,-0.39775268,0.520866244,-0.914489623,-2.316803564,3.113924076,-0.328858261,0.510274276,-0.332751438,0.50939317,-0.93234351,-2.822538696,3.042329177,2.697901496,1.493499335,1.671488137,,,0.0,0.0,0.0,0.0,0.025503124,0.776931645,200.160226,233.4181519,166.7335724,197.0896812,10.82920522,7.141313624,4.777226731,0.234372453,12.84174465,7.136598224,10.74174151,8.565305751,,0.774428278,0.804472888,0.099820584,11.0758839,0.056550094,-0.083805018,0.059518298,-0.088630567,0.054362961,-0.09452182,0.011190949,-0.005912123,0.014418574,-0.004721677,0.013899946,-0.005207182,0.008937275,-0.001717191,0.005612868,-0.003087767,0.006454457,-0.003300488,0.007979538,-0.004930728,0.011426957,-0.012346196,0.017411309,-0.008147522,0.016662272,-0.027269331,0.008696417,-0.018194852,0.041929349,-0.095797523,0.035353924,-0.083356094,-0.000999502,-0.010932703,-0.00076395,-0.011840206,0.000497535,-0.003437497,0.002004499,0.005936182,0.000845103,0.000749983,0.010783988,-0.015535481,0.008204088,-0.019993101,0.040020333,-0.065436774,0.030956711,-0.043003199,0.013233469,-0.018846487,0.017320721,-0.018042329,0.012031153,-0.006758562,0.034958554,-0.057889367,-0.010413084,0.019756364,0.1602249,-0.186051192,-0.019098752,0.010493118,3.05179076,-0.066855625,0.132089437,1.07882569,1.684016593,-1.12204966,2.589429801,-2.554058465,1.637150471,-3.326492703,4.375833989,4.371913773,1.238555323,-0.350827118,0.995374228,7.305462542,1.041220019,3.585606308,18.21738537,-20.04610431,17.02743171,-21.23605797,16.40286204,-21.86062764,15.82600067,-22.43748902,17.27618959,-20.98730009,16.69833188,-21.56515781,16.31322877,-21.95026091,3.828558956,8.973185053,2.34375,0.577857715,0.962960819,10.94150021,22.50970629,22.50970629,1.465585,0.73885,0.398545,0.297822
8562_9101,E,S,S,1-92994,-0.944550806,11.52848658,1.014931923,-0.037698369,-0.338283703,0.207295269,0.153709069,-1.487029148,-0.23798935,-0.595370208,-0.30893916,-0.881542951,9.230685547,-0.668006627,9.784836797,0.062291425,0.274039619,-1.012323472,-1.30660384,-0.597535852,6.643998757,,,0.239489299,,,-0.857758431,2.86,-0.31402163,-0.433338683,0.21231054,-0.229217656,-0.758076572,-2.966441648,2.890599886,2.806059041,2.136557187,2.133852775,,,292.8470375,66.58155818,92.86515162,13.81167108,0.525926928,1.506294488,0.0,233.8820763,0.0,216.2940732,10.99375859,6.906049469,3.127982722,0.049198204,8.552093518,8.552093518,10.91788215,,,1.014041334,0.740206778,0.146143,11.33675065,0.02876394,-0.047677384,0.02878247,-0.046788507,0.027406088,-0.046581356,-0.000617947,0.005976868,0.002986275,-0.00354728,0.003181892,-0.00387309,0.002159512,-0.002607459,0.00180719,-0.001222669,0.001597145,-0.000797676,0.001026846,-0.000265304,-0.003349404,0.00953025,0.002754218,0.000346995,0.049859227,-0.033360598,0.003628235,0.00049665,0.010035431,-0.019570702,0.011934228,-0.023747124,0.003413324,-0.001146144,0.001998724,-0.002035962,0.001067491,0.000225446,-0.002667588,0.004063632,-0.00361487,0.00543995,0.00227599,-0.004401347,0.005159118,-0.010140683,0.020519279,-0.029342512,0.018518054,-0.032985246,0.011899075,-0.021219191,0.029235323,-0.020524924,0.004614052,-0.001352509,,,,,,,,,3.196184317,0.16567463,0.27771345,0.63780039,0.232556209,1.209863654,4.828893777,-0.186380996,3.024206462,0.088165714,0.827237548,-2.021746901,1.635672192,-0.307667183,-0.603745605,-0.096854551,-1.522128248,1.780886343,18.31755101,-20.85539266,17.02607601,-22.14686766,16.44066735,-22.73227632,16.34239203,-22.83055164,17.28787941,-21.88506427,16.69778097,-22.4751627,16.35079088,-22.8221528,5.503553499,15.07495089,2.739130435,0.590098436,0.937088533,11.33937418,38.9,38.9,1.3134,0.8557,0.3848,0.345
8250_3703,S,E,E,1-217300,0.279149887,10.28073454,-0.105517695,-0.592364508,-0.046140407,-0.634026593,0.298361009,-92.13458858,-0.453347592,0.028711636,-0.517421636,0.073885875,8.644570966,-0.183619547,9.956262655,-0.061033538,0.890377828,0.27907839,0.269908692,-2.360039084,3.350754103,-0.59971436,-0.060452929,-0.622554263,0.30993461,-2.277494341,-88.64566538,3.325344412,-0.596659826,-0.074943965,-0.571208516,0.343033451,-2.11485152,-68.78745987,3.281166998,,3.158727164,2.832239531,8.939575121,9.150010245,0.0,0.0,0.0,0.0,-0.575039439,0.401631616,0.0,0.0,69.77635718,8.355424948,9.674581244,3.48854305,3.444820961,9.370527215,1.183221033,1.313576403,9.811641755,9.096686196,0.464262644,0.244226903,0.840096344,0.040052,9.503993459,4.43674513,-3.477355397,4.473116249,-3.501490057,3.455088066,-2.730455836,0.118879646,-0.101410503,0.360794755,-0.298276551,0.362275611,-0.300069849,0.256720644,-0.203290442,0.39670911,-0.320726562,0.399802327,-0.321576392,0.39475086,-0.316082411,0.580408294,-0.470128237,1.039408362,-0.894441702,2.270867166,-1.969394586,0.672897984,-0.605904195,2.029570626,-1.84043599,0.598690934,-0.537168234,0.028191469,-0.019103544,0.032963271,-0.02413619,0.255669777,-0.241500551,0.006622733,-0.003100048,0.006949268,0.00316171,0.115130894,-0.082597838,0.66077775,-0.603324402,7.879708838,-7.293304531,2.001962613,-1.913115533,1.03804769,-0.891555566,0.779493362,-0.679623682,0.136299509,-0.130059075,0.039951594,-0.027186495,0.589790096,-0.576966612,0.007967345,-0.007687967,1.469855113,-1.423362557,2.111147342,-0.092198223,3.597647796,0.141727017,2.611594276,0.032314765,1.38172951,0.209574084,1.13692114,0.309552932,1.413550168,1.100451,1.015509368,0.023263751,3.289096631,0.14957868,3.179930827,-0.27464333,17.30941418,-18.83991796,16.74778852,-19.40154363,16.36237783,-19.78695432,16.25401045,-19.8953217,16.84209632,-19.30723582,16.61812924,-19.53120291,16.31466246,-19.83466969,2.46762589,5.428776957,2.2,0.223967081,0.527433865,9.537048793,21.69802716,21.36688605,0.7348,0.3585,0.1981,0.1614
