Name,plateifu,MANGAID,objra,objdec,Type,TType,Unsure,Bars,Edge_on,Tidal,C,E_C,A,E_A,S,E_S,cas_flag
manga-10001-12701,10001-12701,1-48157  ,133.371090612,57.5984251446,Sbc        ,4,0,0.0,1,0,2.419,0.26,0.191,0.012,0.26,0.2555,1
manga-10001-12702,10001-12702,1-48188  ,133.685669869,57.4802503218,SABbc      ,4,0,0.5,0,0,2.882,0.195,0.094,0.046,0.01,0.1085,1
manga-10001-12703,10001-12703,1-55648  ,136.017159969,57.0923291779,SABbc      ,4,0,0.5,1,0,3.249,0.261,0.135,0.013,0.43,0.334,1
manga-10001-12704,10001-12704,1-55616  ,133.989966869,57.6779676669,Sd         ,7,0,0.0,1,0,3.38,0.11,0.212,0.005,0.85,0.1105,0
manga-10001-12705,10001-12705,1-55784  ,136.75137451,57.4514369241,Sbc        ,4,0,0.0,0,0,2.883,0.246,0.152,0.009,0.15,0.1835,1
manga-10001-1901 ,10001-1901 ,1-55567  ,133.330028009,57.0411553708,Sbc        ,4,0,0.0,0,0,2.709,0.47,0.14,0.007,0.18,0.1805,1
manga-10001-1902 ,10001-1902 ,1-48201  ,134.193923352,56.7867469988,SB0        ,-2,0,1.0,0,0,3.964,0.344,0.1,0.004,-0.01,0.0255,1
manga-10001-3701 ,10001-3701 ,1-48111  ,132.465646765,57.1437279024,SAB0       ,-2,0,0.5,0,0,2.853,0.582,0.05,0.003,0.27,0.14,1
manga-10001-3702 ,10001-3702 ,1-48136  ,132.912768243,57.1074235568,E          ,-5,0,0.0,0,0,4.31,0.319,0.112,0.005,0.26,0.141,1
manga-10001-3703 ,10001-3703 ,1-55612  ,134.591498946,57.6849653262,SABb       ,3,0,0.25,0,0,2.953,0.466,0.066,0.006,0.17,0.1585,1
manga-10001-3704 ,10001-3704 ,1-48223  ,134.910466734,56.8788941639,E          ,-5,0,0.0,0,0,3.729,0.327,0.039,0.003,0.19,0.1055,1
manga-10001-6101 ,10001-6101 ,1-55683  ,137.041133755,57.4236117812,Edc        ,-5,0,0.0,0,0,3.548,0.361,-0.014,0.015,0.06,0.1045,0
manga-10001-6102 ,10001-6102 ,1-48116  ,132.653991697,57.3596675436,SBab       ,2,0,1.0,0,0,3.558,0.246,0.13,0.543,0.24,0.1255,1
manga-10001-6103 ,10001-6103 ,1-48208  ,134.008123053,57.3909643699,SB0a       ,0,0,1.0,0,0,4.308,0.264,0.102,0.008,0.02,0.0445,1
manga-10001-6104 ,10001-6104 ,1-55529  ,136.623724313,56.7963948252,SABb       ,3,0,0.25,0,0,4.02,0.268,0.095,0.005,0.18,0.1275,1
manga-10001-9101 ,10001-9101 ,1-48189  ,133.87809679,57.5645448676,SBd        ,7,0,1.0,0,1,2.901,0.265,0.274,0.014,0.34,0.3145,1
manga-10001-9102 ,10001-9102 ,1-55552  ,135.818210094,56.6253848319,S0         ,-2,0,0.0,0,0,3.929,0.306,0.115,0.01,0.05,0.0945,1
manga-10213-12701,10213-12701,1-72673  ,124.129949071,43.7284583177,Edc        ,-5,0,0.0,0,0,3.72,0.366,0.255,0.03,0.3,0.2545,1
manga-10213-12702,10213-12702,1-72610  ,124.272776248,43.3509915523,SABcd      ,6,1,0.25,0,0,2.425,0.261,0.123,1.941,0.0,0.0445,1
manga-10213-12703,10213-12703,1-44990  ,123.132893944,44.3009344657,Sd         ,7,0,0.0,1,0,3.468,0.226,0.143,0.055,0.81,0.7725,0
manga-10213-12704,10213-12704,1-72607  ,124.485516908,42.8806679257,Edc        ,-5,0,0.0,0,0,4.711,0.236,0.46,0.01,0.49,0.267,0
manga-10213-12705,10213-12705,1-72456  ,122.931168093,41.5549778649,SBbc       ,4,0,0.75,0,0,3.423,0.149,0.271,0.01,0.34,0.269,1
manga-10213-1901 ,10213-1901 ,1-72595  ,124.082783686,43.4476368387,S0a        ,0,0,0.0,0,1,4.494,0.319,0.123,0.005,0.04,0.046,1
manga-10213-1902 ,10213-1902 ,1-122611 ,123.453117209,41.6494790245,Sc         ,5,0,0.0,0,0,3.247,0.186,0.239,0.012,0.21,0.1685,1
manga-10213-3701 ,10213-3701 ,1-72733  ,122.867048301,43.6383451379,S0         ,-2,0,0.0,0,1,3.754,0.33,0.124,0.018,0.23,0.233,1
manga-10213-3702 ,10213-3702 ,1-44971  ,122.755283436,44.2220679155,S0         ,-2,0,0.0,0,0,3.439,0.474,0.057,0.006,0.03,0.057,1
manga-10213-3703 ,10213-3703 ,1-72755  ,123.8433,44.06446,Sc         ,5,0,0.0,0,1,2.435,0.194,0.207,0.011,0.14,0.202,1
manga-10213-3704 ,10213-3704 ,1-72719  ,123.434850902,43.7540199483,E          ,-5,0,0.0,0,0,4.312,0.274,0.048,0.019,-0.3,0.2625,0
manga-10213-6101 ,10213-6101 ,1-44590  ,121.717807261,43.3235006561,SB0        ,-2,0,0.75,0,0,3.301,0.346,0.088,0.005,0.13,0.12,1
manga-10213-6102 ,10213-6102 ,1-72572  ,122.675141761,42.2778481495,Sa         ,1,0,0.0,0,0,3.774,0.353,0.112,0.005,0.11,0.1015,1
manga-10213-6103 ,10213-6103 ,1-44581  ,121.096386831,43.5825885672,Sab        ,2,0,0.0,0,0,4.062,0.253,0.1,0.018,0.12,0.117,1
manga-10213-6104 ,10213-6104 ,1-72562  ,122.574759642,42.4055177083,S0         ,-2,0,0.0,0,1,3.94,0.249,0.236,0.848,0.62,0.189,1
manga-10213-9101 ,10213-9101 ,1-44999  ,122.363515778,43.9349178253,Sbc        ,4,0,0.0,0,0,3.286,0.227,0.164,0.007,0.24,0.17,1
manga-10213-9102 ,10213-9102 ,1-72706  ,124.265207921,42.3782637188,Sbc        ,4,0,0.0,1,0,1.341,0.118,1.309,0.003,2.94,0.247,0
manga-10214-12701,10214-12701,1-604985 ,121.177734666,35.4005287119,Sbc        ,4,0,0.0,1,0,3.423,0.149,0.164,0.013,0.38,0.362,1
manga-10214-12702,10214-12702,1-548430 ,122.056621702,34.5382142602,E          ,-5,0,0.0,0,0,3.815,0.306,0.045,0.007,0.09,0.128,1
manga-10214-12703,10214-12703,1-153608 ,121.367176743,35.9466955876,SBab       ,2,0,0.75,0,0,4.096,0.162,0.216,0.006,0.19,0.136,1
manga-10214-12704,10214-12704,1-605051 ,122.535492782,35.275267785,S0         ,-2,0,0.0,0,0,4.378,0.079,0.749,0.098,1.8,0.5305,0
manga-10214-12705,10214-12705,1-548428 ,122.2768863,34.7247236733,S0         ,-2,0,0.0,0,1,4.533,0.117,0.91,0.018,1.56,0.611,0
manga-10214-1901 ,10214-1901 ,1-153518 ,122.194114188,35.4369387111,Sb         ,3,0,0.0,0,0,4.725,0.28,0.234,0.013,0.35,0.2725,1
manga-10214-1902 ,10214-1902 ,1-153402 ,121.988292284,34.2273271723,S0         ,-2,0,0.0,0,1,2.687,0.463,0.049,0.002,0.12,0.085,1
manga-10214-3702 ,10214-3702 ,1-153317 ,120.75370272,35.1591455551,S0a        ,0,0,0.0,0,0,3.733,0.294,0.099,0.003,0.04,0.056,1
manga-10214-3703 ,10214-3703 ,1-153696 ,122.921386026,36.1157754382,E          ,-5,0,0.0,0,0,4.139,0.253,0.173,0.009,0.33,0.2265,1
manga-10214-3704 ,10214-3704 ,1-136508 ,123.657888722,34.4998105102,E          ,-5,0,0.0,0,0,3.404,0.392,0.035,0.003,0.12,0.1005,1
manga-10214-6101 ,10214-6101 ,1-153412 ,123.061819419,35.1571384443,SABb       ,3,0,0.5,0,1,3.437,0.256,0.049,0.007,0.08,0.1155,1
manga-10214-6102 ,10214-6102 ,1-136426 ,122.841078941,34.5816625567,E          ,-5,0,0.0,0,0,3.917,0.337,0.083,0.005,0.2,0.164,1
manga-10214-6103 ,10214-6103 ,1-153360 ,120.885107167,34.9655998133,SABcd      ,6,0,0.5,0,0,3.158,0.143,0.186,0.63,-0.07,0.0665,1
manga-10214-6104 ,10214-6104 ,1-153723 ,123.092211293,36.2836131709,Sb         ,3,0,0.0,0,0,2.92,0.199,0.205,0.02,0.14,0.253,1
manga-10214-9101 ,10214-9101 ,1-153357 ,120.935390177,35.3428778906,Edc        ,-5,0,0.0,0,0,4.179,0.219,0.066,0.004,0.1,0.0925,1
manga-10214-9102 ,10214-9102 ,1-153556 ,121.942383602,34.7771614059,SABab      ,2,0,0.5,0,0,3.108,0.34,0.282,0.009,0.2,0.227,1
manga-10215-12701,10215-12701,1-122111 ,121.800741247,38.2563612267,Sb         ,3,0,0.0,0,0,3.857,0.328,0.116,0.01,0.35,0.2245,1
manga-10215-12702,10215-12702,1-121959 ,121.466201503,37.5140925477,Sc         ,5,0,0.0,0,0,2.509,0.216,0.181,0.024,0.15,0.245,1
manga-10215-12703,10215-12703,1-121923 ,122.130636583,37.5865756841,SABd       ,7,0,0.5,1,0,3.0,0.117,0.245,0.027,0.6,0.573,1
manga-10215-12704,10215-12704,1-605093 ,123.448616143,37.0503815874,S0a        ,0,0,0.0,0,0,3.642,0.152,0.054,0.011,-0.28,0.2395,0
manga-10215-12705,10215-12705,1-153693 ,122.984477119,36.4242678945,Sbc        ,4,0,0.0,0,0,2.626,0.162,0.147,0.021,-0.04,0.1435,1
manga-10215-1901 ,10215-1901 ,1-122310 ,122.118199278,38.1518625278,S0a        ,0,0,0.0,0,0,2.64,0.356,0.034,0.006,0.01,0.047,1
manga-10215-1902 ,10215-1902 ,1-153901 ,123.857378368,37.3405186037,Sa         ,1,1,0.0,0,0,2.898,0.514,0.077,0.004,0.19,0.1165,1
manga-10215-3701 ,10215-3701 ,1-122125 ,122.040031781,37.9213571348,Sbc        ,4,1,0.0,0,0,2.297,0.296,0.12,0.034,0.09,0.169,1
manga-10215-3702 ,10215-3702 ,1-548639 ,121.370110164,37.557853221,Sab        ,2,0,0.0,0,0,3.754,0.237,0.105,0.003,0.14,0.093,1
manga-10215-3703 ,10215-3703 ,1-122138 ,122.303250785,38.0177069537,SABab      ,2,0,0.5,0,0,3.518,0.357,0.126,0.003,0.17,0.105,1
manga-10215-3704 ,10215-3704 ,1-153589 ,122.11350534,36.8374284802,SB0a       ,0,0,1.0,0,0,3.478,0.35,0.078,0.118,0.02,0.0595,1
manga-10215-6101 ,10215-6101 ,1-153713 ,123.253441576,36.5330040267,Sb         ,3,0,0.0,1,0,3.041,0.359,0.35,0.004,0.35,0.184,1
manga-10215-6102 ,10215-6102 ,1-153635 ,122.734117936,36.828123263,S          ,11,0,0.0,0,1,3.045,0.201,0.638,0.261,0.29,0.152,0
manga-10215-6103 ,10215-6103 ,1-122139 ,122.323241339,38.3369384918,Sab        ,2,1,0.0,0,0,3.199,0.386,0.198,0.009,0.34,0.2405,1
manga-10215-6104 ,10215-6104 ,1-153942 ,123.647988384,38.5503483448,Sbc        ,4,0,0.0,0,0,3.097,0.339,0.204,0.006,0.17,0.1255,1
manga-10215-9101 ,10215-9101 ,1-121951 ,121.561209049,37.6405216725,Sc         ,5,1,0.0,1,0,2.778,0.315,0.101,0.017,0.3,0.318,1
manga-10215-9102 ,10215-9102 ,1-153613 ,122.390684521,36.9852665635,Sbc        ,4,0,0.0,1,0,2.971,0.346,0.129,0.009,0.36,0.261,1
manga-10216-12701,10216-12701,1-382678 ,118.476258864,16.9533603239,SABbc      ,4,0,0.5,0,0,2.986,0.229,0.428,0.019,0.27,0.276,0
manga-10216-12702,10216-12702,1-412128 ,118.230122563,17.0168029767,Sbc        ,4,0,0.0,1,0,3.466,0.207,0.295,0.009,0.44,0.266,1
manga-10216-12703,10216-12703,1-382689 ,118.62259747,17.7010718242,SABbc      ,4,0,0.5,0,0,2.932,0.166,0.277,0.082,0.82,0.825,0
manga-10216-12704,10216-12704,1-382452 ,118.16230011,18.3216056824,Sa         ,1,0,0.0,0,1,3.617,0.294,0.18,0.005,0.27,0.161,1
manga-10216-12705,10216-12705,1-382588 ,117.894285161,16.621269888,Sc         ,5,0,0.0,1,1,3.08,0.271,0.149,0.13,0.16,0.214,1
manga-10216-1901 ,10216-1901 ,1-297909 ,117.038289628,18.5706939566,SABa       ,1,0,0.5,0,0,2.977,0.47,0.065,0.048,0.0,0.0115,1
manga-10216-1902 ,10216-1902 ,1-297863 ,116.767280449,18.1383425062,SAB0       ,-2,1,0.5,0,0,2.916,0.52,0.146,0.01,0.21,0.112,1
manga-10216-3701 ,10216-3701 ,1-382352 ,117.186922861,17.966051805,S0a        ,0,0,0.0,0,0,3.524,0.357,0.117,0.046,0.19,0.1555,1
manga-10216-3702 ,10216-3702 ,1-297905 ,117.003225435,18.622145951,SBa        ,1,0,0.75,0,0,3.188,0.422,0.034,0.005,-0.02,0.045,1
manga-10216-3703 ,10216-3703 ,1-297825 ,117.094733328,18.5028826591,S0         ,-2,1,0.0,0,0,2.783,0.563,0.112,0.011,0.3,0.1155,1
manga-10216-3704 ,10216-3704 ,1-382355 ,117.23952599,17.5771207096,S0a        ,0,0,0.0,0,0,3.769,0.352,0.106,0.105,0.1,0.0585,1
manga-10216-6101 ,10216-6101 ,1-412105 ,117.700436207,16.3893864476,SBab       ,2,0,0.75,0,0,3.79,0.263,0.087,0.007,0.11,0.108,1
manga-10216-6102 ,10216-6102 ,1-297871 ,116.730202777,18.482375517,SBab       ,2,0,1.0,0,0,2.693,0.16,0.106,0.02,-0.08,0.146,1
manga-10216-6103 ,10216-6103 ,1-297986 ,116.346578955,18.2366261774,SABab      ,2,0,0.5,0,0,2.706,0.368,0.143,0.01,0.23,0.1535,1
manga-10216-6104 ,10216-6104 ,1-297854 ,117.43276891,18.9185959989,Sbc        ,4,0,0.0,1,0,3.439,0.176,0.184,0.285,0.54,0.3625,1
manga-10216-9101 ,10216-9101 ,1-297956 ,116.67274471,18.7348410457,Edc        ,-5,0,0.0,0,0,4.059,0.185,0.053,0.009,0.03,0.053,1
manga-10216-9102 ,10216-9102 ,1-297970 ,116.446792381,18.312577531,SBab       ,2,0,1.0,0,0,3.643,0.297,0.093,0.024,0.05,0.0945,1
manga-10217-12701,10217-12701,1-382566 ,118.002740625,15.7585152922,Sc         ,5,0,0.0,0,0,2.701,0.161,0.523,0.017,1.08,0.448,0
manga-10217-12702,10217-12702,1-411980 ,118.300437995,15.2413143621,Sbc        ,4,0,0.0,1,0,2.978,0.228,0.184,0.019,0.53,0.391,1
manga-10217-12703,10217-12703,59-80    ,119.85175,16.4189444444,Scd        ,6,0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999
manga-10217-12704,10217-12704,31-115   ,119.917160034,15.3868169785,Sab        ,2,0,0.0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999
manga-10217-12705,10217-12705,1-459018 ,119.505587809,14.7026287414,SBbc       ,4,0,1.0,0,0,3.206,0.122,0.382,0.012,0.8,0.3165,0
manga-10217-1901 ,10217-1901 ,1-458692 ,119.06828621,15.2400782037,SBab       ,2,0,1.0,0,0,3.537,0.337,0.07,0.006,0.05,0.06,1
manga-10217-1902 ,10217-1902 ,1-458676 ,118.699364685,14.6654215753,SAB0a      ,0,0,0.5,1,0,2.725,0.471,0.136,0.017,0.04,0.0455,1
manga-10217-3701 ,10217-3701 ,1-459044 ,118.693207358,14.3594231641,Sa         ,1,0,0.0,0,0,3.482,0.44,0.086,0.009,0.03,0.0545,1
manga-10217-3702 ,10217-3702 ,1-556959 ,118.521918682,14.6200482639,S0         ,-2,0,0.0,1,0,3.23,0.429,0.11,0.023,0.16,0.115,1
manga-10217-3703 ,10217-3703 ,1-458727 ,119.293209673,14.65876405,SBab       ,2,0,0.75,0,0,3.027,0.357,0.101,0.002,0.13,0.071,1
manga-10217-3704 ,10217-3704 ,1-458682 ,118.395673439,14.4733243477,SBab       ,2,0,1.0,0,0,3.056,0.395,0.055,0.429,-0.02,0.0455,1
manga-10217-6101 ,10217-6101 ,1-412045 ,117.735046075,14.7678282599,E          ,-5,0,0.0,0,0,3.818,0.322,0.094,0.011,0.0,0.02,1
manga-10217-6102 ,10217-6102 ,1-412043 ,118.202222407,15.308880164,Sa         ,1,0,0.0,1,0,3.441,0.345,0.245,0.01,0.39,0.231,1
manga-10217-6103 ,10217-6103 ,1-412058 ,117.993013365,15.7114103805,SBab       ,2,0,1.0,0,1,3.274,0.342,0.077,0.01,0.1,0.125,1
manga-10217-6104 ,10217-6104 ,1-458738 ,119.503945958,14.9502274395,Edc        ,-5,0,0.0,0,0,3.695,0.387,0.161,0.01,0.17,0.144,1
manga-10217-9101 ,10217-9101 ,1-458705 ,118.831445476,14.4171184641,Sb         ,3,1,0.0,0,0,3.19,0.305,0.183,0.044,0.11,0.303,1
manga-10217-9102 ,10217-9102 ,1-604885 ,118.843822108,15.0938929519,SBdm       ,8,0,1.0,0,1,3.008,0.172,0.493,0.01,0.29,0.213,0
manga-10218-12701,10218-12701,1-412119 ,117.857788969,16.6018406215,SABab      ,2,0,0.5,0,0,3.087,0.256,0.156,0.081,0.12,0.154,1
manga-10218-12702,10218-12702,1-604851 ,117.76574,17.96273,SABc       ,5,0,0.5,0,0,3.039,0.094,0.344,0.751,0.31,0.3395,1
manga-10218-12703,10218-12703,1-382273 ,118.634242089,16.8097293987,SABb       ,3,0,0.25,0,1,2.783,0.091,1.148,0.003,2.74,0.221,0
manga-10218-12704,10218-12704,1-584678 ,119.060993252,17.0202860988,SABdm      ,8,0,0.5,0,1,2.392,0.143,0.446,0.02,0.32,0.341,0
manga-10218-12705,10218-12705,1-604875 ,118.61245,16.2148,SBc        ,5,0,1.0,0,0,2.533,0.088,0.244,0.046,0.33,0.488,1
manga-10218-1901 ,10218-1901 ,1-382318 ,118.034707037,17.9303045778,S0         ,-2,0,0.0,0,0,2.777,0.484,0.11,0.033,0.1,0.0905,1
manga-10218-1902 ,10218-1902 ,1-382697 ,119.207582307,17.3803033794,S0         ,-2,0,0.0,1,0,3.169,0.417,0.106,0.018,0.11,0.063,1
manga-10218-3701 ,10218-3701 ,1-382312 ,117.587908107,17.169833722,SBbc       ,4,0,1.0,0,0,2.441,0.322,0.121,0.927,-0.06,0.0995,1
manga-10218-3702 ,10218-3702 ,1-382284 ,118.184498039,16.7095016652,Sa         ,1,0,0.0,0,1,3.393,0.389,0.102,0.005,0.17,0.1145,1
manga-10218-3703 ,10218-3703 ,1-383171 ,119.87865241,17.4914220335,SABab      ,2,0,0.5,0,0,3.519,0.28,0.15,0.007,0.02,0.0385,1
manga-10218-3704 ,10218-3704 ,1-412176 ,119.168808316,16.9201143063,SABab      ,2,0,0.5,0,0,2.497,0.214,0.142,0.004,0.3,0.158,1
manga-10218-6101 ,10218-6101 ,1-382557 ,118.98443,16.65766,Edc        ,-5,0,0.0,0,0,2.559,0.341,0.455,0.004,0.22,0.1195,0
manga-10218-6102 ,10218-6102 ,1-382696 ,119.036102953,17.3806654122,S0a        ,0,0,0.0,0,0,3.37,0.276,0.083,0.005,0.16,0.112,1
manga-10218-6103 ,10218-6103 ,1-382473 ,118.637432363,18.3280658072,Sbc        ,4,0,0.0,0,1,3.07,0.335,0.284,0.008,0.22,0.195,1
manga-10218-6104 ,10218-6104 ,1-383177 ,119.63633689,17.9100412893,Sa         ,1,0,0.0,0,1,3.148,0.321,0.102,0.017,0.04,0.1045,1
manga-10218-9101 ,10218-9101 ,1-412131 ,118.25847,16.69089,Sd         ,7,0,0.0,0,0,2.941,0.174,0.235,0.053,0.45,0.496,1
manga-10218-9102 ,10218-9102 ,1-412191 ,119.717877766,16.530712418,Sb         ,3,1,0.0,0,0,2.767,0.14,0.398,0.762,1.59,0.261,0
manga-10219-12701,10219-12701,1-384262 ,124.804460255,20.757476218,SABc       ,5,0,0.5,0,0,2.849,0.118,0.14,0.019,0.17,0.26,1
manga-10219-12702,10219-12702,1-556820 ,125.505931857,21.3428752484,SABbc      ,4,0,0.5,0,0,2.565,0.131,0.244,0.015,0.24,0.251,1
manga-10219-12703,10219-12703,1-556776 ,125.370195868,23.0663574577,SABab      ,2,0,0.5,0,0,3.329,0.271,0.172,0.021,0.09,0.147,1
manga-10219-12704,10219-12704,1-383825 ,124.83882348,21.90942806,Sc         ,5,0,0.0,0,0,3.125,0.146,0.186,0.048,0.0,0.0415,1
manga-10219-12705,10219-12705,1-605208 ,125.967743522,21.4186635506,Sc         ,5,0,0.0,1,0,3.109,0.167,0.157,0.027,0.36,0.409,1
manga-10219-1901 ,10219-1901 ,1-384189 ,125.14376637,21.1054663161,S0         ,-2,1,0.0,0,0,3.03,0.357,0.095,0.216,0.08,0.1265,1
manga-10219-1902 ,10219-1902 ,1-384222 ,125.062375384,21.0600550691,Edc        ,-5,0,0.0,0,0,2.871,0.329,0.01,0.035,-0.18,0.3,1
manga-10219-3701 ,10219-3701 ,1-384167 ,125.631121621,20.967889239,Sa         ,1,0,0.0,0,0,3.498,0.293,0.075,0.01,0.28,0.219,1
manga-10219-3702 ,10219-3702 ,1-384250 ,124.908695519,21.2853610145,S0         ,-2,0,0.0,0,0,3.216,0.389,0.023,0.732,-35.31,1.687,0
manga-10219-3703 ,10219-3703 ,1-384363 ,125.649814536,21.4649730541,S0a        ,0,1,0.0,0,0,2.935,0.313,0.009,0.028,-0.12,0.214,1
manga-10219-3704 ,10219-3704 ,1-384149 ,125.926883384,21.0614783374,E          ,-5,0,0.0,0,0,3.936,0.269,0.054,0.009,0.11,0.117,1
manga-10219-6101 ,10219-6101 ,1-384265 ,124.977875484,20.8620843186,S0(dwarf)  ,-2,1,0.0,0,0,2.873,0.216,0.186,0.039,0.12,0.3225,1
manga-10219-6102 ,10219-6102 ,1-384194 ,125.148697904,21.0677945565,S0         ,-2,0,0.0,0,0,4.552,0.102,0.081,0.01,0.22,0.104,1
manga-10219-6103 ,10219-6103 ,1-384306 ,125.110457064,22.3843627261,Sbc        ,4,0,0.0,1,0,2.973,0.257,0.226,0.057,0.71,0.6,0
manga-10219-6104 ,10219-6104 ,1-605180 ,125.31674,21.46977,SABbc      ,4,0,0.5,0,0,2.393,0.178,0.155,0.026,0.13,0.2495,1
manga-10219-9101 ,10219-9101 ,1-384191 ,125.084933497,21.1064124578,SABc       ,5,1,0.5,0,0,2.56,0.195,0.187,0.047,0.06,0.2195,1
manga-10219-9102 ,10219-9102 ,1-605181 ,125.343919429,20.9105383102,Sc         ,5,0,0.0,0,0,3.317,0.166,0.256,0.009,0.34,0.2215,1
manga-10220-12701,10220-12701,1-153155 ,120.348598309,32.8838040043,Sc         ,5,0,0.0,1,0,2.964,0.149,0.195,0.02,0.66,0.4695,1
manga-10220-12702,10220-12702,1-153142 ,120.489596539,33.1645908106,Sbc        ,4,0,0.0,1,0,3.206,0.182,0.212,0.954,0.42,0.2245,1
manga-10220-12703,10220-12703,1-153151 ,121.130860827,33.8845068552,SABcd      ,6,0,0.5,0,0,1.347,0.079,1.224,0.002,3.33,0.24,0
manga-10220-12704,10220-12704,1-136450 ,122.540399375,33.8793464336,SABab      ,2,1,0.25,0,0,2.192,0.622,0.669,0.701,1.48,0.2065,0
manga-10220-12705,10220-12705,1-201934 ,120.550320326,32.3150512958,SABc       ,5,0,0.5,0,0,2.365,0.101,0.268,0.015,0.62,0.4185,1
manga-10220-1901 ,10220-1901 ,1-153127 ,120.805213561,33.132338795,Sab        ,2,1,0.0,0,0,3.161,0.416,0.088,0.002,0.05,0.0505,1
manga-10220-1902 ,10220-1902 ,1-146605 ,122.385466938,31.7035152057,S0         ,-2,1,0.0,0,0,3.552,0.454,0.15,0.008,0.13,0.115,1
manga-10220-3701 ,10220-3701 ,1-201961 ,120.430507904,31.7266384397,S0a        ,0,0,0.0,0,0,3.052,0.437,0.07,0.011,0.04,0.0975,1
manga-10220-3702 ,10220-3702 ,1-201956 ,120.436461244,31.8383638274,S0a        ,0,0,0.0,0,0,3.041,0.358,0.097,0.005,0.1,0.1035,1
manga-10220-3703 ,10220-3703 ,1-201936 ,120.576629639,32.5355033875,Sa         ,1,0,0.0,0,1,3.78,0.465,0.057,0.177,0.21,0.0805,1
manga-10220-3704 ,10220-3704 ,1-201970 ,121.035948116,31.4369848051,E          ,-5,0,0.0,0,0,3.642,0.377,0.1,0.007,0.13,0.1115,1
manga-10220-6101 ,10220-6101 ,1-146543 ,122.651546118,31.2946412174,Edc        ,-5,0,0.0,0,0,3.872,0.314,0.101,0.01,-0.05,0.0855,1
manga-10220-6102 ,10220-6102 ,1-201919 ,120.275641039,32.317343842,Sa         ,1,0,0.0,0,0,3.485,0.406,0.09,0.007,0.16,0.131,1
manga-10220-6103 ,10220-6103 ,1-604951 ,120.576104212,32.602197839,SABab      ,2,0,0.5,0,0,3.325,0.326,0.119,0.773,-0.22,0.1165,0
manga-10220-6104 ,10220-6104 ,1-202008 ,121.718144251,32.2503291927,Sab        ,2,0,0.0,1,0,2.982,0.276,0.15,0.012,0.12,0.145,1
manga-10220-9101 ,10220-9101 ,1-201969 ,120.825871809,31.7763732335,SBab       ,2,0,1.0,0,0,3.41,0.21,0.219,0.008,0.38,0.2205,1
manga-10220-9102 ,10220-9102 ,1-136333 ,123.028099529,33.390861019,SABdm      ,8,1,0.5,1,0,2.715,0.199,0.291,0.011,0.25,0.2745,1
manga-10221-12701,10221-12701,1-229777 ,121.62879509,23.7105033609,Sbc        ,4,0,0.0,0,0,3.045,0.223,0.172,0.026,0.54,0.503,1
manga-10221-12702,10221-12702,1-298600 ,123.530409854,23.7119154499,Scd        ,6,0,0.0,0,0,2.804,0.119,0.37,0.091,1.55,1.603,0
manga-10221-12703,10221-12703,1-230023 ,124.05695,25.076,SABd       ,7,0,0.5,0,0,2.518,0.133,0.229,0.046,0.5,0.6765,1
manga-10221-12704,10221-12704,1-605125 ,124.18847,23.36659,Sc         ,5,1,0.0,0,0,2.944,0.094,0.472,0.06,0.31,0.3755,0
manga-10221-12705,10221-12705,1-298555 ,124.109635921,23.1425158913,Scd        ,6,0,0.0,0,0,3.017,0.1,0.21,0.103,0.12,0.352,1
manga-10221-1901 ,10221-1901 ,59-57    ,122.818541667,25.1798333333,SABb       ,3,0,0.25,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999
manga-10221-1902 ,10221-1902 ,1-229976 ,123.30674,24.60798,Sdm        ,8,1,0.0,0,0,1.936,0.306,0.349,0.003,0.16,0.1055,0
manga-10221-3701 ,10221-3701 ,1-298596 ,123.70918848,24.002949613,SABa       ,1,0,0.5,1,0,2.79,0.429,0.078,0.005,0.04,0.07,1
manga-10221-3702 ,10221-3702 ,1-229965 ,122.524674366,25.2888191999,E          ,-5,0,0.0,0,0,3.282,0.402,0.065,0.005,0.04,0.0645,1
manga-10221-3703 ,10221-3703 ,1-229966 ,122.589216544,25.1222973718,E          ,-5,0,0.0,0,1,4.315,0.248,0.357,0.003,0.69,0.1775,1
manga-10221-3704 ,10221-3704 ,1-230070 ,123.647377495,25.0695082117,Sc         ,5,1,0.0,0,0,2.508,0.373,0.097,0.009,-0.03,0.091,1
manga-10221-6101 ,10221-6101 ,1-229977 ,123.265271707,24.5581555942,SBd        ,7,0,1.0,0,0,2.909,0.249,0.418,0.012,0.46,0.3145,0
manga-10221-6102 ,10221-6102 ,1-298623 ,123.098008176,24.1159781368,Sab        ,2,0,0.0,0,0,2.718,0.305,0.136,0.007,0.07,0.111,1
manga-10221-6103 ,10221-6103 ,1-230090 ,123.357514813,25.1269822349,Sb         ,3,0,0.0,0,0,3.795,0.288,0.14,0.004,0.09,0.077,1
manga-10221-6104 ,10221-6104 ,1-298693 ,124.698297548,24.5374298193,SBab       ,2,0,1.0,0,0,3.4,0.239,0.104,0.007,0.27,0.1555,1
manga-10221-9101 ,10221-9101 ,1-229796 ,121.792855792,24.3892414957,Sbc        ,4,0,0.0,0,0,2.988,0.164,0.125,0.007,0.07,0.115,1
