Name,plateifu,MANGAID,objra,objdec,Type,TType,Unsure,Bars,Edge_on,Tidal,C,E_C,A,E_A,S,E_S,cas_flag
manga-8319-9102  ,8319-9102  ,1-575733 ,201.560998184,47.3003378894,E          ,-5,0,0.0,0,0,4.555,0.238,0.282,0.017,0.08,0.1335,1
manga-8320-12701 ,8320-12701 ,1-519706 ,205.548609157,22.2691540173,SABbc      ,4,0,0.5,1,0,2.858,0.279,0.242,0.023,0.19,0.268,1
manga-8320-12702 ,8320-12702 ,1-523065 ,206.21346966,23.0215233924,Sc         ,5,0,0.0,1,0,3.664,0.158,0.217,0.017,1.06,0.3995,0
manga-8320-12703 ,8320-12703 ,1-523033 ,206.630975904,23.1221362578,Scd        ,6,0,-0.5,1,0,3.965,0.172,0.285,0.035,0.89,0.617,0
manga-8320-12704 ,8320-12704 ,1-523027 ,206.400824575,22.9950286802,SABbc      ,4,0,0.5,0,0,2.845,0.182,0.159,0.019,0.27,0.297,1
manga-8320-12705 ,8320-12705 ,1-519746 ,206.537552071,21.8943036757,SABc       ,5,0,0.5,0,0,2.776,0.114,0.207,0.01,0.26,0.23,1
manga-8320-1901  ,8320-1901  ,1-523238 ,206.144236809,23.7966101545,E          ,-5,0,0.0,0,0,3.959,0.344,0.055,0.004,0.19,0.107,1
manga-8320-1902  ,8320-1902  ,1-519705 ,205.717244807,22.126968058,Edc        ,-5,0,0.0,0,0,2.435,0.694,0.183,0.003,0.0,0.0,1
manga-8320-3701  ,8320-3701  ,1-519738 ,206.514715269,22.1188427337,SB0        ,-2,0,0.75,0,0,3.472,0.349,0.067,0.002,0.08,0.0485,1
manga-8320-3702  ,8320-3702  ,1-523108 ,205.289299982,23.2779276984,SBab       ,2,0,1.0,0,1,3.314,0.348,0.196,0.007,0.27,0.168,1
manga-8320-3703  ,8320-3703  ,1-592049 ,206.299565786,23.0718639552,S0         ,-2,0,-0.5,1,0,3.391,0.314,0.098,0.001,0.16,0.0685,1
manga-8320-3704  ,8320-3704  ,1-519742 ,206.612456043,22.0767419456,Sab        ,2,0,0.0,0,0,2.887,0.263,0.145,0.02,-0.06,0.1475,1
manga-8320-6101  ,8320-6101  ,1-523004 ,206.627529147,22.7060191923,SBab       ,2,0,0.75,0,0,3.145,0.212,0.174,0.009,0.27,0.197,1
manga-8320-6102  ,8320-6102  ,1-519707 ,205.782134401,22.1758149643,Sab        ,2,0,0.0,0,0,3.906,0.335,0.076,0.006,0.03,0.0455,1
manga-8320-6103  ,8320-6103  ,1-519720 ,205.883449883,22.4979523679,S0a        ,0,0,0.0,1,0,3.484,0.441,0.046,0.004,0.12,0.087,1
manga-8320-6104  ,8320-6104  ,1-627332 ,206.554380713,23.0840530659,SABcd      ,6,0,0.5,0,1,3.273,0.225,0.415,0.022,0.12,0.1985,0
manga-8320-9101  ,8320-9101  ,1-523050 ,206.313852837,23.3165126883,Sc         ,5,0,-0.5,1,1,3.018,0.189,0.308,0.01,0.31,0.2015,1
manga-8320-9102  ,8320-9102  ,1-532459 ,206.830271013,21.8338378511,SABbc      ,4,0,0.5,0,0,3.488,0.209,0.084,0.009,0.14,0.1335,1
manga-8321-12701 ,8321-12701 ,1-403623 ,197.467258338,28.3825099289,SBd        ,7,0,1.0,0,0,2.977,0.087,0.249,0.064,0.49,0.639,1
manga-8321-12702 ,8321-12702 ,1-403615 ,197.487062751,28.5582294277,Scd        ,6,0,0.0,0,0,2.748,0.085,0.249,0.096,0.6,0.7705,1
manga-8321-12703 ,8321-12703 ,1-401670 ,198.50605732,29.4069742477,SABbc      ,4,0,0.5,0,0,2.59,0.139,0.111,0.023,0.47,0.434,1
manga-8321-12704 ,8321-12704 ,1-624479 ,197.09016,29.22843,SABab      ,2,0,0.5,0,0,3.376,0.159,0.124,0.045,0.15,0.3,1
manga-8321-12705 ,8321-12705 ,1-624536 ,197.23827,28.28052,SABb       ,3,0,0.5,0,0,2.778,0.131,0.188,0.043,0.74,0.6285,0
manga-8321-1901  ,8321-1901  ,1-404397 ,195.615824643,29.4875911163,Edc        ,-5,0,0.0,0,0,3.136,0.454,0.03,0.009,0.02,0.0615,1
manga-8321-1902  ,8321-1902  ,1-457237 ,196.846848622,27.8655124363,S0         ,-2,0,0.0,0,0,3.388,0.36,0.071,0.029,-0.41,0.3385,0
manga-8321-3701  ,8321-3701  ,1-457252 ,197.003247752,28.0812453664,SBa        ,1,0,1.0,0,0,3.065,0.362,0.063,0.009,0.17,0.1465,1
manga-8321-3702  ,8321-3702  ,1-404141 ,196.526874172,28.7017452522,Sb         ,3,0,0.0,1,0,3.176,0.303,0.123,0.017,0.05,0.1255,1
manga-8321-3703  ,8321-3703  ,1-403620 ,197.534549813,28.2899064821,E          ,-5,0,0.0,0,0,3.759,0.351,0.093,0.017,0.07,0.108,1
manga-8321-3704  ,8321-3704  ,1-403585 ,198.11258917,28.3258409379,E          ,-5,0,0.0,0,0,4.022,0.42,0.121,0.006,0.14,0.092,1
manga-8321-6101  ,8321-6101  ,1-404179 ,195.633181919,28.4393347683,S0         ,-2,0,0.0,0,0,2.956,0.226,0.087,0.017,0.0,0.0425,1
manga-8321-6102  ,8321-6102  ,1-457251 ,197.037945804,27.826596591,S0a        ,0,0,0.0,0,0,3.899,0.254,0.041,0.01,0.07,0.094,1
manga-8321-6103  ,8321-6103  ,1-403707 ,196.205381039,28.6611919513,Sb         ,3,0,0.0,1,0,3.181,0.304,0.084,0.016,-0.02,0.0805,1
manga-8321-6104  ,8321-6104  ,1-403672 ,196.638125786,29.184075159,SABb       ,3,0,0.5,0,0,3.013,0.246,0.234,0.009,0.47,0.2525,1
manga-8321-9101  ,8321-9101  ,1-403634 ,197.465445127,28.900375222,Sab        ,2,0,0.0,0,0,0.962,0.016,1.495,0.025,1.29,0.4865,0
manga-8321-9102  ,8321-9102  ,1-403797 ,197.82575138,29.7940500714,Sb         ,3,0,0.0,1,0,3.259,0.224,0.144,0.315,0.18,0.1705,1
manga-8322-12701 ,8322-12701 ,1-624909 ,198.24297,31.25866,SBcd       ,6,0,1.0,0,0,2.909,0.073,0.634,0.023,1.1,0.4945,0
manga-8322-12702 ,8322-12702 ,1-401725 ,200.09610911,30.4447207527,Edc        ,-5,0,0.0,0,1,2.994,0.475,0.299,0.003,0.23,0.103,1
manga-8322-12703 ,8322-12703 ,1-419251 ,200.702317907,31.3244967036,SABc       ,5,1,0.25,0,0,2.654,0.127,0.241,0.086,0.19,0.5145,1
manga-8322-12704 ,8322-12704 ,1-625154 ,199.051371303,30.9502990173,SBc        ,5,0,1.0,0,0,3.354,0.09,0.232,0.013,0.45,0.2595,1
manga-8322-12705 ,8322-12705 ,1-575232 ,201.105947287,30.9592888955,Sab        ,2,0,0.0,0,0,3.943,0.18,0.098,0.01,0.11,0.1085,1
manga-8322-1901  ,8322-1901  ,1-625070 ,198.784245451,30.4037749681,SBab       ,2,0,0.75,0,0,3.595,0.263,0.16,0.004,0.18,0.1065,1
manga-8322-1902  ,8322-1902  ,1-575202 ,201.003014362,30.4612039592,Sa         ,1,0,0.0,1,0,2.731,0.652,0.15,0.002,0.46,0.117,1
manga-8322-3701  ,8322-3701  ,1-419028 ,199.066481776,30.264531572,Sb         ,3,0,0.0,0,1,2.781,0.268,0.242,0.002,0.18,0.097,1
manga-8322-3702  ,8322-3702  ,1-575209 ,200.120280018,31.3519930682,Edc        ,-5,0,0.0,0,0,4.253,0.276,0.158,0.005,0.31,0.1295,1
manga-8322-3703  ,8322-3703  ,1-421145 ,200.928341053,31.5154765782,S0         ,-2,0,0.0,1,0,3.676,0.384,0.054,0.003,0.15,0.0725,1
manga-8322-3704  ,8322-3704  ,1-401759 ,200.305919224,30.4781117192,Sb         ,3,0,0.0,1,0,2.769,0.424,0.216,0.012,0.29,0.204,1
manga-8322-6101  ,8322-6101  ,1-401783 ,200.532227281,30.1444065186,Sb         ,3,0,0.0,0,1,3.293,0.344,0.081,0.01,0.09,0.095,1
manga-8322-6102  ,8322-6102  ,1-401757 ,200.294065817,30.3346395591,SBab       ,2,0,0.75,0,0,2.57,0.344,0.143,0.007,0.21,0.1385,1
manga-8322-6103  ,8322-6103  ,1-419067 ,199.338732164,31.0593789008,SBm        ,9,1,0.75,0,0,2.855,0.227,0.139,0.012,0.11,0.119,1
manga-8322-6104  ,8322-6104  ,1-418974 ,200.937091695,30.4762835224,Sb         ,3,0,0.0,1,0,3.324,0.449,0.127,0.005,0.09,0.086,1
manga-8322-9101  ,8322-9101  ,1-591611 ,199.60756,31.46795,SBd        ,7,0,1.0,0,1,2.56,0.126,0.577,0.01,0.64,0.3085,0
manga-8322-9102  ,8322-9102  ,1-419231 ,200.213653253,31.390762043,SABbc      ,4,0,0.5,0,0,2.823,0.296,0.08,0.015,-0.01,0.0535,1
manga-8323-12701 ,8323-12701 ,1-591379 ,196.370375041,33.8487234632,SABcd      ,6,0,0.5,0,0,3.199,0.151,0.385,0.02,0.76,0.487,0
manga-8323-12702 ,8323-12702 ,1-405707 ,196.76151355,34.9786112828,Sd         ,7,0,0.0,1,1,3.039,0.183,0.326,0.039,0.56,0.6155,1
manga-8323-12703 ,8323-12703 ,1-591308 ,195.41605,36.2901,SABbc      ,4,0,0.5,0,0,1.167,0.061,1.41,0.003,4.19,0.2545,0
manga-8323-12704 ,8323-12704 ,1-405813 ,196.895014012,36.0029579413,SABbc      ,4,0,0.5,0,0,3.398,0.2,0.469,0.046,0.55,0.677,0
manga-8323-12705 ,8323-12705 ,1-624367 ,196.793914503,34.2980074671,SBb        ,3,0,1.0,0,0,3.513,0.204,0.074,0.006,0.11,0.0985,1
manga-8323-1901  ,8323-1901  ,1-410131 ,195.475622379,36.228709184,S0         ,-2,0,0.0,0,0,3.491,0.408,0.105,0.001,0.2,0.0695,1
manga-8323-1902  ,8323-1902  ,1-624448 ,197.017360635,34.0075733118,S0         ,-2,0,-0.5,0,0,3.668,0.382,0.11,0.001,0.18,0.063,1
manga-8323-3701  ,8323-3701  ,1-402850 ,195.389583184,34.1166991866,S0         ,-2,0,0.0,0,0,2.944,0.413,0.057,0.02,-0.06,0.1365,1
manga-8323-3702  ,8323-3702  ,1-402833 ,195.116796758,34.3796721709,SB0        ,-2,0,1.0,0,0,3.318,0.304,0.089,0.004,0.28,0.156,1
manga-8323-3703  ,8323-3703  ,1-402898 ,196.439832774,34.6810757842,SAB0       ,-2,0,0.5,0,0,3.193,0.355,0.092,0.004,0.09,0.0815,1
manga-8323-3704  ,8323-3704  ,1-415513 ,197.902098789,34.4198212081,S0a        ,0,0,0.0,0,0,2.663,0.36,0.089,0.02,0.02,0.0825,1
manga-8323-6101  ,8323-6101  ,1-415476 ,196.978400702,34.0870995491,SBab       ,2,0,1.0,0,0,3.539,0.233,0.115,0.004,0.16,0.098,1
manga-8323-6102  ,8323-6102  ,1-402872 ,195.475286109,34.7586538014,S0         ,-2,0,0.0,1,0,3.483,0.351,0.056,0.007,0.11,0.1185,1
manga-8323-6103  ,8323-6103  ,1-405760 ,196.102718588,36.4799500087,Sb         ,3,0,0.0,1,1,3.184,0.268,0.069,0.004,0.36,0.163,1
manga-8323-6104  ,8323-6104  ,1-405673 ,196.416843842,35.2459357501,Sbc        ,4,0,0.0,1,0,2.964,0.256,0.055,0.016,0.55,0.413,1
manga-8323-9101  ,8323-9101  ,1-405698 ,196.063349007,35.4154973954,E          ,-5,0,0.0,0,0,4.473,0.212,0.071,0.008,0.12,0.1105,1
manga-8323-9102  ,8323-9102  ,1-405588 ,198.074427148,35.0098316725,Sbc        ,4,0,0.0,1,0,2.58,0.284,0.141,0.013,0.26,0.264,1
manga-8324-12701 ,8324-12701 ,1-285021 ,197.813416042,46.7006985856,Sab        ,2,0,0.0,1,0,2.948,0.175,0.102,0.005,0.39,0.219,1
manga-8324-12702 ,8324-12702 ,1-284982 ,197.879163852,46.3417588233,SBab       ,2,0,1.0,0,0,3.437,0.154,0.09,0.007,0.02,0.0525,1
manga-8324-12703 ,8324-12703 ,1-284971 ,198.265001515,46.5479280865,Sc         ,5,0,0.0,0,1,2.518,0.19,0.417,0.012,0.18,0.23,0
manga-8324-12704 ,8324-12704 ,1-284973 ,198.31155937,46.4183797848,SABbc      ,4,1,0.5,0,0,2.951,0.213,0.119,0.033,0.61,0.5605,1
manga-8324-12705 ,8324-12705 ,1-284929 ,199.623887217,45.2838391634,Sd         ,7,0,0.0,1,0,3.111,0.23,0.281,0.043,1.65,1.059,0
manga-8324-1902  ,8324-1902  ,1-284505 ,197.845382682,47.1513834879,S0a        ,0,0,0.0,0,0,3.363,0.356,0.041,0.005,0.13,0.1145,1
manga-8324-3701  ,8324-3701  ,1-259952 ,198.035688662,45.4268362322,E          ,-5,0,0.0,0,0,3.646,0.257,0.083,0.004,0.16,0.118,1
manga-8324-3702  ,8324-3702  ,1-285081 ,199.246719183,47.2685727166,Scd        ,6,0,0.0,1,0,2.973,0.319,0.121,0.016,0.23,0.264,1
manga-8324-3703  ,8324-3703  ,1-285155 ,200.758153078,46.871765926,E          ,-5,0,0.0,0,1,3.971,0.313,0.121,0.011,0.01,0.0565,1
manga-8324-3704  ,8324-3704  ,1-285048 ,197.930196013,46.5807706541,S0         ,-2,1,0.0,0,0,2.644,0.27,0.059,0.011,-0.01,0.0685,1
manga-8324-6101  ,8324-6101  ,1-284271 ,197.737491713,45.9905476985,S0a        ,0,0,0.0,0,0,3.752,0.297,0.126,0.013,0.08,0.149,1
manga-8324-6102  ,8324-6102  ,1-284990 ,198.273746064,45.6756409489,Sc         ,5,0,0.0,1,0,2.987,0.259,0.194,0.026,0.45,0.4345,1
manga-8324-6103  ,8324-6103  ,1-576535 ,198.907721526,47.9396336477,Scd        ,6,0,0.0,1,0,3.106,0.274,0.188,0.01,0.69,0.3375,1
manga-8324-6104  ,8324-6104  ,1-575726 ,198.958903853,46.3388300034,SABab      ,2,0,0.5,1,0,3.013,0.354,0.061,0.006,0.27,0.1525,1
manga-8324-9101  ,8324-9101  ,1-284292 ,197.438023064,45.9126575731,SABc       ,5,0,0.5,0,0,2.673,0.158,0.25,0.006,0.18,0.1715,1
manga-8325-12701 ,8325-12701 ,1-286558 ,210.176336711,45.8334223968,Sbc        ,4,0,0.0,0,0,2.855,0.183,0.197,0.035,0.46,0.597,1
manga-8325-12702 ,8325-12702 ,1-234997 ,209.895142449,47.1476800318,SABd       ,7,0,0.5,1,1,3.557,0.271,0.422,0.011,0.45,0.356,0
manga-8325-12703 ,8325-12703 ,1-235398 ,213.149187912,47.2530577,SBb        ,3,0,0.75,0,0,3.326,0.194,0.191,0.006,0.31,0.2005,1
manga-8325-12704 ,8325-12704 ,1-320324 ,211.991755192,47.9064008103,S0         ,-2,0,0.0,0,0,4.527,0.264,0.398,0.038,0.3,0.381,1
manga-8325-12705 ,8325-12705 ,1-235385 ,212.101063845,47.2737209102,Sbc        ,4,0,0.0,0,0,2.74,0.214,0.12,0.138,0.09,0.2285,1
manga-8325-1901  ,8325-1901  ,1-235239 ,212.796479368,46.3905494068,S0a        ,0,0,0.0,0,0,2.855,0.586,0.1,0.002,0.24,0.1175,1
manga-8325-1902  ,8325-1902  ,1-235257 ,212.729926067,46.0618316588,S0         ,-2,0,0.0,0,0,2.789,0.49,0.053,0.004,0.09,0.106,1
manga-8325-3701  ,8325-3701  ,1-235018 ,209.424426717,46.7144264623,SBab       ,2,0,1.0,0,0,2.754,0.376,0.172,0.009,0.16,0.177,1
manga-8325-3702  ,8325-3702  ,1-235136 ,209.832049872,47.9561825947,Sd         ,7,0,0.0,1,0,3.045,0.223,0.071,0.016,0.31,0.3085,1
manga-8325-3703  ,8325-3703  ,1-235270 ,212.529428799,46.4395604501,Sd         ,7,0,0.0,1,0,3.624,0.116,0.294,0.038,1.52,0.9275,0
manga-8325-3704  ,8325-3704  ,1-235307 ,211.478409084,45.644675495,S0         ,-2,0,0.0,0,0,2.902,0.454,0.067,0.006,0.03,0.0685,1
manga-8325-6101  ,8325-6101  ,1-234980 ,210.054964333,46.4322065481,E          ,-5,0,0.0,0,0,3.743,0.349,0.119,0.007,0.09,0.102,1
manga-8325-6102  ,8325-6102  ,1-235301 ,211.534055461,46.6025498913,E          ,-5,0,0.0,0,0,3.931,0.358,0.056,0.006,0.22,0.1415,1
manga-8325-6103  ,8325-6103  ,1-320328 ,212.116140368,48.2001554186,E          ,-5,0,0.0,0,1,2.815,0.495,0.049,0.951,0.11,0.0885,1
manga-8325-6104  ,8325-6104  ,1-320337 ,211.474226488,48.3655452742,E          ,-5,0,0.0,0,0,4.149,0.237,0.152,0.004,0.3,0.1575,1
manga-8325-9101  ,8325-9101  ,1-235186 ,210.84269901,48.2530853947,SBab       ,2,0,1.0,0,0,3.037,0.304,0.069,0.008,0.18,0.154,1
manga-8325-9102  ,8325-9102  ,1-235306 ,211.422653928,46.4274417048,SBab       ,2,0,1.0,0,0,3.694,0.362,0.079,0.268,0.14,0.12,1
manga-8326-12702 ,8326-12702 ,1-235575 ,214.726268165,45.9584150865,Sbc        ,4,0,0.0,0,0,2.474,0.136,0.105,0.02,-0.04,0.1355,1
manga-8326-12703 ,8326-12703 ,1-320606 ,215.463145967,48.0337900958,SABc       ,5,0,0.5,0,0,3.184,0.239,0.162,0.011,0.14,0.185,1
manga-8326-12704 ,8326-12704 ,1-320642 ,214.375197857,47.7149584725,Scd        ,6,0,0.0,1,0,3.528,0.232,0.129,0.039,1.07,0.855,0
manga-8326-12705 ,8326-12705 ,1-320922 ,217.077905948,46.8238432166,SBcd       ,6,0,1.0,0,0,3.046,0.192,0.332,0.066,-0.32,0.653,0
manga-8326-1901  ,8326-1901  ,1-320681 ,213.813097542,47.8733435601,S0         ,-2,0,0.0,0,0,3.548,0.388,0.042,0.002,0.12,0.062,1
manga-8326-1902  ,8326-1902  ,1-235587 ,214.854653976,45.8642518321,SB0        ,-2,0,0.75,0,1,3.261,0.316,0.031,0.002,0.06,0.0595,1
manga-8326-3701  ,8326-3701  ,1-235530 ,214.422103097,45.4658215702,SAB0       ,-2,0,0.25,0,1,3.479,0.406,0.064,0.004,0.15,0.0765,1
manga-8326-3702  ,8326-3702  ,1-321069 ,215.346547038,47.9184171568,S0         ,-2,0,0.0,0,0,3.869,0.298,0.047,0.004,0.08,0.0795,1
manga-8326-3703  ,8326-3703  ,1-320655 ,215.274863658,48.3081727439,Edc        ,-5,0,0.0,0,0,3.674,0.383,0.103,0.005,0.16,0.11,1
manga-8326-3704  ,8326-3704  ,1-235582 ,214.850245319,45.9007920259,SBa        ,1,0,0.75,0,0,3.579,0.305,0.07,0.005,0.22,0.1455,1
manga-8326-6101  ,8326-6101  ,1-321074 ,215.385064339,47.9627317242,Sa         ,1,0,-0.5,1,0,3.821,0.384,0.081,0.005,0.14,0.0965,1
manga-8326-6102  ,8326-6102  ,1-235576 ,215.017906947,47.1213302326,SBa        ,1,0,0.75,0,0,3.644,0.405,0.142,0.011,0.14,0.0915,1
manga-8326-6103  ,8326-6103  ,1-320664 ,214.818992501,48.0610045702,SB0        ,-2,0,1.0,0,0,3.836,0.386,0.076,0.007,0.12,0.11,1
manga-8326-6104  ,8326-6104  ,1-320584 ,216.256140174,47.9534929732,Edc        ,-5,0,0.0,0,0,4.29,0.292,0.079,0.006,-0.02,0.042,1
manga-8326-9101  ,8326-9101  ,1-320677 ,213.809361648,47.7499574049,Edc        ,-5,0,0.0,0,0,3.715,0.307,0.139,0.015,0.03,0.085,1
manga-8326-9102  ,8326-9102  ,1-235611 ,215.940812985,45.9311854386,SBbc       ,4,0,1.0,0,0,3.063,0.308,0.115,1.343,0.05,0.0975,1
manga-8327-12701 ,8327-12701 ,1-250806 ,203.160455841,43.823622653,Sbc        ,4,0,0.0,1,0,3.486,0.262,0.138,0.028,0.38,0.288,1
manga-8327-12702 ,8327-12702 ,1-250894 ,204.807938343,44.251001563,SBb        ,3,0,1.0,0,0,3.145,0.152,0.178,0.01,0.3,0.256,1
manga-8327-12703 ,8327-12703 ,1-285989 ,205.974001327,45.3306436538,SABab      ,2,0,0.5,0,0,2.614,0.2,0.289,0.042,-0.16,0.3825,1
manga-8327-12704 ,8327-12704 ,1-250870 ,204.435966904,44.3897529293,SABbc      ,4,0,0.5,0,0,2.828,0.2,0.218,0.016,0.3,0.2945,1
manga-8327-12705 ,8327-12705 ,1-575741 ,204.194313552,43.8413756088,E          ,-5,0,0.0,0,1,3.41,0.119,0.655,0.011,0.43,0.277,0
manga-8327-1901  ,8327-1901  ,1-250809 ,203.628338044,44.0272163136,SABd       ,7,1,0.5,0,0,2.621,0.352,0.028,0.019,0.17,0.244,1
manga-8327-1902  ,8327-1902  ,1-250784 ,202.961340774,44.1522233239,E          ,-5,0,0.0,0,0,3.781,0.273,0.068,0.002,0.05,0.0535,1
manga-8327-3701  ,8327-3701  ,1-250810 ,203.71758692,44.0674609796,SABa       ,1,0,0.25,0,0,3.507,0.411,0.102,0.004,0.17,0.1075,1
manga-8327-3702  ,8327-3702  ,1-286081 ,203.653215413,46.1540879549,Sab        ,2,0,0.0,0,1,3.7,0.263,0.055,0.003,-0.01,0.0265,1
manga-8327-3703  ,8327-3703  ,1-250769 ,202.828754981,44.8020102924,SABc       ,5,0,0.25,0,0,3.328,0.287,0.207,0.011,0.07,0.1355,1
manga-8327-3704  ,8327-3704  ,1-575742 ,204.159811033,43.7594120678,S0         ,-2,0,0.0,0,1,3.313,0.254,0.163,0.005,0.11,0.115,1
manga-8327-6101  ,8327-6101  ,1-250811 ,203.747102823,43.8216996484,E          ,-5,0,0.0,0,1,3.754,0.35,0.307,0.011,0.11,0.1405,1
manga-8327-6102  ,8327-6102  ,1-285994 ,205.664653438,45.5843495134,Edc        ,-5,0,0.0,0,0,4.305,0.219,0.111,0.007,0.18,0.134,1
manga-8327-6103  ,8327-6103  ,1-285506 ,201.995781397,45.7594504466,SABb       ,3,0,0.25,0,1,4.324,0.241,0.144,0.01,0.25,0.1915,1
manga-8327-6104  ,8327-6104  ,1-286139 ,205.837588641,45.7957818182,SB0        ,-2,0,1.0,0,0,3.66,0.356,0.079,0.009,0.31,0.1795,1
manga-8327-9101  ,8327-9101  ,1-575744 ,202.302980108,44.9621600576,Edc        ,-5,0,0.0,0,1,4.805,0.142,0.396,0.021,1.63,0.5955,0
manga-8327-9102  ,8327-9102  ,1-286110 ,205.294433071,45.8978528614,Sbc        ,4,0,0.0,0,0,2.531,0.277,0.166,0.01,0.18,0.197,1
manga-8328-12701 ,8328-12701 ,1-286729 ,209.729822501,43.898557724,Sa         ,1,0,0.0,0,0,3.217,0.289,0.096,0.009,0.25,0.207,1
manga-8328-12702 ,8328-12702 ,1-286309 ,208.667233467,44.8315186342,SABab      ,2,0,0.5,0,0,3.507,0.279,0.109,0.006,0.1,0.1145,1
manga-8328-12703 ,8328-12703 ,1-592344 ,209.941719213,46.263855996,Sc         ,5,1,0.0,0,0,2.678,0.167,0.268,0.054,0.23,0.5185,1
manga-8328-12704 ,8328-12704 ,1-286265 ,209.396814741,45.0839740105,SABc       ,5,0,0.5,0,1,2.377,0.216,0.225,0.015,0.15,0.244,1
manga-8328-12705 ,8328-12705 ,1-286316 ,209.09358915,44.8962761346,Sbc        ,4,0,0.0,1,0,3.097,0.242,0.107,0.028,0.16,0.234,1
manga-8328-1902  ,8328-1902  ,1-592574 ,211.502586934,45.776747866,Sa         ,1,0,0.0,1,1,3.26,0.435,0.097,0.001,0.05,0.037,1
manga-8328-3701  ,8328-3701  ,1-286772 ,210.758004407,44.4683371458,Sa         ,1,0,0.0,0,0,2.476,0.415,0.102,0.004,0.03,0.061,1
manga-8328-3702  ,8328-3702  ,1-286536 ,209.020930738,45.9223883188,E          ,-5,0,0.0,0,1,3.665,0.228,0.296,0.023,0.53,0.4305,1
manga-8328-3703  ,8328-3703  ,1-575756 ,209.186609738,44.9032727281,E          ,-5,0,0.0,0,0,3.632,0.2,0.218,0.019,0.29,0.313,1
manga-8328-6101  ,8328-6101  ,1-286287 ,209.150324411,44.941650175,E          ,-5,0,0.0,0,0,2.749,0.285,0.317,0.008,0.24,0.2255,1
manga-8328-6102  ,8328-6102  ,1-286746 ,210.500396802,45.5619101157,E          ,-5,0,0.0,0,1,4.378,0.22,0.189,0.008,0.26,0.18,1
manga-8328-6103  ,8328-6103  ,1-235033 ,208.800320265,46.3335610637,E          ,-5,0,0.0,0,0,3.896,0.276,0.268,0.006,0.32,0.154,1
manga-8328-6104  ,8328-6104  ,1-286771 ,210.957072623,45.348557935,Edc        ,-5,0,0.0,0,0,3.077,0.493,0.119,0.005,0.08,0.0945,1
manga-8328-9101  ,8328-9101  ,1-286277 ,208.549755273,44.2080286337,SABb       ,3,0,0.5,0,1,2.818,0.273,0.254,0.005,0.2,0.178,1
manga-8328-9102  ,8328-9102  ,1-286261 ,209.444360498,45.0408216689,Sc         ,5,1,0.0,0,0,2.482,0.27,0.091,0.011,0.08,0.1525,1
manga-8329-12701 ,8329-12701 ,1-266039 ,213.416820051,43.8665647606,Sc         ,5,0,0.0,0,0,3.365,0.123,0.171,0.01,0.12,0.1495,1
manga-8329-12702 ,8329-12702 ,1-286805 ,211.677260988,44.4316705889,Scd        ,6,0,0.0,0,0,2.61,0.085,0.095,0.069,-0.29,0.7315,0
manga-8329-12703 ,8329-12703 ,1-266020 ,213.365362798,43.9138137236,Sc         ,5,0,0.0,1,0,2.922,0.288,0.173,0.016,0.13,0.201,1
manga-8329-12704 ,8329-12704 ,1-235203 ,213.783652001,45.5948493729,Sc         ,5,0,0.0,0,0,2.877,0.116,0.21,0.015,0.52,0.3835,1
manga-8329-12705 ,8329-12705 ,1-266106 ,214.547722959,44.4742758113,E          ,-5,0,0.0,0,0,4.043,0.295,0.392,0.021,0.31,0.3255,1
manga-8329-1902  ,8329-1902  ,1-629695 ,214.729400236,45.356647295,Edc        ,-5,0,0.0,0,0,3.411,0.318,0.049,0.008,0.13,0.1405,1
manga-8329-3701  ,8329-3701  ,1-569225 ,213.432186232,43.6624813137,E          ,-5,0,0.0,0,0,4.203,0.122,0.378,0.035,0.99,0.6765,0
manga-8329-3702  ,8329-3702  ,1-266045 ,213.495430037,43.8929466347,Sa         ,1,0,0.0,0,0,2.894,0.405,0.105,0.008,0.09,0.1185,1
manga-8329-3703  ,8329-3703  ,1-266074 ,214.060210955,43.9229334765,Edc        ,-5,0,0.0,0,1,3.432,0.269,0.127,0.015,0.02,0.0805,1
manga-8329-3704  ,8329-3704  ,1-592881 ,214.647824001,44.1224317199,Sab        ,2,0,0.0,1,0,2.964,0.317,0.16,0.019,0.19,0.2735,1
manga-8329-6101  ,8329-6101  ,1-265980 ,212.698424121,43.6074937769,S0         ,-2,0,0.0,0,0,3.409,0.339,0.059,0.006,0.16,0.133,1
manga-8329-6102  ,8329-6102  ,1-286804 ,211.904865423,44.4822692358,Sb         ,3,0,0.0,0,1,3.352,0.274,0.579,0.013,0.63,0.392,0
manga-8329-6103  ,8329-6103  ,1-265988 ,213.103435454,44.4608684501,SABab      ,2,0,0.5,0,0,3.019,0.22,0.111,0.005,0.11,0.111,1
manga-8329-6104  ,8329-6104  ,1-592743 ,213.110482013,45.6904101161,SBb        ,3,0,0.75,0,1,2.514,0.169,0.292,0.005,0.42,0.218,1
manga-8329-9101  ,8329-9101  ,1-286795 ,211.25307421,44.7524445135,Edc        ,-5,0,0.0,0,0,3.043,0.392,0.152,0.006,0.18,0.159,1
manga-8329-9102  ,8329-9102  ,1-266101 ,214.601728581,44.7407674397,Sb         ,3,0,0.0,1,0,2.742,0.338,0.291,0.018,0.62,0.4465,1
manga-8330-12701 ,8330-12701 ,1-418626 ,203.196338983,38.0897849445,SBbc       ,4,0,0.75,0,1,2.613,0.169,0.226,0.018,0.46,0.4285,1
