plateifu,log(N/Ha),log(O/Hb),EW(Ha),KL_Calc,comparison,Classification
8333-1902,-0.726638188,0.15784023,50.90946865,0.6802385649086439,lower,SFG
8333-3701,-0.279611009,-0.352282637,8.929130793,0.3762446086354102,lower,SFG
8334-12701,-0.361830527,-0.190032696,15.62415814,0.4566775500534136,lower,SFG
8334-12702,-0.584928495,-0.107602082,26.87448359,0.611761756468622,lower,SFG
8334-12704,-0.146126498,0.03294764,11.82330966,0.19994357168517685,lower,SFG
8334-1902,-0.513098988,-0.333403296,71.68650055,0.5695131442043555,lower,SFG
8334-3702,0.141321076,0.687935006,10.99882746,-0.6659145581235992,higher,AGN
8334-3703,0.086820129,0.2536263,13.69749236,-0.4019416602131485,higher,AGN
8334-3704,-0.371924273,-0.502152335,12.70709467,0.46546927964624674,lower,SFG
8334-6102,-0.546146018,-0.154242716,18.6504674,0.5896925744976939,lower,SFG
8334-6103,-0.454603591,-0.179039388,51.6334486,0.530257807845784,lower,SFG
8334-6104,-0.45525317,-0.419488482,11.82370877,0.5307209834255417,lower,SFG
8334-9102,-0.465389474,-0.465538849,14.58215427,0.5378652294520047,lower,SFG
8335-12701,-0.464156338,-0.283505811,8.134242058,0.5370043769054853,lower,SFG
8335-12705,-0.250925071,0.320753654,37.12708092,0.3438649097695201,lower,SFG
8335-3702,-0.376039341,-0.378812667,12.92706943,0.4689933393889303,lower,SFG
8335-3703,-0.258616944,-0.154515914,16.00785613,0.3527973998913755,lower,SFG
8335-3704,-0.471628769,-0.237436869,35.35940075,0.5421863179182453,lower,SFG
8335-6101,-0.440615124,-0.05896461,34.58107662,0.5201231399271159,lower,SFG
8335-6102,-0.679651536,0.138198319,19.27216959,0.6594044404773447,lower,SFG
8335-9102,-0.649142714,0.058666414,22.57808304,0.6449399353905815,lower,SFG
8336-12703,-0.377302995,-0.299402513,26.3060689,0.4700686370759257,lower,SFG
8336-12704,0.147520571,0.210449177,8.03250885,-0.7015935254896524,higher,AGN
8336-12705,-0.544623674,-0.241969077,7.73222669,0.5887918716747782,lower,SFG
8336-3701,-0.724591551,0.036835605,7.846644998,0.6793652148390257,lower,SFG
8336-6101,-0.502116619,-0.710225908,19.52390289,0.5625032695897157,lower,SFG
8336-9101,-0.761521687,0.113375647,6.259776433,0.6946778254583834,lower,SFG
8336-9102,-0.498800771,-0.65844007,19.67254257,0.5603555795374154,lower,SFG
8337-12701,-0.358464158,-0.382866375,12.2040801,0.4536977784620103,lower,SFG
8337-12702,-0.521665706,-0.076061556,11.31825376,0.5748733536823546,lower,SFG
8337-12703,-0.469728705,-0.459903949,15.88652349,0.5408764851447205,lower,SFG
8337-12704,-0.808519879,0.210137891,25.04962921,0.7128857915943284,lower,SFG
8337-12705,-0.787241864,0.123208123,6.58278052,0.7048109385578016,lower,SFG
8337-1901,0.072432352,0.770115367,13.48081779,-0.3443300770791089,higher,AGN
8337-1902,-0.615017699,-0.103439507,13.8829124,0.6277971893341437,lower,SFG
8337-3703,-0.283883334,0.09899347,55.49165249,0.38085623399654556,lower,SFG
8337-6101,-0.364593994,-0.653234536,67.47875977,0.459105691647237,lower,SFG
8337-6103,0.047922135,0.479961799,10.31757522,-0.25523096467046424,higher,AGN
8337-6104,-0.387157939,-0.605143214,100.3432274,0.4783458552438373,lower,SFG
8337-9102,-0.55319592,-0.132308759,32.63743687,0.5938287408339158,lower,SFG
8341-12701,-0.52569965,-0.195275434,11.85128975,0.5773654570431956,lower,SFG
8341-12703,-0.805732234,0.257719049,6.12048912,0.7118432334445505,lower,SFG
8341-12704,0.048569257,0.600314092,51.43827438,-0.25745016857965686,higher,AGN
8341-12705,-0.649528321,-0.068562096,75.4929142,0.6451276742555939,lower,SFG
8341-1902,-0.474794173,-0.505130707,7.216822147,0.5443567292936723,lower,SFG
8341-3702,-0.447348313,-0.313089442,30.88546991,0.5250399282851245,lower,SFG
8341-6102,-0.447657068,-0.619247382,59.66944599,0.5252636608254184,lower,SFG
8341-6103,-0.681673389,0.251282179,6.955806136,0.6603359426150637,lower,SFG
8341-9101,-0.354156723,-0.312795588,13.70337033,0.44984951286989616,lower,SFG
8341-9102,-0.374591714,-0.528700309,8.042771816,0.46775753670252085,lower,SFG
8439-12703,-0.562659955,-0.68282326,15.06620216,0.599292480989059,lower,SFG
8439-12704,-0.482073596,-0.582797343,14.58857656,0.5492932284197071,lower,SFG
8439-1901,-0.614505774,-0.082296248,17.36820412,0.6275318097660952,lower,SFG
8439-3703,-0.367621476,-0.441539273,8.045746684,0.4617474211465896,lower,SFG
8439-6101,-0.497206524,-0.54901147,20.12274122,0.5593177363224651,lower,SFG
8439-6102,-0.073719422,0.101051478,126.8230343,0.06809782892029914,higher,AGN
8439-6103,-0.300033214,-0.388253754,15.78959775,0.3978263782528215,lower,SFG
8439-6104,-0.051502837,0.204489731,36.05070591,0.02030358279719202,higher,AGN
8439-9101,-0.622945359,0.031458948,8.14018774,0.6318751175647748,lower,SFG
8439-9102,-0.974436569,0.351138917,71.67977142,0.7676900051607596,lower,SFG
8440-12701,-0.23244749,-0.135597319,49.74157524,0.32160768785720895,lower,SFG
8440-12703,-0.560455041,-0.293039133,8.291219473,0.5980285158214874,lower,SFG
8440-1901,-0.424424573,-0.302546551,8.378520489,0.5079972706317852,lower,SFG
8440-1902,-0.607118306,0.031097091,78.1485939,0.623674094477789,lower,SFG
8440-3703,-0.386197917,-0.48581225,31.40034246,0.47754790465111585,lower,SFG
8440-3704,-0.48895167,-0.471052468,13.28124118,0.5538886931601047,lower,SFG
8440-6102,-0.830008254,0.225083357,29.56752682,0.7207722100047527,lower,SFG
8440-6103,-0.06313273,-0.069451024,12.44374824,0.045819638010219155,lower,SFG
8440-6104,-0.206845055,-0.386206241,64.41316128,0.2887597597207828,lower,SFG
8441-12701,-0.057324454,-0.017334586,12.31574059,0.03321693148711802,lower,SFG
8441-12702,-0.684335238,0.067408896,14.19753027,0.6615573258797111,lower,SFG
8441-12703,0.325444535,0.430161048,7.674207926,-3.0298335427858087,higher,AGN
8441-12705,-0.459008698,-0.616393317,43.14523792,0.5333861261867323,lower,SFG
8441-1901,-0.095564956,0.271215441,38.79321671,0.11143246584040467,higher,AGN
8441-1902,-0.289674491,-0.347301854,22.93973684,0.38702450559182977,lower,SFG
8441-3701,-0.552027106,-0.118759238,23.64403629,0.5931469454979406,lower,SFG
8441-3704,-0.294503806,-0.485596531,52.03853321,0.39209684345247064,lower,SFG
8441-6101,0.080934177,0.080339886,16.10521102,-0.37785809479852484,higher,AGN
8441-6102,0.157209049,-0.156897441,7.510306001,-0.7601842941741626,higher,AGN
8441-6103,-0.621360403,-0.194030597,13.41608334,0.6310645664592615,lower,SFG
8441-6104,-0.324259632,-0.352962098,14.75777793,0.4219891690026114,lower,SFG
8441-9101,-0.501739229,-0.227885984,7.43461442,0.5622595715027987,lower,SFG
8441-9102,-0.3292392,-0.233322665,17.41535759,0.426774172237798,lower,SFG
8442-12701,-0.498037247,-0.225914405,45.80181789,0.5598589575035225,lower,SFG
8442-12702,-0.441025527,-0.62302932,17.22064447,0.5204249091584455,lower,SFG
8442-12703,-0.744672458,0.044751587,12.38257957,0.6878070046929473,lower,SFG
8442-12704,-0.513819708,-0.912193988,16.56559086,0.569967696276318,lower,SFG
8442-12705,-0.383691356,-0.481419498,27.0246706,0.4754560424997438,lower,SFG
8442-1901,-0.278044056,-0.074859033,63.5763483,0.3745400078949359,lower,SFG
8442-1902,-0.806145892,0.150530488,15.14198375,0.7119982262028077,lower,SFG
8442-3701,-0.288517555,-0.177154114,85.84477425,0.38579975970364977,lower,SFG
8442-3704,-0.36589778,-0.165485757,14.62058258,0.46024569918106495,lower,SFG
8442-6101,-0.368766358,-0.636918926,39.79529476,0.46274145632817565,lower,SFG
8442-6102,-0.648451398,0.124881343,65.40895081,0.6446030331842814,lower,SFG
8442-9101,-0.506159052,-0.178012165,14.6590364,0.5651018353513152,lower,SFG
8442-9102,-0.118390947,0.768877601,26.59238577,0.15327432787642792,higher,AGN
8444-12703,-0.441228942,-0.523227197,19.61284828,0.5205743794077163,lower,SFG
8444-12705,-0.737231362,0.000654278,14.83498406,0.6847116027623543,lower,SFG
8444-1901,-0.466777859,-0.485207969,16.64498091,0.5388317490219418,lower,SFG
8444-1902,-0.456955688,-0.482961294,10.47819376,0.5319318658951905,lower,SFG
8444-3701,-0.14893319,-0.006465207,11.8279109,0.20443320562595757,lower,SFG
8444-3702,-0.559067895,-0.255463019,10.00341773,0.5972305598456162,lower,SFG
8444-6102,-0.153797723,0.089540867,8.995914936,0.21211890568250757,lower,SFG
8444-6104,-0.350119591,-0.293722802,11.11363554,0.4462060378825897,lower,SFG
8445-12701,-0.164225798,-0.245247109,32.19130898,0.2281974339050774,lower,SFG
8445-12702,-0.082253628,0.247979814,17.14486122,0.08543505180920241,higher,AGN
8445-12703,-0.859255516,0.190444669,10.52013516,0.7310965065350159,lower,SFG
8445-3701,-0.291137443,-0.224684456,25.47915411,0.388567872846061,lower,SFG
8445-3703,-0.833622814,0.207036357,24.33388424,0.7220732397062821,lower,SFG
8445-6104,-0.597137136,-0.034493,27.95032978,0.6183771228443126,lower,SFG
8445-9102,-0.422326827,-0.521225153,19.92025375,0.5063939696279017,lower,SFG
8446-12701,-0.75678544,0.070089373,9.863828897,0.6927655365717414,lower,SFG
8446-12702,-0.379251633,-0.47969327,7.557312965,0.47172054512846595,lower,SFG
8446-12704,-0.28145235,-0.28209063,48.5800972,0.37823861552898197,lower,SFG
8446-12705,-0.718266073,0.052390725,22.02428293,0.6766469607602774,lower,SFG
8446-1901,-0.199051155,0.334950603,49.20280933,0.2782610463470465,higher,AGN
8446-1902,-0.129603193,0.175424173,11.82322431,0.17266052095556472,higher,AGN
8446-3703,-0.606847425,-0.095553487,118.2937431,0.6235316351803506,lower,SFG
8446-3704,-0.331604933,-0.409249277,15.11558628,0.429026639073839,lower,SFG
8446-6104,-0.435522517,-0.485981049,85.37961578,0.5163557906644523,lower,SFG
8447-12701,-0.129091478,-0.234388222,16.79973984,0.17179155871751517,lower,SFG
8447-12702,-0.403955085,-0.346918742,40.70955086,0.49202362744991635,lower,SFG
8447-1901,-0.796442519,0.196706286,26.32557821,0.7083358179716959,lower,SFG
8447-3703,-0.266020473,-0.108145102,10.23023653,0.36121870603183603,lower,SFG
8447-3704,-0.241375865,-0.324462235,19.65175819,0.3325067534446082,lower,SFG
8447-9102,-0.011369366,0.029965099,26.19593,-0.07721815529906406,higher,AGN
8451-12701,0.089951195,0.711406225,22.26286221,-0.4150570136643372,higher,AGN
8451-12703,-0.597271852,-0.121235601,12.06772971,0.6184492757333583,lower,SFG
8451-12705,-0.458067019,-0.610739654,13.00248194,0.5327198817416439,lower,SFG
8451-3701,-0.33886798,-0.396195081,9.675192118,0.4358596271792091,lower,SFG
8451-3703,-0.129819929,-0.143522126,6.571440697,0.17302812142808932,lower,SFG
8451-9102,-0.682461516,-0.005717386,17.75647736,0.6606981608225779,lower,SFG
8452-12704,-0.270548638,-0.464865587,9.016945839,0.3662863791804042,lower,SFG
8452-12705,-0.188895213,0.029087514,37.08815002,0.2642078740827033,lower,SFG
8452-1901,-0.117617967,0.864612744,7.472689867,0.1519105707160926,higher,AGN
8452-1902,-0.432676555,0.020773196,101.7641582,0.5142319226957213,lower,SFG
8452-3704,-0.249046881,-0.285557677,10.42548728,0.3416547583772913,lower,SFG
8452-6101,-0.525954592,-0.337856047,8.311304092,0.5775222777224767,lower,SFG
8452-6102,-0.254223474,0.013118699,18.50998259,0.3477185469688324,lower,SFG
8452-9102,-0.414057872,-0.38370783,14.5995028,0.4999999227199913,lower,SFG
8453-12701,-0.43967545,-0.602143251,16.0538497,0.5194311724033005,lower,SFG
8453-12705,-0.45543783,-0.590429991,12.76921034,0.5308525346321751,lower,SFG
8453-1901,-0.342416387,-0.163848661,48.53364849,0.4391535008882089,lower,SFG
8453-1902,-0.412959535,-0.32900356,19.25441408,0.4991416131544464,lower,SFG
8453-3704,-0.413721611,-0.317939329,66.7273674,0.4997373738436277,lower,SFG
8453-6102,-0.692006906,0.109069289,37.08351707,0.6650461491663457,lower,SFG
8453-9101,-0.57392869,-0.155166034,17.05452013,0.6056688997598102,lower,SFG
8453-9102,-0.302321313,-0.302663827,7.212531567,0.40017329221367726,lower,SFG
8454-12701,-0.611389009,-0.13449393,21.25118732,0.625910671439051,lower,SFG
8454-12702,-0.312603423,-0.329965065,54.40437889,0.410550304186441,lower,SFG
8454-12703,-0.414617563,-0.540812838,196.7173653,0.5004364806738524,lower,SFG
8454-12705,-0.054148691,0.03956196,11.05496383,0.026208101872374767,higher,AGN
8454-3702,-0.425323417,-0.441850321,7.55842042,0.5086819551263897,lower,SFG
8454-3704,-0.679086621,0.02825999,8.183283806,0.6591435886102793,lower,SFG
8454-6101,-0.363918381,-0.334890516,12.55868316,0.4585135453322019,lower,SFG
8454-6104,-0.273188058,-0.365419564,16.04566383,0.36921178437450075,lower,SFG
8454-9102,0.113801615,0.079962276,6.468990485,-0.5225288201404956,higher,AGN
8455-12701,-0.498030163,-0.35596439,58.65581036,0.5598543461604925,lower,SFG
8455-12705,-0.428739276,-0.280267505,7.916454434,0.511271456261582,lower,SFG
8455-1902,-0.47913292,-0.181662301,30.49253321,0.5473081418353922,lower,SFG
8455-3701,-0.351703837,-0.542696448,82.898283,0.44764007354878643,lower,SFG
8455-3704,-0.436666657,-0.328365575,34.39085674,0.5172058751797685,lower,SFG
8455-6101,-0.411396546,-0.455589344,10.57574248,0.4979165073106605,lower,SFG
8455-9101,-0.598115975,-0.059451314,86.52171707,0.6189009674253771,lower,SFG
8455-9102,-0.483308833,-0.444594578,10.72016907,0.5501234155353724,lower,SFG
8456-12701,-0.535555842,-0.209728712,8.467531681,0.5833703385515212,lower,SFG
8456-12702,-0.70034957,-0.054305456,32.23476028,0.6687882051343002,lower,SFG
8456-12703,-0.507954311,-0.708305327,22.1560235,0.5662489789770966,lower,SFG
8456-12704,-0.457089194,-0.444673472,8.15352273,0.5320266313663882,lower,SFG
8456-12705,-0.370444049,-0.061990907,28.22906923,0.4641932068817588,lower,SFG
8456-1902,0.380647264,0.241842448,6.425692558,-5.636875452364437,higher,AGN
8456-3701,-0.098093607,-0.0886117,19.59619284,0.11623329591526277,lower,SFG
8456-3703,-0.331708033,-0.439350651,6.010045846,0.4291245005773815,lower,SFG
8458-12701,-0.408214556,-0.352319142,30.26059103,0.49540891649716623,lower,SFG
8458-12702,-0.533985865,-0.441825733,7.042216301,0.582421724981158,lower,SFG
8458-12703,-0.367658873,-0.392028642,9.21446228,0.46177993373920834,lower,SFG
8458-12705,-0.111428099,-0.083540687,66.49604034,0.1408590984007465,lower,SFG
8458-1901,-0.500127482,-0.220445975,49.81832027,0.561216658307181,lower,SFG
8458-3701,-0.527779533,-0.400960345,88.74244118,0.5786425008479302,lower,SFG
8458-3702,-0.562599097,0.029212358,349.2732468,0.5992576666276127,lower,SFG
8458-3704,-0.521774133,-0.273708092,12.89051318,0.574940603204863,lower,SFG
8458-6101,-0.432193916,-0.576325472,27.92136812,0.5138704127993698,lower,SFG
8458-6102,-0.438189452,-0.405983007,12.77377367,0.5183339740880408,lower,SFG
8458-9102,-0.779279527,0.077126289,6.812940121,0.7017185651278186,lower,SFG
8459-12702,-0.886676831,0.280673535,7.101915359,0.7403719190439981,lower,SFG
8459-12703,-0.47997665,-0.459598402,12.8311913,0.5478789541827159,lower,SFG
8459-12705,-0.436663724,-0.102096122,6.700723886,0.517203698733181,lower,SFG
8459-1901,-0.402730734,-0.40478735,46.26848412,0.49104443875354564,lower,SFG
8459-1902,-0.709117453,0.105706735,36.41415501,0.6726639208435158,lower,SFG
8459-3702,0.195841378,0.103984545,9.914613724,-1.034989298348604,higher,AGN
8459-3704,-0.521288049,-0.228298601,11.84007335,0.5746390051656922,lower,SFG
8459-6102,-0.791985057,0.210588989,9.825664759,0.7066345301662316,lower,SFG
8459-9101,-1.037011177,0.263707252,10.85796285,0.7852252980536454,lower,SFG
8459-9102,-0.917037448,0.209731179,31.01342344,0.7502137484611013,lower,SFG
8461-12702,-0.619398998,0.035201965,8.669663747,0.630058232915687,lower,SFG
8461-12703,-0.546184319,-0.312192248,11.27720261,0.5897152006829973,lower,SFG
8461-12705,-0.459818026,-0.399987715,10.79925704,0.5339576530644717,lower,SFG
8461-1901,-0.39774084,-0.323317503,21.71504116,0.4870251348317315,lower,SFG
8461-3704,0.202352021,0.068892657,10.84768534,-1.0891130434801455,higher,AGN
8461-6101,-0.262982242,-0.368486507,10.00924134,0.35778338539885113,lower,SFG
8461-6103,-0.28504786,-0.180178846,17.44407463,0.3821041932361743,lower,SFG
8462-12701,-0.554895115,-0.26226995,9.337801218,0.5948171456061628,lower,SFG
8462-12704,-0.781946539,0.260793261,9.58693409,0.7027587472806616,lower,SFG
8462-1902,-0.389856971,-0.547340194,40.46272755,0.4805796887468624,lower,SFG
8462-3703,-0.736121745,0.200341077,29.50398016,0.684246743723205,lower,SFG
8462-3704,-0.477268672,0.069704202,10.82952118,0.5460433084817566,lower,SFG
8462-6101,-0.411154925,-0.440919422,6.129578352,0.4977267314825482,lower,SFG
8462-6104,-0.51487697,-0.339410701,11.20012188,0.5706332987967014,lower,SFG
8462-9101,-0.447701888,-0.672988257,46.22062969,0.5252961261424363,lower,SFG
8462-9102,-0.55315785,-0.254000334,26.43964624,0.593806558294011,lower,SFG
8464-12701,-0.375056605,-0.427098547,11.33589673,0.46815486395730843,lower,SFG
8464-12704,-0.425118986,-0.415167498,18.68544292,0.5085263528752813,lower,SFG
8464-12705,-0.467276934,-0.007938704,7.34451437,0.5391784787696482,lower,SFG
8464-1902,0.070595864,0.077842101,16.77149534,-0.337275120656237,higher,AGN
8464-3701,-0.47267947,-0.736462555,17.8294301,0.5429083644942432,lower,SFG
8464-3702,-0.271397999,-0.69284943,196.4769592,0.3672300426723972,lower,SFG
8464-3704,-0.265239293,-0.386338834,46.4000206,0.360338139150569,lower,SFG
8464-6101,-0.212531019,0.577535465,73.17770386,0.29626772554054426,higher,AGN
8464-6103,-0.519184497,-0.075321501,8.768053532,0.5733304081796583,lower,SFG
8464-6104,-0.439766232,-0.638577977,7.058768034,0.5194980858335484,lower,SFG
8464-9102,-0.44681638,-0.466518896,10.56638885,0.5246541212538108,lower,SFG
8465-12701,-0.497823868,-0.763962241,44.5433054,0.5597200284380669,lower,SFG
8465-12704,-0.123142197,0.604640088,10.88880491,0.1615788168751715,higher,AGN
8465-12705,-0.333411837,-0.397173847,31.72683191,0.4307380973153373,lower,SFG
8465-3701,-0.444383713,-0.143098778,268.192688,0.5228840055575223,lower,SFG
8465-3702,-0.836353523,0.247773936,18.19367313,0.7230513607073572,lower,SFG
8465-3703,-0.319624673,-0.407640342,14.65498114,0.41748107948242896,lower,SFG
8465-6102,-0.767429312,0.184670473,50.2277298,0.697042548544381,lower,SFG
8465-9101,-0.189299139,-0.079375116,7.732419252,0.26477506959098274,lower,SFG
8465-9102,-0.470411964,-0.852692689,60.0097456,0.5413481076895359,lower,SFG
8466-12701,-0.584380309,-0.071554339,7.056230903,0.6114611229049421,lower,SFG
8466-12702,-0.451438026,-0.570058601,11.18439984,0.5279912888465924,lower,SFG
8466-12703,-0.819033668,0.168936352,6.626044869,0.7167772943848352,lower,SFG
8466-12704,-0.37641187,-0.589617728,12.14512952,0.469310674128424,lower,SFG
8466-3704,0.104754109,0.72291101,18.90144777,-0.48010776857719684,higher,AGN
8466-9101,-0.374222841,-0.207186825,9.524843216,0.46744196155905704,lower,SFG
8466-9102,-0.907434106,0.342816165,55.9595356,0.7471475997705548,lower,SFG
8481-12702,-0.375964914,-0.326152302,7.739888549,0.4689299060693668,lower,SFG
8481-12704,-0.419515975,-0.206297105,7.798418999,0.5042337887748446,lower,SFG
8481-12705,-0.482213168,-0.175777777,20.61695719,0.5493871409264107,lower,SFG
8481-1901,-1.039021736,-1.416316139,12.19522738,0.7857646033535994,lower,SFG
8481-3702,0.185140272,0.281692633,6.71991396,-0.9514048390862748,higher,AGN
8481-6103,-0.244077122,0.048101456,15.58746266,0.33575053421190537,lower,SFG
8481-9101,-0.252724053,-0.118629335,7.989153385,0.34597108264501053,lower,SFG
8481-9102,-0.555178547,-0.09654251,11.00384402,0.5949816963249426,lower,SFG
8482-12703,0.285676282,0.410676766,8.078879356,-2.1193950502886456,higher,AGN
8482-12704,0.156209235,0.417372802,20.97937059,-0.7539705308089615,higher,AGN
8482-12705,-0.33567203,-0.419921796,18.91476822,0.43286809360876033,lower,SFG
8482-1902,-0.30215155,-0.380798657,16.16929984,0.3999996432047569,lower,SFG
8482-3702,-0.204994195,-0.090195519,15.52098012,0.286288524377606,lower,SFG
8482-3704,0.100254988,0.222879845,16.96447039,-0.4597856095486692,higher,AGN
8483-12701,-0.715106296,0.06115345,22.380476,0.6752782387040832,lower,SFG
8483-12703,0.088941886,0.54393595,7.220180273,-0.4108056975792411,higher,AGN
8483-12705,-0.519631293,-0.289805398,7.1339221,0.5736088204619859,lower,SFG
8483-3704,-0.482688192,-0.626648701,6.929750204,0.5497065596883141,lower,SFG
8483-6101,-0.23876356,-0.484530364,43.20707798,0.32934627226038526,lower,SFG
8483-6103,-0.777088537,0.104767339,13.56288218,0.7008607112471598,lower,SFG
8483-9102,-0.498699334,-0.251453412,7.163970113,0.560289646549917,lower,SFG
8484-12703,-0.37397984,-0.610936923,71.07525063,0.4672339206585787,lower,SFG
8484-12704,-0.146037044,-0.163724557,10.55090594,0.1997998067791521,lower,SFG
8484-12705,-0.652888287,0.053809505,6.258560181,0.6467580701819182,lower,SFG
8484-3701,-0.481130352,-0.219348595,31.71516895,0.5486578341051616,lower,SFG
8484-3702,0.042727644,0.004651549,7.476122499,-0.2376608150142061,higher,AGN
8484-3703,-0.324020581,-0.205880105,12.05090046,0.42175794860158655,lower,SFG
8484-3704,-0.309941764,-0.406268387,22.81451368,0.4078903244370946,lower,SFG
8484-6101,-0.087685505,0.356120461,6.024301529,0.09619355437613542,higher,AGN
8484-6104,-0.807073627,0.207421055,8.236978531,0.7123454724118268,lower,SFG
8485-12701,-0.78350406,0.113686791,21.07036018,0.703364160942566,lower,SFG
8485-12704,-0.756708093,0.110721801,14.32709694,0.692734184700614,lower,SFG
8485-1901,-0.394782382,-0.623320867,33.26405525,0.48462022735796206,lower,SFG
8485-3701,-0.447365149,-0.206504843,49.51767921,0.5250521320055074,lower,SFG
8485-3702,-0.589078933,-0.010250404,51.18962765,0.6140278217298841,lower,SFG
8485-3704,-0.464653269,-0.465303956,13.52471781,0.5373515578106858,lower,SFG
8485-6102,-0.650165237,0.079036724,17.86414385,0.6454374838182912,lower,SFG
8485-6103,-0.292298074,-0.326648925,44.97690678,0.3897880870941306,lower,SFG
8485-9102,-0.294849461,-0.274073432,9.005804062,0.39245743626143437,lower,SFG
8486-12703,-0.791668232,0.252461568,8.228034377,0.7065131493934611,lower,SFG
8486-12705,-0.181347625,0.371577227,9.732976198,0.25348011939093196,higher,AGN
8486-1901,-0.439992148,-0.351980626,28.60435295,0.5196645456329805,lower,SFG
8486-6101,-0.297966648,-0.349623576,20.62163925,0.3956946723030087,lower,SFG
8486-6104,-0.196258353,-0.270378964,11.06055641,0.274439246047246,lower,SFG
8486-9101,-0.502399961,-0.470450525,10.39121699,0.5626861122323717,lower,SFG
8486-9102,-0.513353034,-0.528775654,19.62777424,0.5696734449288331,lower,SFG
8487-12703,-0.457300152,-0.22137753,8.124710321,0.5321763183319309,lower,SFG
8487-12705,-0.597838855,-0.139881074,39.75199509,0.6187527587671455,lower,SFG
8487-3703,-0.609946254,-0.168148452,9.375459433,0.6251570758816669,lower,SFG
8487-9102,-0.019483452,-0.092704339,11.00133252,-0.05621169011450067,lower,SFG
8488-12701,-0.514225467,-0.106583489,14.77620077,0.5702233121854384,lower,SFG
8488-12702,0.090770756,0.361724107,8.313645363,-0.4185257391173136,higher,AGN
8488-12705,-0.270634918,-0.114123465,10.63625836,0.36638233740418924,lower,SFG
8488-1902,-0.483126689,-0.397883065,58.9102726,0.5500011341199574,lower,SFG
8488-3701,-0.52242929,-0.34108355,15.9651165,0.5753466376430707,lower,SFG
8488-3702,-0.570261533,-0.114975274,23.19681168,0.6036090005742815,lower,SFG
8488-6101,-0.103756494,0.093916199,7.182513237,0.12683120560897732,lower,SFG
8488-6104,-0.539818233,-0.129166883,7.148220062,0.5859308912577338,lower,SFG
8488-9101,-0.575289619,-0.174196073,14.10689354,0.6064296775628841,lower,SFG
8488-9102,-0.5971586,-0.071192792,7.897037864,0.618388620023303,lower,SFG
8546-12702,-0.979627039,0.257235351,15.16802931,0.7692021095158394,lower,SFG
8546-12703,-0.584291164,-0.21314818,17.66048241,0.6114122048736054,lower,SFG
8546-12704,-0.301261922,-0.328676022,13.07135773,0.39908840096996256,lower,SFG
8546-12705,-0.390204558,-0.553671719,46.1931076,0.48086634762983893,lower,SFG
8546-1902,-0.399419116,-0.71908564,87.91815567,0.4883821165487233,lower,SFG
8546-3704,-0.344314432,-0.618970947,31.65523386,0.4409036116407672,lower,SFG
8546-6101,-0.364853883,-0.433898035,7.273434281,0.4593332181578892,lower,SFG
8546-6102,-0.143186867,0.340485628,42.2518158,0.19519721992023686,higher,AGN
8546-6103,-0.047160961,0.989376724,16.17998648,0.010483280832947361,higher,AGN
8546-9102,-0.474700496,-0.504873742,7.685084581,0.5442927069660393,lower,SFG
8547-12701,-0.113745596,0.309733679,67.94018364,0.14502423627706462,higher,AGN
8547-12703,-0.412238331,-0.510348785,9.829132318,0.4985768566543952,lower,SFG
8547-3703,-0.252746448,-0.274566963,10.19433284,0.3459972357000085,lower,SFG
8547-3704,-0.524007818,-0.30396832,27.34683847,0.5763227341336664,lower,SFG
8547-6102,-0.309964008,-0.483859857,52.88805103,0.4079126296299559,lower,SFG
8547-6103,-0.458127662,-0.584679962,10.43861508,0.532762827814521,lower,SFG
8547-9102,-0.212824224,-0.591848056,25.43897438,0.2966514945433453,lower,SFG
8548-12701,-0.344369256,-0.331768287,17.89417076,0.44095404141828254,lower,SFG
8548-12703,-0.421365299,-0.410716198,6.724106073,0.5056565544066575,lower,SFG
8548-12704,-0.488016288,-0.320575013,69.1723423,0.5532676107485972,lower,SFG
8548-1902,-0.772128697,0.204718366,51.49462986,0.698907570146896,lower,SFG
8548-3702,-1.0310608,0.403909282,65.1278801,0.7836207247567852,lower,SFG
8548-3704,-0.450899373,-0.488144683,19.47515106,0.5276040663239759,lower,SFG
8548-6102,-0.357371725,-0.442786812,22.66896486,0.4527255904835277,lower,SFG
8548-6103,-0.595013204,-0.073542768,36.90363503,0.617237148132109,lower,SFG
8548-6104,-0.237290818,0.09806993,22.50898504,0.32755419344352343,lower,SFG
8548-9102,-1.179101578,0.538861385,30.92563486,0.8201016213083752,lower,SFG
8549-12701,0.03969243,0.632603757,52.15295982,-0.22759067822116186,higher,AGN
8549-12702,0.156249115,0.230075547,29.27328444,-0.7542176234817635,higher,AGN
8549-12704,-0.459598667,-0.401421656,15.02331948,0.533802845620905,lower,SFG
8549-12705,-0.104070788,0.109271101,11.04149342,0.1274132724551733,lower,SFG
8549-1901,-0.71927386,0.133735263,20.57835388,0.6770819745420117,lower,SFG
8549-1902,-0.639882902,-0.009347839,52.3516674,0.6403924703220627,lower,SFG
8549-3702,-0.432708832,-0.165294797,6.084029436,0.5142560852667053,lower,SFG
8549-6102,-0.314574131,-0.37641212,9.613656282,0.41250814053414153,lower,SFG
8549-6103,-0.639063312,-0.183496334,12.58849883,0.6399863142168388,lower,SFG
8549-6104,-0.46887925,0.005121423,149.5427132,0.5402891878801241,lower,SFG
8549-9101,0.203990706,0.416006237,7.658317924,-1.10315296028717,higher,AGN
