plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,avg_objdec,avg_stellar_vel_lo,avg_stellar_vel_hi,avg_stellar_sigma_1re,avg_ha_z,avg_ha_gsigma_1re,avg_emline_sflux_cen_oiid_3728,avg_emline_sflux_cen_h12_3751,avg_emline_sflux_cen_h11_3771,avg_emline_sflux_cen_hthe_3798,avg_emline_sflux_cen_heta_3836,avg_emline_sflux_cen_neiii_3869,avg_emline_sflux_cen_hzet_3890,avg_emline_sflux_cen_heps_3971,avg_emline_sflux_cen_hdel_4102,avg_emline_sflux_cen_hgam_4341,avg_emline_sflux_cen_heii_4687,avg_emline_sflux_cen_hb_48621,avg_emline_sflux_cen_oiii_4960,avg_emline_sflux_cen_oiii_50081,avg_emline_sflux_cen_ni_5199,avg_emline_sflux_cen_hei_5877,avg_emline_sflux_cen_oi_6302,avg_emline_sflux_cen_oi_6365,avg_emline_sflux_cen_nii_6549,avg_emline_sflux_cen_ha_65641,avg_emline_sflux_cen_nii_65851,avg_emline_sflux_cen_sii_6718,avg_emline_sflux_cen_sii_6732,avg_emline_sflux_cen_hei_7067,avg_emline_sflux_cen_ariii_7137,avg_emline_sflux_cen_ariii_7753,avg_emline_sflux_cen_peta_9017,avg_emline_sflux_cen_siii_9071,avg_emline_sflux_cen_pzet_9231,avg_emline_sflux_cen_siii_9533,avg_emline_sflux_cen_peps_9548
7958-6104,13.05054498,5.826077461,15.64582062,12.3551358,1.06187351,34.08741379,-52.08383608,124.3369389,305.4137421,0.085848367,498.280899,29.95805311,-3.517673254,1.709069937,1.914900772,-7.796055436,-1.95980075,0.36518237,-4.965521932,-4.023265243,9.482580841,-1.035076149,5.826077461,-0.344312474,13.05054498,9.987817526,-4.033364773,-2.140868217,4.992925346,3.411477923,12.3551358,15.64582062,3.447520196,5.738497496,-9.973769426,-10.81438804,-1.637235016,0.801601321,0.885926023,-12.75298452,-999,-999
7958-9101,242.1595573,47.76749897,100.1191025,195.8597984,11.09787345,33.60713577,-132.0703068,84.18146801,130.0581512,0.038646464,82.45205307,191.0174294,-0.681735829,3.606447399,3.768995106,3.455217898,27.38870096,10.66663861,7.500461698,9.991138697,18.34927034,11.6438458,47.76749897,82.02521896,242.1595573,2.791826367,9.576446295,20.836236,6.785631299,31.60240364,195.8597984,100.1191025,69.27106667,42.51401901,-2.122378916,7.829921722,0.791466638,-7.058458686,28.45272541,5.831000328,61.77990532,9.679418087
7958-9102,31.69925976,12.17016721,40.56841564,36.11978912,2.117126226,34.96115875,-121.8480911,96.93491936,206.3126945,0.086352238,143.583313,63.22142696,1.05706501,2.328198969,-4.110090554,-0.966439068,4.556143939,0.058406562,2.003234535,4.08167547,7.906149268,3.255826056,12.17016721,7.654042721,31.69925976,6.754588246,0.206680516,4.686519623,-0.930495799,17.0828228,36.11978912,40.56841564,24.55635452,18.73595524,-1.719445139,2.844140142,4.252410173,-3.863174736,13.443964,0.371238336,-999,-999
7959-12701,27.48388052,27.92628908,93.77429008,106.2290001,6.805731297,31.49908257,-188.098877,193.7893944,111.0913277,0.033666559,68.01288986,68.86226273,2.469516903,2.46413523,-2.03707844,6.044842839,6.340884745,5.438851953,1.626319185,7.299705863,11.92730331,-0.316351693,27.92628908,12.12797737,27.48388052,6.230921626,9.801845312,5.733977795,0.052351005,32.73466015,106.2290001,93.77429008,51.53683949,35.09525013,-1.364660859,-8.749228716,-8.059116483,-23.90723705,-30.27371025,-0.574579969,21.17936182,-6.486730456
7959-12702,29.09880781,15.8143239,112.0926247,90.62914658,6.067201138,30.2250061,-181.0956383,148.5928764,119.5142975,0.031812256,58.0673275,52.02691269,-0.930456325,-0.807288602,7.786825538,12.37279463,16.05367661,5.276670218,0.49232012,-3.324318707,8.169487834,2.560218632,15.8143239,8.780525923,29.09880781,5.441525578,24.32863712,19.03564644,4.731194019,33.44103479,90.62914658,112.0926247,47.80111504,31.83744287,3.515407801,5.236554623,1.849474519,-5.512340426,3.799778104,3.527016819,23.94955254,10.91165411
7959-12703,22.60293293,16.40460753,48.89211559,38.74344349,6.031323552,31.4236927,-94.725811,135.2344971,110.1105003,0.0312141,71.3916378,51.11399651,1.749055058,-1.958090991,0.995310932,7.096094131,12.8884095,14.41443229,3.33323884,2.63684845,15.45895982,0.04109931,16.40460753,5.99505794,22.60293293,4.903289557,-3.996866524,-2.828439832,3.525127113,19.91255808,38.74344349,48.89211559,19.94751406,15.4762876,5.29263401,10.52792144,-1.076176569,7.357059598,17.32085919,0.713806834,9.719420671,4.965304434
7959-12704,181.2346992,196.9335747,640.4874725,803.2343597,49.49179268,31.24771309,-108.3948364,107.5293255,108.387022,0.031193589,71.51104927,633.5576172,6.025043368,11.24707305,5.35938859,20.14436269,57.75078869,38.59486675,36.84188747,39.05851936,91.45371628,7.332923293,196.9335747,60.38655663,181.2346992,41.87353992,-0.810981363,105.1235886,40.595191,230.4602928,803.2343597,640.4874725,282.712204,216.520874,4.348878384,22.04655743,12.83545232,8.494652271,42.14727974,1.157415047,148.4004478,17.61744857
7959-12705,25.74248266,131.4279556,236.4242287,709.6184998,46.39319515,30.16784668,-100.2833977,120.6670685,76.65399361,0.030611092,48.83958054,65.56884193,2.463585854,-1.558371902,4.364986062,12.90195274,15.62930083,17.51237249,8.722064257,22.96782064,48.10351276,-0.539981805,131.4279556,7.239764571,25.74248266,9.760432482,10.73517036,11.43028975,5.099243879,82.27259064,709.6184998,236.4242287,79.67840958,56.4254303,5.255941272,-0.236773666,1.076350257,1.830924824,22.36036873,6.016004682,60.5175848,18.39268637
7959-1901,27.74819148,34.53512263,47.48626089,154.3702536,11.99648666,32.16078949,-54.2599206,63.70373821,38.53992176,0.037481717,35.62195587,75.85263586,0.814895481,2.958488315,2.633604065,7.380709171,10.53596258,6.537176013,0.049384028,14.25548846,13.08465588,-5.012442142,34.53512263,5.903483689,27.74819148,0.897094259,0.426273258,7.448889762,0.624632228,14.94526398,154.3702536,47.48626089,39.85136342,28.47978842,-0.385799605,2.202091269,-0.083264595,7.225646913,17.45989513,3.312510058,43.59673023,20.17426348
7959-1902,19.85708666,9.863626242,17.91787338,23.78950167,1.548241317,31.73720169,-16.74751019,36.23957634,86.74360657,0.031391017,71.09383965,37.5284214,-3.56863749,5.192071199,1.450455099,5.271545649,8.092851758,4.832123101,-2.676449716,3.190499246,6.103913069,-1.361783743,9.863626242,1.658657461,19.85708666,-0.289575279,-0.457518622,1.482872039,5.093157172,10.3960495,23.78950167,17.91787338,6.675371528,9.110304594,-2.750335395,1.460404679,-1.045646429,12.68868089,29.19976902,6.049685121,11.78335309,7.42335844
7959-3701,107.7001762,304.1287155,969.4857178,1562.076752,95.16436005,31.48398399,-83.77438354,169.1915436,127.347086,0.033074402,116.8869247,331.8106079,1.417186536,9.403666973,2.131813705,28.0523901,22.01843786,36.48500919,42.36700726,47.09772587,103.469595,12.40990233,304.1287155,39.83707619,107.7001762,40.64739895,67.35155106,72.23320961,12.33155775,324.9594269,1562.076752,969.4857178,304.4294739,236.9982567,15.00902414,19.85947657,-39.58123779,-26.1693697,63.31353092,8.430875897,193.5316582,45.90213394
7959-3702,26.96719551,6.059214711,28.65001869,29.92349434,1.829674721,31.17892838,-82.49813843,56.07589245,81.21873665,0.023622016,27.0674386,31.47796774,2.348443538,4.559836745,-3.624275327,-5.741500616,8.807911277,16.04416943,-5.138157368,-7.64347899,12.51568866,2.070765764,6.059214711,14.20567703,26.96719551,7.638981223,1.358697489,-0.530635424,3.955666542,11.02553082,29.92349434,28.65001869,12.87964153,4.604353845,-0.012213767,6.880655766,4.988433242,5.150496542,10.25914097,-5.222159266,2.839700818,8.262115598
7959-3703,37.23026657,23.03487444,-21.31691027,36.1800766,2.557371557,31.13842201,-137.6113281,189.0203781,159.059082,0.030657426,191.0162201,60.06950855,3.662648082,1.911027737,14.14569521,-0.238663971,18.51065147,5.428233564,0.364640754,-3.501947671,27.2326932,-5.289239943,23.03487444,4.4761011,37.23026657,18.44465494,1.489914276,-5.504797697,-3.151732743,8.187580466,36.1800766,-21.31691027,3.338993728,-3.325550973,6.95307982,10.06368589,7.158646822,12.0771631,27.22368383,10.62660313,11.59969687,11.04254103
7959-6101,4.600588322,4.908526719,2.997706741,2.11238132,0.481145754,30.83139801,-36.55986786,49.15853405,207.2477989,0.056234424,412.8553619,-6.015351295,0.60262844,0.398620382,1.328049839,-4.347300172,2.403605789,-0.67467922,-2.254020274,-0.728995919,4.029051982,1.133375108,4.908526719,-1.278836817,4.600588322,2.076278258,-6.260746703,0.606529325,-0.065110862,1.025471471,2.11238132,2.997706741,0.708127722,0.97512795,0.581787288,0.868405361,4.603988677,-1.755390644,0.311979484,-3.189877987,4.962288499,2.139542788
7959-6102,76.93767357,7.667005777,163.5005798,94.41856575,13.28399897,30.26976013,-31.36915684,58.81369495,106.8805218,0.030868193,49.79750538,127.2325459,2.886661291,2.220231861,28.19306564,15.53084636,14.16634738,10.46003318,10.62772179,-9.761393785,15.96030667,-1.242620707,7.667005777,33.8491106,76.93767357,23.62964153,-8.085543036,6.437236547,17.00250673,51.66716099,94.41856575,163.5005798,27.18253326,31.34256411,3.614287734,7.890382171,21.54709911,-7.248187304,20.1029582,-0.433225699,20.826159,5.711823016
7959-6103,571.6771851,103.3429623,474.7205124,389.2377243,22.90558004,30.40321541,-174.9878311,125.9304619,178.1391716,0.034213071,265.1349335,350.835495,8.409046292,1.864835083,2.086091369,12.97745132,94.71589279,18.72339392,48.63623714,7.337749004,42.25939369,25.27818346,103.3429623,185.7600288,571.6771851,41.55425262,7.513058066,145.8793449,53.03176403,156.1297646,389.2377243,474.7205124,178.5863762,137.170311,7.867233157,20.26015759,0.480567813,18.93903184,96.73477745,-32.22430801,108.669035,46.97548199
7959-6104,71.84689903,29.94829535,165.8639832,99.2515049,5.978111148,30.23892784,-75.38550186,93.65107536,250.3720703,0.063074142,137.9753952,72.08653831,1.441109966,1.482305795,0.570435591,-7.637377143,12.86453438,3.471858591,-1.283168972,6.726017118,20.31955576,8.253517866,29.94829535,17.28909779,71.84689903,26.16293335,2.454663157,13.34948039,6.536224246,60.44223499,99.2515049,165.8639832,46.2215538,36.39752007,-4.566169739,8.075749636,-2.451822698,-4.272512257,11.26711583,-0.966945469,25.06094456,14.70092964
7959-9101,12.04184508,19.01967645,35.58282661,60.1779995,3.902076006,31.41335869,-73.97849512,68.50015068,252.6122169,0.08295932,175.2634659,13.15604925,-0.186043674,2.428612262,3.540092289,-0.260274246,0.936646819,5.869336605,-5.596895695,1.619638264,7.762044251,-9.069541812,19.01967645,-2.586229652,12.04184508,10.90311122,-8.221188664,-1.764596879,1.158949673,14.61120296,60.1779995,35.58282661,8.484032869,8.528066874,-0.316544235,5.55114913,0.939573552,10.06562042,-9.619370699,20.04635954,-999,-999
7959-9102,19.14491129,83.47953796,96.51540756,345.3389206,20.62232304,31.1264534,-128.0571766,101.0273876,72.05413055,0.03142405,40.10963535,31.03657007,3.589924902,-0.144157976,10.61550993,16.61780286,13.36554205,15.63457799,17.13610935,15.09032059,39.15590477,3.728230298,83.47953796,4.40806514,19.14491129,8.256930351,-4.64087218,7.603546739,-1.073871538,31.27897501,345.3389206,96.51540756,28.04932928,21.40798235,8.261456966,4.863290429,2.772424906,7.426088095,15.57048678,4.926386833,19.32887745,6.78496623
7960-12701,14.93321824,13.06914949,43.93752289,45.28286839,16.53297234,31.80564308,-116.9110012,134.1119308,64.23596668,0.031560748,27.93574286,20.3404541,-2.071972817,0.224648096,6.525993824,4.765175104,6.79698962,4.139082789,3.279817939,1.388371468,7.275402784,1.171869308,13.06914949,3.661322892,14.93321824,1.341309816,-4.246649683,6.378147125,0.154452316,15.86432934,45.28286839,43.93752289,13.04567981,8.020027518,1.338653743,1.919975609,2.872294843,4.598219395,6.627476096,2.88701427,5.983844519,5.191074371
7960-12702,4.243679762,9.965456963,24.0883317,43.48082447,4.583217621,32.29416656,-138.5634575,122.1948395,87.3699894,0.029668296,44.38289738,13.30453253,1.065848961,2.527379513,4.096502662,3.959176004,10.53476787,2.895776764,-0.973996252,-0.71724318,0.711439624,0.968691632,9.965456963,1.435481519,4.243679762,0.420106638,3.060525656,4.013274908,1.397245377,7.965212584,43.48082447,24.0883317,14.91527724,8.879860878,6.06037128,0.515672937,3.474152327,-2.002403647,7.321885347,-1.556053281,2.292819291,-2.969000816
7960-12703,8.703048468,33.45717621,39.10971737,110.8815937,10.11013651,31.52754784,-82.7057476,96.51917648,52.31421185,0.024771024,25.42164326,30.28278446,2.60612756,2.97567445,-1.276056468,0.586098369,4.689207673,6.503237367,6.922114968,3.508720934,12.48975706,0.274548765,33.45717621,2.290791631,8.703048468,-0.512877494,1.193199635,1.668115377,-0.918908626,14.63221383,110.8815937,39.10971737,23.91006708,16.78103018,-2.646358371,-0.503757581,1.960680932,-0.421692237,13.38005233,1.257569015,17.58189964,1.625017166
7960-12704,33.27836418,108.7862511,211.4654846,598.7116699,36.08115005,31.79230881,-106.8813515,125.1926689,60.87326527,0.022865771,28.9567256,98.53077888,4.49901557,4.410031319,3.544389337,-0.93162922,10.31525928,18.86930418,15.02374363,21.80849791,41.25028324,4.246172726,108.7862511,9.059731722,33.27836418,5.043452144,16.55495048,17.03339434,8.346328735,63.3078146,598.7116699,211.4654846,91.47009468,67.14751053,-1.300273299,-2.902645826,1.574296124,0.710536301,25.20571661,8.502992153,71.91684341,15.00593829
7960-12705,19.45118475,86.37927437,197.5557404,408.5413284,23.82755899,30.73353386,-132.043438,143.2531815,59.25393677,0.029607973,34.45190239,59.59416771,0.682475865,4.718220115,8.097036839,13.01495337,13.24033332,16.67535114,12.18956327,12.66617799,40.14171124,0.378978778,86.37927437,5.592775702,19.45118475,8.979038,1.543622613,9.37746501,4.160991073,67.57462883,408.5413284,197.5557404,58.28935528,52.12461376,-0.16345425,1.567360669,2.675699651,4.313836694,24.48362732,0.096907407,53.88702965,12.38944721
7960-1901,3.29799664,6.337466657,6.823736548,10.20107734,1.250732824,33.15303802,-104.0845051,142.6392937,285.3936615,0.111379161,448.6934662,1.104864365,-0.029676914,-3.262994647,-0.754932463,-2.288048178,-2.845109761,-0.128400564,0.353404075,-4.036216497,2.327343494,3.53474915,6.337466657,-4.639583707,3.29799664,8.591700315,-11.24312568,-2.980572522,-0.836360499,8.200677395,10.20107734,6.823736548,-0.775900304,1.749014288,-1.443760864,11.01070666,4.227668989,-1.263209607,-1.843167447,-5.338092327,-999,-999
7960-1902,24.13010883,53.46778584,26.98288631,20.72619939,1.546731383,32.2401123,-57.07277489,107.0235996,233.7615662,0.037195853,411.6503906,21.51335907,2.116752028,3.346003801,-6.844117641,-6.036990762,-1.421265483,1.148289204,-3.078164756,-9.501791656,19.60129201,1.534158703,53.46778584,-10.01201856,24.13010883,23.59178066,-27.00241995,0.230248109,6.741554022,10.30037904,20.72619939,26.98288631,14.0120976,14.0491209,15.8458302,-13.66902471,9.013015032,-6.306300998,2.474962503,-9.712123871,7.463545322,-3.94400394
7960-3701,32.88678455,16.48110509,63.78615665,41.64450645,2.50571233,31.74691582,-96.55324554,106.3961163,143.7282181,0.108228901,132.2837543,46.59110451,2.275113553,0.043680608,1.562133219,-2.528957039,-5.892925382,-6.438822746,2.473509699,6.688406587,11.14555717,1.145200223,16.48110509,10.73929024,32.88678455,15.51837301,-5.897739708,7.086785078,2.328270137,23.07347155,41.64450645,63.78615665,30.32947922,26.51299143,-1.0114379,2.10476011,6.132946849,25.35659742,22.17796516,-17.41321945,-999,-999
7960-3702,26.03792095,18.01526642,58.79377079,54.44114399,4.98110199,31.58204269,-87.82234001,119.80406,86.54290009,0.029654979,63.59909725,34.64282703,1.719020218,1.979554921,0.585468575,1.269549996,14.00919259,4.322807908,1.272777081,-3.562181413,8.042408109,-7.460359931,18.01526642,5.886785507,26.03792095,4.793512821,-1.718626406,3.907966554,1.549452931,20.98083448,54.44114399,58.79377079,19.70701981,18.04020071,-11.73616052,10.08752942,7.911184311,5.374269724,5.648209691,7.580642939,3.220042586,-0.579330547
7960-3703,82.22134018,69.89890671,135.1822777,360.9030533,24.01641703,32.80626678,-93.5959549,68.23779202,75.97724342,0.040551617,61.89517784,135.957943,0.353701938,-0.789513517,2.66596809,4.988522053,8.496531606,14.06357861,7.546136618,17.03011513,31.52602577,-1.528252453,69.89890671,24.80619097,82.22134018,2.162442178,10.79199672,16.92762756,6.351001382,45.3277216,360.9030533,135.1822777,83.30959892,60.60511494,1.357553989,7.536602736,1.357794061,6.914928198,37.6155262,2.013887763,86.22455978,16.51286054
7960-3704,192.4040451,103.4477406,53.69887352,333.2658463,45.87639427,31.38947105,-75.7871933,97.01189423,84.03026581,0.023966097,27.69006586,328.0812836,-0.279910506,2.458195806,1.997319251,-3.053669155,19.72295284,23.37507248,13.28583574,25.25084686,44.7076149,0.020812944,103.4477406,61.10164928,192.4040451,-0.765558563,9.602345943,13.94622707,3.478956521,20.433918,333.2658463,53.69887352,66.41999626,48.61455917,1.370693982,6.673993945,1.392021239,1.541782346,24.68532467,0.297644496,60.80423737,7.443267345
7960-6101,17.53159904,28.82091904,21.2993722,86.45249176,6.864481091,31.12822342,-71.95368099,59.72967625,43.83596802,0.02248116,19.4605689,76.47903061,2.390524805,-2.835634887,-0.531582423,3.596783876,2.896922529,8.211902618,5.155977368,5.234154463,12.47592664,-3.021635056,28.82091904,6.870938778,17.53159904,2.585654557,-1.291711718,3.326093554,0.906013265,6.940575123,86.45249176,21.2993722,21.05006123,15.51612711,-0.89899835,-0.764217123,2.040510863,0.299825111,9.722122431,9.850985527,15.26923227,1.611239225
7960-6102,26.49208546,50.08279705,43.13857555,172.3103294,17.68211222,31.5295105,-80.93079185,50.32806492,49.99486351,0.022931712,22.89131832,106.4838848,0.668025687,4.269158721,1.687425539,-2.363723576,-1.156674519,6.480353713,5.878811717,14.80639052,17.40346193,0.528071746,50.08279705,5.919426322,26.49208546,0.258271441,1.492880732,5.103428245,1.217596814,16.20306945,172.3103294,43.13857555,40.15823269,31.13971567,2.338629127,2.203610957,-0.869622365,0.597416252,13.71470857,-4.540296674,33.33926678,6.681070447
7960-6103,34.05787754,97.1347332,186.8876266,503.3546371,31.77906179,32.78657913,-94.52210999,104.2680607,56.53168964,0.03795245,49.60046577,112.0609341,1.767361552,2.867865086,-1.591197208,5.741713166,11.65284884,9.329122901,9.752441406,22.47057676,38.64983654,1.64630717,97.1347332,9.83213377,34.05787754,2.624988198,11.7228725,10.16325641,4.223957658,61.23418045,503.3546371,186.8876266,96.49692154,69.06750107,2.475244761,6.543311834,-1.01382336,-4.686909437,41.30694199,8.159074783,90.10746956,18.49871111
7960-6104,22.41922665,14.55967331,22.03432512,20.13536024,1.135316059,31.58413124,-57.64518929,66.13093185,132.3738937,0.023436782,297.6547813,24.1650424,-0.500252586,7.587868333,-4.216672003,-14.0650754,2.819760934,7.688890219,-7.74848181,-3.970113635,16.53099298,-4.629619718,14.55967331,-3.911362708,22.41922665,6.821502566,-9.469049931,7.931671619,2.37246228,8.137538314,20.13536024,22.03432512,22.64555693,12.33916593,4.616023064,-1.05516091,-1.767993838,0.656204522,17.14765978,-4.697572827,10.83546996,9.971632957
7960-9101,13.44718885,14.45709085,13.65463448,44.07738972,6.452221394,31.75575256,-76.75421524,58.85744095,58.44834328,0.02370952,29.15939522,38.18660355,1.204899073,3.240960419,0.814494491,3.87576431,6.394815803,7.802641034,-0.729112372,-0.430746354,7.0321908,-1.558556169,14.45709085,-0.392432056,13.44718885,0.66037257,-3.344445825,1.252417207,2.79401195,4.82483387,44.07738972,13.65463448,10.92911625,9.657101631,-0.180775012,-0.090598552,0.984860837,1.520271033,11.66658783,-12.97134781,11.7965076,5.004514456
7960-9102,4.773773313,7.548614889,8.635905862,5.946692705,0.719847515,32.24588776,-84.63003826,441.3525772,322.1055069,0.111889025,221.2001305,-0.463729411,-1.432861626,-1.768938236,1.267171934,-4.001860201,-3.278846592,-0.890583932,7.460291982,-3.805619359,3.695283674,-0.826127634,7.548614889,-0.919272196,4.773773313,6.729692698,-8.519959688,6.328074098,2.699386448,-0.842459019,5.946692705,8.635905862,2.8831563,0.437086411,0.173596697,15.22499585,3.971486509,-12.93910599,-17.7158699,42.29944515,-999,-999
7961-12703,38.33676815,155.6753426,219.0171013,644.0406647,34.10757637,30.55585861,-126.7051659,103.8960476,56.62477016,0.028266075,31.8592267,172.3175392,4.866989017,0.957067013,11.52580273,14.75082588,12.08486557,32.1726203,21.2118206,33.99626637,63.31577778,3.333640933,155.6753426,13.31855822,38.33676815,6.277914166,14.59262824,12.1446979,5.57234025,73.70683479,644.0406647,219.0171013,111.9063511,77.96875,2.714426517,6.315287232,2.328704506,-1.689170718,21.74819708,4.665749848,71.56263542,4.105800807
7961-12704,54.94021797,20.73655033,42.25176144,87.61159706,5.31260097,30.66130829,-93.49642372,59.87886429,56.08430386,0.046074242,47.17181873,24.76608992,-2.693033457,1.213534772,0.355012231,6.837701678,8.917862654,5.585383415,3.877396524,7.011404395,10.31913996,-0.763024613,20.73655033,15.60325098,54.94021797,2.863762379,0.202502135,4.077459931,2.036205709,13.3346529,87.61159706,42.25176144,15.58311009,12.60629511,-1.786664158,5.075722814,1.72952199,-6.238828182,10.86053181,4.446873784,26.72607851,19.23109198
7961-12705,20.45205402,14.4448874,60.29092789,48.64264107,9.496448755,30.6938591,-178.8471565,209.4033928,97.0078373,0.050170096,47.33807182,36.35826111,0.057960749,1.854689389,-0.240107059,-3.711415946,4.757289708,2.021519989,1.757273242,0.138957715,6.287338495,-0.222667113,14.4448874,4.963261485,20.45205402,3.324739993,16.12965345,7.192206144,2.46018976,7.392354012,48.64264107,60.29092789,15.73709846,11.11117125,-1.145224005,1.457568631,1.585273966,-0.628144663,2.273004204,-2.773464859,-3.897243977,8.41323185
7961-1901,17.47753,10.96780419,47.96502209,60.26698685,3.525222063,30.1290226,-85.72488594,38.0207119,61.80194569,0.0295805,81.77836418,53.75679493,-0.435182907,2.592119992,5.362139463,4.285838723,25.12770319,5.800501347,-6.469842792,1.361832216,-0.552945226,-0.316045649,10.96780419,1.769582689,17.47753,2.959567249,1.466207802,9.691095114,1.596592799,17.17638302,60.26698685,47.96502209,36.82747936,22.68511152,4.331719875,0.990675792,2.418866307,-17.40606022,-32.47322464,-5.255951643,3.195746899,-7.111427665
7961-3701,2.729954322,3.866992553,5.00212272,3.62275362,0.482002348,30.73640633,-98.96621958,110.5793813,238.4284871,0.079348303,378.7595011,2.937460105,3.236412923,-1.948634068,-0.147413904,-1.110824466,5.758892536,0.293850874,-1.956214388,-2.278139591,3.230794907,0.753146032,3.866992553,1.496647,2.729954322,10.7461888,1.607399543,-4.952140967,-0.865126848,0.197969139,3.62275362,5.00212272,0.445968956,1.172929883,6.325043996,3.162036419,3.526580334,2.79516689,0.05555824,-27.60266622,-24.96243477,-26.29664167
7961-3702,65.35169792,87.21611595,161.6243553,327.4420929,18.35520124,31.55753136,-122.9371719,108.8797665,78.12094688,0.04198344,61.81666756,80.98639679,1.224567622,-9.272077322,5.494482517,3.996796191,6.844619632,11.51245713,12.4882741,19.20453262,32.29674149,9.828524828,87.21611595,22.14690399,65.35169792,7.790264606,5.401895285,7.123572111,5.261845112,56.1429739,327.4420929,161.6243553,58.24005318,47.34327602,0.111304368,3.001133084,2.218466759,2.276568264,8.086693048,-1.208426863,67.64989662,-34.55533123
7961-3703,6.026151478,22.40050983,-1.375513196,8.285312176,1.491729259,30.76873779,-90.55537415,100.6756611,216.9440651,0.05042551,484.4022369,10.54929399,-3.673004329,-1.462851405,3.385797232,-2.893846683,-4.300766647,-2.770512223,-0.261797756,-9.758081913,-0.733765833,-6.668270707,22.40050983,-0.951385111,6.026151478,-6.444441915,-15.71272421,5.001736194,1.376902699,6.966884449,8.285312176,-1.375513196,1.569354638,-1.206919402,0.009541154,1.883790582,3.727755368,1.352231622,3.070991099,-8.1968503,1.392471805,1.657054711
7961-3704,10.90455604,7.188180387,13.11792803,4.096599594,0.414762452,30.64707947,-68.29501343,82.18986511,116.6490669,0.048869941,382.1125259,15.53380632,0.31589156,5.665948868,4.586767435,-8.671773195,-8.649528265,-4.337385207,3.050555468,-0.463306032,5.347219855,-5.159819543,7.188180387,-0.421545699,10.90455604,8.655266285,-2.701210886,-0.065626811,5.898378134,-0.380215304,4.096599594,13.11792803,1.734014153,-0.588192746,-2.190962166,4.886231422,4.703245759,12.31507826,3.045950711,-4.24974978,4.753872991,-13.41233206
7961-6101,32.47085762,15.47846293,84.00839233,58.04074669,3.482086599,30.81323624,-138.8846397,145.7918377,97.84359169,0.046888622,185.5488358,102.8442688,-0.701526195,3.122185588,-2.765449166,-1.311760902,12.81820273,3.337657511,3.917658687,-1.099437207,9.511312246,-3.013884306,15.47846293,11.03109121,32.47085762,6.738571405,-2.369303972,7.884367228,6.080870748,30.61682129,58.04074669,84.00839233,54.99981689,43.61291218,4.91660428,10.788342,-3.302968323,-3.096987844,1.222569063,-5.449595809,18.97862005,20.66276026
7961-6102,4.323542476,1.771762222,-2.444869757,2.942624062,0.726375893,30.70155525,-71.62914467,101.901329,100.7278881,0.050052258,351.8262177,2.921952248,2.486411929,0.254860304,3.701208234,-5.093599081,-2.665683031,2.082979769,-0.518564701,-4.61064291,3.986928552,0.690652288,1.771762222,0.046573862,4.323542476,0.032661147,-4.673336506,2.058088273,-1.470959336,1.508153617,2.942624062,-2.444869757,0.918311059,-0.942071214,2.862472892,1.670876056,3.429875314,-0.951425567,3.541850209,1.952527225,-23.76146746,-14.1102922
7961-6103,92.06743813,80.58425617,186.7275963,177.2264824,10.61564589,30.87004852,-187.2635689,67.47475433,341.2533722,0.044616206,164.3445129,322.2322311,4.440329373,0.265035354,5.501756191,-15.21438813,0.148480177,-1.041844249,7.026150823,0.211116016,36.93821669,-10.70102254,80.58425617,20.08207512,92.06743813,29.64763212,27.05935478,20.07164478,9.039359212,52.68880272,177.2264824,186.7275963,93.61317062,77.56535339,1.296997458,11.07876539,-0.060000956,-20.99329281,20.75121784,-8.507333159,1.500081182,-30.58334923
7961-6104,6.841338038,19.97091627,34.24127197,77.71907806,4.785149336,30.69036674,-49.92182732,49.77948952,77.75132561,0.045839335,45.93220043,15.58363628,-1.566136807,2.188768119,3.08669138,-0.015622601,-0.878522579,1.464823097,1.326988041,1.308696464,5.555457473,2.527798295,19.97091627,4.287354589,6.841338038,0.384947661,-3.052336395,-0.187614061,-1.588711262,10.7679491,77.71907806,34.24127197,7.485267282,6.125812888,-2.666976869,10.93946218,1.634302109,-0.519581802,0.347934417,-3.613528311,6.460297227,-1.735724896
7961-9102,3.98572582,15.67143893,28.29854298,72.19750595,6.944579124,30.31419563,-99.61972809,219.0164909,73.47919846,0.04637848,46.10876942,19.37111187,-2.777007222,0.135048551,-1.098735094,-2.163498759,0.682084307,1.68767795,3.124393702,-0.673872881,6.676206112,0.519659162,15.67143893,-0.826696314,3.98572582,0.473324031,-2.212818623,4.198216438,0.305616574,10.12522602,72.19750595,28.29854298,12.21983981,10.36059332,-0.478857644,2.506546676,1.602239579,0.607096151,3.633969128,2.62169838,10.47460341,8.267585754
7990-12701,5.910226226,48.60302448,50.15641117,187.2736473,11.38760352,56.84525681,-33.7161603,26.59076357,37.40097618,0.02977088,23.93644381,33.33359909,-3.371110976,3.070294023,6.647843361,11.05338001,10.13278413,8.315049291,8.563653111,10.80398083,20.2567029,0.687926643,48.60302448,4.284925818,5.910226226,4.287619948,0.999319762,-1.502456576,-0.509069681,19.73060226,187.2736473,50.15641117,25.71925497,16.02911854,-1.408429801,1.864171207,3.483787954,8.097069383,12.45954204,5.790380597,17.96555138,7.20809269
