plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,avg_objdec,avg_stellar_vel_lo,avg_stellar_vel_hi,avg_stellar_sigma_1re,avg_ha_z,avg_ha_gsigma_1re,avg_emline_sflux_cen_oiid_3728,avg_emline_sflux_cen_h12_3751,avg_emline_sflux_cen_h11_3771,avg_emline_sflux_cen_hthe_3798,avg_emline_sflux_cen_heta_3836,avg_emline_sflux_cen_neiii_3869,avg_emline_sflux_cen_hzet_3890,avg_emline_sflux_cen_heps_3971,avg_emline_sflux_cen_hdel_4102,avg_emline_sflux_cen_hgam_4341,avg_emline_sflux_cen_heii_4687,avg_emline_sflux_cen_hb_48621,avg_emline_sflux_cen_oiii_4960,avg_emline_sflux_cen_oiii_50081,avg_emline_sflux_cen_ni_5199,avg_emline_sflux_cen_hei_5877,avg_emline_sflux_cen_oi_6302,avg_emline_sflux_cen_oi_6365,avg_emline_sflux_cen_nii_6549,avg_emline_sflux_cen_ha_65641,avg_emline_sflux_cen_nii_65851,avg_emline_sflux_cen_sii_6718,avg_emline_sflux_cen_sii_6732,avg_emline_sflux_cen_hei_7067,avg_emline_sflux_cen_ariii_7137,avg_emline_sflux_cen_ariii_7753,avg_emline_sflux_cen_peta_9017,avg_emline_sflux_cen_siii_9071,avg_emline_sflux_cen_pzet_9231,avg_emline_sflux_cen_siii_9533,avg_emline_sflux_cen_peps_9548
10001-12701,40.01057148,43.12569237,46.2532053,168.2571373,9.668568134,57.59842682,-133.8951721,110.1936722,56.17117882,0.039206737,33.14822388,122.0146618,-1.762923375,5.994739652,-2.118254483,3.662028134,1.488509148,7.114438534,7.128291845,13.36739922,18.06119823,4.786071658,43.12569237,11.7604053,40.01057148,2.19273743,7.552964091,6.940219164,2.960106492,17.41998053,168.2571373,46.2532053,41.5521841,29.60417938,1.681097507,1.164392233,-0.987687945,-8.666672707,14.1509583,2.02571857,37.25374985,6.925881982
10001-12702,4.152588934,6.406726539,8.001792669,15.58833838,1.429980457,57.48025131,-138.1993885,73.90595245,36.91898346,0.040805306,35.77480507,10.51811051,-0.650389282,-2.262236267,4.938802272,-1.517545722,0.041678936,-3.962741196,0.963194452,0.558787634,1.269034848,-0.540026046,6.406726539,1.921826735,4.152588934,-1.867314517,-1.495968759,1.07242164,1.337319456,1.546292759,15.58833838,8.001792669,6.064606607,3.286089361,0.613742005,0.103453312,0.116382792,-14.24774241,-3.05902645,2.807134047,2.299483418,11.00176418
10001-12703,9.076808691,20.21638584,39.58503246,99.23082733,5.222799778,57.09233093,-144.5752335,157.680336,81.57899475,0.046249493,49.56769276,29.06844997,1.327600956,-0.058065044,-1.285181969,-0.939855471,-2.402187258,2.107712686,-2.230816364,5.587303519,7.587887526,2.990073144,20.21638584,3.035104275,9.076808691,1.152647465,-1.792853653,1.780881703,1.349261269,14.14631081,99.23082733,39.58503246,16.3529501,11.10171914,-0.32218048,3.379231572,6.877124548,-8.935264587,3.766780794,3.25493443,18.28981924,10.28491688
10001-12704,11.44009852,24.87639618,59.20520973,145.0357323,18.1302104,57.67796707,-118.983902,88.85619164,52.87941551,0.014122522,27.49896479,48.83490086,1.392759711,6.14488709,8.249613643,1.128705025,-1.50272423,2.541853428,4.130524278,7.270354509,11.48310351,2.013902485,24.87639618,1.745283097,11.44009852,1.451364666,0.913557306,8.487013817,0.987452596,22.69056129,145.0357323,59.20520973,39.59311581,27.18823767,1.445266515,3.044599771,1.151895106,0.351282556,9.487237215,-0.603802949,29.64926577,2.996645629
10001-12705,11.90956759,52.39097309,82.34702682,234.3368568,12.08104587,57.45143509,-149.8135643,122.8043022,67.22358131,0.046189261,46.46122074,53.67911625,-0.901226372,0.976969033,0.717474282,3.945944309,0.27277562,6.404589057,7.077767372,10.64321518,23.71509123,-0.827349737,52.39097309,6.253898621,11.90956759,4.474773288,2.047930986,2.974915862,1.662633389,27.57449675,234.3368568,82.34702682,34.95556831,24.22451782,1.090332747,-1.20648405,2.234935045,-0.928078458,8.142890692,2.740042925,25.40252352,6.696235657
10001-1901,11.78785348,28.18857479,64.0112114,126.7951756,7.70839572,57.04115677,-94.23293877,64.54238415,58.73374081,0.025751232,52.36240959,43.54650211,-0.580291949,-2.540317327,0.959338397,2.420418531,7.370809078,11.39494562,1.274481274,7.586645365,10.08191895,-1.489557952,28.18857479,1.924919128,11.78785348,1.224688798,-1.080234036,4.811033607,4.153118014,23.44600773,126.7951756,64.0112114,36.02880573,22.8615818,-1.09244065,-1.682147801,1.742245555,3.346017182,7.333771229,0.723698217,25.48007536,13.97646785
10001-1902,12.35959117,10.90067609,4.387077173,8.919989586,0.71267873,56.78674698,-58.89677684,75.9188029,142.8422089,0.026453494,421.613973,2.273025672,-0.065156762,3.745740732,3.510243416,-3.489569426,9.015182177,8.575171471,-3.998179992,-1.530728062,7.424762885,-10.78421529,10.90067609,4.986012459,12.35959117,4.389860471,0.877548496,8.617830276,-0.083095411,6.729632537,8.919989586,4.387077173,8.609963735,4.843908946,8.182546933,4.772415479,4.53431193,1.981922547,2.41784366,-1.770049532,9.590000788,6.957238197
10001-3701,2.454540014,3.069607973,3.231330474,3.006621043,0.274224937,57.14372635,-48.06363042,81.82143911,104.4408264,0.04006868,415.2916972,2.716921488,-1.746944308,1.823764483,2.169343313,0.318289657,-2.990901868,-2.31283013,-2.469810565,-1.815434178,2.8219618,-3.185017427,3.069607973,-1.550090114,2.454540014,2.37604324,6.618770281,1.049167275,2.059451977,0.31127122,3.006621043,3.231330474,2.813446124,5.340645154,1.668462674,1.770581683,0.559947173,3.183265289,-1.031615535,5.353099982,-3.259130637,15.24812285
10001-3702,102.8169479,377.3963776,669.5938568,1500.367615,90.59004211,57.10742188,-38.75916672,30.67525721,65.32349586,0.025615347,40.40285587,388.5524292,0.648495913,7.255104899,19.71817994,10.95806956,27.93043327,71.22638321,41.39512348,93.96284485,160.8164673,2.451441765,377.3963776,31.68166399,102.8169479,6.450733423,22.82971334,16.02986646,9.566383362,225.4643974,1500.367615,669.5938568,284.3170853,221.0634727,1.48657465,9.530897856,6.663819671,11.42207623,87.08695984,7.153362989,241.3794899,38.65831947
10001-3703,78.17225838,56.79112911,111.951189,235.9049149,13.61896586,57.68496704,-107.3389416,106.3732777,97.5369606,0.040574179,69.25130653,109.4915295,-0.762751915,-3.141222954,0.438196987,4.317881167,11.78866529,4.765694022,4.64341861,11.616925,18.45687819,0.997136608,56.79112911,24.35820246,78.17225838,4.319411874,8.952963829,10.15247679,4.701409817,36.18520641,235.9049149,111.951189,57.48119068,42.56598091,0.016590537,4.411410451,-2.712858319,4.395900846,19.4180727,4.706000924,60.15940952,14.98685312
10001-3704,32.23724556,14.65302432,62.93426323,36.31781483,2.22981149,56.87889481,-33.94436264,53.62833118,103.5356903,0.030836908,58.05055237,46.04412174,0.008060306,-1.992166758,5.469612718,11.60218549,16.60124886,11.77223325,2.298393995,-7.121261239,9.308015853,-10.10272098,14.65302432,-5.135226011,32.23724556,12.70343566,-11.18937123,-6.071035028,-1.613448352,20.62819624,36.31781483,62.93426323,17.41342545,17.62933207,9.859653711,4.488234401,-3.959042549,21.30680561,18.9465189,-13.83552909,14.72768426,12.64675426
10001-6101,5.327970624,7.431020677,11.53818774,8.034838915,0.854942665,57.42361069,-54.79455185,62.68463421,210.59515,0.119090205,228.1571388,4.780201077,1.485635251,1.594667673,3.060062766,1.070365548,1.984029949,9.116304874,-2.891353071,0.450038649,5.327702641,-0.959964737,7.431020677,-0.518328533,5.327970624,3.510615289,3.087701619,0.95394209,-0.265854456,-2.145642936,8.034838915,11.53818774,6.173744321,6.752280354,-1.016667612,-2.743783057,-1.105420142,-3.255368769,10.26954317,-999,-999,-999
10001-6102,547.4260864,167.2629585,636.7818756,762.7030792,48.88847446,57.35966873,-194.980442,136.7221718,113.3603973,0.026168348,94.62424088,194.3476868,3.326337218,7.143076777,11.84099603,15.03000522,61.14334011,46.42813396,30.01729202,33.31299877,66.11466217,17.23086309,167.2629585,177.9440956,547.4260864,15.53233075,24.88348198,42.20331573,12.9346633,220.670742,762.7030792,636.7818756,157.5659409,127.5279102,-0.003276948,16.52360725,16.06755614,-0.697128385,78.2683773,7.06698072,197.0462494,36.49256706
10001-6103,26.94125652,16.14609647,11.35670042,18.59165692,1.079094991,57.39096451,-66.46701431,91.96411896,134.5855331,0.040564282,166.4195824,25.81103611,1.438411146,2.208285809,4.520538718,-3.621016204,-0.0912413,0.210469425,-3.630173922,-0.229154304,10.83089989,-2.351111889,16.14609647,7.144271612,26.94125652,6.3808465,7.426441073,-2.024167389,-12.02347803,8.149908423,18.59165692,11.35670042,11.3580668,20.86671495,0.92508696,2.960385263,4.187429368,15.75155473,20.01199579,9.246409893,10.09158325,14.29142642
10001-6104,46.58654976,15.80745387,79.05558968,54.9634304,3.228222847,56.79639435,-55.0594759,39.2656765,242.2300377,0.06726714,225.5096321,76.22654724,0.430422962,1.447444066,1.809719328,3.041295648,9.247980624,5.530949235,-0.08517753,-8.985644341,9.211972475,-6.258652925,15.80745387,13.17130518,46.58654976,19.1080246,10.05273342,17.00940752,-2.200537384,31.53727198,54.9634304,79.05558968,34.96321678,24.38224649,4.109231949,0.347335264,3.865653694,-1.887139857,3.211093605,-5.218470454,17.1631093,20.0025692
10001-9101,58.38530064,85.31767082,87.22965431,302.5018845,18.41508675,57.56454468,-79.84139919,68.74672318,56.06897354,0.040080839,32.42549419,195.2091141,1.196048558,1.288269997,6.27569437,5.54728663,2.785414338,12.23311234,9.901553392,16.69926357,39.82532787,0.843997747,85.31767082,18.41815948,58.38530064,0.830726668,7.944194555,10.48056364,3.524522901,31.35932541,302.5018845,87.22965431,57.96614361,38.89835835,0.31061127,4.202011883,4.38938117,3.572615981,22.67838335,2.41279915,57.26187038,21.43686724
10001-9102,16.28327131,7.33269608,30.47479868,20.00876522,1.115059614,56.62538528,-181.4490852,146.0387535,190.8630676,0.080395957,131.55797,22.441401,-3.247894704,-1.142425865,4.490021229,-2.310046375,6.172851205,0.079395562,1.90532276,-2.904060781,0.30781585,0.838844225,7.33269608,1.524877876,16.28327131,6.600334883,-3.661716461,2.929239511,4.039899528,8.306111693,20.00876522,30.47479868,15.5622015,10.63156939,-4.898183823,-2.146556467,-1.575931698,-1.05378893,-9.074610949,6.234413743,-999,-999
10141-12701,2056.668335,16245.73706,32477.8584,74158.19336,3872.768005,68.09662628,4.246565223,44.00336552,65.71734619,0.000116328,83.15602303,4283.92981,-56.06124878,212.3460121,-49.3746109,67.24659348,830.6858883,1834.573792,1385.668488,3827.145508,6192.691162,651.4454041,16245.73706,621.2796326,2056.668335,207.4219856,1396.960297,660.5450134,140.8207664,11237.86377,74158.19336,32477.8584,7794.375977,8365.021484,250.2727776,265.7522736,92.08205652,14.24625134,2911.035461,601.2428741,7187.582153,1054.429184
10141-12702,4.497021357,16.28610229,11.18893496,34.57274882,31.05068334,68.14912415,-38.94928487,59.76924642,-635.4198786,0.00013463,-999,-999,-4.758001486,7.708993912,33.9587059,20.70600065,20.06237857,3.675950209,-10.85573959,-15.86832015,-6.958454609,2.14727354,16.28610229,-7.525261402,4.497021357,10.37838427,-5.341800372,-4.999908924,-1.190173825,8.039271196,34.57274882,11.18893496,8.268656095,4.288088957,-2.663782756,3.773712794,-4.17692248,8.152749221,0.533228566,-0.704233607,10.52300326,3.773059845
10141-12703,32.36386353,61.24140686,101.7100692,261.854444,32.75499511,68.14537811,37.33093083,106.064846,-735.7608976,0.000334589,-240.5225258,18.84800774,1.540622998,-11.17183213,-21.63983297,-21.92230055,21.65552476,7.920956656,-0.584386973,18.25821754,29.68393278,8.333061062,61.24140686,4.439219557,32.36386353,8.199937405,-9.19172065,6.584267862,4.892149142,31.66084263,261.854444,101.7100692,49.81097996,31.36772421,2.048292002,5.098341668,-3.525347434,1.110398911,8.517380249,2.098472979,20.99636371,0.782019936
10141-12704,1.738270203,7.154116631,9.639959335,10.5030702,20.93360583,68.04787445,-66.40252686,-25.48862839,-652.7459704,-0.0002115,-999,6.506723563,-6.696750164,-54.39031347,-30.42070325,21.72597949,-23.88914617,-20.7313652,-7.735910098,10.22376219,8.347412586,6.927014669,7.154116631,5.930752277,1.738270203,0.692651888,11.32375495,2.869442145,-1.755250494,-0.265463393,10.5030702,9.639959335,5.219877084,4.28221639,-0.577850481,-0.766549766,-8.932917595,-1.883923729,1.917393486,1.259124657,5.841209571,4.278617382
10141-12705,1.122804046,15.51846981,14.78370889,31.1168232,11.17187723,68.04412842,-56.20893351,20.48748906,-657.2966722,7.75E-06,40.31060282,3.690681855,-35.15438207,-0.382793347,25.21001689,-11.03910319,18.91715876,-27.43647067,3.928399642,23.31283951,4.328032811,-6.659598668,15.51846981,2.596978744,1.122804046,-0.558934867,9.787711143,16.46588262,5.13899231,3.560793082,31.1168232,14.78370889,15.81449223,8.228349686,-1.183786194,0.95794787,-1.650035858,2.48291111,-1.85827903,3.589935939,12.46501064,7.080070972
10141-9101,5.798484008,32.32477061,43.24565506,133.8756154,18.50533104,68.10495758,-91.87504323,-6.992459615,-654.6024831,-7.16E-05,-999,-14.80346616,-18.15542857,17.34520658,-37.15739059,-7.072812398,13.06403224,15.6759243,8.285993735,15.63201173,4.405582507,5.281870365,32.32477061,6.459133625,5.798484008,3.885276556,13.0910031,0.603693783,-1.25070552,12.22937965,133.8756154,43.24565506,16.75901413,13.18389511,-0.240811562,6.348889828,5.826372464,6.909219424,4.13828214,0.94292287,12.3137153,4.510634581
10141-9102,-0.906670113,-5.620079994,10.12958177,6.121812503,9.412748337,68.08829498,17.15334066,84.39280955,-652.5808372,0.000287165,-999,-32.32865334,5.921705882,-17.84499995,12.81577492,-24.06005605,21.77404467,-49.41051865,2.367828528,-0.626381993,-6.791183313,8.421675046,-5.620079994,-10.14747334,-0.906670113,3.138664007,14.20346038,-5.994705677,1.993285656,0.776286483,6.121812503,10.12958177,5.900677204,0.64026018,0.027909773,0.096279164,-8.715685527,7.340494156,3.797067722,-0.193605001,0.814567129,-8.757331848
10142-12701,28.18976259,16.53134173,72.60377932,97.47637439,141.1631432,68.10037231,-1.273860574,62.62435913,78.70707893,0.000209771,55.24742794,8.857639492,19.65001696,26.08864868,9.618416965,18.5922209,5.871330068,0.504843861,-5.917461619,-0.46345064,-8.075473912,-7.072064146,16.53134173,7.137859643,28.18976259,-3.601118818,-5.81297645,18.24308455,19.11598432,23.78822196,97.47637439,72.60377932,27.4955194,22.27600205,7.090130687,2.963602379,40.9513551,-5.244658068,3.119865879,2.294136584,10.01721871,-14.0967862
10142-12702,-2.27775526,17.22490184,20.7201074,36.28991699,53.08060074,68.15287781,16.56153742,82.45213318,-647.7722829,0.000176632,84.00244141,4.582509995,-5.700227578,-11.46743107,-64.30231603,31.61244583,25.43011157,31.76872317,-2.112669071,-18.22598012,22.47952779,-18.29836273,17.22490184,-0.819082096,-2.27775526,-5.207560698,-4.454601288,-24.03240776,11.77665456,8.385384878,36.28991699,20.7201074,9.083534241,8.753777822,-4.244564374,-0.859601935,6.681053321,11.12371159,-3.126521905,-2.172344367,9.705316861,2.98025465
10142-12703,35.13812065,438.6581192,436.4850159,1680.195984,402.4755554,68.14912415,-109.1711941,137.2323112,19.41216326,0.000343091,28.2049098,290.9418106,73.77331543,52.80848026,13.56121349,92.10303879,-7.659423351,52.11003304,88.24505234,119.9205723,190.9144478,17.80330133,438.6581192,-4.083768845,35.13812065,6.320200801,22.9116528,4.400059044,-9.773284435,164.4936485,1680.195984,436.4850159,176.0988979,129.4388771,8.199635863,5.608382165,-7.332393289,14.38982391,47.57006741,17.1206398,177.9542828,32.22224712
10142-12704,2.125003889,17.29989174,27.94474861,110.9582644,23.37222719,68.05162811,-60.42206573,-25.60644627,-735.1111374,-0.000154291,-234.6241708,-78.31228191,-31.17553819,-23.9295729,7.451872632,-20.70889882,16.31260969,4.924959883,-23.08555736,1.978671119,16.35718527,-13.86438354,17.29989174,0.714254936,2.125003889,1.590917386,14.90837428,17.82500929,7.930103652,10.20707799,110.9582644,27.94474861,10.51256409,5.163055636,4.728890549,3.144735165,4.87632766,-5.362430915,2.201904211,-0.435707476,6.235139869,-2.61735529
10142-12705,1.965059215,11.12512511,11.09585916,15.12505767,17.86821818,68.04787445,-12.63527769,37.34073639,-722.4858265,-7.39E-06,-149.3598003,-17.23321649,-42.03782469,-14.71667347,-12.88693979,-51.94508373,21.26829473,14.41125908,-4.201276643,3.95805186,-4.940715067,7.006824182,11.12512511,-17.06031691,1.965059215,-7.668779664,1.164013378,19.54796574,10.48098712,5.35417182,15.12505767,11.09585916,6.880991369,0.998002119,1.903574839,-5.401212064,-0.809372063,-0.81789051,4.349117922,0.240018714,-4.714963264,-3.241425849
10142-9101,2.751209339,2.975393454,37.58224233,61.97131602,59.78502909,68.1081543,-46.08362071,14.75447528,-639.8258514,-1.26E-05,-661.5781202,16.98629761,-0.285296569,4.255980333,-25.40523529,-20.24714343,10.83338992,-22.92053604,9.327388446,-12.00356801,8.288919926,5.9864254,2.975393454,-4.362293402,2.751209339,-10.68328794,2.899916967,3.811202208,-8.121226629,8.184295654,61.97131602,37.58224233,2.457185586,3.852689584,-0.339340647,7.549299081,5.127116998,4.452889045,2.746199608,7.235440095,8.051252842,2.63362805
10142-9102,-5.230477925,1.974190712,3.924556836,10.0523175,5.572193384,68.09148407,-7527.784975,-7457.442032,-732.8125515,0.000204729,-125.5223579,-58.76425424,-9.104071692,-7.597605966,-6.430231094,17.34725968,1.680048086,-13.41486251,2.054659959,-5.169777054,-17.70735584,-11.10967933,1.974190712,-0.391882405,-5.230477925,-4.727595954,15.15805905,-0.182192934,-3.877261642,7.43011336,10.0523175,3.924556836,2.811704285,-0.507221296,0.044002474,-0.032887674,-15.21122742,6.902449593,2.571825657,-1.092743565,3.311747305,-0.060353976
10143-12701,16.76768592,16.75117484,47.39331836,50.08611888,89.3913641,68.10412598,-31.85536122,50.9030323,-728.4241486,0.000125923,-214.2208986,-46.49479175,-25.45847644,-3.530398428,39.89768296,-3.726555616,25.21625084,29.86209854,-0.065131944,-21.24342248,8.840979196,5.980462484,16.75117484,1.406990826,16.76768592,6.186829314,-8.925628603,9.930665717,0.74039042,18.70481843,50.08611888,47.39331836,17.45050752,12.5221191,-0.507242821,4.475422185,1.466358069,5.298704434,6.493934482,0.433878681,8.793426901,-6.222313352
10143-12702,-2.642916054,21.5618428,15.58091402,44.20935917,33.50818014,68.15662384,-64.07736588,66.40551758,81.4706955,0.00027018,-488.179626,26.93398428,-13.81476545,-2.06255658,20.82372856,-7.255944669,13.54387105,18.64347064,-7.153622627,12.85351241,23.17263603,2.033836603,21.5618428,3.637728594,-2.642916054,7.302702516,8.994062841,1.871381491,14.26546431,10.56446999,44.20935917,15.58091402,12.70411989,8.138951957,-4.833299458,3.741672665,-6.722361282,-1.527603149,9.453326136,-0.115701407,7.874069631,-11.21796465
10143-12703,15.98465983,55.83194606,48.93887456,177.5063121,116.4742813,68.15287781,20.18979009,149.2975311,-646.6418762,0.000312761,17.65959867,-40.55265554,24.31099319,-54.34406281,-9.23686409,-14.09521675,1.128655593,15.29987303,-18.8486131,20.00204722,-3.374425729,1.933820367,55.83194606,10.76803398,15.98465983,2.71322608,-8.542801539,-3.385759513,-8.118773778,17.15406863,177.5063121,48.93887456,32.56389872,23.66650518,1.37847058,4.673051993,-0.652430256,0.382359328,6.237273057,-0.408000613,8.423825264,28.98410543
10143-12704,9.896091779,27.17920748,11.95728811,35.41474024,113.1237717,68.05537415,-74.54482778,-23.49023708,-631.0279643,-0.00019352,51.74516042,13.34400654,30.26588249,2.932846705,9.676914851,-58.89468257,-26.84765307,-20.73045031,-37.01098633,-4.633283297,-8.998991966,19.2775561,27.17920748,-13.19112364,9.896091779,-0.575311571,10.81420358,8.97570769,6.660594145,3.855898778,35.41474024,11.95728811,17.95707703,4.672054927,-12.3169384,7.542555809,-4.961946487,-4.537539164,9.165386836,-0.343714416,1.561053038,-1.350647132
10143-12705,-1.070398845,7.984059006,19.80160332,46.48286068,99.3607682,68.05162811,-13.10957994,30.14385462,-721.6991711,2.77E-05,-219.3276157,-17.80438814,-21.50235581,-9.905105907,-43.4399306,-23.33729076,4.190523252,4.732020244,13.41430229,20.45994407,-6.996336773,4.420991808,7.984059006,-0.186169989,-1.070398845,-3.406902876,14.86714157,4.236505814,5.013298929,6.075446516,46.48286068,19.80160332,8.921946079,8.17972903,2.283208989,3.146878183,2.181981683,-0.254516291,3.165010601,-0.321629257,15.37182128,6.880825177
10143-9101,3.814035257,20.07833735,63.1880366,134.2882894,34.92684301,68.11134338,-63.2621816,3.860921224,-627.14416,-4.38E-05,-999,1.920212785,0.55234317,2.485359112,-33.17819468,-59.14441935,-20.64607302,13.06314659,-12.1995128,-1.412269155,14.92700958,-1.884754499,20.07833735,11.3097744,3.814035257,-8.267127514,13.0862325,-12.89453411,-3.326327165,16.89580854,134.2882894,63.1880366,19.00242869,15.63704459,-3.667621374,3.063798587,0.012457415,-0.679226468,10.2489179,-1.419465264,45.8902092,7.749013901
10143-9102,2.007943267,5.062909413,7.637400314,7.62893904,2.012337394,68.09468079,-7521.914906,-7455.397705,-707.4569397,0.000372228,53.28212738,-257.3316871,2.574016515,-243.3471463,-255.3375813,5.790782109,3.559506722,-5.551006556,5.640270565,6.72763899,-25.14741437,-4.631064495,5.062909413,3.580560407,2.007943267,1.302288152,10.39330371,-5.331407898,-6.428789128,0.16094762,7.62893904,7.637400314,1.966844287,0.686171975,0.469086235,0.554465929,0.05655861,2.725293707,4.978115674,-0.462660262,5.663486343,-1.959441578
10144-12701,22.75489393,10.86853805,40.68902797,82.40069032,34.86252308,68.10037231,-13.48060417,34.62611675,56.70980453,3.76E-06,75.56533051,-0.858127207,-5.876850083,-10.64772751,-26.02979302,-30.42414373,-11.36984341,-0.079882408,14.88498896,9.841850922,-11.11105394,-19.60176459,10.86853805,4.794571437,22.75489393,-7.837503947,-13.47206587,27.42546356,21.0658147,13.06616665,82.40069032,40.68902797,15.55728641,19.05259714,-3.833720047,2.311553437,7.329374537,5.521664232,7.333436184,2.569530968,5.20758003,-3.145681959
10144-12702,30.58693186,30.55239868,39.33323034,142.0127563,48.97634888,68.15287781,-46.17889786,68.53772227,-629.625562,0.000156222,17.63588428,0.658241113,-2.687459628,0.758343995,-36.43062592,-2.177876075,8.999586105,-1.012490114,-28.4995149,-14.99239445,-15.33083248,0.436980128,30.55239868,7.376253923,30.58693186,2.355326653,22.71193568,3.267642975,3.650366783,14.77574285,142.0127563,39.33323034,24.81227811,18.16473325,-5.145381769,-1.898241719,0.355652978,7.382920424,3.59340477,-2.172710816,19.8969485,1.611669779
10144-12703,2.411878268,56.44572957,66.73458099,258.3889058,48.81697083,68.14912415,-6.736957232,120.0754242,-655.2866961,0.000318198,-999,88.59269714,29.41076597,1.457985381,7.904575666,13.03719076,-14.20254866,-21.29696719,35.2891744,8.676150481,26.81012026,2.356577953,56.44572957,7.821794669,2.411878268,9.370805105,-2.675303499,-1.861575802,5.428170681,23.81209755,258.3889058,66.73458099,32.0710748,19.14114889,11.57812405,1.582540711,-15.10694631,1.770744443,6.836136659,-0.920225839,23.19759178,8.417367617
10144-12704,-14.53667514,11.2966973,9.674728076,44.64510218,69.82546743,68.05162811,-76.47772217,-2.094224294,-632.8822861,-0.000177882,22.44967397,-51.01425298,-9.419421832,24.71848361,-49.43492635,-35.48113505,0.701878111,-30.9142704,11.72476292,0.346102794,13.16041342,21.79665756,11.2966973,-4.546543439,-14.53667514,-0.621019463,20.92105929,-14.88956801,17.37510681,5.21476841,44.64510218,9.674728076,7.2650431,1.977431655,1.796627839,-2.210573117,5.836128553,-12.36925856,0.827232222,-2.016800364,4.064271609,-1.507905046
10144-12705,8.172415257,86.2693456,107.3903732,300.9465027,61.61049779,68.04787445,-43.46486727,26.8545777,-624.7292353,9.06E-06,-999,-28.60483996,-15.23359966,-13.72041448,46.79210281,-35.51502864,-29.14355977,-40.70803833,24.19245466,28.30984497,20.79117584,17.93546804,86.2693456,5.475415071,8.172415257,8.984435399,-2.884824196,19.25842094,21.03885969,33.25808462,300.9465027,107.3903732,47.67298889,31.8043855,-9.394055367,2.802957296,4.690943082,-0.963628292,10.17811171,6.39322265,39.38883591,6.663497607
10144-9101,-4.954163233,-3.834531069,13.66466268,9.947621346,1.48786811,68.1081543,-51.18209712,9.860808055,-642.1266454,-9.18E-05,-999,-33.43432109,4.456390619,15.21736145,7.441521804,-2.615083774,5.652322928,-1.741114974,-18.14465968,14.77583694,21.46024132,-7.612477144,-3.834531069,0.503966212,-4.954163233,-3.924758355,8.406657855,5.717383544,-7.780209859,1.955885728,9.947621346,13.66466268,12.75309658,6.91598018,6.220427195,3.242973566,-4.900196393,0.243928031,-1.887244185,0.320228107,-4.661761443,3.163680156
10144-9102,-4.509028172,-5.150719136,5.723386914,4.243366875,1.158834435,68.09148407,-7508.270264,-7462.327526,-714.9559479,0.000370499,-650.9701233,1.360786253,-4.435381664,-4.601774938,-10.01746136,12.13156305,20.03074251,-9.082493335,-8.371567763,-9.604004534,4.362820625,0.401666738,-5.150719136,2.534651583,-4.509028172,2.81271046,12.45699126,19.21555459,-5.743831691,5.627590204,4.243366875,5.723386914,-2.6031214,-2.884595238,-2.399436681,-0.651003864,-2.101384386,-0.607199,1.346682312,-1.630709398,4.920579679,1.13499511
10145-12701,20.18867169,63.71484482,127.7039726,356.3003426,689.0536346,68.09287262,-54.63237095,17.57047033,-730.9617405,-2.28E-05,-215.7336311,25.41256899,10.61657241,-11.33472043,-19.387999,-26.36718726,-12.24830055,-15.06212762,-28.28150172,13.44977424,35.35003704,-1.950771481,63.71484482,-4.444814973,20.18867169,12.99501085,18.14160013,14.48868912,13.60033244,38.6704632,356.3003426,127.7039726,45.08005017,30.86148143,-6.416915338,4.020459205,4.337407993,6.527677022,4.768427357,2.42264855,24.55316809,3.646691352
10145-12702,-7.516418616,23.92183749,31.35790698,62.93532944,32.65068054,68.14537811,-6703.595769,-6615.208344,-629.6848551,0.00015253,38.84338252,-64.11260096,18.05579758,2.903826316,-0.562649687,73.78668467,59.60673523,41.72599157,-17.8757089,-18.93887838,-3.999402523,-8.066576958,23.92183749,-18.6640536,-7.516418616,-3.159857194,-17.4125042,-5.142298063,5.815276464,15.0353171,62.93532944,31.35790698,13.09458605,12.07269923,-1.568532427,-1.312231739,-10.95140775,4.164331118,2.134090026,3.579654773,6.546003819,-3.82348609
10145-12703,-0.998067935,13.33649095,33.80726115,63.11346054,12.84330241,68.14162445,-28.64465714,122.4697164,-638.4877116,0.000255128,50.67295837,-10.08029493,-62.31394323,-71.99401601,-35.85833104,-20.20356496,-42.27802785,8.816309293,34.2581927,45.80081304,-55.99825414,0.508296609,13.33649095,-1.709828556,-0.998067935,31.10428937,-26.09966214,13.99507109,20.78527705,-1.836978118,63.11346054,33.80726115,9.923358917,6.102178097,3.292788188,9.049058914,34.16539892,-6.772311211,-1.997859001,-1.635576725,-10.96499888,8.013336182
10145-12704,2.958387295,9.369035721,24.40689659,37.05791601,13.66676903,68.04412842,-86.51398722,-8.268074036,-632.0645777,-9.33E-05,60.93693288,9.867501895,3.469831944,-57.19544983,5.364458005,12.16484451,-14.97421074,-27.85643641,-10.73129177,1.252007385,13.32131068,16.92239825,9.369035721,4.530393124,2.958387295,3.144062837,9.828642209,10.55757205,3.855386019,8.74939537,37.05791601,24.40689659,6.047604243,9.071118673,-5.300938288,-1.423231731,3.828576406,-0.844848295,4.686527411,0.081296697,0.272720752,-0.547628661
