plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,log(N/Ha),log(O/Hb),KL log(O/Hb),gz2_class
8552-3702,6.180638924,10.5405224,10.98622298,33.78340054,2.830486596,-0.487854953,-0.231828763,0.553160363,S
8552-3703,5.947135806,2.186020978,-2.384079099,1.231298145,0.380101115,0.286957435,0.434653531,-2.142558197,E
8552-3704,37.71168804,65.11431503,60.72511005,208.6006889,12.88791203,-0.535947428,-0.237200504,0.583606482,S
8552-6101,10.03093123,11.26953816,5.639483571,27.83541298,28.71324205,-0.693358333,-0.050564865,0.665655967,S
8552-6102,54.75861263,85.27960014,95.40254402,327.5015411,17.94100332,-0.535653392,-0.192392719,0.583429183,E
8552-6103,13.22621417,4.575856537,54.77981663,35.45571327,2.206480026,0.188934348,0.460963151,-0.980311437,E
8552-6104,9.802102725,8.810593605,9.437854131,5.786241849,0.939972838,0.212476679,0.04631408,-1.178717508,E
8552-9101,15.52553749,13.54125965,56.85050297,51.60315514,5.168889165,0.042058055,0.059387579,-0.235426994,S
8552-9102,19.90370893,22.22448254,85.65443039,77.06882858,4.692646503,0.045871073,-0.047897646,-0.248241916,S
8553-12701,8.671371698,18.29982471,25.5044384,72.24431038,4.14033556,-0.452187885,-0.324359127,0.528529588,E
8553-12702,110.2934113,41.52228451,225.2729301,173.5881157,10.31024957,0.113189019,0.424268329,-0.519588641,S
8553-12704,15.31829572,7.089909256,28.57797194,22.41013622,5.973310828,0.105586909,0.334569773,-0.483924497,S
8553-12705,58.52652168,93.54386139,244.6349907,544.5290985,32.45892143,-0.347502517,-0.203662579,0.443824928,S
8553-1902,13.7390089,2.528645992,18.28357601,16.027318,1.107346714,0.057200288,0.735067372,-0.287714208,E
8553-3702,33.41540003,14.01433131,51.49012947,36.11292744,3.376616538,0.154061289,0.377374284,-0.740754219,E
8553-3703,20.3475709,17.52588892,67.26527977,59.13755512,6.005736232,0.055927587,0.064832516,-0.283172278,S
8553-3704,311.7309265,431.3906631,493.2943192,1633.623749,96.36068153,-0.520045924,-0.141090851,0.573866965,S
8553-6101,3.603115002,-2.817763408,2.955574036,0.429994861,0.301361819,0.837178577,0.106773599,2.851316967,E
8553-6102,43.9997282,54.77062607,101.4904194,145.7274208,9.759977579,-0.157116231,-0.095097712,0.217293555,E
8553-6103,6.400682449,10.43743569,15.94860911,15.81883621,1.309110165,0.003548285,-0.212367531,-0.117745217,S
8553-6104,16.26613426,8.617335737,30.28049135,25.89291239,1.59370476,0.067982016,0.275911339,-0.327345056,E
8553-9101,39.95740509,33.04621029,179.6742706,143.8602791,7.884019256,0.096544992,0.082475614,-0.443396225,S
8553-9102,139.6203194,155.9615517,303.833313,475.1243134,27.58182716,-0.194171866,-0.04806892,0.271563024,S
8554-12701,5.780843139,3.866852999,8.952745199,14.00001383,2.910437763,-0.19417224,0.174633523,0.271563542,S
8554-12702,10.07116818,22.67778587,31.63228846,79.47110176,4.730532169,-0.400078622,-0.352520802,0.488913932,S
8554-12703,9.698474169,6.414114356,13.22568274,11.91001177,5.209997475,0.04550591,0.179566715,-0.247004694,S
8554-12705,197.7837067,127.2184048,414.0182724,741.5758972,47.22220802,-0.253136097,0.191640566,0.346452012,S
8554-1901,18.93714285,7.235582411,11.99797726,9.828599811,0.790770322,0.086616382,0.417840961,-0.401095632,E
8554-1902,48.82990742,27.50762606,51.17504501,54.16158581,3.325158417,-0.024633138,0.249232789,-0.043237227,E
8554-3701,51.86436558,173.7033463,311.504364,774.8088989,47.10934353,-0.395730465,-0.524939115,0.485392706,E
8554-3702,8.277874947,6.231441684,4.36225003,5.070159882,0.885820672,-0.0653111,0.123330326,0.050475713,E
8554-3703,27.57132244,10.3867916,28.82366943,19.7408123,1.250273108,0.164384249,0.423976179,-0.805970425,S
8554-3704,33.40891075,77.85056877,142.6223793,352.3247604,21.22485399,-0.392755488,-0.367399474,0.48296306,E
8554-6101,45.55829716,76.20688438,78.62048531,262.8540955,49.21002007,-0.524179028,-0.223426723,0.576428417,S
8554-6102,8.726815701,9.683775783,2.549832463,4.9005422,0.519026808,-0.283732487,-0.045188921,0.380694298,S
8554-6103,10.6759212,7.219915345,11.59167027,9.077952743,0.66576831,0.106158102,0.169873254,-0.486552378,E
8554-6104,27.41135645,9.428137898,75.57565308,44.55230427,2.444099188,0.229511738,0.463504601,-1.346506333,S
8554-9101,24.6497817,60.37698936,67.73734283,213.9341774,16.55435705,-0.499452015,-0.389058376,0.560778553,S
8554-9102,6.205316186,-0.115475032,7.943438768,6.357919216,1.496593177,0.096693547,1.730275822,-0.444046223,S
8555-12702,47.59505463,112.4542217,374.9525528,617.9042664,35.84880257,-0.216944879,-0.373413935,0.302010267,S
8555-12703,9.775430441,10.33842778,25.41291666,46.91979885,4.080287457,-0.266301629,-0.024318609,0.361535176,S
8555-12704,4.592448115,5.196047826,6.558593631,3.106106304,0.363245122,0.324594408,-0.053628881,-3.005161901,E
8555-12705,21.68411112,15.99144125,59.49112129,101.0088596,6.790005445,-0.229907313,0.132254017,0.318456028,S
8555-1901,35.36622429,77.60336876,156.8227425,370.287323,22.70943975,-0.3731298,-0.341291878,0.466505231,E
8555-1902,9.17335391,9.806837082,16.29816294,32.01302671,1.996294975,-0.293188082,-0.029000812,0.390721271,E
8555-3701,39.50147438,12.66112947,111.6317234,65.05723381,3.699017823,0.234492036,0.494140856,-1.400145955,E
8555-3702,7.147614002,11.52417405,2.552713871,4.595750809,0.431187014,-0.255354334,-0.207448718,0.349031702,E
8555-3703,14.49265981,11.05906141,16.91892815,18.19620275,2.477131069,-0.031607921,0.117429828,-0.026089248,S
8555-3704,5.139832973,8.047316492,4.2997244,6.92542851,0.601495884,-0.207006031,-0.194702076,0.288974053,E
8555-6101,14.43544698,9.451235414,9.161530495,9.429002017,1.061214864,-0.012497697,0.183941655,-0.074254739,E
8555-6102,8.896930933,4.779468775,14.41276789,18.94976425,1.355623156,-0.118856419,0.269860591,0.154093826,E
8555-6103,7.383407593,6.310106784,8.720452428,6.558162451,0.615911379,0.123756847,0.068220135,-0.57176769,S
8555-6104,42.39055538,29.63927698,73.46519089,47.39633751,2.914041042,0.190336828,0.155401501,-0.991195313,E
8555-9101,2.489782423,19.32219386,4.351079453,16.03454876,3.527265698,-0.566459729,-0.889895038,0.601458079,E
8555-9102,7.830111384,19.12342453,29.19798756,72.45389557,9.794009447,-0.394708822,-0.387797726,0.484560221,S
8561-12701,2.92684263,12.07074833,19.7450695,51.35210896,6.48895812,-0.415099617,-0.615334823,0.50081204,S
8561-12702,64.90081787,49.9771347,30.256567,161.3543625,11.3313098,-0.726961062,0.113478816,0.68037607,S
8561-12703,102.9202557,36.88713646,22.9864502,124.5161114,42.20552444,-0.733753641,0.445625914,0.683251792,S
8561-1901,23.02043724,22.57026005,28.06248665,72.98980522,4.041621685,-0.415136053,0.008577005,0.500840409,E
8561-1902,62.69335556,29.04320318,21.1665349,38.18568039,10.9740746,-0.256250766,0.334177002,0.350069733,E
8561-3701,18.55750036,0.137010336,35.98395729,14.4402678,1.185855836,0.396533675,2.131766147,-7.113123929,E
8561-3703,39.20394039,121.5956783,226.8158531,554.9520416,36.13313675,-0.388582048,-0.49158842,0.479526258,E
8561-6101,25.52543926,20.5309636,63.17783833,44.08294868,3.630669594,0.156294126,0.094563891,-0.75449658,E
8561-6102,22.61101198,45.1921463,91.42916489,229.859623,13.36296892,-0.400377937,-0.300742968,0.489155029,S
8561-6103,74.97925758,60.5444479,163.4100876,267.4265747,14.91474986,-0.213925699,0.092866813,0.298090249,S
8561-6104,17.9982686,4.428540945,36.57446289,24.64941549,5.853954554,0.171371332,0.608970064,-0.852670596,E
8561-9101,21.26361227,32.55217171,69.65588379,150.6427193,13.01169395,-0.33499034,-0.184942923,0.432226931,S
8561-9102,16.23994064,12.80280805,41.03803349,46.38330555,4.02327621,-0.053175154,0.103279203,0.02404249,S
8562-12702,48.90472507,41.38914871,31.87138414,159.8798714,17.41842318,-0.700392865,0.072464328,0.668807486,S
8562-12703,6.849487305,9.783884883,22.22038651,35.63995075,6.855991721,-0.205185486,-0.154853269,0.286544561,S
8562-12704,30.56044483,12.13833761,52.4493475,38.58687305,2.386211038,0.133300503,0.401000459,-0.62170452,S
8562-12705,27.03420782,17.16429698,55.50695992,41.69242859,3.092211008,0.124290248,0.197287628,-0.574485951,S
8562-1901,11.96175838,13.64367819,26.41114998,47.88837242,2.879228413,-0.258442766,-0.057136442,0.352597216,E
8562-1902,12.85064971,10.04246855,-1.36033392,24.35926723,2.399637014,-1.253018693,0.107084605,0.835970179,E
8562-3701,16.83356333,15.89727771,49.79262447,34.63301229,2.218612731,0.157674751,0.024853296,-0.763092173,E
8562-3702,49.73296165,258.2391777,397.6441269,1091.990936,60.1604023,-0.438724461,-0.715377807,0.518729416,S
8562-3703,29.69180536,84.16478729,137.5739784,318.1591263,17.67861748,-0.364108089,-0.452493825,0.458679913,E
8562-3704,33.5605135,14.30656952,20.20193481,21.0048945,1.548701167,-0.016927539,0.370293088,-0.062753133,E
8562-6101,1463.810455,211.1848564,503.3644104,971.187439,54.41639996,-0.285420551,0.840822072,0.382502773,S
8562-6102,56.90778828,53.82965279,153.8335571,174.2637405,9.622159243,-0.054155949,0.024150129,0.026224218,S
8562-6103,73.8239727,385.1931076,808.733902,1795.988586,115.0221577,-0.346497923,-0.717481095,0.442906857,S
8562-6104,1.061929032,1.194259509,2.902560562,2.042069376,0.31606286,0.152710798,-0.051003214,-0.732536272,S
8562-9101,12.66825461,0.145305924,22.25068283,14.25189996,0.991343811,0.193470578,1.940433463,-1.015913554,S
8563-12701,45.0612011,102.5183125,199.1406403,438.3097153,26.5059104,-0.342621198,-0.356998685,0.439342742,S
8563-12702,13.08677459,24.41895533,26.2953496,86.83794212,4.740502834,-0.518830574,-0.270894458,0.573109689,E
8563-12703,16.94995594,22.32361794,36.12340355,99.41401672,5.5451684,-0.439658959,-0.119596007,0.519419015,S
8563-12704,27.18438594,16.3059686,6.937014421,49.71856054,3.450594187,-0.855345949,0.221972925,0.729742812,S
8563-12705,25.56625223,18.54831934,88.15801048,62.86121082,10.75416803,0.146879039,0.139362505,-0.697837908,S
8563-1901,2.459086359,19.83809662,32.06133175,85.21783829,5.596180201,-0.424548955,-0.90672622,0.5080921,S
8563-1902,46.42317677,77.24995804,179.600544,296.8900452,16.59264851,-0.218287988,-0.221163396,0.303743069,E
8563-3701,57.26016998,97.12083435,106.6576042,353.9235077,19.61864614,-0.520917585,-0.229459772,0.574408947,S
8563-3702,125.9598064,298.3529816,647.3390045,1423.036499,81.36313057,-0.342084264,-0.374498398,0.438846422,S
8563-3703,38.21068096,23.4525795,107.0803661,70.6292696,4.500892997,0.180725132,0.211994161,-0.918721041,E
8563-3704,120.3532162,84.55117226,38.52437401,271.1326981,57.76647377,-0.847446305,0.153338067,0.726983027,E
8563-6101,16.43581533,18.17952728,32.58258343,64.20929337,3.757327318,-0.294612375,-0.043791333,0.392210139,S
8563-6102,50.34790802,52.08067608,39.91006374,169.035038,24.93151426,-0.626894314,-0.014695183,0.633884436,S
8563-6103,14.48941064,18.45661211,17.33380508,62.8768692,5.630244851,-0.559597,-0.105101264,0.597535181,E
8563-6104,20.08578157,63.73898315,129.7209702,308.8256149,25.07182074,-0.376703127,-0.501516395,0.469558584,E
8563-9101,4.177922567,6.385424296,-1.597230872,6.315542539,0.652339677,-0.597042969,-0.184229374,0.618326677,E
8563-9102,59.54040718,56.10962391,43.60139179,202.8636131,11.80711436,-0.667703804,0.025774443,0.653832328,E
8564-12701,14.2222867,48.24308586,82.98140526,221.6916122,12.80434895,-0.426768477,-0.53046565,0.509779836,E
8564-12702,4.90222311,18.51817036,30.22834063,75.16637039,5.077412844,-0.395609272,-0.577205002,0.485294055,E
8564-12703,17.83423805,33.3995409,48.68443012,141.9685478,9.572983265,-0.464802049,-0.272485938,0.537455431,E
8564-12704,33.17203665,15.15469648,91.26517677,48.46483707,2.764216065,0.274878342,0.340224894,-1.936254702,S
8564-12705,124.6013069,74.8361702,286.3930435,376.9111176,23.86933708,-0.119276483,0.221411044,0.154832269,S
8564-1901,226.4761009,195.4910126,106.075985,595.8817902,34.89653301,-0.749543041,0.063895583,0.689812651,E
8564-1902,8.895754099,12.26294613,17.13059473,40.5463686,2.207360148,-0.374179523,-0.139412051,0.467404885,E
8564-3701,388.9688339,298.1188889,200.9123192,1110.268188,67.37606812,-0.74242133,0.115525311,0.686874572,E
8564-3702,17.30877209,52.33222389,69.10871696,183.8865509,11.11671615,-0.425017137,-0.480502931,0.508448804,E
8564-3703,1.684182227,1.557799339,0.816281661,0.906554937,0.131959384,-0.045554088,0.033877565,0.006806976,E
8564-6101,0.036125395,0.435515964,1.36951828,1.691316396,0.246944785,-0.091657026,-1.081191469,0.103927945,E
8564-6102,5.466879129,17.41145182,21.19369125,54.88583088,3.712531745,-0.41325364,-0.503095513,0.499371654,E
8564-6103,13.15027237,18.42323256,27.28395891,81.78218079,5.568258762,-0.4767513,-0.146431086,0.545691405,E
8564-6104,240.5205765,130.7070427,49.91854382,431.744545,25.01860905,-0.936964951,0.264853247,0.756442647,E
8564-9101,49.28660679,69.05616379,54.35873985,229.0881233,12.60445929,-0.624733194,-0.146473529,0.632786605,E
8564-9102,25.77380037,23.73049068,63.63299084,92.73554611,4.808842301,-0.163563898,0.035871742,0.227192614,E
8565-12702,25.44195127,16.65598178,59.49667931,56.05256271,3.325485229,0.025897254,0.183980179,-0.183556019,S
8565-12703,71.08381462,50.14950466,33.18308163,196.2091331,12.2194984,-0.771802504,0.151504078,0.698778571,S
8565-12705,11.39530039,29.60031462,39.49550152,110.5957794,7.060593843,-0.447190921,-0.414570549,0.524925819,E
8565-1902,147.8154221,331.1485214,752.6719818,1033.163879,67.64957237,-0.137563465,-0.350303073,0.185989661,E
8565-3701,18.92770529,62.86880016,136.6847343,331.1333923,19.06924295,-0.384282965,-0.521337207,0.47595088,E
8565-3702,7.529966831,4.68348936,-1.210930169,5.922522366,0.930552468,-0.68938761,0.206223525,0.66386017,E
8565-3703,3605.133789,323.7258301,1028.044281,1133.73587,79.32367706,-0.042500066,1.046744033,-0.000243749,E
8565-3704,306.8780212,171.1034737,85.24894905,576.46492,39.34201431,-0.83008385,0.253706959,0.720799494,E
8565-6101,16.12305021,10.64258099,11.81589675,25.25855589,6.306344032,-0.32994183,0.180400243,0.427444552,S
8565-6102,40.05160999,63.37003326,67.73978233,231.6869545,13.17291856,-0.534057784,-0.199263957,0.582465245,S
8565-6103,8.535580635,22.26861668,52.40944767,114.8159924,6.993870735,-0.340592801,-0.41646017,0.437464326,S
8565-9101,19.57732201,22.31151056,13.91905499,60.42448521,7.333474517,-0.637603209,-0.05677569,0.639261256,E
8566-12701,9.351044416,5.117325932,15.92683935,11.3651787,0.922735393,0.146553331,0.261817041,-0.695936872,S
8566-12702,54.41913986,103.4041348,132.3458481,381.4468231,24.54288435,-0.459723681,-0.278786232,0.53389108,S
8566-12703,7.32924664,18.98788881,23.59355879,63.64939976,4.424510479,-0.431000859,-0.413417343,0.512975118,S
8566-12704,29.15382814,113.855423,188.5533791,479.2045746,25.17145395,-0.405086635,-0.591658132,0.492926162,S
8566-12705,6.895804286,44.51780033,53.79146957,170.3282051,14.71696258,-0.500573161,-0.80994877,0.56150539,S
8566-1902,6.199352622,8.180284381,-0.335694605,2.557958126,0.383019783,-0.881949068,-0.120422062,0.738799571,S
8566-3702,27.60132265,20.28734255,59.13202667,69.5173111,4.470230341,-0.070270201,0.133704732,0.060935324,E
8566-3703,113.0320549,179.3820343,230.529911,703.1570129,45.0997057,-0.48432503,-0.200577322,0.550804777,E
8566-6101,19.27008677,9.73597765,36.4768362,16.22269845,1.033134356,0.351894068,0.296504102,-3.974854865,E
8566-6102,22.97653627,8.69968915,45.92823792,28.95168543,5.171562135,0.200405932,0.421780824,-1.072661063,S
8566-6103,143.8237877,84.25167656,39.42007923,253.6463928,63.71426487,-0.808511198,0.23225217,0.712882552,E
8566-6104,19.48727131,18.33926451,12.39308405,16.87191224,1.460503161,-0.133984913,0.026369117,0.180040997,E
8566-9101,25.76996422,25.09094191,132.0291405,125.8685398,6.868097305,0.020752602,0.011596851,-0.167826451,S
8566-9102,22.46615696,13.24890614,112.1995525,44.77697182,34.45959187,0.398936405,0.229348765,-7.393860719,S
8567-12701,35.44263363,214.7753563,313.7726669,970.7159576,58.12928677,-0.49047706,-0.782458463,0.554898939,S
8567-12703,10.76037383,22.89558315,29.67980385,77.04101181,8.022148132,-0.414260952,-0.32792435,0.500158388,S
8567-12704,8.14198637,15.16396117,21.29890823,53.50347328,3.986098528,-0.400024634,-0.270082293,0.488870427,S
8567-1901,40.64819431,4.659673333,-6.33003509,13.67685533,0.857641369,-0.334580135,0.940685786,0.431840591,E
8567-1902,13.80238962,29.24910307,55.56323624,141.562748,11.29837799,-0.406161451,-0.32615827,0.493781285,S
8567-3701,20.12003994,46.83854103,97.37936592,234.7471962,13.06865931,-0.382133471,-0.36697452,0.474149701,S
8567-3702,15.80482054,9.595104694,54.23300362,36.48957968,2.057865173,0.172094797,0.216739851,-0.85763124,S
8567-3703,12.28894973,8.858322084,31.33787012,45.76166534,2.937279582,-0.164432344,0.142163301,0.228510559,S
8567-3704,37.11014271,12.51791525,32.68603134,25.01200294,1.660650283,0.116213722,0.471960618,-0.534204802,E
8567-6101,14.62812781,33.87227631,66.01033974,133.8973236,8.05303371,-0.307159928,-0.364655637,0.405090771,S
8567-6104,8.414709727,-2.135998487,3.759172837,3.904863675,0.603813986,-0.016513583,0.595438198,-0.063819054,E
8567-9101,35.2147007,25.61134195,11.36629796,68.34412384,8.234360576,-0.779082144,0.138291667,0.701641406,S
8567-9102,12.86502314,37.69743156,69.259161,168.9163666,10.06876063,-0.387194505,-0.46690119,0.478376213,S
8568-12701,6.125736952,8.319673777,14.45315337,12.42276073,0.774211019,0.065744491,-0.132947954,-0.31894666,E
8568-12702,22.28052759,55.78655624,68.83856964,190.4696884,22.90858936,-0.441994034,-0.398604082,0.521135975,S
8568-12703,3.78770417,23.7757287,37.89827156,100.0658054,5.154504061,-0.421666292,-0.797757784,0.505887563,S
8568-12704,18.1025815,20.98058033,61.53655434,61.8825779,3.982965767,-0.002435222,-0.064076985,-0.101182306,S
8568-12705,16.43334842,56.63411999,92.38191032,252.8871193,14.32363963,-0.437339771,-0.537352093,0.51770499,S
8568-1901,100.2530308,56.51642323,225.6169243,129.7615662,8.027050257,0.240225596,0.248922842,-1.464777855,E
8568-1902,20.7979908,20.39408755,20.76388645,24.00277805,1.599176884,-0.062952864,0.008517102,0.045433489,E
8568-3701,14.04137874,9.794998407,16.98305917,20.41556549,1.364776313,-0.079945491,0.156405384,0.080799162,E
8568-3703,1216.156616,670.0424957,406.7880249,2407.719421,148.989769,-0.772237716,0.258887159,0.698950669,E
8568-3704,47.52108765,125.0011559,258.3904572,580.2823639,33.34598637,-0.351362901,-0.420027657,0.447331931,S
8568-6101,37.35932827,83.31879616,234.4587593,470.7508392,27.67366266,-0.30272464,-0.348343927,0.400585546,S
8568-6102,18.69769907,-1.507204242,15.2543745,11.77265537,1.328380346,0.112519974,1.093616058,-0.516389043,E
8568-6103,12.79025149,31.36974192,60.82033443,167.6738548,20.03299379,-0.440416545,-0.389631862,0.519977027,S
8568-6104,51.53234291,22.94293785,93.38525391,59.47043419,3.265167177,0.195977195,0.351430859,-1.036092092,S
8568-9101,115.8079891,174.834507,628.3564301,858.5559387,46.62345505,-0.135562533,-0.178888633,0.182672157,E
8568-9102,5.687951446,3.535518825,3.301130742,6.05818373,0.854608193,-0.263679715,0.206502726,0.358574533,E
8588-12701,24.12949467,13.32261395,34.37090206,39.44671249,2.986001253,-0.059819884,0.257958783,0.038665333,S
8588-12702,13.12744427,36.49273682,38.18901443,124.0031815,29.32500219,-0.511494377,-0.444026252,0.568498732,S
8588-12703,9.437063456,30.65180779,40.28325653,122.003685,8.935638905,-0.481248376,-0.511619218,0.548737407,S
8588-12704,240.7965736,44.27737427,268.6101608,235.9137154,29.09575796,0.056369247,0.735468444,-0.284745277,S
8588-12705,62.22652817,236.6686096,405.9405823,1147.629211,71.28017807,-0.451339124,-0.580165089,0.527920225,S
8588-1902,56.5453968,-2.498540044,77.94438362,49.24100304,3.734679699,0.199457936,1.354710942,-1.064732559,S
8588-3702,248.7316933,128.9869843,454.8194656,493.5159607,25.13577843,-0.035462159,0.285185237,-0.016816354,E
8588-3703,56.2370491,141.3882179,161.9346809,525.2379913,33.25201321,-0.511016262,-0.400390697,0.568195833,E
8588-3704,30.42467785,-5.277588919,60.40716934,36.68878651,2.307070017,0.216555138,0.760790429,-1.216835138,E
8588-6101,105.2732964,141.7871933,360.3926849,524.9810028,57.00210571,-0.163367621,-0.129318784,0.226894246,S
8588-6104,25.77169943,12.71857667,48.45535088,46.37722874,4.401061654,0.019036949,0.306704545,-0.162660708,S
8588-9101,22.051754,17.44307947,67.35413933,75.87188148,8.568201065,-0.051716563,0.10181998,0.02078276,S
8588-9102,8.960130692,24.57779884,56.94222641,108.6001148,11.38472104,-0.280395841,-0.438228641,0.377095707,S
8589-12701,30.43475914,61.89130878,54.74183941,206.7503242,16.40358543,-0.577126813,-0.308259797,0.607453557,S
8589-12702,11.16865468,24.51139355,56.01027584,138.5965385,8.506829739,-0.393484672,-0.34136714,0.48356013,S
8589-12703,11.74954796,21.49492788,29.70601845,94.03156471,8.985114336,-0.500429217,-0.262314834,0.561412165,S
8589-12704,26.7938695,90.90406609,113.4968719,358.7540512,21.37146425,-0.499812922,-0.530547872,0.561012712,S
8589-12705,40.98515511,15.36668497,75.19305992,56.48388863,4.522772193,0.12425317,0.426046395,-0.574296728,S
8589-1901,20.44695663,8.925817966,8.389370084,25.94378328,1.592796385,-0.490303955,0.35998065,0.554784455,E
8589-3701,37.24060726,17.34487319,25.49475336,37.87395334,2.388664424,-0.171889825,0.331845625,0.23968115,E
8589-3704,104.3688889,23.42756891,49.03733444,115.5784893,7.89869082,-0.372350159,0.648843836,0.465835597,E
8589-6101,11.99654627,2.402818203,4.283736229,6.218079448,0.501945287,-0.161833545,0.69833532,0.22455585,E
8589-6103,34.8571043,9.018920302,17.31697083,20.73498249,1.348593324,-0.078231748,0.587136757,0.077331858,E
8589-6104,3.827131033,9.84689495,4.582121283,16.11589313,2.728101552,-0.546187798,-0.410425973,0.589717256,E
8589-9101,9.879534006,37.30362797,72.98172188,171.4084625,9.005582809,-0.370818154,-0.577014611,0.46451614,S
8589-9102,3.528931737,10.13993931,20.0393734,45.27120399,2.640198231,-0.353937907,-0.458392098,0.449652949,S
8591-12701,24.2303195,38.39916706,29.44730043,117.637064,9.250615358,-0.601498689,-0.199962663,0.620703923,S
8591-12702,23.87584162,40.48426056,41.50848579,144.0655479,9.983555317,-0.540423245,-0.229327522,0.58629259,S
8591-12703,8.218699694,6.526373029,20.1674974,35.44479895,2.234024942,-0.244900508,0.100131219,0.336734415,S
8591-12704,4.243152201,4.522845626,7.383896351,20.346488,1.253344804,-0.440203865,-0.027723155,0.519820468,E
8591-12705,25.93984461,55.20540905,129.7441444,241.1890488,15.87410378,-0.269269818,-0.328014262,0.364861485,S
8591-1901,1.484502047,3.328492135,-0.821294151,3.91169928,1.141235083,-0.67786673,-0.350666734,0.658579423,E
8591-1902,6.484021028,6.000192801,-1.116453091,0.333416253,0.261272331,0.524853714,0.033679209,12.31048683,E
8591-3701,34.30133867,28.52069902,43.50486469,26.28378487,1.749285996,0.218849918,0.080150904,-1.238826605,E
8591-3703,45.86125374,49.4359808,44.51687431,161.7236137,9.949016094,-0.560248774,-0.032597232,0.597909997,E
8591-3704,13.1647447,5.253323555,1.714086572,6.168079853,0.605824331,-0.556117235,0.398978291,0.595526017,E
8591-6101,24.26666975,21.70052767,96.23257065,77.84889603,4.583671808,0.092069629,0.048539886,-0.424053928,E
8591-6102,43.57792377,23.53907192,107.3159733,37.89560795,2.822822511,0.45207549,0.267477199,-32.84161361,E
8591-6103,1.955191284,3.303949296,5.45048368,7.869137883,0.809173375,-0.159492112,-0.227844121,0.220964823,S
8591-6104,27.20156765,19.52020168,67.02468872,76.63135719,5.729768395,-0.058171712,0.144109633,0.035072565,S
8591-9102,2.333190739,9.600713491,15.29616117,38.00553322,5.133484125,-0.395264379,-0.614353266,0.48501316,S
8592-12701,162.7909966,82.16192818,34.99432468,254.7490578,15.42111874,-0.862114969,0.296959759,0.732081567,S
8592-12702,25.34993649,44.6870575,46.28761768,148.4075508,8.27836442,-0.505991169,-0.246204883,0.564994345,S
8592-12703,9.444898129,6.986065328,16.73945093,6.406145692,0.584315434,0.417144397,0.130964636,-10.35087681,E
8592-12704,25.33372211,3.088059008,19.1002841,22.19660044,1.60041827,-0.065246637,0.914013412,0.050338473,S
8592-1901,9.60327975,7.909420013,6.537158171,3.618902286,0.646194557,0.256812136,0.084274942,-1.671326107,E
8592-1902,21.82281256,22.91876316,15.25104547,54.1144619,3.417767227,-0.550013729,-0.021280454,0.591968833,E
8592-3701,34.09743977,24.94818687,51.81223011,47.41814613,2.857912719,0.038487715,0.135682782,-0.223632986,E
8592-3702,169.7982559,201.1738281,284.282196,934.860733,60.48154926,-0.516997257,-0.073638255,0.571963834,E
8592-3703,28.42072868,126.5568371,248.4205437,628.6032867,37.90854073,-0.40318914,-0.648650404,0.491411375,S
8592-3704,74.22970581,93.40742302,90.93391418,332.07061,17.01414871,-0.562504555,-0.099803651,0.599203575,E
8592-6101,46.56546974,211.322319,507.6935577,1342.544739,71.47039986,-0.422327114,-0.65688138,0.50639419,S
8592-6102,24.55734539,20.89094019,85.47606277,96.83728218,11.14398003,-0.054198083,0.070223433,0.026317758,S
8592-6103,9.567859332,0.029702124,4.89592584,2.63368082,0.229886974,0.26927169,2.508027281,-1.848933567,S
8592-6104,25.19298458,28.75960922,41.03142643,119.3524113,8.248498917,-0.463714582,-0.05750336,0.536695434,S
8592-9101,14.17867756,46.69541931,79.70564461,200.7305641,12.14437509,-0.401124427,-0.517638553,0.489755602,S
8593-12702,12.5767076,21.21357775,23.74514437,73.68746185,8.433310628,-0.491818783,-0.227046956,0.555784896,S
8593-12703,10.81259966,18.21167278,34.87780762,69.9236412,7.715596437,-0.302074858,-0.226419715,0.39992117,S
8593-12704,7.865847826,14.53142691,32.22712088,46.51562691,21.57164955,-0.15937737,-0.266562722,0.220788159,S
8593-12705,1660.586823,519.8215408,1880.937134,1484.638794,92.47375298,0.102753476,0.504407315,-0.471009594,S
8593-1901,65.19253731,76.94128799,92.99534225,281.9846039,17.04836702,-0.4817642,-0.071961568,0.54908495,S
8593-1902,38.71906662,15.28875446,44.01540279,34.4933033,2.089182824,0.105869893,0.403552773,-0.48522539,E
8593-3701,17.1106596,11.48432052,43.53728294,24.5023694,1.553086221,0.249653239,0.173161447,-1.578363818,E
8593-3702,49.50260735,30.84729987,100.620573,57.28742695,3.867366314,0.24462747,0.205410919,-1.516629773,E
8593-3704,9.63096416,10.81960714,14.3601234,8.872377753,0.756763652,0.209118148,-0.050541725,-1.148223201,E
8593-6102,8.923369646,8.575272799,13.55179667,9.749759197,0.665798061,0.143002988,0.017280939,-0.675460469,E
8593-6104,45.2941103,46.18525791,136.1919823,191.6560669,11.72016001,-0.14837103,-0.00846164,0.203537229,S
8593-9102,44.06140995,25.72067404,10.39639235,76.81929016,7.464553595,-0.868587629,0.233776045,0.734295803,E
8595-12701,3.976292054,3.703062137,2.371598244,2.581546227,0.256203145,-0.036838786,0.030917276,-0.013538515,S
8595-12702,6.610725522,18.54917526,27.13288498,72.72025681,13.4124279,-0.42815943,-0.448075479,0.510833274,S
