plateifu,Classification,log(N/Ha),log(O/Hb)
8998-6103,SFG,-0.711246676,0.150034062
8998-6104,SFG,-0.692805514,-0.00562434
8998-9101,Unclassified,-0.525514116,-0.120970134
8998-9102,Unclassified,-0.491192903,-0.279229687
8999-12701,SFG,-0.473513683,-0.45437425
8999-12702,Passive,0.219382805,1.144009327
8999-12703,SFG,-0.502496939,-0.693000972
8999-12704,SFG,-0.623830434,-0.214024685
8999-12705,Passive,0.309145742,-0.147857012
8999-1901,SFG,-0.552197413,-0.060725102
8999-1902,Passive,0.179461231,0.010789375
8999-3701,SFG,-0.542519192,-0.184475309
8999-3702,Unclassified,0.037854411,-0.35439719
8999-3703,Passive,0.056714347,-0.206934194
8999-3704,SFG,-0.68278014,0.007400936
8999-6101,Unclassified,-0.432476766,-0.362124244
8999-6102,Unclassified,-0.183001954,0.262937902
8999-6103,Unclassified,-0.007201471,0.256116634
8999-6104,SFG,-0.345714709,-0.039123236
8999-9101,Unclassified,-0.206955493,0.192508707
8999-9102,Unclassified,-0.561717755,-0.188039835
9000-12701,Passive,0.117754692,0.258469724
9000-12702,SFG,-0.44726024,-0.574226823
9000-12703,Unclassified,-0.113049342,0.165782902
9000-12704,Passive,0.387036155,0.077826281
9000-12705,SFG,-0.334798028,-0.371369981
9000-1901,AGN,-0.07062688,0.241959054
9000-1902,SFG,-0.413971519,-0.048283722
9000-3701,Unclassified,-0.69379047,0.019616897
9000-3702,Passive,0.273013095,0.259149617
9000-3703,Passive,0.043006205,0.030860242
9000-3704,Passive,0.122146738,-2.384243053
9000-6101,Unclassified,0.086989643,0.277984768
9000-6102,SFG,-0.621991215,-0.106675262
9000-6103,Unclassified,-0.658490543,-0.157332749
9000-6104,Passive,0.214286557,-0.050199236
9000-9101,Passive,0.206232486,-0.166819464
9000-9102,Passive,0.288619137,0.00649319
9001-12701,Passive,0.888366069,-0.30326676
9001-12702,SFG,-0.33502091,-0.253184895
9001-12703,Passive,0.183477477,0.033491209
9001-12704,SFG,-0.965549244,0.342846999
9001-12705,AGN,0.172548041,0.278975387
9001-1901,Passive,0.957952951,-0.096872745
9001-1902,Unclassified,0.088925031,0.710386501
9001-3701,Passive,0.62693758,-0.150621756
9001-3702,Passive,0.029845727,0.234860267
9001-3703,Passive,0.035675077,0.1150023
9001-3704,AGN,0.129243553,0.120120694
9001-6101,SFG,-0.604361798,-0.179684962
9001-6102,SFG,-0.876024509,0.266911968
9001-6103,Unclassified,-0.769756217,0.040332118
9001-6104,SFG,-0.073652506,-0.053589935
9001-9101,SFG,-0.495470458,-0.451844124
9001-9102,SFG,-0.910162858,0.334812822
9002-12701,AGN,0.058531898,0.748792764
9002-12702,AGN,0.437420143,0.366075175
9002-12703,Passive,-0.726481833,-0.023520939
9002-12704,Unclassified,-0.159414549,0.094933075
9002-12705,Unclassified,-0.399288376,-0.669138558
9002-1901,Unclassified,-0.001725936,0.465190453
9002-1902,SFG,-0.849068784,0.31230096
9002-3701,Passive,0.174730842,0.068672954
9002-3702,Passive,-0.286890348,0.004656029
9002-3703,Passive,-1.827927552,-0.30505313
9002-3704,Unclassified,-0.089361316,-0.103895598
9002-6101,Unclassified,-0.040682171,-0.093205875
9002-6102,Passive,-0.485407482,-0.193488683
9002-6103,Passive,-0.22665823,0.291487659
9002-9101,Passive,0.377756496,0.315779478
9002-9102,Unclassified,-0.536749284,-0.205294026
9024-12701,Passive,0.179518074,0.189797654
9024-12702,Unclassified,-0.200267808,0.132476983
9024-12703,Passive,0.138567861,0.503712753
9024-12704,Passive,-0.182700709,0.143549389
9024-12705,AGN,0.151232299,0.146428865
9024-1901,Passive,0.295507378,-0.056533159
9024-1902,SFG,-0.750225274,0.325686388
9024-3701,Passive,-0.567271177,0.340349018
9024-3702,Passive,0.083998533,0.159296561
9024-3703,Passive,0.326329164,1.384736739
9024-3704,Passive,0.068320004,0.110412313
9024-6101,Passive,0.131692467,0.395529279
9024-6102,SFG,-0.422300051,-0.367932675
9024-6103,Passive,0.027406803,0.406837581
9024-6104,Passive,-0.435431125,-0.407492265
9024-9101,Unclassified,0.03098741,0.067345171
9024-9102,AGN,-0.055726595,0.189110343
9025-12704,AGN,0.233144418,0.636150203
9025-12705,Passive,-0.363239829,-0.193494
9025-1901,SFG,-0.67932564,0.154951605
9025-1902,SFG,-0.350505439,-0.578270221
9025-3702,SFG,-0.254755835,-0.655787552
9025-3703,Unclassified,0.16074555,0.185540641
9026-12701,AGN,0.182863759,0.207339536
9026-12702,SFG,-0.530379131,-0.523640349
9026-12703,SFG,-0.382542801,-0.500497388
9026-12704,Passive,-0.700243608,0.117866077
9026-12705,Unclassified,0.462439601,0.409687854
9026-1901,Passive,-0.66852333,-0.020418979
9026-1902,SFG,-0.262517034,0.098036933
9026-3701,SFG,-0.651235014,0.082020915
9026-3702,Passive,0.211930442,0.283601353
9026-3703,SFG,-0.478354885,-0.690768176
9026-3704,SFG,-0.296068918,-0.199496811
9026-6101,SFG,-0.391607705,-0.537974361
9026-6102,SFG,-0.710239625,0.102382774
9026-6103,SFG,-0.235930772,-0.092977291
9026-6104,AGN,0.099213489,0.386260288
9026-9101,AGN,0.215973562,0.807705197
9026-9102,Passive,0.09863254,0.652201117
9027-12701,SFG,-0.306984154,0.134897672
9027-12702,SFG,-0.454218241,-0.470597994
9027-12703,SFG,-0.406698638,-0.484073592
9027-12704,AGN,-0.170293146,0.70751557
9027-12705,SFG,-0.622039361,-0.084836096
9027-1901,SFG,-0.64788624,0.307762286
9027-1902,Unclassified,-0.332646786,0.284548283
9027-3701,SFG,-0.208395649,-0.256885796
9027-3702,SFG,-0.43163822,-0.480670608
9027-3703,SFG,-0.487165602,-0.259100869
9027-3704,Unclassified,-0.036133711,0.08610096
9027-6101,Passive,-0.129192919,-0.026498281
9027-6102,SFG,-0.521223751,-0.519385891
9027-6103,SFG,-0.423032327,-0.65354584
9027-6104,SFG,-0.747819936,0.052969665
9027-9101,SFG,-0.243932632,-0.162181116
9027-9102,SFG,-0.600823351,-0.115428222
9028-12702,Unclassified,0.074070835,0.076973907
9028-12703,SFG,-0.466293666,-0.631630639
9028-1901,Passive,0.040556199,0.088347554
9028-3702,Passive,0.127019328,0.162917412
9028-3703,Passive,0.218181492,-0.205120687
9028-6104,Passive,0.106839402,0.259841096
9029-12701,Passive,-0.254497148,0.053895098
9029-12702,SFG,-0.529438327,-0.618454223
9029-12703,Passive,-0.702574649,-0.499997252
9029-12704,AGN,0.10285923,0.296787971
9029-12705,AGN,-0.039107116,0.493530145
9029-1901,Passive,0.219374356,0.041736478
9029-1902,SFG,-0.321304566,-0.751346671
9029-3702,Passive,0.054965079,-0.173243268
9029-3703,Passive,-0.446857713,0.283715952
9029-3704,Passive,-0.145981065,0.366660427
9029-6101,Passive,0.080290378,-0.344638232
9029-6102,SFG,-0.382350987,-0.359974382
9029-6103,Unclassified,-0.366991095,-0.725733506
9029-6104,Passive,-0.294838528,-0.233134963
9029-9101,Unclassified,0.067001743,0.278941329
9029-9102,AGN,0.222008643,0.250444969
9030-12701,Passive,-0.071488884,0.067971699
9030-12702,SFG,-0.305299759,0.046056409
9030-12703,AGN,0.138954564,0.096623564
9030-12704,SFG,-0.229405068,-0.077964366
9030-1901,Passive,0.245195806,-0.080505497
9030-3701,Passive,-0.323544643,-0.039705789
9030-3702,SFG,-0.47482457,-0.693526144
9030-3703,AGN,0.409780518,0.27295243
9030-6104,SFG,-0.332725103,-0.388322467
9030-9102,SFG,-0.412040975,-0.289515935
9031-12701,Unclassified,-0.467605779,-0.572301766
9031-12702,Passive,-0.49411513,-0.362781577
9031-12703,SFG,-0.216975213,0.050176609
9031-12704,AGN,-0.073333577,0.408375478
9031-12705,AGN,0.030933178,0.296629324
9031-1901,Passive,0.49656833,0.492293818
9031-1902,AGN,-0.217996412,0.628688542
9031-3701,SFG,-0.048415816,-0.093885544
9031-3702,SFG,-0.392471971,-0.291997124
9031-3703,SFG,-0.225108482,-0.425660409
9031-3704,AGN,0.241230562,0.458370908
9031-6101,Passive,-0.108410033,1.319864166
9031-6102,SFG,-0.445570955,-0.497410971
9031-6103,Unclassified,-0.548247584,-0.335263633
9031-6104,SFG,-0.482128501,-0.563751779
9031-9101,Passive,-0.117865513,0.269551702
9031-9102,Passive,-1.188388824,-0.039856087
9032-12701,AGN,-0.041084777,0.634595909
9032-12702,AGN,0.189238713,0.773137304
9032-12703,Passive,0.033124767,0.244872848
9032-12704,SFG,-0.555303979,-0.41545648
9032-1901,SFG,-0.409330281,-0.510962642
9032-1902,Passive,-0.629219218,0.393600138
9032-3701,Unclassified,-0.10765863,0.316205587
9032-3702,Passive,0.134652158,0.236886633
9032-3703,SFG,-0.310705032,-0.309332003
9032-3704,SFG,-0.360651198,0.062000602
9032-6101,SFG,-0.331860964,-0.297808357
9032-6102,Unclassified,0.219059304,0.783297823
9032-6103,Passive,0.315494313,0.285433247
9032-6104,SFG,-0.43024146,-0.421253611
9032-9101,SFG,-0.363993316,-0.543305241
9032-9102,SFG,-0.402242587,0.063850067
9033-12701,AGN,0.032008346,0.116515116
9033-12702,Passive,0.660842452,-0.013852864
9033-12703,Passive,-0.256052563,-0.350103469
9033-12704,Passive,0.68192725,-0.059943989
9033-12705,SFG,-0.179042297,-0.309085215
9033-1901,SFG,-0.958329221,0.383759392
9033-1902,SFG,-0.396695596,-0.438530573
9033-3701,Passive,0.294323207,0.806138246
9033-3702,SFG,-0.286152781,-0.352666233
9033-3703,SFG,-0.32268167,-0.435155838
9033-3704,Passive,0.124917038,0.289780313
9033-6101,Passive,-0.183062629,0.190181453
9033-6102,Passive,0.189447451,0.435833849
9033-6103,Passive,-0.883679134,-0.014197642
9033-6104,Passive,-0.041674522,0.088013261
9033-9101,Passive,-0.540628368,0.199561074
9033-9102,SFG,-0.501887425,-0.278841478
9034-12701,SFG,-0.578460485,-0.008353555
9034-12702,Passive,0.227274437,0.096621572
9034-12703,Unclassified,-0.132953362,0.456935701
9034-12704,Passive,-0.244990546,-0.30188644
9034-12705,SFG,-0.401140846,-0.558801912
9034-1901,SFG,-0.35599897,-0.572135424
9034-1902,Passive,-0.013721993,0.520267266
9034-3702,SFG,-0.541504747,-0.247522422
9034-3704,Unclassified,-0.379528108,-0.296325116
9034-6101,SFG,-0.385618824,-0.368432803
9034-6102,SFG,-0.507507304,-0.509677142
9034-6103,Passive,0.059815668,0.125845446
9034-6104,SFG,-0.150284917,-0.236009204
9034-9101,Passive,0.105537409,0.002095407
9034-9102,Passive,-0.144818726,0.175259886
9035-12701,SFG,-0.642955269,-0.152578687
9035-12702,SFG,-0.418607293,-0.463194557
9035-12703,SFG,-0.265506683,-0.100128982
9035-12704,SFG,-0.68406863,0.119386139
9035-12705,Unclassified,-0.548329163,-0.133336745
9035-1901,Passive,0.08738501,0.078666499
9035-1902,SFG,-0.40163537,-0.594666386
9035-3701,SFG,-0.602101554,-0.077368836
9035-3702,SFG,-0.476442712,-0.610239082
9035-3703,SFG,-0.668270739,0.075868765
9035-3704,SFG,-0.039244409,-0.038751668
9035-6101,SFG,-0.125723129,-0.264665105
9035-6102,SFG,-0.338048885,-0.429204981
9035-6103,Passive,-0.115032699,1.343900405
9035-6104,Unclassified,-0.403813009,-0.72361551
9035-9101,Unclassified,0.158492261,0.37628273
9035-9102,SFG,-0.427548928,-0.00576721
9036-12701,Unclassified,-0.681569059,0.07589388
9036-12702,Passive,-0.199340066,0.210536546
9036-12703,Unclassified,-0.465299775,-0.693381523
9036-12704,Unclassified,-0.394750381,-0.768503656
9036-12705,SFG,-0.502449909,-0.463047598
9036-1901,Unclassified,-0.088372447,-0.13167844
9036-1902,Passive,-0.16161788,-0.109344277
9036-3701,Unclassified,0.251186653,0.316412624
9036-3702,Unclassified,-0.191495889,-0.731429904
9036-3703,AGN,0.184818127,0.43189856
9036-3704,AGN,0.142517245,0.368249978
9036-6101,AGN,0.040747967,0.30798438
9036-6102,AGN,-0.030043333,0.640984188
9036-6103,SFG,-0.749011253,0.148018116
9036-6104,SFG,-0.410148858,-0.54094784
9036-9101,Passive,0.128980512,0.399583708
9036-9102,SFG,-0.402071763,-0.332481408
9037-12701,SFG,-0.870438672,0.096924959
9037-12702,SFG,-0.48176053,-0.206518373
9037-12703,Passive,-0.009831581,-0.606208278
9037-12704,SFG,-0.189023908,-0.038783679
9037-12705,AGN,-0.087452963,0.331606766
9037-1901,Passive,0.117723161,0.443872116
9037-1902,Unclassified,-0.260614059,0.164880065
9037-3701,SFG,-0.809761748,0.171010873
9037-3702,SFG,-0.448637662,-0.431747271
9037-3703,Passive,0.240840224,1.714603218
9037-3704,Passive,0.55154783,0.10358079
9037-6101,SFG,-0.883069166,0.191945885
9037-6102,Passive,-0.128952268,-0.300755421
9037-6103,Unclassified,0.251422768,0.297438515
9037-6104,Unclassified,0.267616077,0.643063312
9037-9101,SFG,-0.719696219,0.000450406
9037-9102,SFG,-0.449132452,-0.3677091
9038-12701,Passive,0.737869819,-0.1119549
9038-12702,AGN,0.167558252,0.241583344
9038-12703,SFG,-0.308701295,-0.370420026
9038-12704,SFG,-0.638058883,-0.043253158
9038-12705,SFG,-0.693889686,0.219576039
9038-1901,SFG,-0.274194203,-0.246765692
9038-3701,SFG,-0.780653837,0.138103157
9038-3702,SFG,-0.43367551,-0.416427794
9038-3703,Passive,-0.186373963,-0.012680095
9038-3704,Passive,0.372159962,0.015098833
9038-6101,Passive,-0.208226822,0.240435396
9038-6102,Unclassified,-0.372863313,0.06377621
9038-6103,SFG,-0.875198605,0.319899557
9038-6104,SFG,-0.426774684,-0.566596666
9038-9101,SFG,-0.989273061,0.353018368
9038-9102,SFG,-0.685413212,-0.02620895
9039-12701,Passive,-0.455057915,-0.06950326
9039-12702,Passive,-0.774024911,0.418251644
9039-12703,Passive,0.262877189,0.391742014
9039-12704,Unclassified,0.086715968,-0.112145212
9039-12705,Passive,-0.24783294,0.157857198
9039-1901,Passive,-0.220003571,-0.721965432
9039-1902,AGN,0.128145264,0.207423167
9039-3701,Passive,-0.561594785,-0.126470856
9039-3702,Passive,-0.738011049,-0.45571074
9039-3703,Passive,0.159281616,0.350822884
9039-3704,Passive,0.14698324,0.34693451
9039-6101,Passive,0.656348451,0.05576042
9039-6102,SFG,-0.138797553,-0.074646798
9039-6103,Passive,-0.067301392,0.153944835
9039-6104,Passive,0.239917009,0.417496723
9039-9101,SFG,-0.218000927,-0.318552209
9039-9102,Unclassified,-1.246870146,0.315119591
9041-12702,SFG,-0.30165285,-0.309567975
9041-12703,AGN,-0.092115795,0.431007925
9041-3702,SFG,-0.454700899,-0.697877699
9041-3703,Passive,-0.268841489,0.09730447
9041-6101,Passive,0.193310691,0.432070955
9041-6104,SFG,-0.291057805,-0.392130689
9044-12701,AGN,0.164810357,0.26644018
9044-12702,Passive,0.061408059,-0.180309641
9044-12703,Passive,-0.548363525,-0.474333236
9044-12704,Unclassified,-0.212887284,-0.063266312
9044-1901,Unclassified,0.075117885,0.445458634
9044-1902,Passive,-0.474163313,1.805922552
9044-3701,Passive,0.3935503,0.464763386
9044-3702,Passive,0.253268674,0.0767217
9044-3703,Unclassified,-0.110562781,-0.143350918
9044-3704,Passive,0.128395662,0.137327387
9044-6103,Passive,0.146339902,0.467401496
9044-6104,Passive,0.301591842,-0.064913942
9044-9101,Unclassified,-0.080056773,0.230542804
9044-9102,Passive,0.183464425,-0.049778631
9045-12701,Passive,0.287224619,0.17623608
9045-12702,SFG,-0.481036939,-0.543254924
9045-12703,SFG,-0.163038059,-0.244707741
9045-12704,SFG,-0.379863697,-0.511752671
9045-12705,Passive,0.306962721,0.525419914
9045-1901,Passive,-0.02640089,0.701974854
9045-1902,AGN,0.254278227,0.584477299
9045-3701,Passive,0.219371583,0.361912153
9045-3702,SFG,-0.545806919,-0.011998848
9045-3703,SFG,-0.212098404,-0.173016128
9045-3704,Unclassified,0.071707466,0.357396273
9045-6101,Passive,0.182088617,0.373578759
9045-6102,Passive,0.054720748,-0.039441231
9045-6103,Passive,0.085796406,0.341247346
9045-6104,Passive,0.196265946,0.815093837
9045-9101,SFG,-0.391408029,-0.555858137
9045-9102,Unclassified,0.125359262,0.464289949
9181-12701,Passive,0.09453416,0.328765651
9181-12702,AGN,0.396553359,0.363142002
9181-12703,Passive,0.223053562,0.073139035
9181-12704,AGN,0.331964031,0.138086365
9181-12705,SFG,-0.330203848,-0.401714362
9181-1901,Passive,0.209763403,0.617875975
9181-1902,SFG,-0.302029241,-0.347051564
9181-3701,SFG,-0.480996919,-0.585048398
9181-3702,Passive,-0.157020993,0.092848292
9181-3703,SFG,-0.829751967,0.255047152
9181-3704,Passive,1.104998603,0.211666246
9181-6101,Unclassified,-0.357652634,-0.317574693
9181-6102,Passive,-0.427580495,-0.619309163
9181-6103,Passive,0.099527316,0.853485006
9181-6104,Unclassified,-0.666680377,0.009507196
9181-9101,SFG,-0.492244511,-0.527072284
9181-9102,Unclassified,-0.430202442,-0.482729801
9182-12701,Passive,-0.227600373,-0.20689435
9182-12702,SFG,-0.424294127,-0.506459176
9182-12703,Unclassified,0.095552636,1.012842955
9182-12704,Passive,-0.082372836,0.097232518
9182-12705,Unclassified,-0.479159876,-0.649261069
9182-1901,Passive,-0.051944575,0.156715583
9182-1902,SFG,-0.293194642,-0.419356272
9182-3701,SFG,-0.511109252,-0.347494891
9182-3702,Passive,0.116841208,-0.034282508
9182-3703,AGN,0.321907177,0.4306388
9182-3704,AGN,0.126039362,-0.108566621
9182-6101,Passive,-0.025204746,0.10822879
9182-6102,AGN,-0.033004003,0.877395364
9182-6103,AGN,0.226546688,0.24635774
9182-6104,Unclassified,0.142038135,0.227644239
9182-9101,Passive,-0.556957543,0.220662785
9182-9102,SFG,-0.364597334,-0.520228041
9183-12701,Passive,-0.766501423,0.115138614
9183-12702,SFG,-0.098631209,0.060461858
9183-12703,Unclassified,-0.330166196,-0.775362104
9183-12704,Passive,0.191445974,0.734847427
9183-12705,SFG,-0.293573376,-0.101021279
9183-1902,Passive,-0.030298475,0.674345558
9183-3701,Passive,0.055415606,0.147490085
9183-3702,Passive,-0.566505822,0.180615315
9183-3703,AGN,0.020992141,0.344149785
9183-3704,Unclassified,0.122004369,0.256912417
9183-6101,SFG,-0.271388003,-0.594556007
9183-6102,Passive,-0.019097593,0.442594164
9183-6103,Passive,-0.746418472,-0.667542401
9183-6104,Unclassified,-0.018897824,0.261027517
9183-9101,SFG,-0.162263415,-0.126295122
9183-9102,SFG,-0.852888335,0.271171147
9184-12701,Unclassified,0.086070788,0.385577869
9184-12702,SFG,-0.914260843,0.249898985
9184-12703,SFG,-0.865992663,0.269504204
9184-12704,Unclassified,0.097327753,0.269544958
9184-12705,Unclassified,-0.224069006,-0.25781599
9184-1901,SFG,-0.611524626,0.037439037
9184-1902,Passive,0.128114242,0.06255345
9184-3701,Unclassified,0.045055822,0.119593121
9184-3702,Unclassified,-0.054152457,0.433900101
9184-3703,SFG,-0.488431454,-0.072591313
9184-3704,SFG,-0.283708618,-0.586308702
9184-6101,SFG,-0.285058094,-0.347669242
9184-6102,AGN,0.127022503,0.118791477
9184-6103,SFG,-0.118118888,-0.099784478
9184-6104,SFG,-0.334995315,-0.331118242
9184-9101,Passive,0.602697233,0.174844799
9184-9102,SFG,-0.571230916,-0.293187944
9185-12701,SFG,-0.310993158,-0.146621383
9185-12702,Passive,-0.033985977,-0.017016572
9185-12703,Passive,0.149010974,0.232901829
9185-12705,SFG,-0.591228584,-0.10431635
9185-1901,Passive,-0.001297734,0.532242504
9185-1902,SFG,-0.42154294,-0.215420669
9185-3702,Unclassified,0.2267355,0.422377066
9185-3703,Passive,0.203384131,0.236298776
9185-3704,Unclassified,-0.247381844,0.040569507
9185-6102,SFG,-0.69795226,0.02728961
9185-6103,Passive,0.234109006,0.285770431
9185-6104,SFG,-0.549642499,-0.210889018
9185-9101,SFG,-0.363086328,-0.631018504
9185-9102,Passive,0.035091439,0.212648364
9186-12703,Unclassified,-0.379637149,-0.281160008
9186-12704,Passive,0.026416815,0.089476795
9186-1902,Passive,0.346024032,0.345310176
9186-3702,Passive,0.10024443,0.460354361
9186-6101,Unclassified,0.26920079,0.504981423
9186-6103,SFG,-0.213940259,-0.231965329
9186-6104,Passive,0.106429409,0.328542975
9186-9101,AGN,0.200667842,0.8035468
9186-9102,Passive,-0.008360712,0.079081857
9196-12701,Unclassified,0.31004019,0.263951111
9196-12702,Passive,0.082906167,0.366700439
9196-12703,AGN,0.064841489,0.585870913
9196-12704,Passive,0.023543864,0.06686577
9196-12705,Passive,-0.160742739,0.18824111
9196-1901,Unclassified,-0.056686717,0.261954583
9196-1902,SFG,-0.306841783,-0.290358284
9196-3701,Passive,0.031669901,-0.150767687
9196-3702,SFG,-0.206478916,-0.366977829
9196-3703,SFG,-0.044254227,-0.056205301
9196-3704,Passive,-0.321455264,-0.501154424
9196-6101,Passive,0.024987896,0.203360639
9196-6102,Passive,0.292969321,0.387480859
9196-6103,Unclassified,-0.288592167,-0.319381117
9196-6104,SFG,-0.455842101,-0.657149232
9196-9101,Unclassified,-0.428731809,-0.542653699
9196-9102,Passive,0.055390352,0.200926519
9484-12701,SFG,-0.828115988,0.066798822
9484-12702,Passive,-0.064989091,-0.685448976
9484-12703,Unclassified,0.08827802,0.249327279
9484-12704,SFG,-0.326504368,-0.396631979
9484-12705,SFG,-0.278341889,-0.509137105
9484-1901,Passive,0.162349631,0.571960903
9484-1902,SFG,-0.749726022,0.202088361
9484-3701,Unclassified,-0.176664742,0.528297539
9484-3702,Passive,0.176066178,0.180340203
9484-3703,Unclassified,0.225471994,0.291959865
9484-3704,Passive,-0.007433895,0.338584041
9484-6101,SFG,-0.313370314,-0.285754743
9484-6102,SFG,-0.630610883,0.060148905
9484-6103,SFG,-0.21423074,-0.342301965
9484-6104,Passive,-0.215419583,0.182866482
9484-9101,AGN,-0.079320808,0.12340914
9484-9102,SFG,-0.595178443,0.075143355
9485-12701,Passive,0.053801357,0.299505706
9485-12702,SFG,-0.942589523,0.187165939
9485-12703,SFG,-0.375466993,-0.425513138
