plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,avg_objdec,avg_emline_sflux_cen_oiid_3728,avg_emline_sflux_cen_hb_48621,avg_emline_sflux_cen_oiii_4960,avg_emline_sflux_cen_oiii_50081,avg_emline_sflux_cen_nii_6549,avg_emline_sflux_cen_ha_65641,avg_emline_sflux_cen_nii_65851
10496-9101,6.518740177,4.36589551,7.649632692,4.686978996,0.456386454,41.36503601,4.095127642,4.36589551,0.920628205,6.518740177,5.440105915,4.686978996,7.649632692
10496-9102,6.168938637,9.885703802,15.61910033,40.60861206,2.658899784,40.66680145,32.59813976,9.885703802,2.462938547,6.168938637,4.647161722,40.60861206,15.61910033
10499-9101,8.048719724,9.590886116,3.588500261,4.886630217,0.382967283,30.12602425,-1.891709447,9.590886116,-2.007818381,8.048719724,2.265884399,4.886630217,3.588500261
10500-12701,8.385715842,2.591746509,14.49814057,22.89494419,2.010529816,31.85461426,3.304427087,2.591746509,-1.77477181,8.385715842,4.042450011,22.89494419,14.49814057
10500-12702,37.04607582,21.10134125,44.10963535,85.88576126,11.72408557,30.89133453,31.62591267,21.10134125,10.59181666,37.04607582,11.18432331,85.88576126,44.10963535
10500-12703,774.519165,475.3293457,2196.054688,1923.642944,123.4146309,32.59295273,1014.133682,475.3293457,245.2355042,774.519165,1005.431625,1923.642944,2196.054688
10500-12704,36.25151539,143.2265816,281.5368042,711.8769226,47.10590935,32.6223793,131.9653435,143.2265816,10.97547507,36.25151539,93.25548553,711.8769226,281.5368042
10500-12705,14.72616291,19.57971954,-9.144421895,9.189707438,1.54438146,32.2530365,-2.625171343,19.57971954,2.251333475,14.72616291,7.309364478,9.189707438,-9.144421895
10500-1901,49.79342556,19.6950798,66.26764107,86.20366859,5.008496284,32.28306198,26.10314035,19.6950798,19.6315484,49.79342556,20.00606775,86.20366859,66.26764107
10500-1902,7.012883663,3.039872661,2.522213042,1.243368689,0.267681982,31.18795013,2.525554627,3.039872661,-1.614444293,7.012883663,5.664745688,1.243368689,2.522213042
10500-3701,7.385727763,14.70557046,60.2598362,29.32479954,1.878210038,30.44423676,46.46321487,14.70557046,-0.715760484,7.385727763,15.93067265,29.32479954,60.2598362
10500-3702,96.85688591,281.1220703,638.0653076,1203.657684,76.15957832,31.09069633,330.3002701,281.1220703,34.06071091,96.85688591,226.2270164,1203.657684,638.0653076
10500-3703,47.60864639,187.1528282,298.7001724,792.0109558,43.60302353,31.18997002,218.9621544,187.1528282,15.91287374,47.60864639,86.16662025,792.0109558,298.7001724
10500-6101,17.00350904,35.60411644,78.87247467,200.2937508,22.85324764,30.91737556,57.49863243,35.60411644,2.740996242,17.00350904,27.38951302,200.2937508,78.87247467
10500-6102,4.367974043,7.016943455,11.84450626,27.41679192,2.042866915,31.14142799,18.23973751,7.016943455,3.820651293,4.367974043,5.427313924,27.41679192,11.84450626
10500-6103,5.53474319,4.99379155,10.54419804,9.671226144,1.131782666,32.77510834,0.929146364,4.99379155,-2.944009721,5.53474319,9.210609198,9.671226144,10.54419804
10500-6104,25.36073446,22.13280296,44.71508121,91.88025856,5.690585136,31.63853455,16.90481234,22.13280296,9.237624168,25.36073446,14.44804358,91.88025856,44.71508121
10500-9101,6.819521964,7.79591471,7.035937071,8.575518906,1.84639059,32.62321854,-1.591627955,7.79591471,-2.282384425,6.819521964,7.641568005,8.575518906,7.035937071
10500-9102,6.445349216,22.10738516,42.58933163,99.17450714,6.150021553,30.05386353,15.66691303,22.10738516,0.840133652,6.445349216,13.7147336,99.17450714,42.58933163
10501-12701,12.21346211,16.22356129,47.25296593,68.65534019,5.46792984,31.18177032,23.09922314,16.22356129,6.637493491,12.21346211,11.16399026,68.65534019,47.25296593
10501-12702,10.90227723,36.18746853,53.39839745,133.3509369,8.53783989,30.4650898,42.57475948,36.18746853,3.81129849,10.90227723,16.31983137,133.3509369,53.39839745
10501-12703,6.19981277,16.69671464,9.42985177,45.01369381,17.09077215,32.32349396,33.06315374,16.69671464,3.60721916,6.19981277,3.723710477,45.01369381,9.42985177
10501-12704,9.708437681,63.2529192,90.59645844,261.7364273,14.28421855,31.13202095,42.0454731,63.2529192,0.525491081,9.708437681,28.41361856,261.7364273,90.59645844
10501-12705,9.207645096,8.050690502,2.837643184,24.71813844,2.40989548,30.17275047,23.06731264,8.050690502,2.497316871,9.207645096,1.186280347,24.71813844,2.837643184
10501-1901,22.19847393,31.84282064,86.51104927,156.0112305,9.743642569,30.17535591,56.76303291,31.84282064,5.011650801,22.19847393,30.55601501,156.0112305,86.51104927
10501-1902,106.4667263,299.8075714,797.9360504,1376.146484,89.94102859,31.12208939,355.7625732,299.8075714,32.94936752,106.4667263,265.3247833,1376.146484,797.9360504
10501-3701,37.35072422,81.01352501,204.4336243,470.5749817,27.35126305,31.92277718,86.98300743,81.01352501,6.210933208,37.35072422,69.08964348,470.5749817,204.4336243
10501-3702,21.23463202,13.69778079,23.0810504,27.70679569,1.662606925,32.32374573,35.21258545,13.69778079,4.103818774,21.23463202,6.566640615,27.70679569,23.0810504
10501-3703,4.868432045,10.14630961,18.68367529,41.76786041,3.110847652,32.13966751,14.22510648,10.14630961,-0.535142984,4.868432045,6.122758985,41.76786041,18.68367529
10501-3704,31.27983379,11.98595119,58.71865654,25.34516287,1.725622922,31.04863358,29.25672865,11.98595119,-2.896059453,31.27983379,16.22877932,25.34516287,58.71865654
10501-6102,31.93845797,167.88797,284.2297516,681.8143616,37.93489265,30.33325577,111.5905476,167.88797,9.102056742,31.93845797,97.02759933,681.8143616,284.2297516
10501-6103,14.04873228,7.826347828,31.17433214,22.10504341,1.363259852,31.15007782,17.75893164,7.826347828,3.732484519,14.04873228,12.01121688,22.10504341,31.17433214
10501-6104,28.11918736,15.08843684,61.34050179,37.08869457,2.319940448,30.38796806,63.84548759,15.08843684,8.950671196,28.11918736,20.00248098,37.08869457,61.34050179
10501-9101,10.98035145,5.798407167,31.64177513,18.96111655,1.219946697,30.81761932,29.08496809,5.798407167,2.956947923,10.98035145,9.64181447,18.96111655,31.64177513
10501-9102,85.35691833,44.66274548,192.3778763,135.0265064,9.276480198,30.68428802,205.0375328,44.66274548,15.53204679,85.35691833,73.2948761,135.0265064,192.3778763
10502-12702,9.682426929,5.633615971,7.806846619,14.73229003,0.893185511,30.74318886,4.251956701,5.633615971,0.63287399,9.682426929,6.097306848,14.73229003,7.806846619
10502-12703,2.928921461,7.785382271,18.59213114,31.31283283,2.750624418,30.70459557,13.19973826,7.785382271,0.623314165,2.928921461,8.320288539,31.31283283,18.59213114
10502-12704,16.39859104,18.02578497,35.86238098,52.66470051,3.590447426,30.1042881,31.05051851,18.02578497,4.665352106,16.39859104,11.87108135,52.66470051,35.86238098
10502-1901,1402.418304,1028.588913,930.6376495,3579.312439,220.2649574,30.5342865,2406.493164,1028.588913,447.3220749,1402.418304,316.2057953,3579.312439,930.6376495
10502-3701,51.31679058,5.841037512,79.81561089,28.86355746,2.351846516,30.26641273,27.59176207,5.841037512,12.43021691,51.31679058,40.50808048,28.86355746,79.81561089
10502-3703,2.962765336,1.928745657,8.058643103,6.863558054,0.817894474,30.55792618,-7.445141315,1.928745657,-0.546485752,2.962765336,3.721066773,6.863558054,8.058643103
10502-3704,24.84435987,12.14522004,31.96549416,25.3169589,1.620061994,31.13557816,38.98891068,12.14522004,7.969467044,24.84435987,12.8744061,25.3169589,31.96549416
10502-6102,9.913594604,22.3499217,10.60970557,15.31784725,2.099180698,30.16873741,3.40655905,22.3499217,-4.668969214,9.913594604,9.159837008,15.31784725,10.60970557
10502-6103,16.15226293,17.46432877,39.9950161,50.89753056,14.31081915,30.82005119,51.93378639,17.46432877,0.946888164,16.15226293,11.89655423,50.89753056,39.9950161
10502-6104,8.978209734,18.29355025,50.10516357,107.7266235,8.896912336,30.49250221,18.39641666,18.29355025,4.875599205,8.978209734,16.88478327,107.7266235,50.10516357
10502-9101,20.27047968,14.76248288,41.01194572,64.57790756,3.666087747,30.66194153,49.49880314,14.76248288,5.097814083,20.27047968,14.70935273,64.57790756,41.01194572
10502-9102,21.13748598,6.863137722,30.61117268,25.09981108,1.532778054,30.63684845,23.49189615,6.863137722,0.046411365,21.13748598,14.48047566,25.09981108,30.61117268
10504-12701,42.17275524,73.21510887,125.3115139,260.3912125,15.26356363,33.31115341,108.4473934,73.21510887,11.47084475,42.17275524,46.11058903,260.3912125,125.3115139
10504-12702,23.30774307,23.94419797,11.70151679,0.81325841,2.303996881,34.66736984,-7.007985274,23.94419797,-10.89622974,23.30774307,6.858122508,0.81325841,11.70151679
10504-12703,8.639503717,15.43602109,11.65337634,43.59258556,5.2773844,35.17111588,54.35095501,15.43602109,1.759223938,8.639503717,4.092531145,43.59258556,11.65337634
10504-12704,275.0420609,87.53853607,153.3468361,315.6869736,17.88768959,35.48340225,183.7012825,87.53853607,91.35154724,275.0420609,55.86650372,315.6869736,153.3468361
10504-12705,4.992341757,3.285394251,3.340399563,4.42263639,0.507969402,33.81100845,4.774178982,3.285394251,-1.655995786,4.992341757,1.676729843,4.42263639,3.340399563
10504-1901,5.772591352,5.445008636,0.328853395,2.409392502,0.461524278,33.94306183,-3.026628733,5.445008636,-0.863696963,5.772591352,1.311361335,2.409392502,0.328853395
10504-1902,11.26808071,13.42856153,14.49837208,10.05886714,2.074285348,34.67437363,-1.290545225,13.42856153,-5.01352342,11.26808071,7.498977184,10.05886714,14.49837208
10504-3701,1.269374043,1.166070879,1.072799265,0.725757226,0.189136982,33.73117828,-1.584773473,1.166070879,-1.15172714,1.269374043,1.40360412,0.725757226,1.072799265
10504-3702,7.24023819,9.34786574,4.806622664,2.486698548,0.726445635,33.90087128,1.338287711,9.34786574,-3.616367499,7.24023819,2.822909037,2.486698548,4.806622664
10504-3703,56.68854523,35.68374395,86.42716408,86.27386093,5.813078046,34.42722702,66.95644951,35.68374395,1.00406982,56.68854523,30.56841755,86.27386093,86.42716408
10504-3704,29.33273697,28.54867387,48.05863571,34.89103842,2.122714698,33.88809204,19.8813014,28.54867387,0.930518486,29.33273697,17.36521745,34.89103842,48.05863571
10504-6101,0.341737144,4.380078256,2.504223347,1.644554004,0.248764813,33.6034317,-5.418489814,4.380078256,-1.675935268,0.341737144,0.256550342,1.644554004,2.504223347
10504-6103,53.54815197,14.28799391,-17.56815434,28.52567148,2.221352935,34.86228561,33.03417826,14.28799391,4.155125558,53.54815197,3.76182586,28.52567148,-17.56815434
10504-6104,9.257218361,5.920315921,13.80453229,16.71663547,1.674058676,35.09778595,14.55648255,5.920315921,0.865067989,9.257218361,4.781267166,16.71663547,13.80453229
10504-9101,28.90508461,87.56684303,443.5999985,762.0567932,48.59171009,33.79089355,62.10502911,87.56684303,8.438335419,28.90508461,144.3838844,762.0567932,443.5999985
10504-9102,10.31390071,12.58639765,15.03653955,29.73321342,18.35521078,34.50932312,10.78349161,12.58639765,1.235118344,10.31390071,6.595309019,29.73321342,15.03653955
10505-12701,19.88947868,30.67439461,91.73116112,144.7406158,9.597764254,32.78954315,49.25282097,30.67439461,4.399389386,19.88947868,29.98184347,144.7406158,91.73116112
10505-12702,3.957672596,12.18940043,-1.956029832,6.107747078,0.72199744,33.12666321,-0.971028805,12.18940043,3.381910637,3.957672596,6.647864997,6.107747078,-1.956029832
10505-12703,24.80489683,23.50042295,39.55119896,78.03866959,8.390240788,33.69132233,33.36297798,23.50042295,9.579232216,24.80489683,13.68411756,78.03866959,39.55119896
10505-12704,19.5392518,91.73165894,144.9001732,414.9272156,25.21068478,33.39279938,49.30216122,91.73165894,7.632485151,19.5392518,46.35166645,414.9272156,144.9001732
10505-12705,25.11192195,38.76187642,1.109713356,11.85061169,1.081367215,33.00636673,4.387356599,38.76187642,-6.40718778,25.11192195,6.285445213,11.85061169,1.109713356
10505-1901,13.54387355,12.92712241,18.17997932,15.68137264,1.145344719,32.89217377,12.50840187,12.92712241,0.763336673,13.54387355,11.89698935,15.68137264,18.17997932
10505-3701,15.22646022,7.023159623,31.67630672,27.53316736,1.945168257,33.14041519,11.55663729,7.023159623,-1.42543748,15.22646022,19.66309643,27.53316736,31.67630672
10505-3702,1.498695046,3.826710582,1.462587923,2.364952862,0.241328146,34.13375473,5.672261834,3.826710582,0.093175666,1.498695046,0.757952563,2.364952862,1.462587923
10505-3703,8.480773211,21.01524115,23.21041441,61.16321087,4.126712441,33.65383148,10.64593959,21.01524115,0.896756053,8.480773211,10.13562298,61.16321087,23.21041441
10505-3704,0.321663823,3.055189133,0.516404875,1.13816347,0.138210963,33.6952095,-0.481813237,3.055189133,-0.181955073,0.321663823,-0.094174108,1.13816347,0.516404875
10505-6101,44.15857315,26.67971134,44.40324211,71.44111252,6.054545999,32.46828461,71.42917442,26.67971134,12.06202769,44.15857315,15.87754035,71.44111252,44.40324211
10505-6102,61.41535854,23.73849821,104.6734695,85.50827694,5.473045111,33.74975586,48.44933891,23.73849821,-7.254694223,61.41535854,80.19989395,85.50827694,104.6734695
10505-6103,9.957823992,4.13847965,9.871148109,17.58478856,1.325032145,34.18405533,12.72241783,4.13847965,-2.38092497,9.957823992,8.692685843,17.58478856,9.871148109
10505-6104,118.6301098,73.84456635,37.77137375,253.9491882,16.28902817,33.14201355,185.3831406,73.84456635,37.97432518,118.6301098,11.82450557,253.9491882,37.77137375
10505-9101,12.66856098,39.85695362,49.09286976,137.0738754,9.32679987,32.64665222,56.55308819,39.85695362,2.126411736,12.66856098,16.2477417,137.0738754,49.09286976
10505-9102,2.859779477,3.662315845,-1.006460294,0.843788404,0.147178821,33.93007278,-1.850100458,3.662315845,-0.304911777,2.859779477,-0.731091097,0.843788404,-1.006460294
10506-12701,6.535847068,12.59837675,13.34573269,41.09353971,2.959268689,34.56995392,34.98900414,12.59837675,1.010254532,6.535847068,4.917974532,41.09353971,13.34573269
10506-12702,10.37996554,10.32467031,18.3005867,26.71273136,18.37030935,34.50928879,7.508186221,10.32467031,2.016064733,10.37996554,1.426349923,26.71273136,18.3005867
10506-12703,78.02736092,120.5429726,128.7785034,433.4705276,24.53389311,35.42500305,259.7437363,120.5429726,21.20906925,78.02736092,41.99038029,433.4705276,128.7785034
10506-12704,175.9993401,90.54818153,25.5927577,292.2358322,55.46518135,35.16128159,282.259346,90.54818153,54.29013062,175.9993401,11.53074241,292.2358322,25.5927577
10506-12705,3.768717349,8.176829815,6.99527508,26.16060972,3.603073061,34.51576233,18.95003462,8.176829815,1.445462987,3.768717349,2.384422094,26.16060972,6.99527508
10506-1901,65.41566849,94.4702301,206.0688324,346.6412735,22.24033308,34.16054916,128.9475441,94.4702301,21.7349124,65.41566849,58.48473263,346.6412735,206.0688324
10506-1902,2.429116011,0.52563104,0.750520401,2.0181081,0.575390816,33.67969131,1.029962808,0.52563104,0.23494925,2.429116011,1.231443554,2.0181081,0.750520401
10506-3701,38.79999256,13.56537473,39.21914768,31.98108292,2.121286064,34.37830734,18.74874449,13.56537473,5.091891527,38.79999256,20.81195498,31.98108292,39.21914768
10506-3702,38.32409668,0.342381716,31.88401604,31.97335386,2.036092699,35.0017128,12.89698672,0.342381716,0.631207585,38.32409668,-16.49887466,31.97335386,31.88401604
10506-3703,75.72270203,84.73974037,69.18893623,287.835022,19.97649479,35.24154282,237.126442,84.73974037,21.78701544,75.72270203,23.23306417,287.835022,69.18893623
10506-3704,-0.998949687,1.69918255,-0.388777306,0.506042928,0.14363414,34.03465652,-1.262029608,1.69918255,-1.936744293,-0.998949687,-0.273634026,0.506042928,-0.388777306
10506-6101,13.6812582,44.57857227,65.46863842,173.9451065,9.738661051,33.86800385,17.67246866,44.57857227,2.105956763,13.6812582,26.28644323,173.9451065,65.46863842
10506-6102,5.854519367,17.11538315,16.92279291,49.89229393,4.500904322,34.44762421,27.60886335,17.11538315,0.373940557,5.854519367,6.413956523,49.89229393,16.92279291
10506-6103,14.04381227,4.096885443,3.317850709,5.700703979,1.529314607,34.86220932,5.2256248,4.096885443,-1.771906288,14.04381227,0.515013009,5.700703979,3.317850709
10506-6104,13.29668665,32.97698498,41.89391804,126.2348671,7.314393163,35.06012344,59.45268726,32.97698498,4.162469268,13.29668665,14.92672229,126.2348671,41.89391804
10506-9101,15.14933324,20.20231009,37.40282726,52.1565361,10.39136028,34.83733749,23.38825893,20.20231009,0.855582908,15.14933324,13.72280002,52.1565361,37.40282726
10506-9102,16.61934185,21.87806416,50.38688183,128.2568436,7.530766487,34.68083191,44.9418354,21.87806416,6.1571033,16.61934185,19.25506639,128.2568436,50.38688183
10507-12701,9.821309408,9.022973378,8.667056084,5.023378849,0.463228683,49.33366013,1.267043849,9.022973378,-3.515053272,9.821309408,1.519890149,5.023378849,8.667056084
10507-12702,40.03661823,35.43523216,24.11489964,112.6116447,6.473963499,47.38734818,114.2014561,35.43523216,13.05542111,40.03661823,6.614061117,112.6116447,24.11489964
10507-12703,6.287758708,12.42933154,21.53695774,56.64870262,3.132342398,48.98408127,1.68666783,12.42933154,-0.54900508,6.287758708,8.991479635,56.64870262,21.53695774
10507-12704,62.47340775,66.36894035,249.20858,398.2213669,24.47295427,48.4752388,76.50087357,66.36894035,17.30975533,62.47340775,87.05886841,398.2213669,249.20858
10507-12705,24.25121212,51.37429714,110.5213223,221.7570267,14.7921772,48.81978607,31.81623888,51.37429714,6.34177196,24.25121212,40.6258688,221.7570267,110.5213223
10507-1901,23.26622438,13.88221622,37.50871277,53.49154472,3.304932833,49.18525696,80.00862694,13.88221622,2.288494945,23.26622438,27.42521381,53.49154472,37.50871277
10507-1902,7.47021544,26.48462772,51.24741554,134.2677078,43.62233829,47.48205566,31.36157322,26.48462772,2.757857323,7.47021544,17.57488966,134.2677078,51.24741554
10507-3701,10.72374582,11.069736,19.7486515,33.37226629,2.020953506,48.08764648,11.76719093,11.069736,0.151560277,10.72374582,8.736967206,33.37226629,19.7486515
10507-3702,14.38109136,30.20152092,60.64745235,141.8668251,9.311963558,47.52794647,33.16492653,30.20152092,1.118269175,14.38109136,22.60783195,141.8668251,60.64745235
10507-3703,17.34871721,17.74716502,12.28560901,10.37707353,1.309925795,47.83122253,-3.746221945,17.74716502,-3.033870459,17.34871721,11.87649935,10.37707353,12.28560901
10507-3704,20.38729763,40.3669014,62.48386192,158.3737755,27.75229836,47.44468689,80.24423599,40.3669014,6.8733356,20.38729763,19.03147125,158.3737755,62.48386192
10507-6101,35.74876595,14.10524166,75.35590553,42.09804153,2.588672876,47.43736649,55.51336384,14.10524166,17.19561005,35.74876595,24.50759935,42.09804153,75.35590553
10507-6102,27.91477489,67.88462257,89.72659302,262.0826492,26.15468264,47.69691086,127.0271969,67.88462257,10.54282904,27.91477489,28.72094059,262.0826492,89.72659302
10507-6103,36.86316586,13.67849684,85.11606789,77.43764687,5.226232052,49.13849258,62.49656677,13.67849684,6.379720449,36.86316586,33.9441905,77.43764687,85.11606789
10507-6104,164.304512,124.4560547,556.3330231,354.9887543,22.27277231,49.71875381,595.9609833,124.4560547,57.56375027,164.304512,188.286087,354.9887543,556.3330231
10507-9101,18.82776403,39.28672314,46.35956287,131.4042664,23.88317251,49.5704422,73.12169075,39.28672314,2.015339732,18.82776403,15.09070444,131.4042664,46.35956287
10507-9102,67.57535172,121.5926304,317.4076996,546.4199829,36.22080994,48.45891953,128.5600204,121.5926304,21.09403753,67.57535172,107.2189007,546.4199829,317.4076996
10508-12701,19.997612,51.20227623,198.5816574,322.0680313,19.7895155,52.33911896,60.66496658,51.20227623,2.709895432,19.997612,68.37673187,322.0680313,198.5816574
10508-12702,8.872650623,43.64449692,73.37022781,293.0288773,22.86889744,51.86345673,40.00649357,43.64449692,0.495435841,8.872650623,25.92577124,293.0288773,73.37022781
10508-12703,640.2870026,150.1004219,497.7392273,626.1057739,39.46365738,51.41473389,169.902565,150.1004219,206.0055504,640.2870026,181.0214005,626.1057739,497.7392273
10508-12704,30.65525246,24.83732605,19.98128748,91.14163208,5.007104158,51.91303635,85.51223373,24.83732605,8.716392756,30.65525246,6.564358711,91.14163208,19.98128748
10508-12705,23.70243168,11.79017258,56.0051384,52.00655556,3.032677531,51.77592468,35.51573658,11.79017258,7.117738605,23.70243168,18.11781311,52.00655556,56.0051384
10508-1901,185.7746582,179.3077164,132.4493217,673.9111786,39.53092766,50.58800888,464.6674194,179.3077164,60.64931583,185.7746582,47.39464855,673.9111786,132.4493217
10508-1902,6.619475007,4.231072903,10.16166115,9.221431375,0.590128094,50.87272263,2.54822737,4.231072903,1.170905828,6.619475007,1.761453211,9.221431375,10.16166115
10508-3701,34.144454,13.40934008,96.53871155,56.00736618,3.519151807,50.93707657,87.67843628,13.40934008,5.305343509,34.144454,30.69363499,56.00736618,96.53871155
10508-3703,27.70995458,15.24526469,1.992963394,5.568530083,1.033528527,52.90330124,3.92675519,15.24526469,-0.391364455,27.70995458,0.524569333,5.568530083,1.992963394
10508-3704,4.853421211,3.37603577,15.91490809,4.356341203,0.729332328,51.41703796,5.977857431,3.37603577,4.609336694,4.853421211,9.377311389,4.356341203,15.91490809
10508-6101,355.6383438,153.9759617,1064.624756,564.7667847,33.64364433,50.74152756,577.0475464,153.9759617,95.13541603,355.6383438,349.321701,564.7667847,1064.624756
10508-6102,8.716690302,3.239561677,2.123091072,4.253186076,0.388058934,51.47993851,2.699783519,3.239561677,0.805648014,8.716690302,2.726387456,4.253186076,2.123091072
10508-6103,515.8277588,202.7293777,675.7002716,952.4224243,55.84012508,51.64859772,351.31633,202.7293777,158.1920013,515.8277588,261.4844284,952.4224243,675.7002716
10508-6104,99.44442749,162.7019234,475.9482498,722.6232147,44.11587238,52.94129944,191.1813087,162.7019234,30.2225399,99.44442749,173.1154976,722.6232147,475.9482498
10508-9101,3.869353771,7.458945751,-0.458050907,11.13477675,2.141594887,51.71557999,3.085822582,7.458945751,-4.425471783,3.869353771,8.016052087,11.13477675,-0.458050907
10508-9102,7.833245635,4.8605299,21.56797838,15.01524115,1.034931302,52.30109024,20.67765093,4.8605299,2.032880425,7.833245635,8.981580257,15.01524115,21.56797838
10509-12701,47.66213512,159.6897659,183.6818466,587.4963379,33.54484272,47.36580658,224.6934204,159.6897659,14.77567625,47.66213512,61.16093349,587.4963379,183.6818466
10509-12702,41.66888332,18.78067112,60.35710526,39.62949181,5.879344463,47.33633423,35.49421501,18.78067112,6.733169079,41.66888332,20.17541409,39.62949181,60.35710526
10509-12703,141.2206078,190.1443176,897.352478,1249.88678,70.76451111,48.31851578,276.0296021,190.1443176,33.93341351,141.2206078,290.2507858,1249.88678,897.352478
10509-12704,-0.582934141,3.295335531,-1.852429748,1.328875661,0.882579088,47.48706055,1.276612997,3.295335531,-0.514855862,-0.582934141,-2.554872751,1.328875661,-1.852429748
10509-12705,19.70909071,9.539650202,10.5388236,19.01420879,1.151286691,46.70330429,33.70049858,9.539650202,4.873561978,19.70909071,9.231786728,19.01420879,10.5388236
10509-1901,88.03034782,455.5674133,681.0113525,1950.188538,122.5603294,47.74605179,375.9531097,455.5674133,22.05999327,88.03034782,226.2985611,1950.188538,681.0113525
10509-1902,55.89545822,47.0203371,34.06919193,155.1473541,8.749899626,46.96950531,156.0512619,47.0203371,18.86886168,55.89545822,10.04343677,155.1473541,34.06919193
10509-3701,11.16727161,30.74473333,40.47524738,109.8438988,7.24905479,46.35446548,62.06733894,30.74473333,-1.058682308,11.16727161,14.65836883,109.8438988,40.47524738
10509-3702,26.21599579,22.25446383,3.082448085,4.945795695,0.60949719,46.82119751,2.750040849,22.25446383,-9.899055799,26.21599579,0.778438707,4.945795695,3.082448085
10509-3703,68.71076012,102.0402431,89.69901466,331.5659103,28.27689695,46.94412613,297.7800751,102.0402431,20.07821321,68.71076012,32.28710413,331.5659103,89.69901466
10509-3704,40.1453104,174.9408531,413.5592422,969.5819702,57.04135323,46.44152451,109.4736462,174.9408531,7.43033576,40.1453104,136.4731827,969.5819702,413.5592422
10509-6101,34.79885483,107.6027336,149.4101067,399.0376892,26.54639482,46.9392128,168.4656334,107.6027336,7.908126235,34.79885483,48.74137592,399.0376892,149.4101067
10509-6102,37.18580341,68.2676754,99.37893295,299.6061554,45.72768116,47.37926102,172.6556511,68.2676754,14.16158414,37.18580341,33.36359692,299.6061554,99.37893295
10509-6103,69.11374474,71.49391174,85.95038414,290.9987488,16.91794443,47.80184555,167.5888863,71.49391174,23.11647558,69.11374474,31.22327662,290.9987488,85.95038414
10509-6104,22.3462348,62.20080853,85.43419266,227.0747757,20.42699242,48.95146179,85.60873795,62.20080853,3.758483768,22.3462348,30.42212772,227.0747757,85.43419266
10509-9101,32.7973175,76.15526772,169.3282356,351.0605927,18.41337538,47.80430984,97.28189468,76.15526772,11.3729558,32.7973175,54.44269466,351.0605927,169.3282356
10510-12701,7.354843438,7.797565818,3.423422158,2.913158745,1.528472155,54.64627457,5.697101831,7.797565818,-8.323679447,7.354843438,4.242913544,2.913158745,3.423422158
10510-12702,7.26867497,-0.951034904,-2.807881415,8.32835412,0.868116319,54.81045914,-2.66535902,-0.951034904,-0.176952146,7.26867497,1.828282535,8.32835412,-2.807881415
10510-12703,4.697039008,9.21641016,9.24019599,28.14764929,7.611108422,56.30432129,22.02880335,9.21641016,-0.75831534,4.697039008,3.403196275,28.14764929,9.24019599
10510-12704,6785.299805,569.3378448,2418.563354,2149.821106,164.4540825,55.12520981,1197.693451,569.3378448,2218.911621,6785.299805,852.969101,2149.821106,2418.563354
10510-12705,10.51898074,11.45142394,27.69805527,21.35605669,7.308109283,54.0671196,19.70703506,11.45142394,4.865988016,10.51898074,23.86485481,21.35605669,27.69805527
10510-1901,38.85210133,26.75707769,17.38337088,17.58952582,1.334609166,55.242733,42.40987396,26.75707769,10.60283804,38.85210133,10.73923242,17.58952582,17.38337088
10510-1902,19.21086161,10.51820367,5.3421546,35.53501482,2.384390965,54.80198669,32.64138564,10.51820367,5.996696763,19.21086161,1.07385377,35.53501482,5.3421546
10510-3701,17.81611347,4.207768857,6.662091017,9.00192976,0.59968856,54.67588425,7.708372831,4.207768857,1.792669803,17.81611347,7.04459846,9.00192976,6.662091017
10510-3702,8.911974271,7.769640764,4.192094962,3.989469687,0.485300372,55.79184723,5.324801127,7.769640764,-1.716983994,8.911974271,3.043173869,3.989469687,4.192094962
10510-3703,5.760963276,3.706846356,9.195517063,11.63341153,1.104568183,56.19978714,3.191645175,3.706846356,0.655541092,5.760963276,2.721116871,11.63341153,9.195517063
10510-3704,123.3650684,57.69908905,108.1307106,185.8209038,11.68738699,55.20491409,256.3763924,57.69908905,42.38865089,123.3650684,39.59914589,185.8209038,108.1307106
10510-6101,21.75594091,13.77250266,35.026227,47.34129429,3.955304801,54.57521439,41.42026138,13.77250266,9.817304373,21.75594091,15.82805991,47.34129429,35.026227
10510-6102,14.08266735,9.567301114,7.644135157,7.520668983,0.600810627,53.89950562,13.96639697,9.567301114,-2.766337554,14.08266735,4.670653343,7.520668983,7.644135157
10510-6103,573.7410889,297.5047073,2433.55426,1561.397827,86.97163963,55.07871628,1156.482178,297.5047073,198.1848946,573.7410889,803.5816193,1561.397827,2433.55426
10510-6104,14.88379256,10.70581659,-15.21527322,3.227250258,1.58116591,56.25059891,5.906555335,10.70581659,-0.854741335,14.88379256,10.90427081,3.227250258,-15.21527322
10510-9101,7.332498908,8.91630578,7.404160738,30.82415056,2.152997196,54.95593643,35.06840706,8.91630578,1.66161412,7.332498908,2.323925018,30.82415056,7.404160738
10510-9102,126.3264446,37.99010897,256.4893227,104.7782269,6.523197293,54.89890289,106.4921513,37.99010897,43.15065861,126.3264446,81.2342701,104.7782269,256.4893227
10838-12701,108.0060787,116.7198086,85.47669792,406.0507736,24.15870333,33.87024689,301.3158188,116.7198086,29.52700567,108.0060787,30.64307022,406.0507736,85.47669792
