plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,Classification
11021-6101,149.7779465,82.76772213,197.4090042,220.5830765,13.22435546,AGN
11021-6102,21.96135902,27.73373795,102.6977577,146.4909592,9.281203747,SFG
11021-6103,61.11802006,45.83714294,31.27298975,155.3341255,14.34105206,SFG
11021-6104,90.98208046,61.35474062,116.7540894,112.1121235,6.968809724,AGN
11021-9101,26.3012085,12.35166395,19.34835339,28.56559563,1.763754398,Passive
11021-9102,32.5293026,24.20318222,13.59275341,71.35658646,8.067002535,SFG
11025-12701,15.16467834,22.29479456,69.37544632,102.9585953,18.99629259,SFG
11025-12702,1.949727863,2.74355197,6.828682184,3.63469696,3.328086913,Unclassified
11025-12703,6.594060808,8.115825772,3.061394364,18.35624325,8.349635601,SFG
11025-12704,10.27304077,23.27921677,37.09763527,101.5006714,17.29559517,SFG
11025-12705,103.2124634,61.24673462,218.0411606,175.9961967,10.43604898,AGN
11025-1901,10.2848498,5.530659517,-20.34061432,5.146345297,0.842412591,Passive
11025-1902,42.48954868,157.8451042,283.1265945,733.9513702,45.92707634,SFG
11025-3701,293.5011063,92.97299385,23.1283946,292.737999,19.18153143,SFG
11025-3702,2.306324005,5.605464429,2.956919432,1.521761224,0.423533127,Passive
11025-3703,25.61159897,7.072322845,41.42451954,25.444978,2.601620555,Passive
11025-3704,8.621948123,7.192192368,13.76303196,8.863891363,0.800954431,Passive
11025-6101,173.9084892,134.3819847,212.5827408,710.8248749,46.78776836,SFG
11025-6102,15.53401248,-24.51837603,-3.292437951,7.488793055,0.960575143,Passive
11025-6103,25.7332592,17.4505322,71.22371483,51.43265343,3.060621977,Unclassified
11025-6104,37.09072495,19.77918196,76.57444382,55.60531425,3.672605693,Unclassified
11025-9101,193.8539772,99.79333115,46.80568409,313.588974,54.96865463,SFG
11025-9102,200.2432137,350.2945862,336.4653931,1214.903168,84.92094231,SFG
11742-12701,14.07655215,29.98530006,61.96749592,141.3784561,10.71917343,SFG
11742-12702,55.2034502,68.91837883,58.03590965,235.5775375,14.74833369,SFG
11742-12703,35.5905056,21.69420195,34.36701679,40.94326782,2.517828405,Passive
11742-12704,69.30500412,297.3437881,707.115509,1398.571198,87.42826653,SFG
11742-12705,18.57427549,14.41341019,29.50248909,32.39703941,2.198601842,Passive
11742-1901,6.338757157,-1.244815983,0.64936009,2.187245265,0.197594069,Passive
11742-1902,1.494519144,0.408057895,-0.206852229,0.532467447,0.360314265,Passive
11742-3701,12.20962969,8.86566035,6.065787792,5.627737681,0.587077638,Passive
11742-3702,34.24270821,76.74894524,99.66711807,285.949234,15.1737535,SFG
11742-3703,111.8371353,54.86902094,339.1777267,174.7695351,10.15246367,AGN
11742-3704,37.29793453,27.98639822,93.13541603,78.25422668,8.192611694,AGN
11742-6101,18.09585444,19.45768293,2.807812373,4.266343276,0.725135346,Passive
11742-6102,10.65135431,13.60648966,13.71707463,47.35595894,2.818141878,Passive
11742-6103,7.569053809,9.436556498,2.334245364,4.689458847,0.495522847,Passive
11742-6104,20.58558941,13.20420277,63.0593071,39.17243862,2.721029699,Passive
11742-9101,14.86220741,8.120270021,31.58111048,23.34794283,1.437186152,Passive
11742-9102,4.204855919,6.749595284,10.24862266,26.36336899,1.879567385,Passive
11745-12701,8.472035766,1.299249277,3.911165714,6.314178348,0.56567046,Passive
11745-12702,40.31259441,63.9272995,242.815403,433.8686752,24.44318771,SFG
11745-12703,4.808671355,12.25024366,17.64969015,43.02870846,4.193747103,Unclassified
11745-12704,18.3547883,25.37167835,33.98799706,105.0637093,6.394679904,SFG
11745-12705,16.27456903,17.11198843,29.61316633,22.45276451,2.337256551,Passive
11745-1901,24.18397236,17.7057457,71.16687584,40.65270996,2.59770596,Passive
11745-1902,12.9536562,43.90634918,92.82901573,207.2679443,13.26137376,SFG
11745-3701,464.3908691,404.5327301,392.1794586,1441.55011,154.265274,SFG
11745-3702,6.411153078,7.901283503,6.659111977,6.560372353,0.807769001,Passive
11745-3703,12.3580215,29.8163991,41.04291153,111.8810081,5.861987114,Unclassified
11745-3704,19.2690134,15.61984301,38.35103703,49.54062653,3.028925002,Unclassified
11745-6101,68.25387764,48.68216324,154.4990463,218.857235,12.52626538,SFG
11745-6102,19.69219398,14.44781208,8.93221728,9.283874512,0.972119729,Passive
11745-6103,13.11160421,18.0017705,30.23009348,85.12706375,5.514391541,Unclassified
11745-6104,169.3677711,47.70814228,262.5514221,170.483181,17.38405991,AGN
11745-9101,17.4950695,65.52247238,96.59226799,283.1137314,26.56678677,SFG
11745-9102,10.00164223,5.594836093,1.340743214,4.028804183,0.471064411,Passive
11746-12701,13.32077312,0.66757226,20.38200951,24.20868063,4.936773896,Unclassified
11746-12702,25.94094133,33.34837437,28.3161521,122.1254349,10.26739216,SFG
11746-12704,636.8945313,80.20028687,414.9742813,298.4130936,18.4942131,AGN
11746-3701,35.17218018,94.56563568,264.7762833,496.4245148,30.75353956,SFG
11746-3702,6.163882732,-1.994021624,8.085551381,3.884627461,0.837402612,Passive
11746-3703,20.66408062,63.09923935,120.0901566,241.8996048,14.95164132,SFG
11746-6103,57.30393028,44.78952551,91.04016495,77.52935791,5.42850697,Unclassified
11746-6104,52.50113392,17.7233488,105.3149529,60.55880547,3.932157576,Unclassified
11746-9102,71.00800323,48.46654224,206.8856392,193.3413925,11.03667355,AGN
11748-12704,12.09271502,19.95526075,34.77077961,82.24570274,4.523407459,Unclassified
11748-3701,11.09703279,21.07046366,47.32069397,86.33133698,4.858177304,Unclassified
11748-3703,1.194541574,1.899402142,-1.124162197,0.040795013,0.135562733,Passive
11748-3704,160.6225853,41.50449419,190.5350685,133.7176819,8.253645539,AGN
11748-6101,9.363403559,24.47732019,42.69479656,114.3444424,6.987752795,SFG
11748-6103,52.71914387,13.80259728,49.91165733,9.146211147,1.592940956,Passive
11748-6104,8.747867107,11.03457582,3.307426587,4.317278337,0.442442074,Passive
11749-12701,9.046082973,5.877069235,21.40226412,12.20586061,8.153566122,AGN
11749-12702,9.479891777,10.9965179,9.452187777,37.11197186,16.57678509,SFG
11749-12703,2.665231407,3.446670234,1.273251116,2.595352866,0.500868261,Passive
11749-12704,101.5303555,123.9193611,487.8694,823.4316101,173.6938133,SFG
11749-12705,5.540966868,1.300178483,16.77517605,15.44013762,3.18317908,Unclassified
11749-1902,12.76809454,3.554660052,3.444210768,9.973494411,0.673558176,Passive
11749-3701,25.19126701,125.8605366,208.171093,614.5825958,34.87032413,SFG
11749-3702,44.4699955,33.92282295,106.1990986,99.92159271,6.542772174,AGN
11749-3703,15.80956054,9.823281765,28.42738342,29.14578152,2.00652504,Passive
11749-3704,17.00060368,48.46500015,77.65984917,208.3613663,12.46274328,SFG
11749-6101,21.17960072,8.397154689,46.18376637,40.10550785,2.572208107,Passive
11749-6102,23.34688759,8.555480659,9.816928864,11.8625434,1.208353102,Passive
11749-6103,4.350971222,19.01581383,30.36617327,81.56167984,4.141293883,Unclassified
11749-6104,46.55518246,46.06103706,195.4923325,183.5221558,11.55136037,AGN
11749-9101,35.23657703,20.58926105,24.67828321,74.79076004,4.775416851,Unclassified
11749-9102,13.10887265,25.08278179,36.70212364,93.06075478,5.81423521,Unclassified
11750-12701,7.788975477,16.45007992,23.28573799,53.23416901,14.11164236,SFG
11750-12702,4.499571204,12.48188496,11.73061609,39.21604681,3.952220142,Unclassified
11750-12703,4.374158382,6.409043471,2.556126197,14.37271404,5.415249507,Unclassified
11750-12704,8.963017464,15.52993488,14.85307384,47.51807976,4.778632641,Unclassified
11750-12705,76.16386414,45.5279541,24.11858892,164.8357277,11.47004867,SFG
11750-1901,954.5701599,554.3302612,269.0822449,1692.731018,111.6139832,SFG
11750-1902,14.73830867,11.27033353,23.08937168,40.34747982,2.613403916,Passive
11750-3701,46.39621067,22.21791649,42.13441467,38.74306774,4.864386797,Unclassified
11750-3702,1051.954285,378.6709595,156.305439,1393.34494,93.85245132,SFG
11750-3703,42.69337368,21.06532526,56.0961237,108.6621094,6.417050004,SFG
11750-3704,14.4046154,5.230224927,5.125259876,5.152182897,1.324114998,Passive
11750-6101,37.00279045,73.57863426,232.6986847,367.6760712,23.02877426,SFG
11750-6102,20.11554241,31.86659575,37.12362766,121.3369884,12.5838666,SFG
11750-6103,36.51896,165.1110191,235.1330414,662.442337,35.87529278,SFG
11750-6104,18.67411041,7.884462237,17.61179399,11.90635681,0.92245619,Passive
11750-9101,16.59527683,34.81809521,126.2215557,234.3582115,13.54755497,SFG
11750-9102,24.40951204,52.11379719,46.65867043,166.3587456,12.87295318,SFG
11751-12701,12.76890532,10.96905899,5.132547379,29.82436562,1.524418434,Passive
11751-12702,84.25250435,54.52783203,32.11808777,178.2333336,63.63904762,SFG
11751-12703,4.823861659,9.192563176,10.96419132,36.83079815,2.689945817,Passive
11751-12704,524.997879,297.9663467,885.5804138,863.8573303,54.27881813,AGN
11751-12705,2.604897201,13.51244092,13.91656923,42.14115143,5.424494386,Unclassified
11751-1901,170.4970055,791.4701233,2459.082642,3220.15625,195.6399345,SFG
11751-1902,5.953987718,5.308431745,2.367953062,2.35743165,0.505946867,Passive
11751-3701,311.277977,297.4435883,279.7612381,1134.342834,100.002346,SFG
11751-3702,505.7200165,743.7414398,662.9577179,2667.912781,161.7845917,SFG
11751-3703,17.51599836,10.73760176,7.88948071,19.79292679,1.419728309,Passive
11751-3704,23.72280455,8.975419849,43.52828312,26.81975842,1.72885707,Passive
11751-6101,233.4990387,142.7855797,1358.508148,1047.02597,64.19501972,AGN
11751-6102,227.9902306,255.4645233,834.1652374,1173.825958,71.96628952,SFG
11751-6103,5.422142982,21.18126631,23.27579737,66.1176548,3.842797101,Unclassified
11751-6104,25.96685314,14.5078454,14.78193927,32.21672153,1.955599576,Passive
11751-9101,31.73422623,66.47128105,78.74828339,276.3104324,15.45704699,SFG
11751-9102,16.02563763,54.17303181,80.10785103,229.1170845,12.99509621,SFG
11755-12701,14.62921596,60.23839188,149.8578262,321.7403488,19.42960644,SFG
11755-12702,21.45048046,24.89391422,29.88630629,112.3636284,12.37139797,SFG
11755-12703,24.40665913,35.0307827,68.7072525,130.3049011,30.73883295,SFG
11755-12704,13.77283907,26.98185778,81.18968582,156.5379143,14.65198636,SFG
11755-12705,14.45409966,20.88997459,28.01893616,88.8500843,12.11726522,SFG
11755-1901,54.14550877,25.88683033,96.64183617,81.90764999,4.560886025,Unclassified
11755-1902,23.64898872,14.1439395,56.76694107,31.33158875,1.887022704,Passive
11755-3701,13.38581133,28.73135614,60.75294971,29.96371937,2.539120555,Passive
11755-3702,11.25674979,4.675867558,2.618864457,2.537124077,0.33978037,Passive
11755-3703,21.77612543,43.26969624,42.10092831,147.5354729,10.96019888,SFG
11755-3704,56.90024185,49.05115223,36.94260311,183.8571701,65.36883163,SFG
11755-6101,22.92235947,70.43492126,114.1834793,329.177269,18.28202105,SFG
11755-6102,21.9056263,8.799111962,25.84317684,19.57370973,1.250539377,Passive
11755-6103,24.58927393,21.93958282,100.6377869,100.5562725,6.503065348,AGN
11755-6104,88.60964012,74.7410183,287.6965485,313.9336777,18.35746193,AGN
11755-9101,44.89259529,34.22234631,26.29734898,125.8468609,18.69344616,SFG
11755-9102,11.94422054,7.14140749,27.55352211,32.5135746,6.182179928,AGN
11758-12701,66.68523026,42.30495787,105.2719383,78.79240131,5.209039688,Unclassified
11758-12702,6.871305227,32.05321217,40.24277687,117.248457,7.281580448,SFG
11758-12703,4.561045974,7.19302278,4.680463359,19.15634421,1.412551373,Passive
11758-12704,36.30526257,92.64573097,165.1235771,476.354599,47.55498028,SFG
11758-12705,147.4343567,66.62102318,275.7374191,169.0958519,10.34485006,AGN
11758-1901,399.041954,647.9597626,891.1086578,2223.59082,136.8894882,SFG
11758-3701,45.326931,143.6957626,270.6821899,616.5733185,37.54376125,SFG
11758-3702,5.395494461,26.29187107,36.16644573,101.5164356,8.056450844,SFG
11758-3703,22.878685,11.10717666,36.2201395,23.4979372,1.430073649,Passive
11758-3704,62.75290871,142.2834778,170.0758209,534.7728882,34.55180359,SFG
11758-6101,228.5752487,73.77428055,356.0156479,282.090538,16.19147158,AGN
11758-6102,10.03949094,36.27364254,49.59837627,126.598175,7.003673315,SFG
11758-6103,19.48790407,47.13921928,52.50509739,159.9537277,13.14822674,SFG
11758-6104,126.7753754,93.25960922,870.4434662,545.0262146,31.97487974,AGN
11758-9101,248.8125267,135.612587,83.86156654,443.9108353,59.62700653,SFG
11758-9102,11.06527877,4.496745706,12.21925163,5.992392838,0.666832238,Passive
11760-12701,7.485667229,33.78177261,48.68337059,138.5549469,7.27310276,SFG
11760-12702,8.688803911,12.33257318,11.03545451,40.94062519,2.771127105,Passive
11760-12703,132.4613953,163.2287483,168.4229164,699.2015533,42.3685112,SFG
11760-12704,7.529396176,21.14636326,41.67333603,98.60483551,6.41700995,SFG
11760-12705,10.88271077,13.90990257,11.55184237,40.50372442,9.230850856,SFG
11760-1901,85.66046906,304.0288162,477.135498,1315.64032,73.63277626,SFG
11760-1902,127.2715492,351.6981354,1012.473312,1496.004181,167.8803444,SFG
11760-3701,51.78275013,58.81003284,60.68001842,235.9217758,14.6475668,SFG
11760-3702,35.42345715,203.2534866,419.2332382,1062.140106,60.5411644,SFG
11760-3703,95.17919922,45.27214336,181.9069977,167.7542992,9.021339417,AGN
11760-3704,3.183443189,17.58677864,23.37164259,21.19888973,1.380914092,Passive
11760-6101,37.58512115,64.52740002,115.3270321,243.4182777,27.95304012,SFG
11760-6102,51.7996521,69.93207741,99.96800041,339.7406235,20.02398205,SFG
11760-6103,22.99548864,13.0749836,33.88156986,45.22942257,5.544013858,Unclassified
11760-6104,7.948709329,9.716542562,-2.339122613,5.317700227,7.199389776,SFG
11760-9101,70.40611267,42.14513206,188.7534142,123.1861305,6.655958056,AGN
11760-9102,15.61214924,74.01764488,169.8873405,372.1268616,21.64882135,SFG
11761-12701,4.272105575,11.30899096,10.95027423,37.60827923,6.811535001,SFG
11761-12702,12.80495048,10.85654569,32.70777321,55.10282898,6.749667525,SFG
11761-12703,15.22161484,20.68211889,35.74651241,70.04621696,8.642616987,SFG
11761-12704,34.36415577,114.1241627,218.31007,603.2070465,33.71300697,SFG
11761-12705,93.6675663,75.03980446,510.3860779,441.7389526,27.66670036,AGN
11761-1901,21.86846781,17.12232018,17.76472902,47.33347321,2.554494143,Passive
11761-1902,50.84501553,153.8341942,216.9648857,605.3564148,35.08483315,SFG
11761-3701,31.89677715,8.100330651,39.55980492,26.79718924,1.975683957,Passive
11761-3702,0.336060345,7.650018811,12.73516989,9.117589474,1.01643838,Passive
11761-3703,77.0821743,153.9887161,481.8088531,933.674942,58.68994904,SFG
11761-3704,16.69322968,6.536852598,17.59621286,17.92682028,1.145705849,Passive
11761-6101,39.01652431,30.47383595,77.19377708,44.912817,2.758275449,Passive
11761-6102,21.33532763,40.82414627,63.83561802,146.9966812,9.977254152,SFG
11761-6103,177.8107872,96.44223785,32.68696499,299.9274368,28.83651066,SFG
11761-6104,62.19593334,106.7602787,159.6231613,307.471283,19.73609734,SFG
11761-9101,28.82895947,28.63321114,22.40617895,95.45707703,10.19627142,SFG
11761-9102,31.17812347,35.65989518,114.3804111,91.07171631,6.125839114,AGN
11826-12701,15.14039675,11.75645733,10.08488878,32.19433848,4.525978724,Unclassified
11826-12702,168.3147964,94.01856613,44.55041218,317.1819534,20.316401,SFG
11826-12703,172.2592316,115.7688427,60.90364647,373.8935242,35.58864689,SFG
11826-12704,3.952359736,10.15662432,12.32013464,32.62927246,2.228255808,Passive
11826-12705,0.327561446,2.846147906,3.49460379,11.09958243,1.100734234,Passive
11826-1901,57.05331993,62.64625072,114.9000301,217.0109825,13.11734462,SFG
11826-1902,79.22919083,145.5392723,173.9292107,561.2883759,44.42418003,SFG
11826-3701,45.18779659,140.7510071,181.3682556,541.8551025,28.62613249,SFG
11826-3702,36.86044693,76.10148811,99.2892971,286.9538879,18.55773926,SFG
11826-3703,23.94440937,92.98822594,146.5007858,400.334938,24.11616564,SFG
11826-3704,61.33568859,88.20951653,113.698967,272.9047012,15.43008208,SFG
11826-6101,8.479303996,12.37631925,-1.220306913,1.331357201,0.452192793,Passive
11826-6102,35.7723217,33.32908678,68.80609322,48.50993061,2.840373158,Passive
11826-6103,40.12347317,37.19706726,116.1632843,182.7227364,10.3710258,SFG
11826-6104,40.03980446,97.79355812,193.2127953,388.3679581,21.29693174,SFG
11826-9101,114.0454731,294.2577744,332.9700165,1046.12738,66.88248253,SFG
11826-9102,11.05840047,9.946482658,6.903127352,4.723013878,3.170740902,Unclassified
11827-12701,5.432766914,-1.318271235,2.787221253,2.655383408,1.190080494,Passive
11827-12702,4.354247212,6.028158449,11.58213115,6.010646701,0.420221265,Passive
11827-12703,5.729046583,3.774753153,6.800381899,3.727746248,0.360392533,Passive
11827-12704,12.4630444,11.52500296,42.4581604,47.47219086,6.791122079,AGN
11827-12705,334.1109161,196.2200394,103.4423885,638.8757782,46.73004055,SFG
11827-1901,34.02322006,0.168349743,63.30597305,47.67570496,5.173568726,Unclassified
11827-1902,110.5199986,444.9240189,2788.074768,3658.078796,235.4109192,SFG
11827-3701,4.860080361,4.784178942,7.917226315,9.885549545,0.612284005,Passive
11827-3702,11.76834273,10.49039203,33.76740503,20.01106787,1.285063937,Passive
11827-3703,7.870143235,14.71430326,8.22604394,7.726129413,0.816352427,Passive
11827-3704,2.400381356,6.873370111,-0.937057555,14.12978435,1.916192949,Passive
11827-6101,37.49393082,19.88060856,76.27343941,49.10541058,3.0705176,Unclassified
11827-6102,27.41853285,86.90076256,295.7985153,681.6052551,38.81942272,SFG
11827-6103,38.10778904,17.00321579,110.2721348,70.87685394,4.590323925,Unclassified
11827-6104,23.39103317,8.959794402,21.04914141,22.83827257,1.37980637,Passive
11827-9101,0.589375362,1.755900554,3.676774323,2.28281673,0.445527114,Passive
11827-9102,10.54036379,8.002963126,15.07646298,13.83622861,1.099644661,Passive
11830-12701,31.14228916,28.28845501,129.3518543,122.7148876,50.12678814,AGN
11830-12702,113.300148,39.24846029,346.930069,173.3872643,11.59489679,AGN
11830-12703,17.18658066,95.46339798,112.6281338,416.3325958,22.51526117,SFG
11830-12704,27.61428213,19.85932708,75.8637619,86.33073616,7.431883693,AGN
11830-12705,5.900672436,5.541172385,4.935896635,18.11925077,2.295729399,Passive
11830-1901,42.69623566,33.24087286,6.10046339,43.71827698,3.040698647,Unclassified
11830-1902,264.3218765,78.96897507,188.7996712,316.7911453,23.53209877,AGN
11830-3701,25.42173719,8.725578427,34.70483208,11.89947498,1.151030958,Passive
11830-3702,29.59996843,25.27867365,80.00078392,107.3146267,12.43141508,SFG
11830-3703,30.88466501,30.05146313,84.52764893,154.9658546,9.659195185,SFG
11830-3704,12.70713758,28.65245056,55.19071102,135.9907494,8.186841488,SFG
11830-6101,15.91379499,31.68283939,46.81539345,130.4651489,7.02269268,SFG
11830-6102,65.05617905,17.70223641,405.3483047,1148.135437,67.69867706,AGN
11830-6103,23.17112112,10.26727176,42.71743107,29.2838192,2.434252739,Passive
11830-6104,29.05622196,16.24138951,52.49228859,69.40071297,7.401286483,AGN
11830-9101,50.40720749,36.04925251,57.43966103,48.12915993,3.383125126,Unclassified
11830-9102,38.97445583,22.05609393,90.463974,49.37570381,2.894705832,Passive
11831-12701,59.26406765,43.95405149,152.9202423,83.57892609,5.053927183,Unclassified
11831-12702,1179.752594,155.6700172,995.0004578,526.2192841,37.52668571,AGN
11831-12703,6.130868912,19.00706196,40.0770607,81.77951622,9.93679595,SFG
11831-12704,7.800814509,10.91716003,24.49025488,43.76470089,7.751473665,SFG
11831-12705,12.70973754,9.170181572,30.53772831,12.59740186,0.905973852,Passive
11831-1901,600.0745392,327.5792999,187.6799278,1158.792816,94.25038528,SFG
11831-3701,323.1942596,322.3469162,1072.933044,1633.100189,110.3718948,SFG
11831-3702,3.634834081,14.88713598,20.21945572,57.30321598,6.843784571,SFG
11831-3703,39.2244463,27.08660722,108.6924534,61.28168583,4.284455895,Unclassified
11831-3704,75.96557617,260.8640785,574.5174408,1154.689514,73.74384689,SFG
11831-6101,26.79703522,119.6771679,192.8811188,536.4780426,33.51102257,SFG
11831-6102,15.51463842,23.40672588,69.43148613,125.133091,10.43010783,SFG
11831-6103,162.7076759,151.7863922,115.0502949,535.7029419,35.73763466,SFG
11831-6104,0.192962871,-0.177935978,0.350638771,0.362551919,0.115319895,Passive
11831-9101,8.390002489,28.75954199,47.4567194,135.635273,12.61642981,SFG
11831-9102,151.9571838,173.6893539,168.6445694,620.7323456,39.69717503,SFG
11832-12701,14.21916509,24.683496,23.0294733,78.6126709,19.84760153,SFG
11832-12702,0.762999728,6.087573886,7.688698769,15.88761997,2.558102638,Passive
11832-12704,11.22363043,42.50426483,62.83595657,174.5212898,10.12286353,SFG
11832-12705,11.43920231,25.76494169,40.35164642,115.4412441,6.716721296,SFG
11832-1901,25.04981565,12.13417923,27.4058814,29.9814043,1.734135628,Passive
11832-1902,72.87220383,148.3394051,280.6599808,604.3471069,38.78753853,SFG
11832-3701,28.55729246,85.81984138,201.1715012,475.5790634,29.534513,SFG
11832-3702,170.650589,114.6389885,376.3578949,348.9132233,21.63363218,AGN
11832-3703,2.652399391,4.54314065,-0.421195209,1.341962367,0.337849207,Passive
11832-3704,53.11427021,255.8528938,559.3344421,1454.332367,88.01106644,SFG
11832-6101,4.947566509,5.718407631,2.104518667,5.271611631,1.102501854,Passive
11832-6102,6.033475399,20.77745867,40.43118286,82.3706913,9.978728056,SFG
11832-6103,11.73120761,35.36583042,50.6947298,135.4201088,18.19891739,SFG
11832-6104,10.02722716,15.80299497,31.38090944,61.93497562,4.335679173,Unclassified
11832-9101,23.96805,17.7084074,44.00375843,40.45253754,3.242690325,Unclassified
11832-9102,15.50526595,37.71542454,48.38937187,142.9101257,8.40860939,SFG
11833-12701,14.86515713,38.69570351,63.24514389,177.390686,10.84171748,SFG
11833-12702,10.00654292,26.74159718,45.32300854,119.7557316,11.21685266,SFG
11833-12703,42.47949314,58.58799744,49.30080795,177.3843803,10.53708053,SFG
11833-12704,6.289797068,12.7546289,19.97700644,41.61800194,2.269907713,Passive
11833-12705,38.0989027,103.0183144,148.6415787,356.115242,20.22775507,SFG
11833-1901,42.17560291,13.35613906,103.9888878,85.91796494,4.866854787,Unclassified
11833-1902,38.01553059,89.27983856,157.3296547,324.5762787,17.78315639,SFG
11833-3701,30.53400564,7.140913934,13.023031,8.155312598,3.658944249,Unclassified
11833-3702,5823.954468,1067.361588,3850.820801,4288.056396,310.7431717,AGN
11833-3703,31.07808542,12.35594428,28.81554651,25.2148335,1.603539333,Passive
11833-3704,52.66101933,84.97198296,123.9948273,308.6711655,17.24790192,SFG
11833-6101,6.613972425,9.532572508,21.46900272,42.53369713,8.145407438,SFG
11833-6102,22.27569246,49.04961109,111.0355129,217.0274124,13.18385696,SFG
11833-6103,27.29889584,86.50310326,124.7363091,335.5406342,17.58269596,SFG
11833-6104,28.15694952,15.01132941,51.0911808,54.08719826,6.661456108,AGN
11833-9101,42.2554245,28.20495152,47.56573772,42.18819332,2.459236383,Passive
11833-9102,24.90518665,49.17605782,156.5678406,265.7343903,17.66712666,SFG
11863-12701,13.76346707,15.21891189,10.90964007,45.22776127,12.93827152,SFG
11863-12702,9.689905643,5.99587056,8.467372656,10.30061793,3.683224261,Unclassified
11863-12703,15.08922625,12.92504811,34.38337517,54.36222935,6.92929852,SFG
11863-12704,28.62332535,8.12800163,45.50263023,33.20727587,2.177405834,Passive
11863-12705,7.126689911,2.424806982,-2.366055667,5.774524927,16.28270912,SFG
11863-1901,246.7042465,139.9318314,84.05457878,511.7454987,32.12203026,SFG
11863-1902,42.97257137,34.75575376,43.51531124,46.16495657,3.249121666,Unclassified
11863-3701,6.067987283,1.880586227,-3.375737985,0.829468091,0.385846486,Passive
11863-3702,35.26023865,18.8826468,58.83188629,56.7782793,3.529602647,Unclassified
11863-3703,253.6898422,2007.358292,12986.03253,9272.621094,1034.637589,SFG
11863-3704,24.26936579,12.76752944,44.45626354,30.45278406,1.81065473,Passive
11863-6101,10.74379301,5.962956965,12.61140513,6.334421217,0.587170519,Passive
11863-6102,5.170281351,17.31035185,4.832745641,7.118831277,0.978695512,Passive
11863-6103,24.24158096,32.61659813,135.6697102,145.0364609,10.2274003,SFG
11863-6104,12.83824968,13.49266627,6.969665408,9.392913461,1.742267728,Passive
11863-9101,20.48592472,13.33783627,21.56943178,32.35634613,1.843669266,Passive
11863-9102,45.23948383,94.53240776,388.5341339,519.8101654,30.74350071,SFG
11872-12701,14.16484451,10.3321623,25.31946516,12.51378858,1.004590884,Passive
11872-12702,21.38583755,63.48834038,158.6776505,315.5970306,21.25757742,SFG
11872-12703,9.412864208,11.2865396,14.71237898,11.68198609,0.948246866,Passive
11872-12704,7.069205403,53.12687492,78.09262466,223.8731766,14.06724262,SFG
11872-12705,94.81289673,54.98243904,158.2189713,224.077858,12.9771204,AGN
11872-1901,19.47559166,18.07820702,8.747467677,9.495844205,2.010775169,Passive
11872-1902,24.59462357,6.973953724,27.85469723,33.29318333,2.529397309,Passive
11872-3701,46.85406685,26.14880466,75.13211441,87.26619339,5.152906895,Unclassified
11872-3702,13.48117399,7.498198926,15.86359572,16.21056294,1.477909893,Passive
11872-3703,42.3163805,26.7004807,79.22192764,58.77528477,4.167066216,Unclassified
11872-3704,9.588735898,5.486937205,1.186739842,0.981066068,0.427298208,Passive
11872-6101,7.059870362,5.72041744,3.298750818,17.08104348,3.807105005,Unclassified
11872-6102,5.532719851,2.636505693,3.843326688,3.141703427,0.61550197,Passive
11872-6103,23.17829657,9.088652909,43.20583344,25.45104265,1.869204581,Passive
11872-6104,59.04349518,24.08885002,149.2560425,76.4070015,5.128648996,Unclassified
11872-9101,10.99027801,26.1742382,48.76035786,119.5266933,7.760472655,SFG
11872-9102,55.93964481,26.53206182,158.6528587,57.08489513,3.414788604,Unclassified
11940-12701,89.01044655,28.36912894,196.4385338,119.1122971,7.19119513,AGN
11940-12702,50.53128624,21.17139339,100.0160694,92.95247459,5.229229569,Unclassified
11940-12703,3.718625625,4.388552666,0.868902544,0.761795104,0.223169819,Passive
11940-12704,183.582489,41.8602829,207.1749344,283.0553589,16.3453126,AGN
11940-12705,131.6281662,37.40532827,688.7902679,290.3299255,17.33585358,AGN
11940-1901,2.016106308,2.518605113,5.928111613,8.335275888,0.601610631,Passive
11940-1902,94.08551216,94.37100792,364.4141998,420.299057,23.3385272,SFG
11940-3701,33.46798277,24.44748592,78.57265091,51.52758789,3.546134591,Unclassified
11940-3702,24.61521339,3.66131115,34.47145271,24.41816282,4.320957243,Unclassified
11940-3703,17.42951918,63.62111759,141.7271385,311.2482376,18.6969471,SFG
11940-3704,20.12021303,11.35728276,46.91381359,26.26767063,1.617603987,Passive
11940-6101,5.280448258,11.07371283,14.00702596,40.33661461,2.647504151,Passive
11940-6102,21.60354328,34.54998493,41.19055939,34.03354168,2.021730781,Passive
11940-6103,28.05796146,131.5617561,243.7745171,691.6104584,37.5125742,SFG
11940-6104,28.77140999,64.06001091,222.4326096,320.3332596,18.04125404,SFG
11940-9101,13.9027276,5.875888348,36.6328783,19.54360294,1.589306086,Passive
11940-9102,42.3613863,45.59867191,136.5265427,167.1147232,15.19983792,SFG
11941-12701,18.80731773,33.87981701,109.7240658,172.45047,10.63354635,SFG
11941-12702,5.354538202,11.68586826,5.517691016,6.5540995,0.929717779,Passive
11941-12703,103.7295094,156.7634392,147.3429031,544.9309998,42.3164053,SFG
11941-12704,16.6524229,8.733606517,37.09711361,32.5047636,7.070282936,AGN
