plateifu,avg_emline_sflux_cen_oiii_5008,avg_emline_sflux_cen_hb_4862,avg_emline_sflux_cen_nii_6585,avg_emline_sflux_cen_ha_6564,avg_emline_sew_peak_ha_6564,Classification
8606-3704,2.573412895,3.605557323,8.839769125,16.88342261,1.0653826,Passive
8606-6101,17.20218277,54.84623432,81.09252548,236.0839195,13.61698413,SFG
8606-6102,4.105097897,4.559773803,-1.986632079,3.913402915,0.90745233,Passive
8606-6103,10.93617868,14.16421318,41.93536091,59.27349281,3.642653763,Unclassified
8606-6104,4.452801545,6.350973447,1.928621928,1.09775269,0.876405279,Passive
8606-9101,5.83539784,7.256434947,0.960706472,5.526148289,0.654327244,Passive
8606-9102,507.4901581,432.8418274,372.5064163,1739.530914,101.8018436,SFG
8610-12701,9.827258825,15.15617275,32.82160759,48.65901756,3.115051389,Unclassified
8610-12702,11.91297984,18.6976161,78.70909119,109.9898643,5.759398699,Unclassified
8610-12703,56.28877354,106.3505135,568.8943481,813.5049286,46.6347332,SFG
8610-12704,58.18507767,27.22195101,10.30721116,79.84635925,7.564787507,SFG
8610-12705,2.836343884,1.965197301,-0.695200786,1.286265492,0.31537674,Passive
8610-1901,217.3183594,146.4985313,83.11299515,462.799675,27.49602509,SFG
8610-1902,14.3961091,10.84247971,27.30090427,17.0908165,1.2118797,Passive
8610-3701,153.780529,119.4078312,126.0362225,469.1258698,29.5806675,SFG
8610-3702,31.35050821,108.6501808,184.800499,492.7187805,26.49132252,SFG
8610-3703,463.4595337,302.6049881,209.1472015,1027.650879,61.99019432,SFG
8610-3704,41.67937469,63.42695332,128.5835228,276.4314194,17.17029715,SFG
8610-6101,22.01002502,37.95340919,59.99424934,135.1389465,13.04855275,SFG
8610-6102,21.68592358,43.02623653,43.64785385,137.4677773,27.62221384,SFG
8610-6103,12.5971384,34.69510746,40.43418121,122.7837677,6.969567776,SFG
8610-6104,7.024760882,8.874079069,2.642440478,6.299907207,0.631974638,Passive
8610-9101,14.23905468,8.015863538,4.404179633,9.035544634,0.655190453,Passive
8610-9102,6.631242275,7.150857687,-0.208789442,2.845284462,1.089886114,Passive
8611-12701,12.26825166,30.77359486,38.5182972,113.5243168,23.66560268,SFG
8611-12702,62.01291752,60.19977856,138.2158623,255.0554161,15.35934162,SFG
8611-12703,31.60553932,28.8394022,61.64684296,81.3452816,14.91124821,SFG
8611-12704,39.71658802,122.9675503,227.4165039,516.5834045,28.60736275,SFG
8611-12705,9.258413494,11.24159971,5.618764043,29.27405614,11.54371822,SFG
8611-1901,17.43736966,24.78291066,1.303999583,2.830382586,0.644117773,Passive
8611-1902,22.64109945,5.440290989,8.692848206,8.97953856,1.081468642,Passive
8611-3701,47.9607954,21.06922531,96.31243134,57.92696762,3.45319432,Unclassified
8611-3702,89.11190987,256.7123413,578.7561798,1181.251862,68.72827911,SFG
8611-3703,4.471047878,3.252833158,9.308174133,2.252294004,0.345682122,Passive
8611-3704,111.8214016,51.77046967,142.6810875,190.2546997,11.17778778,AGN
8611-6101,90.16713905,59.00609875,128.2514324,121.2023907,7.61749649,AGN
8611-6102,12.2219615,48.58741093,66.22105598,184.1083984,10.81304049,SFG
8611-6103,16.63416767,66.41307068,108.3087406,299.8945007,16.66416931,SFG
8611-6104,698.2531586,155.7309647,20.60298204,482.3863602,27.32092237,SFG
8611-9101,19.33724737,12.88067365,34.81563854,39.76862621,2.494667947,Passive
8611-9102,38.30319405,70.55008507,201.8350906,349.0156326,20.20775557,SFG
8612-12701,12.31857753,12.69481134,10.78785074,46.57556343,3.114759684,Unclassified
8612-12702,36.99999905,13.66631556,58.63141251,53.28175449,8.858710766,AGN
8612-12703,68.16233253,93.43124008,92.82288361,364.26931,24.19806623,SFG
8612-12704,3739.587402,362.1684113,1540.694061,1400.544769,89.31625938,AGN
8612-12705,68.46694946,42.38353729,105.0532284,169.6164474,16.4721489,SFG
8612-1901,287.5721054,898.9069214,968.3105469,529.2881317,35.14689827,AGN
8612-1902,128.5736752,96.95383644,78.81378365,204.6595345,16.62622643,SFG
8612-3701,35.54246426,13.92963433,54.71973515,50.6879282,2.952819467,Passive
8612-3702,0.800333738,0.373232411,1.781482875,0.747518472,0.125263784,Passive
8612-3703,19.15288877,6.358108759,24.86971045,8.439720631,0.553642198,Passive
8612-3704,14.08749461,11.92865553,9.87885952,10.82578254,94.69862556,AGN
8612-6101,57.12800217,31.80989885,167.2604828,89.13352585,5.363152266,Unclassified
8612-6102,27.96073437,21.56218934,54.02073956,50.59804153,3.026917934,Unclassified
8612-6103,12.82471538,10.13742614,4.324018121,10.21723783,0.792660706,Passive
8612-6104,75.79565239,88.58712196,310.5956955,425.6838226,27.8198061,SFG
8612-9101,57.23051453,182.2251816,226.255043,760.3878174,45.64073753,SFG
8612-9102,2.532454193,5.042707205,7.093072593,13.91046607,1.526832879,Passive
8613-12701,11.26745844,76.3071804,124.8456764,386.2814331,19.51194572,SFG
8613-12702,11.88936877,5.064942837,21.31564283,19.22115421,6.426496387,AGN
8613-12703,323.2214127,463.3991013,574.5231781,1794.630157,100.6569557,SFG
8613-12704,9.255885839,3.600068048,-4.182825983,3.991891474,0.442473181,Passive
8613-12705,3.813314676,6.978196263,3.359684706,4.449974418,0.799676776,Passive
8613-1901,23.55987024,7.550158858,20.94485569,25.95864725,1.457872033,Passive
8613-1902,135.0357018,127.7067909,185.3002167,459.6839981,25.56195068,SFG
8613-3701,32.92506266,15.08624864,33.15656042,34.17366648,2.105832011,Passive
8613-3702,10.87435603,11.23967701,37.5343895,26.1331768,1.489015281,Passive
8613-3703,5.503410101,2.068764329,4.982636929,6.289253712,1.471958548,Passive
8613-3704,7.49301211,18.53291829,3.229305903,8.437971115,0.806809624,Passive
8613-6101,12.81691885,44.15717506,90.40484619,207.407917,10.89771581,SFG
8613-6102,18.86038208,14.75745323,42.67550755,18.59240198,1.379915476,Passive
8613-6103,31.26356745,9.848850965,26.86533833,19.39141226,3.015602529,Unclassified
8613-6104,34.62148857,11.48222861,51.20186424,37.13091183,2.045593172,Passive
8613-9101,16.0735929,11.18165684,34.26217747,42.20077991,3.495867372,Unclassified
8613-9102,33.75308514,14.4695425,76.86542892,49.53878403,2.863211095,Passive
8614-12701,3.642474254,6.651087761,8.733524958,2.079946995,1.360997319,Passive
8614-12702,25.14826584,27.17873716,20.74839973,92.21017456,9.069241524,SFG
8614-12703,928.2469788,125.6261101,451.0252686,557.1590118,35.78726578,AGN
8614-12704,29.67074156,45.84705544,140.8939247,219.9929848,12.80148935,SFG
8614-12705,6.910358608,8.218976736,3.697668135,4.786531866,0.529731505,Passive
8614-1901,6.237035878,9.330128781,5.007981345,26.11129808,2.279995322,Passive
8614-1902,34.05171347,10.21111688,27.0233779,21.35803771,1.414201126,Passive
8614-3701,26.18349075,8.981508136,46.93983269,45.77567482,2.918832719,Passive
8614-3702,5.808905602,3.132759809,6.461149375,2.47948575,0.441059341,Passive
8614-3703,169.3566856,117.1193237,780.1136017,453.6466522,27.41865253,AGN
8614-3704,9.426083565,18.17767525,2.653170188,6.808671316,0.718028188,Passive
8614-6101,40.26900196,102.2641869,175.9944229,455.4601364,37.03845978,SFG
8614-6102,15.6577816,51.55571747,85.72061348,215.5576248,13.56058478,SFG
8614-6103,8.610258738,15.40425746,-1.004139026,5.827254613,1.688807289,Passive
8614-6104,7.55728066,3.986154914,7.200682878,8.747240067,0.618211858,Passive
8614-9101,11.63935852,6.831322163,21.13714409,7.321519494,0.977627754,Passive
8614-9102,21.06285334,10.61684859,50.67354965,41.9399271,2.240205526,Passive
8624-12701,3.362488657,3.011911571,6.74054122,4.812673718,0.363827109,Passive
8624-12702,25.02098179,59.04351997,225.1880989,465.5579987,27.48874569,SFG
8624-12703,19.4450078,63.90791607,254.5379753,535.4640045,31.83453321,SFG
8624-12704,9.891864061,8.526051283,31.77304506,42.48412323,2.409343719,Passive
8624-12705,25.69748926,16.52138376,8.151875019,56.43236637,6.583159208,SFG
8624-1901,-3.484184057,4.813741565,11.18795967,9.071734667,0.919103965,Passive
8624-1902,152.2061462,137.3395195,95.59555244,431.8038559,25.10449171,SFG
8624-3701,58.76006794,5.625863075,168.1233253,78.83511448,5.134865761,Unclassified
8624-3702,567.209671,74.6732111,717.7367706,274.4282227,16.00615525,AGN
8624-3703,13.00177813,0.773833811,12.0115428,14.81770158,2.063655138,Passive
8624-3704,5.19192338,-0.111017212,14.01569605,12.11737108,1.625807941,Passive
8624-6101,30.57996178,32.45752335,-20.64882151,10.95158831,2.625841141,Passive
8624-6102,8.780536413,30.69573832,47.27662849,148.4359055,8.358109474,SFG
8624-6103,0.987694412,7.07374841,11.66555035,30.13196754,3.128022373,Unclassified
8624-6104,15.34097449,17.63226509,0.780746301,6.131868839,0.719082475,Passive
8624-9101,9.209545374,29.39496183,34.13213348,101.640646,16.9781208,SFG
8624-9102,35.89596653,149.1491966,323.7158051,718.406723,41.90607738,SFG
8625-12701,33.26111746,18.51697969,66.95550919,58.24458122,3.405156791,Unclassified
8625-12702,13.30444074,32.48626995,62.39787102,172.6876907,9.148191214,SFG
8625-12703,33.21480751,14.07457292,58.47016239,42.25547981,3.792515993,Unclassified
8625-12704,139.0448837,121.8366451,745.1627808,339.2108002,19.89950943,AGN
8625-12705,14.52140093,80.86610985,124.2798805,374.788208,26.76752758,SFG
8625-1901,13.36878276,100.5082874,124.1046066,454.5689697,25.96702862,SFG
8625-1902,1.040382206,1.114825249,1.311808079,1.014637873,0.13669063,Passive
8625-3701,29.92018843,29.82116342,70.65265465,58.9107666,3.966046214,Unclassified
8625-3702,1.167722471,7.632777311,13.44448602,10.65343332,1.205192015,Passive
8625-3703,5.825928569,25.00674391,57.64912415,145.0420341,8.844002485,SFG
8625-3704,9.750625491,9.051759094,0.81948483,6.041572213,0.487784684,Passive
8625-6101,20.57244062,22.81565762,16.93986797,68.63109589,6.789074898,SFG
8625-6102,7.022010446,9.716742754,7.819489241,33.78635025,1.908760965,Passive
8625-6103,116.7169781,57.82361889,201.6522293,144.8330383,8.419594884,AGN
8625-6104,2.89884454,10.08255863,18.94379425,41.66713524,3.170326591,Unclassified
8625-9101,18.34730244,38.88121319,167.8006325,291.4672012,17.2559166,SFG
8625-9102,11.30906892,41.3752985,62.73707199,179.3263702,11.02456379,SFG
8626-12701,24.73960066,12.93876195,28.29724836,47.30704117,2.784783006,Passive
8626-12702,55.30913067,187.5040131,569.9642639,1168.697968,76.03497124,SFG
8626-12703,38.58715248,72.68904877,167.4538269,329.6806259,20.83959198,SFG
8626-12704,21858.99023,3602.46698,666.3144989,12890.43164,876.6153564,SFG
8626-12705,18.48334646,12.00232792,47.95980644,30.84405804,1.784378171,Passive
8626-1901,1.796242259,2.176833779,3.646172464,2.191988319,0.397628576,Passive
8626-1902,8.505172253,8.487905025,22.04953241,30.24797535,2.842407644,Passive
8626-3701,55.23756409,22.32156229,58.96870613,42.19440365,2.75857085,Passive
8626-3702,39.45884037,100.3444195,222.1400452,619.2115479,34.78290939,SFG
8626-3703,75.75667,196.2575226,412.186615,1137.767212,61.30340576,SFG
8626-3704,60.43064308,17.12478805,40.93337154,29.52809548,2.578422785,Passive
8626-6101,26.99271917,16.95634198,87.1961956,37.41133213,2.512025416,Passive
8626-6102,20.39436531,13.81253755,51.28614235,76.85983849,5.150024295,Unclassified
8626-6103,60.563797,33.67909241,125.8044472,95.05111122,5.718945265,Unclassified
8626-6104,46.049016,15.10263777,78.09034729,47.0393095,2.881858826,Passive
8626-9101,6.078443885,14.92117071,25.65893364,53.54694939,11.23078895,SFG
8710-12701,5.047572136,8.718063593,11.68595672,32.36037064,4.786027074,Unclassified
8710-12702,70.33730316,36.52872753,28.89858961,55.46116161,3.606047034,Unclassified
8710-12703,550.4915009,201.9777565,45.07320499,615.0245056,54.7591362,SFG
8710-12704,46.60323334,93.54911613,79.74506569,309.3305588,20.29152966,SFG
8710-12705,8.341828346,19.41799641,28.71677732,83.3818512,5.186780453,Unclassified
8710-1901,3.519072056,7.515174747,4.076446772,3.367403567,0.534610227,Passive
8710-1902,12.64308389,23.85490799,1.196552197,3.5694472,0.458506733,Passive
8710-3701,5.81400156,7.419728994,-0.101252504,4.088146567,0.519546948,Passive
8710-3702,33.06587648,40.22289467,96.27020454,173.7516785,11.7064476,SFG
8710-3704,0.185879815,3.181285799,1.131729335,1.552187681,0.159951441,Passive
8710-6101,8.631455779,11.34852731,8.407924116,33.9859519,4.958406925,Unclassified
8710-6102,1982.351105,301.6138077,2744.728821,2987.717468,192.4037247,AGN
8710-6103,30.06857252,40.16154861,36.69525242,131.0355072,8.042768002,SFG
8710-6104,9.816938877,35.05538082,51.08502865,132.4684181,8.596757412,SFG
8710-9101,13.12060618,1.316627741,23.32893705,19.12807775,1.372293979,Passive
8710-9102,6.618093729,27.2280817,36.68541718,104.9763451,5.392208099,Unclassified
8711-12701,74.21574783,18.08561373,72.3786335,103.6295319,21.25675964,AGN
8711-12702,30.68593979,25.55373764,9.067162991,72.48861313,5.647807717,Unclassified
8711-12703,7.181708813,21.32954073,27.28479481,81.24504852,4.286501765,Unclassified
8711-12704,39.25242043,21.16252089,3.354161531,27.05269289,1.694796085,Passive
8711-12705,17.20330572,11.62264705,8.448342562,41.8305378,5.057058215,Unclassified
8711-1901,30.50716305,10.086303,22.61833525,19.44462919,1.281178296,Passive
8711-1902,97.17795181,55.01985073,79.43859863,207.3139687,12.72172546,SFG
8711-3701,249.5475349,133.9467926,59.58697891,397.4244308,23.53396559,SFG
8711-3702,14.60904574,7.766213357,6.83627522,5.898831606,1.514511317,Passive
8711-3703,1.814664632,3.222114086,3.626492381,3.534316778,0.243096102,Passive
8711-3704,117.6026821,225.4617996,283.8822784,883.273056,51.37954044,SFG
8711-6101,3.658196568,6.544299364,0.036222701,2.494815335,0.48803138,Passive
8711-6102,13.4724381,11.41772068,33.21907473,26.11318922,3.213938475,Unclassified
8711-6103,32.76632595,55.21260357,51.53006935,190.2291298,11.37860656,SFG
8711-6104,7.281198382,6.6777879,8.99858582,3.477151155,0.648539394,Passive
8711-9101,11.90751553,15.85167281,2.966890176,3.419829369,1.104015549,Passive
8711-9102,3.269029319,16.07980514,19.56914425,50.87917042,3.072631836,Unclassified
8712-12701,8.405434132,12.82920718,22.94213486,48.09264755,4.218519568,Unclassified
8712-12702,116.7522469,119.8899555,128.3311787,430.0507355,24.79869604,SFG
8712-12703,41.3548708,45.83248091,113.9598942,147.455452,8.387324572,SFG
8712-12704,81.00174332,37.20971823,240.3310471,134.6991577,7.998244524,AGN
8712-12705,46.8376646,31.7903862,130.7233047,83.29963303,4.825272799,Unclassified
8712-1901,43.09215355,15.74067473,113.8473129,70.93100166,4.711763501,Unclassified
8712-1902,25.22471285,25.81968307,42.45564365,79.4350605,4.03328073,Unclassified
8712-3701,0.181593612,0.220906619,-0.526638232,0.204490576,0.08367135,Passive
8712-3702,7.691832423,13.43343425,25.197721,58.1299696,3.626015365,Unclassified
8712-3703,13.24730182,31.83743191,57.56767368,149.7760391,9.494579315,SFG
8712-3704,18.77470684,14.14933395,51.96393394,25.53192902,1.523562312,Passive
8712-6101,51.99538326,119.0842037,211.9455299,566.1772919,53.14841557,SFG
8712-6102,18.10221291,35.32700634,66.24326515,156.59972,16.35318041,SFG
8712-6103,165.164711,171.4341927,175.8953094,634.7168427,38.46111774,SFG
8712-6104,31.94491339,19.24415779,56.92192554,67.23834801,26.91605043,AGN
8712-9101,98.25701332,81.74480629,50.37547684,295.6277847,16.4806633,SFG
8712-9102,2.990377009,4.008195758,3.534003019,2.058932602,0.275665522,Passive
8713-12701,10.8193562,22.90156317,41.13012886,98.88274574,6.459214926,SFG
8713-12702,27.93288708,43.31286335,46.98068237,160.5204659,15.54270911,SFG
8713-12703,47.46744156,47.63621235,33.31410408,159.8060493,15.08893132,SFG
8713-12704,42.73584461,54.57683659,52.32394791,199.0515442,12.20811415,SFG
8713-12705,54.13852119,46.57004452,31.28051615,161.3753471,9.206031561,SFG
8713-1901,16.98120284,7.418833405,6.458502054,13.08283925,0.987181902,Passive
8713-1902,455.268898,228.2608414,104.2167721,744.5234833,57.29012012,SFG
8713-3701,10.59265137,11.9813323,5.876772761,43.96291256,12.28724051,SFG
8713-3702,10.96631908,12.23068142,2.245785475,7.89426438,0.60504812,Passive
8713-3703,24.17816162,7.260486007,21.07521248,22.60599709,1.391363859,Passive
8713-3704,10.27947974,13.87188363,12.6838634,31.6550355,1.757143348,Passive
8713-6101,140.8872884,53.55435181,9.219334284,162.4982859,18.03085327,SFG
8713-6102,15.98867941,11.42992866,57.53843117,46.15754318,2.968663454,Passive
8713-6103,7.420241714,4.717164218,3.574539781,6.432876348,0.814501002,Passive
8713-6104,30.2520256,81.5482769,158.2612152,332.7197189,24.32196808,SFG
8713-9101,12.83491921,12.07295972,9.090731382,11.22055948,0.71626199,Passive
8713-9102,1610.59964,1241.034515,1307.658203,2470.474487,156.4012756,SFG
8714-12701,6.143923601,4.548925718,4.930882931,4.107297897,0.641409099,Passive
8714-12702,6.359648943,25.2498579,27.90194941,83.58099174,8.340748668,SFG
8714-12703,2.463370383,4.158938944,8.093364477,17.03666854,3.369780689,Unclassified
8714-12704,29.21982765,25.19555855,16.73549151,85.62506485,5.738445759,Unclassified
8714-12705,6.669391632,4.030392349,11.40326333,8.223943233,1.75846678,Passive
8714-1901,3.184587419,10.85100555,16.66582966,32.59311485,3.305077553,Unclassified
8714-1902,23.73120022,9.796357721,62.55231762,41.55245018,2.441742152,Passive
8714-3701,6.012490153,4.64349398,9.036840677,7.687628508,9.68897295,AGN
8714-3702,15.56272411,17.27448663,36.82139015,27.35739899,1.843276083,Passive
8714-3703,43.25979996,51.81519604,59.30424786,216.9220886,15.71764445,SFG
8714-3704,703.6028137,136.2291832,730.0599365,343.7472687,26.02141094,AGN
8714-6101,61.43082237,164.1087914,165.128891,569.4690399,85.73578644,SFG
8714-6102,56.53761387,33.00549936,143.0152168,169.0770264,12.31688476,AGN
8714-6103,14.30253768,3.925309181,29.81184053,10.14985967,0.873688571,Passive
8714-6104,258.5561981,141.9872322,106.14818,603.1565399,38.76984787,SFG
8714-9101,9.091312766,11.06355286,24.16351938,23.94720364,2.14383322,Passive
8714-9102,1.314696759,2.260285065,1.459540784,2.412020743,0.385086805,Passive
8715-12701,25.61847878,16.57961011,53.40385151,50.22129726,5.472760081,Unclassified
8715-12702,9.092467308,3.227633476,19.24432039,8.577162147,0.641715035,Passive
8715-12703,6.079017997,9.296075583,17.52530956,9.164339185,0.732895076,Passive
8715-12704,213.7818832,108.2093353,47.21852207,328.6504822,26.92338133,SFG
8715-12705,16.40682364,8.733332872,31.89794111,27.29898214,2.389311135,Passive
8715-1901,7.614403009,23.27198362,40.35565948,100.3074799,5.209502101,Unclassified
8715-1902,47.9323101,38.81270504,29.60786629,128.4353981,8.169424772,SFG
8715-3701,31.11454391,14.42220163,95.47199631,47.55693531,2.991274059,Passive
8715-3702,13769.26489,1142.416351,5452.059082,4175.075317,269.6727982,AGN
8715-3703,18.94662762,8.117742717,27.57214928,26.97098017,1.536288947,Passive
8715-3704,8.297383547,11.7248376,18.66765404,18.50043464,1.19466804,Passive
8715-6101,15.02797198,35.31035709,81.70171928,159.0653572,9.711383104,SFG
8715-6102,49.69230747,62.09682083,56.20006275,232.8016586,15.26941133,SFG
8715-6103,35.10186577,19.56457758,51.94445419,90.52737045,5.053155422,Unclassified
8715-6104,21.80850482,31.97971439,-3.757044017,8.032741547,1.93960157,Passive
8715-9101,22.45435381,89.63771439,241.0880127,502.2115021,31.88308287,SFG
8715-9102,18.28007793,52.72315025,75.74206734,201.3317108,23.84271574,SFG
8716-12701,3.990309477,5.065212409,2.142823378,14.54030387,1.184285005,Passive
8716-12702,73.72942162,49.12955475,17.64302039,138.2061043,14.64654875,SFG
8716-12703,24.98559475,41.55143166,42.8016367,133.5875931,7.013913512,SFG
8716-12704,9.9476161,24.33431482,56.76702213,131.7068977,8.193665743,SFG
8716-12705,2.623516507,7.478681281,10.84590234,24.62695402,7.810363472,SFG
8716-1901,5.846091747,9.697331905,6.272421598,27.18148947,1.726192981,Passive
8716-1902,25.71501207,-0.17804116,57.28322983,36.27442598,2.059204757,Passive
8716-3701,55.4522295,51.10503292,163.5863533,227.536087,17.66800404,SFG
8716-3702,14.40742064,470.9669724,81.86733627,217.8254471,13.6547308,SFG
8716-3703,19.64868164,9.580486655,50.64617538,39.18674183,2.558472455,Passive
8716-3704,8.19383955,15.652812,27.89957476,64.45529842,4.263458967,Unclassified
8716-6101,57.51717758,147.4906311,186.5734253,562.5084839,31.27406311,SFG
8716-6102,7.427182317,27.51933813,37.93721199,99.93016243,6.103415728,SFG
8716-6103,20.94108629,29.50703192,66.21924496,91.06780434,5.178453326,Unclassified
8716-6104,18.79131826,29.43767103,7.969155153,8.763360977,1.332582831,Passive
8716-9101,51.23672771,26.86689138,63.10130024,85.17528534,5.511899948,Unclassified
8716-9102,24.58408499,74.3616066,100.0986576,283.1644363,17.69103432,SFG
8717-12701,7.219634652,10.74466205,24.40967226,47.84643459,4.09565419,Unclassified
8717-12702,8.843958855,6.335141033,9.269456387,10.99907672,0.805727512,Passive
8717-12703,36.94266319,28.47081518,15.62171721,92.16101646,11.42567205,SFG
8717-12704,14.17353177,16.55162692,10.93053555,54.01970863,3.841615438,Unclassified
8717-12705,20.4162755,18.27780485,9.185719728,56.75047779,6.141444802,SFG
8717-1901,12.29696298,7.957498789,11.29932165,8.287359118,1.7713148,Passive
8717-1902,51.6667099,20.35582876,85.86553764,97.64814949,5.97715199,Unclassified
8717-3701,28.71029711,24.8814466,47.51065254,8.659327418,1.887342155,Passive
8717-3702,3.526966423,9.520052135,7.0563519,10.51936245,1.120835975,Passive
8717-3703,100.4394951,238.4325409,368.1254959,1000.433731,73.14889336,SFG
8717-3704,38.94578171,203.4381676,618.8064728,1595.81488,88.88543701,SFG
8717-6101,12.97501731,8.849514723,29.75920582,31.11602116,1.849381059,Passive
8717-6102,15.31769347,25.22883511,72.69464302,135.7898903,7.67208302,SFG
8717-6103,1.141743734,4.272718847,15.27071071,9.064962745,0.684310362,Passive
8717-6104,8.588481545,8.4026016,13.20208645,9.898752928,0.690780297,Passive
8717-9101,14.06438732,8.341905713,32.90216923,31.0899353,14.78557134,AGN
8717-9102,15.8236928,13.25629677,43.9873085,27.28485203,1.740552574,Passive
8718-12701,264.1215057,48.95661926,205.4383926,210.9888191,12.98509121,AGN
8718-12702,899.0675049,114.9024906,576.8537292,423.9851837,24.06084108,AGN
8718-12703,20.68847609,24.76904058,15.14308739,79.88701439,6.908437252,SFG
8718-12704,27.39712588,19.2575868,12.02086449,67.50741577,4.362269084,Unclassified
8718-12705,10.21778075,6.842045148,4.393537521,23.91681608,5.76207304,Unclassified
8718-1901,82.73551559,29.97141171,134.6533127,92.90181351,5.704479098,Unclassified
8718-1902,199.9427605,156.056324,135.0896072,543.9456329,33.66259766,SFG
8718-3701,32.60813999,16.09926391,90.45298386,41.2496891,2.784006894,Passive
8718-3702,27.83966398,12.16273487,68.86614037,47.67392445,2.884443998,Passive
8718-3703,227.0733376,223.4555397,187.1894798,841.6032104,51.40012455,SFG
8718-3704,9.380218824,11.51238855,9.162813822,9.066163699,0.691911042,Passive
8718-6101,37.17757893,6.018010855,85.95466614,50.34394741,2.792733014,Passive
8718-6102,27.389781,47.89934349,214.0321007,306.1409988,17.994524,SFG
8718-6103,15.81315112,13.50813699,10.54990351,12.26472282,0.996540487,Passive
8718-6104,72.36319923,139.1247597,200.588192,606.9928741,34.70934296,SFG
8718-9101,13.03082943,61.65071487,115.4808102,270.5812988,19.95332527,SFG
8718-9102,4.14515866,7.028417639,2.403742632,11.86224504,0.901707634,Passive
8719-12701,11.76622033,11.47226644,31.98071909,69.03660774,4.370555282,Unclassified
8719-12702,169.3224297,172.8756065,163.8157539,598.8453217,108.9714088,SFG
8719-12703,27.55420923,9.744538546,45.17931843,27.80010366,1.691594511,Passive
8719-12704,9.436358184,8.644508302,3.083031714,22.44014752,2.762964457,Passive
8719-12705,67.52666759,36.52612209,16.7078445,123.4856281,9.638614893,SFG
8719-1901,7.362978339,8.908281326,2.51572898,5.65476352,0.408309102,Passive
8719-1902,62.26761913,19.33653903,18.51438355,50.34885693,3.080875695,Unclassified
8719-3702,18.38379002,23.04558802,27.39554644,99.93194962,8.102155685,SFG
8719-3703,35.61026859,75.47847748,83.71678162,263.7948914,14.00949073,SFG
8719-3704,2.297930658,2.948934972,-3.046537817,1.790404499,0.364594184,Passive
8719-6101,13.29986477,29.71372032,59.43162251,156.3311844,9.460174322,SFG
8719-6102,10.69753313,13.86486983,11.11313224,37.06906319,3.343141258,Unclassified
8719-6103,30.05915499,14.38743782,96.61070824,91.76051331,15.42958975,AGN
8719-6104,34.3307724,69.15772057,63.50127125,224.3935738,13.00808334,SFG
8719-9101,69.65559578,29.00831461,8.063795447,89.44293022,16.44064856,SFG
8719-9102,24.12243605,30.18146849,72.38224602,131.4709167,7.743579149,SFG
8720-12701,14.48998213,10.89896405,28.65487719,29.50980043,3.706379294,Unclassified
8720-12702,8.315610886,4.973551631,11.11067986,9.387243509,1.148657262,Passive
8720-12703,4.139831662,3.837128878,1.007248033,1.597164766,1.45640406,Passive
8720-12704,30.17655706,27.3389287,16.79106998,90.35391426,11.44897795,SFG
8720-12705,2.392247995,3.096003771,1.933480779,1.370969017,0.164986789,Passive
8720-1901,493.5844421,50.3739996,90.2385025,164.8325844,9.747601748,AGN
8720-1902,233.6177292,404.4744339,520.7480469,1530.025787,92.5209198,SFG
8720-3701,30.87959623,28.96079016,103.7976627,165.355381,9.415052891,SFG
8720-3702,14.36495352,11.98813152,33.19606638,20.80714893,1.340727061,Passive
8720-3703,38.38749504,20.86077046,95.5966053,71.84875488,4.565027833,Unclassified
8720-3704,19.40397239,9.31185928,10.92326427,8.862478018,0.624197878,Passive
8720-6101,28.95027685,7.6750606,20.04654121,15.27620888,1.023911878,Passive
8720-6102,15.57719493,31.12860966,29.04779768,98.67776871,5.749750614,Unclassified
8720-6103,81.00927353,57.63420486,36.09300327,190.8044739,12.33035517,SFG
8720-6104,64.68858624,42.2486639,12.49245715,112.5474968,7.430092573,SFG
8720-9101,4.497662544,2.067610443,3.421123803,2.508496016,0.272171222,Passive
8720-9102,11.62171817,6.731049716,19.30064917,22.3834815,1.528858423,Passive
8721-12701,13.64793936,21.41102791,14.08607229,8.157735189,1.492987196,Passive
8721-12702,12.07826138,30.03380537,55.09380245,165.5171127,9.646823645,SFG
8721-12703,11.72362542,11.59129083,37.09439945,20.66290569,6.768673539,AGN
8721-12704,13.47488451,8.400981158,8.342371464,8.042308211,0.8587569,Passive
8721-12705,3.09665978,12.83888435,11.93566322,38.962327,3.659992516,Unclassified
8721-1901,10.48831916,10.98520601,35.26182556,30.6292963,2.079641014,Passive
8721-1902,3.53197813,4.274724305,-0.142563481,1.094446003,0.330523804,Passive
8721-3701,16.23233056,41.65003014,95.50573921,212.5641937,11.07653832,SFG
8721-3702,4.967938066,-6.245490909,0.848857477,3.630434692,5.753857255,Unclassified
8721-3703,44.48859978,13.08706355,49.95042229,47.77955341,2.639482439,Passive
8721-3704,8.359239697,1.097057961,2.914390117,5.289351642,0.783144191,Passive
8721-6101,131.5081215,172.4220276,194.0674934,660.3337708,40.04556751,SFG
8721-6102,25.59402466,44.00133133,82.37090111,181.2845421,19.26899099,SFG
8721-6103,31.91081238,18.35029924,50.30524731,31.91761684,6.902190447,AGN
8721-6104,32.23257256,12.04004592,56.6902647,30.20228386,2.014832318,Passive
8721-9101,1.721222907,5.099874377,6.151698232,16.21289539,2.894652635,Passive
8721-9102,10.84579062,11.90343708,3.599116623,10.91587454,1.126534358,Passive
8722-12701,22.61703348,12.44957221,69.20430946,30.90205479,2.027868599,Passive
