plateifu,MANGAID,Type,TType,Unsure
8261-12704 ,1-282144 ,Sc         ,5,0
8261-12705 ,1-575847 ,SBbc       ,4,0
8261-1901  ,1-258311 ,S0         ,-2,0
8261-1902  ,1-282151 ,S0         ,-2,0
8261-3701  ,1-575838 ,SBa        ,1,0
8261-3702  ,1-575845 ,Edc        ,-5,0
8261-3703  ,1-258477 ,Edc        ,-5,0
8261-3704  ,1-258685 ,E          ,-5,0
8261-6101  ,1-258118 ,S0         ,-2,0
8261-6102  ,1-258315 ,SABb       ,3,0
8261-6103  ,1-258380 ,SABab      ,2,0
8261-6104  ,1-258401 ,Sab        ,2,0
8261-9101  ,1-258455 ,S0a        ,0,0
8261-9102  ,1-282186 ,Sab        ,2,0
8262-12701 ,1-282509 ,Scd        ,6,0
8262-12702 ,1-258671 ,Sbc        ,4,0
8262-12703 ,1-258589 ,Sc         ,5,0
8262-12704 ,1-258726 ,SBc        ,5,0
8262-12705 ,1-258631 ,Sbc        ,4,0
8262-1902  ,1-282035 ,Sa         ,1,0
8262-3701  ,1-258306 ,Sb         ,3,0
8262-3702  ,1-258249 ,S0         ,-2,0
8262-3703  ,1-258667 ,S0a        ,0,0
8262-3704  ,1-282021 ,Sb         ,3,0
8262-6101  ,1-282020 ,SBd        ,7,0
8262-6102  ,1-282527 ,S0         ,-2,0
8262-6103  ,1-282043 ,S0a        ,0,0
8262-6104  ,1-258653 ,S0         ,-2,0
8262-9101  ,1-258213 ,SAB0a      ,0,0
8262-9102  ,1-589908 ,SABb       ,3,0
8263-12701 ,1-258777 ,Scd        ,6,0
8263-12702 ,1-258760 ,Sd         ,7,0
8263-12703 ,1-590053 ,Sdm        ,8,0
8263-12704 ,1-258737 ,SBbc       ,4,0
8263-12705 ,1-258607 ,Sc         ,5,0
8263-1901  ,1-620115 ,SBab       ,2,0
8263-1902  ,1-258747 ,E          ,-5,0
8263-3701  ,1-282106 ,Sa         ,1,0
8263-3702  ,1-282114 ,S0         ,-2,0
8263-3703  ,1-258748 ,SABb       ,3,0
8263-3704  ,1-258782 ,S0a        ,0,0
8263-6101  ,1-258823 ,Sc         ,5,0
8263-6102  ,1-258804 ,SABcd      ,6,0
8263-6103  ,1-258750 ,Sab        ,2,0
8263-6104  ,1-282762 ,SBab       ,2,0
8263-9101  ,1-282150 ,SABb       ,3,0
8263-9102  ,1-575826 ,Edc        ,-5,0
8309-12701 ,1-196597 ,Sb         ,3,0
8309-12702 ,1-196737 ,Edc        ,-5,0
8309-12703 ,1-576558 ,Sa         ,1,0
8309-12704 ,1-196929 ,S0         ,-2,0
8309-12705 ,1-196861 ,SBc        ,5,0
8309-1902  ,1-196863 ,Edc        ,-5,0
8309-3701  ,1-196753 ,E          ,-5,0
8309-3702  ,1-244763 ,SBbc       ,4,0
8309-3704  ,1-197017 ,S0         ,-2,0
8309-6101  ,1-576467 ,SABa       ,1,0
8309-6102  ,1-196580 ,Edc        ,-5,0
8309-6103  ,1-197013 ,Sa         ,1,0
8309-6104  ,1-197044 ,SBab       ,2,0
8309-9101  ,1-244805 ,Edc        ,-5,0
8309-9102  ,1-245472 ,SBab       ,2,0
8310-12701 ,1-495026 ,SABc       ,5,0
8310-12702 ,1-494684 ,Sb         ,3,0
8310-12703 ,1-495795 ,SABab      ,2,0
8310-12704 ,1-495018 ,S0         ,-2,0
8310-12705 ,1-495360 ,Sc         ,5,0
8310-1901  ,1-519907 ,Sb         ,3,0
8310-3701  ,1-495383 ,SBa        ,1,0
8310-3702  ,1-495856 ,SABab      ,2,0
8310-3703  ,1-516559 ,Edc        ,-5,0
8310-3704  ,1-495351 ,SABbc      ,4,0
8310-6101  ,1-495366 ,E          ,-5,0
8310-6102  ,1-495379 ,E          ,-5,0
8310-6104  ,1-495356 ,S0         ,-2,0
8310-9101  ,1-495825 ,SABcd      ,6,0
8310-9102  ,1-516581 ,S0         ,-2,0
8311-12701 ,1-568570 ,SABb       ,3,0
8311-12702 ,1-519381 ,Sa         ,1,0
8311-12703 ,1-523105 ,Sc         ,5,0
8311-12704 ,1-523117 ,Sc         ,5,0
8311-12705 ,1-522742 ,SABc       ,5,0
8311-1901  ,1-523154 ,S0a        ,0,0
8311-1902  ,1-519393 ,S0a        ,0,0
8311-3701  ,1-519412 ,S0a        ,0,0
8311-3703  ,1-626924 ,Sab        ,2,0
8311-3704  ,1-519429 ,SBab       ,2,0
8311-6101  ,1-519444 ,Sa         ,1,0
8311-6102  ,1-519407 ,SB0a       ,0,0
8311-6103  ,1-522789 ,S0         ,-2,0
8311-6104  ,1-568584 ,SBab       ,2,0
8311-9101  ,1-519271 ,SBab       ,2,0
8311-9102  ,1-522749 ,Edc        ,-5,0
8312-12701 ,1-210866 ,SBd        ,7,0
8312-12702 ,1-210923 ,SBb        ,3,0
8312-12703 ,1-211017 ,Sb         ,3,0
8312-12704 ,1-633990 ,SBab       ,2,0
8312-12705 ,1-211023 ,SBab       ,2,0
8312-1901  ,1-210846 ,Sa         ,1,0
8312-1902  ,1-211084 ,SB0        ,-2,0
8312-3701  ,1-211006 ,SB0        ,-2,0
8312-3702  ,1-135095 ,SBa        ,1,0
8312-3703  ,1-211044 ,Sab        ,2,0
8312-3704  ,1-210754 ,SBab       ,2,0
8312-6102  ,1-210972 ,SABab      ,2,0
8312-6103  ,1-135152 ,Sab        ,2,0
8312-6104  ,1-135077 ,Sb         ,3,0
8312-9101  ,1-210785 ,Edc        ,-5,0
8312-9102  ,1-210774 ,Edc        ,-5,0
8313-12701 ,1-247977 ,SABbc      ,4,0
8313-12702 ,1-248388 ,SABc       ,5,0
8313-12703 ,1-248348 ,Sbc        ,4,0
8313-12704 ,1-569216 ,SABab      ,2,0
8313-12705 ,1-248233 ,SABab      ,2,0
8313-1901  ,1-248352 ,SABa       ,1,0
8313-1902  ,1-248419 ,Sa         ,1,0
8313-3701  ,1-633587 ,Edc        ,-5,0
8313-3702  ,1-248328 ,E          ,-5,0
8313-3703  ,1-248415 ,Edc        ,-5,0
8313-3704  ,1-633591 ,E          ,-5,0
8313-6101  ,1-248389 ,SABb       ,3,0
8313-6102  ,1-248289 ,Sb         ,3,0
8313-6103  ,1-247976 ,S0         ,-2,0
8313-6104  ,1-210112 ,SBm        ,9,0
8313-9101  ,1-247980 ,SABbc      ,4,0
8313-9102  ,1-248357 ,SBb        ,3,0
8314-12701 ,1-569214 ,SABcd      ,6,0
8314-12702 ,1-594165 ,SABb       ,3,0
8314-12703 ,1-248638 ,SABbc      ,4,0
8314-12704 ,1-594358 ,Sc         ,5,0
8314-12705 ,1-248848 ,Sbc        ,4,0
8314-1901  ,1-248544 ,SAB0       ,-2,0
8314-1902  ,1-564487 ,E          ,-5,0
8314-3701  ,1-200241 ,S0a        ,0,0
8314-3702  ,1-199775 ,S0         ,-2,0
8314-3703  ,1-248249 ,E          ,-5,0
8314-3704  ,1-248618 ,SB0a       ,0,0
8314-6101  ,1-248634 ,SABbc      ,4,0
8314-6103  ,1-248276 ,S0         ,-2,0
8314-6104  ,1-248661 ,E          ,-5,0
8314-9101  ,1-248577 ,Sc         ,5,0
8314-9102  ,1-200281 ,E          ,-5,0
8315-12701 ,1-560834 ,E          ,-5,0
8315-12702 ,1-236745 ,Edc        ,-5,0
8315-12703 ,1-322802 ,SBab       ,2,0
8315-12704 ,1-322806 ,Sb         ,3,0
8315-12705 ,1-322787 ,SBb        ,3,0
8315-1901  ,1-322680 ,Edc        ,-5,0
8315-1902  ,1-323026 ,S0a        ,0,0
8315-3701  ,1-322679 ,SBa        ,1,0
8315-3702  ,1-322671 ,E          ,-5,0
8315-3703  ,1-560826 ,Sa         ,1,0
8315-3704  ,1-323055 ,S0         ,-2,0
8315-6101  ,1-322974 ,SBb        ,3,0
8315-6102  ,1-560832 ,E          ,-5,0
8315-6103  ,1-322768 ,S0         ,-2,0
8315-6104  ,1-633211 ,E          ,-5,0
8315-9101  ,1-322784 ,S0         ,-2,0
8315-9102  ,1-236776 ,SBa        ,1,0
8317-12701 ,1-259185 ,Edc        ,-5,0
8317-12702 ,1-259136 ,Edc        ,-5,0
8317-12703 ,1-259108 ,Sb         ,3,0
8317-12704 ,1-259142 ,SBb        ,3,0
8317-12705 ,1-259104 ,SABc       ,5,0
8317-1901  ,1-283711 ,SB0        ,-2,0
8317-3701  ,1-284174 ,S0         ,-2,0
8317-3702  ,1-259117 ,S0         ,-2,0
8317-3703  ,1-259538 ,S0a        ,0,0
8317-3704  ,1-284230 ,Edc        ,-5,0
8317-6101  ,1-259195 ,Sc         ,5,0
8317-6102  ,1-259537 ,SABbc      ,4,0
8317-6103  ,1-259368 ,E          ,-5,0
8317-6104  ,1-284197 ,Scd        ,6,0
8317-9101  ,1-259175 ,SABb       ,3,0
8317-9102  ,1-259160 ,SABcd      ,6,0
8318-12701 ,1-259650 ,S0         ,-2,0
8318-12702 ,1-284329 ,SBbc       ,4,0
8318-12703 ,1-284485 ,SBbc       ,4,0
8318-12704 ,1-284317 ,SABcd      ,6,0
8318-12705 ,1-259908 ,SABc       ,5,0
8318-1901  ,1-284321 ,S0         ,-2,0
8318-1902  ,1-284349 ,S0         ,-2,0
8318-3701  ,1-259893 ,SBa        ,1,0
8318-3702  ,1-284284 ,Sbc        ,4,0
8318-3703  ,1-260010 ,SABab      ,2,0
8318-3704  ,1-575704 ,SBab       ,2,0
8318-6101  ,1-284291 ,SABb       ,3,0
8318-6102  ,1-284293 ,Sa         ,1,0
8318-6103  ,1-284335 ,S0a        ,0,0
8318-6104  ,1-284525 ,SBab       ,2,0
8318-9101  ,1-259618 ,SABcd      ,6,0
8318-9102  ,1-284522 ,SABbc      ,4,0
8319-12701 ,1-285095 ,E          ,-5,0
8319-12702 ,1-285052 ,SBab       ,2,0
8319-12703 ,1-285066 ,Edc        ,-5,0
8319-12704 ,1-285136 ,SBbc       ,4,0
8319-12705 ,1-234618 ,Sc         ,5,0
8319-1901  ,1-234388 ,E          ,-5,0
8319-1902  ,1-285062 ,SB0        ,-2,0
8319-3701  ,1-285065 ,SABcd      ,6,0
8319-3702  ,1-234004 ,SB0        ,-2,0
8319-3703  ,1-234362 ,S0a        ,0,0
8319-3704  ,1-234431 ,Sb         ,3,0
8319-6101  ,1-285144 ,E          ,-5,0
8319-6102  ,1-234408 ,Sbc        ,4,0
8319-6103  ,1-234632 ,E          ,-5,0
8319-6104  ,1-234629 ,E          ,-5,0
8319-9101  ,1-234341 ,Sbc        ,4,0
8319-9102  ,1-575733 ,E          ,-5,0
8320-12701 ,1-519706 ,SABbc      ,4,0
8320-12702 ,1-523065 ,Sc         ,5,0
8320-12703 ,1-523033 ,Scd        ,6,0
8320-12704 ,1-523027 ,SABbc      ,4,0
8320-12705 ,1-519746 ,SABc       ,5,0
8320-1901  ,1-523238 ,E          ,-5,0
8320-1902  ,1-519705 ,Edc        ,-5,0
8320-3701  ,1-519738 ,SB0        ,-2,0
8320-3702  ,1-523108 ,SBab       ,2,0
8320-3703  ,1-592049 ,S0         ,-2,0
8320-3704  ,1-519742 ,Sab        ,2,0
8320-6101  ,1-523004 ,SBab       ,2,0
8320-6102  ,1-519707 ,Sab        ,2,0
8320-6103  ,1-519720 ,S0a        ,0,0
8320-6104  ,1-627332 ,SABcd      ,6,0
8320-9101  ,1-523050 ,Sc         ,5,0
8320-9102  ,1-532459 ,SABbc      ,4,0
8321-12701 ,1-403623 ,SBd        ,7,0
8321-12702 ,1-403615 ,Scd        ,6,0
8321-12703 ,1-401670 ,SABbc      ,4,0
8321-12704 ,1-624479 ,SABab      ,2,0
8321-12705 ,1-624536 ,SABb       ,3,0
8321-1901  ,1-404397 ,Edc        ,-5,0
8321-1902  ,1-457237 ,S0         ,-2,0
8321-3701  ,1-457252 ,SBa        ,1,0
8321-3702  ,1-404141 ,Sb         ,3,0
8321-3703  ,1-403620 ,E          ,-5,0
8321-3704  ,1-403585 ,E          ,-5,0
8321-6101  ,1-404179 ,S0         ,-2,0
8321-6102  ,1-457251 ,S0a        ,0,0
8321-6103  ,1-403707 ,Sb         ,3,0
8321-6104  ,1-403672 ,SABb       ,3,0
8321-9101  ,1-403634 ,Sab        ,2,0
8321-9102  ,1-403797 ,Sb         ,3,0
8322-12701 ,1-624909 ,SBcd       ,6,0
8322-12702 ,1-401725 ,Edc        ,-5,0
8322-12704 ,1-625154 ,SBc        ,5,0
8322-12705 ,1-575232 ,Sab        ,2,0
8322-1901  ,1-625070 ,SBab       ,2,0
8322-1902  ,1-575202 ,Sa         ,1,0
8322-3701  ,1-419028 ,Sb         ,3,0
8322-3702  ,1-575209 ,Edc        ,-5,0
8322-3703  ,1-421145 ,S0         ,-2,0
8322-3704  ,1-401759 ,Sb         ,3,0
8322-6101  ,1-401783 ,Sb         ,3,0
8322-6102  ,1-401757 ,SBab       ,2,0
8322-6104  ,1-418974 ,Sb         ,3,0
8322-9101  ,1-591611 ,SBd        ,7,0
8322-9102  ,1-419231 ,SABbc      ,4,0
8323-12701 ,1-591379 ,SABcd      ,6,0
8323-12702 ,1-405707 ,Sd         ,7,0
8323-12703 ,1-591308 ,SABbc      ,4,0
8323-12704 ,1-405813 ,SABbc      ,4,0
8323-12705 ,1-624367 ,SBb        ,3,0
8323-1901  ,1-410131 ,S0         ,-2,0
8323-1902  ,1-624448 ,S0         ,-2,0
8323-3701  ,1-402850 ,S0         ,-2,0
8323-3702  ,1-402833 ,SB0        ,-2,0
8323-3703  ,1-402898 ,SAB0       ,-2,0
8323-3704  ,1-415513 ,S0a        ,0,0
8323-6101  ,1-415476 ,SBab       ,2,0
8323-6102  ,1-402872 ,S0         ,-2,0
8323-6103  ,1-405760 ,Sb         ,3,0
8323-6104  ,1-405673 ,Sbc        ,4,0
8323-9101  ,1-405698 ,E          ,-5,0
8323-9102  ,1-405588 ,Sbc        ,4,0
8324-12701 ,1-285021 ,Sab        ,2,0
8324-12702 ,1-284982 ,SBab       ,2,0
8324-12703 ,1-284971 ,Sc         ,5,0
8324-12705 ,1-284929 ,Sd         ,7,0
8324-1902  ,1-284505 ,S0a        ,0,0
8324-3701  ,1-259952 ,E          ,-5,0
8324-3702  ,1-285081 ,Scd        ,6,0
8324-3703  ,1-285155 ,E          ,-5,0
8324-6101  ,1-284271 ,S0a        ,0,0
8324-6102  ,1-284990 ,Sc         ,5,0
8324-6103  ,1-576535 ,Scd        ,6,0
8324-6104  ,1-575726 ,SABab      ,2,0
8324-9101  ,1-284292 ,SABc       ,5,0
8325-12701 ,1-286558 ,Sbc        ,4,0
8325-12702 ,1-234997 ,SABd       ,7,0
8325-12703 ,1-235398 ,SBb        ,3,0
8325-12704 ,1-320324 ,S0         ,-2,0
8325-12705 ,1-235385 ,Sbc        ,4,0
8325-1901  ,1-235239 ,S0a        ,0,0
8325-1902  ,1-235257 ,S0         ,-2,0
8325-3701  ,1-235018 ,SBab       ,2,0
8325-3702  ,1-235136 ,Sd         ,7,0
8325-3703  ,1-235270 ,Sd         ,7,0
8325-3704  ,1-235307 ,S0         ,-2,0
8325-6101  ,1-234980 ,E          ,-5,0
8325-6102  ,1-235301 ,E          ,-5,0
8325-6103  ,1-320328 ,E          ,-5,0
8325-6104  ,1-320337 ,E          ,-5,0
8325-9101  ,1-235186 ,SBab       ,2,0
8325-9102  ,1-235306 ,SBab       ,2,0
8326-12702 ,1-235575 ,Sbc        ,4,0
8326-12703 ,1-320606 ,SABc       ,5,0
8326-12704 ,1-320642 ,Scd        ,6,0
8326-12705 ,1-320922 ,SBcd       ,6,0
8326-1901  ,1-320681 ,S0         ,-2,0
8326-1902  ,1-235587 ,SB0        ,-2,0
8326-3701  ,1-235530 ,SAB0       ,-2,0
8326-3702  ,1-321069 ,S0         ,-2,0
8326-3703  ,1-320655 ,Edc        ,-5,0
8326-3704  ,1-235582 ,SBa        ,1,0
8326-6101  ,1-321074 ,Sa         ,1,0
8326-6102  ,1-235576 ,SBa        ,1,0
8326-6103  ,1-320664 ,SB0        ,-2,0
8326-6104  ,1-320584 ,Edc        ,-5,0
8326-9101  ,1-320677 ,Edc        ,-5,0
8326-9102  ,1-235611 ,SBbc       ,4,0
8327-12701 ,1-250806 ,Sbc        ,4,0
8327-12702 ,1-250894 ,SBb        ,3,0
8327-12703 ,1-285989 ,SABab      ,2,0
8327-12704 ,1-250870 ,SABbc      ,4,0
8327-12705 ,1-575741 ,E          ,-5,0
8327-1902  ,1-250784 ,E          ,-5,0
8327-3701  ,1-250810 ,SABa       ,1,0
8327-3702  ,1-286081 ,Sab        ,2,0
8327-3703  ,1-250769 ,SABc       ,5,0
8327-3704  ,1-575742 ,S0         ,-2,0
8327-6101  ,1-250811 ,E          ,-5,0
8327-6102  ,1-285994 ,Edc        ,-5,0
8327-6103  ,1-285506 ,SABb       ,3,0
8327-6104  ,1-286139 ,SB0        ,-2,0
8327-9101  ,1-575744 ,Edc        ,-5,0
8327-9102  ,1-286110 ,Sbc        ,4,0
8328-12701 ,1-286729 ,Sa         ,1,0
8328-12702 ,1-286309 ,SABab      ,2,0
8328-12704 ,1-286265 ,SABc       ,5,0
8328-12705 ,1-286316 ,Sbc        ,4,0
8328-1902  ,1-592574 ,Sa         ,1,0
8328-3701  ,1-286772 ,Sa         ,1,0
8328-3702  ,1-286536 ,E          ,-5,0
8328-3703  ,1-575756 ,E          ,-5,0
8328-6101  ,1-286287 ,E          ,-5,0
8328-6102  ,1-286746 ,E          ,-5,0
8328-6103  ,1-235033 ,E          ,-5,0
8328-6104  ,1-286771 ,Edc        ,-5,0
8328-9101  ,1-286277 ,SABb       ,3,0
8329-12701 ,1-266039 ,Sc         ,5,0
8329-12702 ,1-286805 ,Scd        ,6,0
8329-12703 ,1-266020 ,Sc         ,5,0
8329-12704 ,1-235203 ,Sc         ,5,0
8329-12705 ,1-266106 ,E          ,-5,0
8329-1902  ,1-629695 ,Edc        ,-5,0
8329-3701  ,1-569225 ,E          ,-5,0
8329-3702  ,1-266045 ,Sa         ,1,0
8329-3703  ,1-266074 ,Edc        ,-5,0
8329-3704  ,1-592881 ,Sab        ,2,0
8329-6101  ,1-265980 ,S0         ,-2,0
8329-6102  ,1-286804 ,Sb         ,3,0
8329-6103  ,1-265988 ,SABab      ,2,0
8329-6104  ,1-592743 ,SBb        ,3,0
8329-9101  ,1-286795 ,Edc        ,-5,0
8329-9102  ,1-266101 ,Sb         ,3,0
8330-12701 ,1-418626 ,SBbc       ,4,0
8330-12702 ,1-402422 ,E          ,-5,0
8330-12703 ,1-285737 ,SBb        ,3,0
8330-12704 ,1-402467 ,Sc         ,5,0
8330-12705 ,1-402409 ,E          ,-5,0
8330-1901  ,1-402576 ,S0a        ,0,0
8330-1902  ,1-402656 ,SB0        ,-2,0
8330-3701  ,1-402454 ,E          ,-5,0
8330-3702  ,1-285729 ,S0         ,-2,0
8330-3703  ,1-402609 ,Edc        ,-5,0
8330-3704  ,1-402436 ,SABab      ,2,0
8330-6101  ,1-402487 ,Edc        ,-5,0
8330-6102  ,1-285748 ,SBab       ,2,0
8330-6103  ,1-559041 ,Edc        ,-5,0
8330-6104  ,1-418197 ,Edc        ,-5,0
8330-9101  ,1-285728 ,SBc        ,5,0
8330-9102  ,1-260481 ,SBb        ,3,0
8331-12701 ,1-250638 ,Edc        ,-5,0
8331-12702 ,1-285916 ,SBab       ,2,0
8331-12703 ,1-250607 ,SBc        ,5,0
8331-12704 ,1-250997 ,SBab       ,2,0
8331-12705 ,1-260534 ,SBab       ,2,0
8331-1901  ,1-250628 ,Sbc        ,4,0
8331-1902  ,1-250603 ,SBbc       ,4,0
8331-3701  ,1-575738 ,E          ,-5,0
8331-3702  ,1-250651 ,Edc        ,-5,0
8331-3703  ,1-250652 ,SBab       ,2,0
8331-3704  ,1-251043 ,Sbc        ,4,0
8331-6101  ,1-250642 ,E          ,-5,0
8331-6102  ,1-260514 ,Sb         ,3,0
8331-6103  ,1-250644 ,E          ,-5,0
8331-6104  ,1-250969 ,SBab       ,2,0
8331-9101  ,1-285879 ,Edc        ,-5,0
8331-9102  ,1-575737 ,Edc        ,-5,0
8332-12701 ,1-250959 ,SBcd       ,6,0
8332-12702 ,1-251115 ,SBab       ,2,0
8332-12703 ,1-286307 ,SBbc       ,4,0
8332-12704 ,1-251269 ,Sa         ,1,0
8332-12705 ,1-251279 ,S0a        ,0,0
8332-1902  ,1-575771 ,SBbc       ,4,0
8332-3701  ,1-575778 ,SBa        ,1,0
8332-3702  ,1-251129 ,Sb         ,3,0
8332-3703  ,1-251067 ,Sab        ,2,0
8332-3704  ,1-251198 ,Sab        ,2,0
8332-6101  ,1-250940 ,Sb         ,3,0
8332-6102  ,1-251278 ,Edc        ,-5,0
8332-6103  ,1-251119 ,SBa        ,1,0
8332-6104  ,1-286274 ,S0         ,-2,0
8332-9101  ,1-250922 ,Sbc        ,4,0
8332-9102  ,1-251307 ,SBb        ,3,0
8333-12702 ,1-265907 ,Sab        ,2,0
8333-12703 ,1-266112 ,SBbc       ,4,0
8333-12705 ,1-265863 ,Sc         ,5,0
8333-1901  ,1-266298 ,E          ,-5,0
8333-1902  ,1-266244 ,S0a        ,0,0
8333-3701  ,1-251662 ,SABb       ,3,0
8333-3703  ,1-266288 ,Edc        ,-5,0
8333-3704  ,1-569263 ,S0         ,-2,0
8333-6101  ,1-251657 ,S0         ,-2,0
8333-6102  ,1-251871 ,SBab       ,2,0
8333-6103  ,1-265883 ,E          ,-5,0
8333-6104  ,1-265849 ,E          ,-5,0
8333-9101  ,1-265919 ,Edc        ,-5,0
8333-9102  ,1-266328 ,S0         ,-2,0
8334-12701 ,1-260943 ,Sc         ,5,0
8334-12702 ,1-261216 ,Sab        ,2,0
8334-12703 ,1-261370 ,Sbc        ,4,0
8334-12704 ,1-251833 ,Sbc        ,4,0
8334-12705 ,1-261390 ,SABb       ,3,0
8334-1901  ,1-261376 ,S0         ,-2,0
8334-3701  ,1-261362 ,SBab       ,2,0
8334-3702  ,1-251458 ,SABbc      ,4,0
8334-3703  ,1-261224 ,Sb         ,3,0
8334-6101  ,1-261147 ,Edc        ,-5,0
8334-6103  ,1-261217 ,Sab        ,2,0
8334-6104  ,1-251374 ,SAB0a      ,0,0
8334-9101  ,1-251450 ,E          ,-5,0
8334-9102  ,1-261200 ,SABb       ,3,0
8335-12701 ,1-251762 ,SBb        ,3,0
8335-12702 ,1-251764 ,SABc       ,5,0
8335-12703 ,1-252072 ,Sd         ,7,0
8335-12704 ,1-592984 ,SABbc      ,4,0
8335-12705 ,1-251686 ,SABb       ,3,0
8335-1901  ,1-251783 ,E          ,-5,0
8335-1902  ,1-252147 ,S0         ,-2,0
8335-3701  ,1-252049 ,SBb        ,3,0
8335-3702  ,1-252073 ,Sa         ,1,0
8335-3703  ,1-252126 ,Edc        ,-5,0
8335-3704  ,1-252046 ,Sab        ,2,0
8335-6101  ,1-251788 ,Edc        ,-5,0
8335-6102  ,1-252094 ,SABbc      ,4,0
8335-6103  ,1-251739 ,Edc        ,-5,0
8335-6104  ,1-252070 ,SABab      ,2,0
8335-9101  ,1-251775 ,S0         ,-2,0
8335-9102  ,1-252151 ,Scd        ,6,0
8336-12701 ,1-313054 ,Sa         ,1,0
8336-12702 ,1-313036 ,Sab        ,2,0
8336-12703 ,1-261013 ,SABb       ,3,0
8336-12704 ,1-592449 ,SABab      ,2,0
8336-12705 ,1-261029 ,Sc         ,5,0
8336-1902  ,1-261030 ,E          ,-5,0
8336-3701  ,1-261050 ,S0         ,-2,0
8336-3702  ,1-261059 ,Sb         ,3,0
8336-3703  ,1-260946 ,SB0        ,-2,0
8336-3704  ,1-313053 ,S0         ,-2,0
8336-6101  ,1-405025 ,SABc       ,5,0
8336-6103  ,1-260663 ,S0         ,-2,0
8336-6104  ,1-261008 ,E          ,-5,0
8336-9101  ,1-313108 ,Sc         ,5,0
8336-9102  ,1-260937 ,Sc         ,5,0
8337-12701 ,1-592693 ,Sbc        ,4,0
8337-12702 ,1-629221 ,SABcd      ,6,0
8337-12703 ,1-313351 ,SABc       ,5,0
8337-12704 ,1-261311 ,Sd         ,7,0
8337-12705 ,1-313323 ,Sd         ,7,0
8337-1901  ,1-261280 ,SBab       ,2,0
8337-1902  ,1-261274 ,SABd       ,7,0
8337-3701  ,1-313354 ,SBa        ,1,0
8337-3702  ,1-261251 ,E          ,-5,0
8337-3703  ,1-261243 ,Sc         ,5,0
8337-3704  ,1-261574 ,E          ,-5,0
8337-6101  ,1-313335 ,SABbc      ,4,0
8337-6102  ,1-313385 ,SBa        ,1,0
8337-6103  ,1-260939 ,Sab        ,2,0
8337-6104  ,1-313322 ,Sbc        ,4,0
8337-9101  ,1-260942 ,Sd         ,7,0
8337-9102  ,1-261318 ,SBd        ,7,0
8338-12701 ,1-614850 ,SBd        ,7,0
8338-12702 ,1-492564 ,Sd         ,7,0
8338-12703 ,1-489927 ,SBd        ,7,0
8338-12704 ,1-491218 ,SABcd      ,6,0
8338-12705 ,1-491045 ,Edc        ,-5,0
8338-1901  ,1-491441 ,Sa         ,1,0
8338-1902  ,1-588894 ,S0         ,-2,0
8338-3701  ,1-491200 ,SAB0       ,-2,0
8338-3702  ,1-491140 ,Sc         ,5,0
8338-3703  ,1-492536 ,S0         ,-2,0
8338-3704  ,1-491233 ,Sb         ,3,0
8338-6101  ,1-574691 ,Sab        ,2,0
8338-6102  ,1-491225 ,SABd       ,7,0
8338-6103  ,1-489932 ,Sc         ,5,0
8338-6104  ,1-492617 ,Sab        ,2,0
8338-9101  ,1-491095 ,SBbc       ,4,0
8338-9102  ,1-489884 ,SAB0a      ,0,0
8341-12701 ,1-282653 ,Scd        ,6,0
8341-12702 ,1-575668 ,E          ,-5,0
8341-12703 ,1-283278 ,SBdm       ,8,0
8341-12704 ,1-620993 ,SBbc       ,4,0
8341-12705 ,1-575796 ,SABd       ,7,0
8341-1901  ,1-259091 ,SAB0a      ,0,0
8341-1902  ,1-258879 ,SABb       ,3,0
8341-3701  ,1-259079 ,Edc        ,-5,0
8341-3702  ,1-259058 ,SABab      ,2,0
8341-3703  ,1-283246 ,SB0a       ,0,0
8341-3704  ,1-259250 ,Sa         ,1,0
8341-6101  ,1-258876 ,SB0        ,-2,0
8341-6102  ,1-259068 ,SAB0a      ,0,0
8341-6103  ,1-282665 ,Sa         ,1,0
8341-6104  ,1-283286 ,Sab        ,2,0
8341-9101  ,1-259050 ,SABbc      ,4,0
8341-9102  ,1-259245 ,SABbc      ,4,0
8438-12701 ,1-504694 ,Edc        ,-5,0
8438-12702 ,1-505218 ,SABc       ,5,0
8438-12703 ,1-474943 ,E          ,-5,0
8438-12704 ,1-474826 ,Sc         ,5,0
8438-12705 ,1-474825 ,SABbc      ,4,0
8438-1901  ,1-474828 ,E          ,-5,0
8438-1902  ,1-505239 ,SABc       ,5,0
8438-3701  ,1-474573 ,Sa         ,1,0
8438-3702  ,1-474803 ,Sa         ,1,0
8438-3703  ,1-474807 ,SAB0a      ,0,0
8438-3704  ,1-504663 ,SABa       ,1,0
8438-6101  ,1-567299 ,Edc        ,-5,0
8438-6102  ,1-474575 ,Sab        ,2,0
8438-6103  ,1-474677 ,SABa       ,1,0
8438-6104  ,1-505301 ,Sab        ,2,0
8438-9101  ,1-474540 ,SABc       ,5,0
8438-9102  ,1-505223 ,SABb       ,3,0
8439-12701 ,1-155978 ,SBcd       ,6,0
8439-12702 ,1-155926 ,SBab       ,2,0
8439-12703 ,1-605884 ,SABb       ,3,0
8439-12704 ,1-156137 ,Sbc        ,4,0
8439-12705 ,1-156062 ,Sa         ,1,0
8439-1901  ,1-155903 ,Edc        ,-5,0
8439-1902  ,1-156061 ,S0         ,-2,0
8439-3701  ,1-605863 ,SBab       ,2,0
8439-3702  ,1-585593 ,S0         ,-2,0
8439-3703  ,1-156158 ,Sab        ,2,0
8439-3704  ,1-156039 ,E          ,-5,0
